Mui	Muy	RQ	muy
Sor	señor	NP00000	señor
mio	mío	DP1MSS	mío
y	y	CC	y
de	de	SPS00	de
mi	mi	DP1CSS	mi
mayor	mayor	AQ0CS0	mayor
estimazion	estimación	NCFS000	estimación
,	.	Fp	.
Zelebrare	Celebraré	VMIF1S0	celebrar
que	que	CS	que
Vm	VM	NP00000	VM
se	se	P00CN000	se
mantenga	mantenga	VMSP0S0	mantener
con	con	SPS00	con
perfecta	perfecta	AQ0FS0	perfecto
salud	salud	NCFS000	salud
y	y	CC	y
que	que	CS	que
allase	hallase	VMSI0S0	hallar
con	con	SPS00	con
igual	igual	AQ0CS0	igual
beneficio	beneficio	NCMS000	beneficio
a	a	SPS00	a
la	la	DA0FS0	el
Sra	señora	NP00000	señor
Madre	madre	NP00000	madre
y	y	CC	y
demas	demás	DI0CP0	demás
familia	familia	NCFS000	familia
,	.	Fp	.
yo	Yo	PP1CSN00	yo
ofrezco	ofrezco	VMIP1S0	ofrecer
a	a	SPS00	a
la	la	DA0FS0	el
oba	obediencia	NCFS000	obediencia
de	de	SPS00	de
Vm	VM	NP00000	VM
con	con	SPS00	con
todas	todas	DI0FP0	todo
veras	veras	NCFP000	vera
la	la	DA0FS0	el
mia	mía	PX1FS0S0	mío
	,	Fc	,
de	de	SPS00	de
mi	mi	DP1CSS	mi
Madre	madre	NCFS000	madre
y	y	CC	y
Herma	hermana	NCFS000	hermano
	,	Fc	,
que	que	PR0CN000	que
prosiguen	prosiguen	VMIP3P0	proseguir
sin	sin	SPS00	sin
novedad	novedad	NCFS000	novedad
y	y	CC	y
remiten	remiten	VMIP3P0	remitir
multiplicados	multiplicados	VMP00PM	multiplicar
afectos	afectos	NCMP000	afecto
	.	Fp	.
esta	Ésta	PD0FS000	este
sirve	sirve	VMIP3S0	servir
de	de	SPS00	de
corresponder	corresponder	VMN0000	corresponder
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
ofreci	ofrecí	VMIS1S0	ofrecer
de	de	SPS00	de
escrivir	escribir	VMN0000	escribir
sobre	sobre	SPS00	sobre
los	los	DA0MP0	el
dos	dos	Z	2
consavidos	consabidos	VMP00PM	consaber
asuntos	asuntos	NCMP000	asunto
,	.	Fp	.
y	Y	CC	y
sobre	sobre	SPS00	sobre
el	el	DA0MS0	el
de	de	SPS00	de
nombrar	nombrar	VMN0000	nombrar
thene	teniente	NP00000	teniente
	,	Fc	,
no	no	RN	no
quiero	quiero	VMIP1S0	querer
ser	ser	VSN0000	ser
mas	más	RC	más
molesto	molesto	AQ0MS0	molesto
con	con	SPS00	con
la	la	DA0FS0	el
dilazion	dilación	NCFS000	dilación
,	.	Fp	.
me	Me	PP1CS000	me
remito	remito	VMIP1S0	remitir
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
alli	allí	RG	allí
dige	dije	VMIS1S0	decir
	.	Fp	.
y	Y	CC	y
sobre	sobre	SPS00	sobre
ello	ello	PD0NN000	ello
no	no	RN	no
ignoro	ignoro	VMIP1S0	ignorar
las	las	DA0FP0	el
determinaziones	determinaciones	NCFP000	determinación
conciliares	conciliares	AQ0CP0	conciliar
y	y	CC	y
declaraziones	declaraciones	NCFP000	declaración
sobre	sobre	SPS00	sobre
ellas	ellas	PP3FP000	ellos
echas	hechas	VMP00PF	hacer
de	de	SPS00	de
la	la	DA0FS0	el
sa-grada	sagrada	AQ0FS0	sagrado
congregacion	congregación	NCFS000	congregación
de	de	SPS00	de
el	el	DA0MS0	el
concilio	concilio	NCMS000	concilio
	,	Fc	,
donde	donde	PA000000	donde
se	se	P00CN000	se
expresa	expresa	VMIP3S0	expresar
lo	lo	DA0NS0	el
ultimo	último	AO0MS0	último
a	a	SPS00	a
que	que	PR0CN000	que
sobre	sobre	SPS00	sobre
este	este	DD0MS0	este
asunto	asunto	NCMS000	asunto
se	se	P00CN000	se
puede	puede	VMIP3S0	poder
compeler	compeler	VMN0000	compeler
a	a	SPS00	a
los	los	DA0MP0	el
curas	curas	NCMP000	cura
	.	Fp	.
y	Y	CC	y
todo	todo	PI0MS000	todo
lo	lo	PP3CNA00	lo
pospuse	pospuse	VMIS1S0	posponer
con	con	SPS00	con
la	la	DA0FS0	el
determinazion	determinación	NCFS000	determinación
del	del	SPS00+DA0MS0	de+el
Sor	señor	NP00000	señor
Nuncio	nuncio	NP00000	nuncio
	,	Fc	,
echa	hecha	VMP00SF	hacer
tan	tan	RC	tan
a	a	SPS00	a
mi	mi	DP1CSS	mi
favor	favor	NCMS000	favor
:	.	Fp	.
solo	Sólo	RG	sólo
noto	noto	VMIP1S0	notar
mo-tivarse	motivarse	VMN0000+P00CN000	motivar+se
para	para	SPS00	para
la	la	DA0FS0	el
orden	orden	NCFS000	orden
que	que	PR0CN000	que
se	se	P00CN000	se
dio	dio	VMIS3S0	dar
a	a	SPS00	a
Vm	VM	NP00000	VM
el	el	DA0MS0	el
que	que	CS	que
despues	después	RG	después
de	de	SPS00	de
lo	lo	DA0NS0	el
mandado	mandado	VMP00SM	mandar
nombre	nombré	VMIS1S0	nombrar
thene	teniente	NCMS000	teniente
	,	Fc	,
segun	según	SPS00	según
se	se	P00CN000	se
indicia	indicia	VMIP3S0	indiciar
de	de	SPS00	de
su	su	DP3CS0	su
contexto	contexto	NCMS000	contexto
	.	Fp	.
no	No	RN	no
fue	fue	VSIS3S0	ser
el	el	DA0MS0	el
nombrarle	nombrarle	VMN0000+PP3CSA00	nombrar+le
desnudamte	desnudamente	RG	desnudamente
despues	después	RG	después
de	de	SPS00	de
lo	lo	DA0NS0	el
mandado	mandado	VMP00SM	mandar
	,	Fc	,
si	sí	RG	sí
despues	después	RG	después
de	de	SPS00	de
la	la	DA0FS0	el
declarazion	declaración	NCFS000	declaración
de	de	SPS00	de
la	la	DA0FS0	el
superioridad	superioridad	NCFS000	superioridad
echa	hecha	VMP00SF	hacer
sobre	sobre	SPS00	sobre
lo	lo	DA0NS0	el
mandado	mandado	VMP00SM	mandar
	,	Fc	,
y	y	CC	y
solo	sólo	RG	sólo
con	con	SPS00	con
el	el	DA0MS0	el
desnudo	desnudo	AQ0MSP	desnudo
motivo	motivo	NCMS000	motivo
de	de	SPS00	de
complacer	complacer	VMN0000	complacer
a	a	SPS00	a
su	su	DP3CS0	su
Illma	ilustrísima	AQSFS0	ilustre
y	y	CC	y
deseo	deseo	NCMS000	deseo
de	de	SPS00	de
la	la	DA0FS0	el
paz	paz	NCFS000	paz
,	.	Fp	.
y	Y	CC	y
no	no	RN	no
pareze	parece	VMIP3S0	parecer
correspondiente	correspondiente	AQ0CS0	correspondiente
que	que	CS	que
	,	Fc	,
aviendolo	habiéndolo	VAG0000+PP3CNA00	haber+lo
echo	hecho	VMP0000	hacer
por	por	SPS00	por
este	este	DD0MS0	este
motivo	motivo	NCMS000	motivo
	,	Fc	,
se	se	P00CN000	se
me	me	PP1CS000	me
quiera	quiera	VMSP0S0	querer
interpretar	interpretar	VMN0000	interpretar
en	en	SPS00	en
perjuicio	perjuicio	NCMS000	perjuicio
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
esta	está	VMIP3S0	estar
indeciso	indeciso	AQ0MS0	indeciso
	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
no	no	RN	no
obstante	obstante	RG	obstante
	,	Fc	,
no	no	RN	no
desisto	desisto	VMIP1S0	desistir
de	de	SPS00	de
nombrar	nombrar	VMN0000	nombrar
thene	teniente	NCMS000	teniente
	,	Fc	,
como	como	CS	como
comunicamos	comunicamos	VMIP1P0	comunicar
,	,	Fc	,
aunque	aunque	CS	aunque
	,	Fc	,
en	en	SPS00	en
vista	vista	NCFS000	vista
de	de	SPS00	de
lo	lo	DA0NS0	el
referido	referido	VMP00SM	referir
	,	Fc	,
estoy	estoy	VMIP1S0	estar
en	en	SPS00	en
animo	ánimo	NCMS000	ánimo
q	que	CS	que
sea	sea	VSSP0S0	ser
con	con	SPS00	con
alguna	alguna	DI0FS0	alguno
expresion	expresión	NCFS000	expresión
que	que	PR0CN000	que
no	no	RN	no
me	me	PP1CS000	me
perJudique	perjudique	VMSP0S0	perjudicar
en	en	SPS00	en
lo	lo	DA0NS0	el
futuro	futuro	AQ0MS0	futuro
	,	Fc	,
porque	porque	CS	porque
pueda	pueda	VMSP0S0	poder
tener	tener	VMN0000	tener
graves	graves	AQ0CP0	grave
inconvenientes	inconvenientes	NCMP000	inconveniente
,	,	Fc	,
y	y	CC	y
entre	entre	SPS00	entre
otros	otros	PI0MP000	otro
el	el	DA0MS0	el
que	que	CS	que
se	se	P00CN000	se
me	me	PP1CS000	me
compela	compela	VMSP0S0	compeler
a	a	SPS00	a
nombrarle	nombrarle	VMN0000+PP3CSA00	nombrar+le
eclesiastico	eclesiástico	AQ0MS0	eclesiástico
y	y	CC	y
no	no	RN	no
Religioso	religioso	AQ0MS0	religioso
	,	Fc	,
pues	pues	CS	pues
es	es	VSIP3S0	ser
lo	lo	DA0NS0	el
gravoso	gravoso	AQ0MS0	gravoso
que	que	PR0CN000	que
deja	deja	VMIP3S0	dejar
discurrir	discurrir	VMN0000	discurrir
y	y	CC	y
tal	tal	RC	tal
vez	vez	NCFS000	vez
exponer	exponer	VMN0000	exponer
el	el	DA0MS0	el
caso	caso	NCMS000	caso
a	a	SPS00	a
que	que	CS	que
no	no	RN	no
sea	sea	VSSP0S0	ser
lo	lo	DA0NS0	el
mas	más	RC	más
conveniente	conveniente	AQ0CS0	conveniente
por	por	SPS00	por
la	la	DA0FS0	el
poca	poca	DI0FS0	poco
livertad	libertad	NCFS000	libertad
que	que	PR0CN000	que
ay	hay	VMIP3S0	haber
en	en	SPS00	en
que	qué	PT0CN000	qué
elegir	elegir	VMN0000	elegir
,	,	Fc	,
sobre	sobre	SPS00	sobre
que	que	CS	que
espero	espero	VMIP1S0	esperar
aviso	aviso	NCMS000	aviso
de	de	SPS00	de
Vm	VM	NP00000	VM
	,	Fc	,
como	como	CS	como
lo	lo	PP3CNA00	lo
tratamos	tratamos	VMIS1P0	tratar
	.	Fp	.
en	En	SPS00	en
quanto	cuanto	PA000000	cuanto
al	al	SPS00+DA0MS0	a+el
