Mui	Muy	RQ	muy
Sres	señores	NP00000	señor
mios	míos	DP1MPS	mío
	.	Fp	.
hallóme	Hállome	VMIP1S0+PP1CS000	hallar+me
sin	sin	SPS00	sin
alguna	alguna	DI0FS0	alguno
de	de	SPS00	de
las	las	DA0FP0	el
favoresidas	favorecidas	VMP00PF	favorecer
de	de	SPS00	de
Vmds	VMs	NP00000	VM
	.	Fp	.
y	Y	CC	y
estando	estando	VMG0000	estar
con	con	SPS00	con
el	el	DA0MS0	el
cuidado	cuidado	NCMS000	cuidado
de	de	SPS00	de
lo	lo	DA0NS0	el
q	que	PR0CN000	que
les	les	PP3CPD00	le
suplique	supliqué	VMIS1S0	suplicar
tocante	tocante	RG	tocante
a	a	SPS00	a
las	las	DA0FP0	el
Piezas	piezas	NCFP000	pieza
	,	Fc	,
espero	espero	VMIP1S0	esperar
mereserles	merecerles	VMN0000+PP3CPD00	merecer+le
me	me	PP1CS000	me
avisen	avisen	VMSP3P0	avisar
las	las	DA0FP0	el
resultas	resultas	NCFP000	resulta
de	de	SPS00	de
ellas	ellas	PP3FP000	ellos
pa	para	SPS00	para
salir	salir	VMN0000	salir
de	de	SPS00	de
este	este	DD0MS0	este
cuidado	cuidado	NCMS000	cuidado
.	.	Fp	.
aqui	Aquí	RG	aquí
ce	se	P00CN000	se
dice	dice	VMIP3S0	decir
q	que	CS	que
a	ha	VAIP3S0	haber
llegado	llegado	VMP0000	llegar
un	un	DI0MS0	uno
aviso	aviso	NCMS000	aviso
de	de	SPS00	de
Caracas	Caracas	NP00000	caracas
con	con	SPS00	con
60	60	Z	60
cargas	cargas	NCFP000	carga
de	de	SPS00	de
Cacao	cacao	NCMS000	cacao
y	y	CC	y
se	se	P00CN000	se
esta	está	VMIP3S0	estar
a	a	SPS00	a
la	la	DA0FS0	el
vista	vista	NCFS000	vista
un	un	DI0MS0	uno
navio	navío	NCMS000	navío
de	de	SPS00	de
cartaxena	Cartagena	NP00000	cartagena
	.	Fp	.
si	Si	CS	si
llegare	llegare	VMSF0S0	llegar
aviso	aviso	NCMS000	aviso
	,	Fc	,
espero	espero	VMIP1S0	esperar
recojeran	recogerán	VMIF3P0	recoger
Vmds	VMs	NP00000	VM
mis	mis	DP1CPS	mi
cartas	cartas	NCFP000	carta
y	y	CC	y
me	me	PP1CS000	me
las	las	PP3FPA00	lo
remitiran	remitirán	VMIF3P0	remitir
	.	Fp	.
si	Si	CS	si
p	por	SPS00	por
casualidad	casualidad	NCFS000	casualidad
hallaren	hallaren	VMSF3P0	hallar
Uds	ustedes	PP2CP000	usted
coyuntura	coyuntura	NCFS000	coyuntura
de	de	SPS00	de
comprar	comprar	VMN0000	comprar
algun	algún	DI0MS0	alguno
cacao	cacao	NCMS000	cacao
	,	Fc	,
fuera	fuera	VSSI0S0	ser
la	la	DA0FS0	el
mejor	mejor	AQ0CS0	mejor
ocasion	ocasión	NCFS000	ocasión
de	de	SPS00	de
ganar	ganar	VMN0000	ganar
aqui	aquí	RG	aquí
quatro	cuatro	Z	4
rrs	reales	NCMP000	real
pq	porque	CS	porque
con	con	SPS00	con
la	la	DA0FS0	el
estada	estada	NCFS000	estada
de	de	SPS00	de
la	la	DA0FS0	el
corte	corte	NCFS000	corte
bale	vale	VMIP3S0	valer
bien	bien	RG	bien
y	y	CC	y
no	no	RN	no
se	se	P00CN000	se
halla	halla	VMIP3S0	hallar
un	un	DI0MS0	uno
grano	grano	NCMS000	grano
	.	Fp	.
es	Es	VSIP3S0	ser
qto	cuanto	PA000000	cuanto
ocurre	ocurre	VMIP3S0	ocurrir
	.	Fp	.
quedo	Quedo	VMIP1S0	quedar
a	a	SPS00	a
la	la	DA0FS0	el
dispn	disposición	NCFS000	disposición
de	de	SPS00	de
vmds	VMs	NP00000	VM
	,	Fc	,
a	a	SPS00	a
qnes	quienes	PR0CP000	quien
gd	guarde	VMSP0S0	guardar
nro	Nuestro	DP1MSP	nuestro
sr	Señor	NP00000	señor
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
como	como	CS	como
desseo	deseo	VMIP1S0	desear
	.	Fp	.
sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
7	7	Z	7
de	de	SPS00	de
heno	enero	NCMS000	enero
de	de	SPS00	de
1731	1731	Z	1731
	.	Fp	.
B	Besa	VMIP3S0	besar
la	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	NCMS000	mayor
y	y	CC	y
afeto	afectuoso	AQ0MS0	afectuoso
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Sres	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
