Mui	Muy	RQ	muy
sr	señor	NP00000	señor
mio	mío	DP1MSS	mío
y	y	CC	y
Amigo	amigo	NP00000	amigo
	.	Fp	.
aYer	Ayer	RG	ayer
tarde	tarde	RG	tarde
passe	pasé	VMIS1S0	pasar
â	a	SPS00	a
buscar	buscar	VMN0000	buscar
a	a	SPS00	a
Vmd	VM	NP00000	VM
para	para	SPS00	para
dezirle	decirle	VMN0000+PP3CSD00	decir+le
que	que	CS	que
el	el	DA0MS0	el
terzio	tercio	NCMS000	tercio
que	que	CS	que
Vmd	VM	NP00000	VM
ha	ha	VMIP3S0	haber
de	de	SPS00	de
haver	haber	VMN0000	haber
d	de	SPS00	de
esta	esta	DD0FS0	este
Cassa	casa	NCFS000	casa
no	no	RN	no
podre	podré	VMIF1S0	poder
darlo	darlo	VMN0000+PP3MSA00	dar+lo
asta	hasta	SPS00	hasta
que	que	CS	que
me	me	PP1CS000	me
rremitan	remitan	VMSP3P0	remitir
unos	unos	PI0MP000	uno
rrs	reales	NCMP000	real
que	que	PR0CN000	que
estoy	estoy	VMIP1S0	estar
aguardando	aguardando	VMG0000	aguardar
de	de	SPS00	de
Madrid	Madrid	NP00000	madrid
de	de	SPS00	de
un	un	DI0MS0	uno
Correo	correo	NCMS000	correo
â	a	SPS00	a
tro	otro	PI0MS000	otro
	,	Fc	,
que	que	CS	que
con	con	SPS00	con
brevedad	brevedad	NCFS000	brevedad
discurro	discurro	VMIP1S0	discurrir
saldre	saldré	VMIF1S0	salir
d	de	SPS00	de
este	este	DD0MS0	este
Cuidado	cuidado	NCMS000	cuidado
	.	Fp	.
lo	Lo	DA0NS0	el
que	que	PR0CN000	que
Ynporta	importa	VMIP3S0	importar
son	son	VSIP3P0	ser
novezs	novecientos	Z	900
y	y	CC	y
Cuarenta	cuarenta	Z	40
rrs	reales	NCMP000	real
	,	Fc	,
para	para	SPS00	para
los	los	DA0MP0	el
Cuales	cuales	PR0CP000	cual
tengo	tengo	VMIP1S0	tener
dado	dado	VMP0000	dar
unos	unos	DI0MP0	uno
reparillos	reparillos	NCMP000	reparillo
Cortos	cortos	AQ0MP0	corto
que	que	PR0CN000	que
se	se	P00CN000	se
an	han	VAIP3P0	haber
echo	hecho	VMP0000	hacer
este	este	DD0MS0	este
Ynbierno	invierno	NCMS000	invierno
con	con	SPS00	con
lizenzia	licencia	NCFS000	licencia
de	de	SPS00	de
dn	don	NP00000	don
Luis	Luis	NP00000	luis
de	de	SPS00	de
Urivi	Urivi	NP00000	urivi
	,	Fc	,
como	como	CS	como
Consta	consta	VMIP3S0	constar
de	de	SPS00	de
los	los	DA0MP0	el
Rezivos	recibos	NCMP000	recibo
del	del	SPS00+DA0MS0	de+el
Mro	maestro	NCMS000	maestro
de	de	SPS00	de
Alvañil	albañil	NCMS000	albañil
	,	Fc	,
que	que	CS	que
Jusgo	juzgo	VMIP1S0	juzgar
no	no	RN	no
llegan	llegan	VMIP3P0	llegar
a	a	SPS00	a
Zien	cien	Z	100
rrs	reales	NCMP000	real
	.	Fp	.
y	Y	CC	y
si	si	CS	si
Vmd	VM	NP00000	VM
bajare	bajare	VMSF0S0	bajar
a	a	SPS00	a
la	la	DA0FS0	el
Plaza	plaza	NCFS000	plaza
mañana	mañana	RG	mañana
	,	Fc	,
Procurare	procuraré	VMIF1S0	procurar
el	el	DA0MS0	el
que	que	PR0CN000	que
nos	nos	PP1CP000	nos
beamos	veamos	VMSP1P0	ver
.	.	Fp	.
nro	Nuestro	DP1MSP	nuestro
Señor	Señor	NP00000	señor
ge	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmd	VM	NP00000	VM
los	los	DA0MP0	el
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
que	que	PR0CN000	que
Puede	puede	VMIP3S0	poder
Y	y	CC	y
deseo	deseo	VMIP1S0	desear
	.	Fp	.
d	De	SPS00	de
esta	esta	DD0FS0	este
su	su	DP3CS0	su
Casa	casa	NCFS000	casa
	,	Fc	,
oy	hoy	RG	hoy
Miercoles	miércoles	NCMN000	miércoles
13	13	Z	13
de	de	SPS00	de
Marzo	marzo	NCMS000	marzo
de	de	SPS00	de
1715	1715	Z	1715
	.	Fp	.
B	Besa	VMIP3S0	besar
L	la	DA0FS0	el
M	mano	NCFS000	mano
de	de	SPS00	de
Vm	VM	NP00000	VM
su	su	DP3CS0	su
amigo	amigo	NCMS000	amigo
Y	y	CC	y
mor	mayor	AQ0CS0	mayor
servior	servidor	NCMS000	servidor
	,	Fc	,
Dn	don	NP00000	don
Joseph	José	NP00000	josé
Berdo	Bernardo	NP00000	bernardo
d	de	SPS00	de
Quiros	Quirós	NP00000	quirós
dn	Don	NP00000	don
hermenejildo	Hermenegildo	NP00000	hermenegildo
hurtado	Hurtado	NP00000	hurtado
de	de	SPS00	de
Mendoza	Mendoza	NP00000	mendoza
.	.	Fp	.
