Mui	Muy	RQ	muy
ylustrism	ilustrísimo	AQSMS0	ilustre
Sr	señor	NP00000	señor
	.	Fp	.
Sr	Señor	NP00000	señor
	.	Fp	.
despues	Después	RG	después
de	de	SPS00	de
ponerme	ponerme	VMN0000+PP1CS000	poner+me
a	a	SPS00	a
los	los	DA0MP0	el
pies	pies	NCMP000	pie
de	de	SPS00	de
VSra	VSa	NP00000	VSa
con	con	SPS00	con
el	el	DA0MS0	el
mas	más	RC	más
devido	debido	VMP00SM	deber
Rendimiento	rendimiento	NCMS000	rendimiento
	,	Fc	,
que	que	CS	que
no	no	RN	no
hai	hay	VMIP3S0	haber
duda	duda	NCFS000	duda
VSra	VSa	NP00000	VSa
me	me	PP1CS000	me
disimulara	disimulará	VMIF3S0	disimular
mis	mis	DP1CPS	mi
groserias	groserías	NCFP000	grosería
en	en	SPS00	en
ser	ser	VSN0000	ser
tan	tan	RC	tan
molesta	molesta	NCFS000	molesta
en	en	SPS00	en
repitir	repetir	VMN0000	repetir
tantas	tantas	DI0FP0	tanto
cartas	cartas	NCFP000	carta
	,	Fc	,
pero	pero	CC	pero
me	me	PP1CS000	me
ago	hago	VMIP1S0	hacer
el	el	DA0MS0	el
cargo	cargo	NCMS000	cargo
que	que	CS	que
Santa	Santa	NP00000	santo
Maria	María	NP00000	maría
madalena	Magdalena	NP00000	magdalena
	,	Fc	,
mi	mi	DP1CSS	mi
patrona	patrona	NCFS000	patrón
	,	Fc	,
llego	llegó	VMIS3S0	llegar
a	a	SPS00	a
los	los	DA0MP0	el
pies	pies	NCMP000	pie
de	de	SPS00	de
cristo	Cristo	NP00000	cristo
y	y	CC	y
el	el	DA0MS0	el
Sr	Señor	NP00000	señor
la	la	PP3FSA00	lo
almitia	admitía	VMII0S0	admitir
y	y	CC	y
	,	Fc	,
haun	aun	CS	aun
parese	parece	VMIP3S0	parecer
	,	Fc	,
se	se	P00CN000	se
regalava	regalaba	VMII0S0	regalar
el	el	DA0MS0	el
Sr	Señor	NP00000	señor
de	de	SPS00	de
sus	sus	DP3CP0	su
ruegos	ruegos	NCMP000	ruego
y	y	CC	y
sospiros	suspiros	NCMP000	suspiro
y	y	CC	y
lagrimas	lágrimas	NCFP000	lágrima
	;	Fx	;
pues	pues	CS	pues
yo	yo	PP1CSN00	yo
confio	confío	VMIP1S0	confiar
VSra	VSa	NP00000	VSa
atendera	atenderá	VMIF3S0	atender
a	a	SPS00	a
mis	mis	DP1CPS	mi
ansias	ansias	NCFP000	ansia
y	y	CC	y
desehos	deseos	NCMP000	deseo
en	en	SPS00	en
la	la	DA0FS0	el
verdatd	verdad	NCFS000	verdad
	,	Fc	,
como	como	CS	como
es	es	VSIP3S0	ser
esta	ésta	PD0FS000	este
	,	Fc	,
de	de	SPS00	de
que	que	CS	que
de	de	SPS00	de
nada	nada	PI0NN00N	nada
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
avia	había	VAII0S0	haber
asegurado	asegurado	VMP0000	asegurar
y	y	CC	y
declarado	declarado	VMP0000	declarar
es	es	VSIP3S0	ser
verdad	verdad	NCFS000	verdad
	,	Fc	,
pues	pues	CS	pues
todo	todo	PI0MS000	todo
fue	fue	VSIS3S0	ser
engaño	engaño	NCMS000	engaño
del	del	SPS00+DA0MS0	de+el
enhemigo	enemigo	NCMS000	enemigo
para	para	SPS00	para
yr	ir	VMN0000	ir
contra	contra	SPS00	contra
mi	mí	PP1CSO00	mí
misma	misma	AQ0FS0	mismo
	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
le	le	PP3CSD00	le
puedo	puedo	VMIP1S0	poder
asegurar	asegurar	VMN0000	asegurar
a	a	SPS00	a
VSra	VSa	NP00000	VSa
no	no	RN	no
le	le	PP3CSD00	le
deria	diría	VMIC0S0	decir
mas	más	RC	más
	,	Fc	,
aunque	aunque	CS	aunque
me	me	PP1CS000	me
viera	viera	VMSI0S0	ver
en	en	SPS00	en
la	la	DA0FS0	el
con	con	SPS00	con
la	la	DA0FS0	el
muerte	muerte	NCFS000	muerte
	.	Fp	.
y	Y	CC	y
estoi	estoy	VMIP1S0	estar
presta	presta	AQ0FS0	presto
a	a	SPS00	a
pasar	pasar	VMN0000	pasar
mal	mal	RG	mal
martirio	martirio	NCMS000	martirio
por	por	SPS00	por
esta	esta	DD0FS0	este
verdad	verdad	NCFS000	verdad
	,	Fc	,
pues	pues	CS	pues
seria	sería	VSIC0S0	ser
bolver	volver	VMN0000	volver
por	por	SPS00	por
la	la	DA0FS0	el
onrra	honra	NCFS000	honra
de	de	SPS00	de
Dios	Dios	NP00000	dios
nuestro	Nuestro	DP1MSP	nuestro
señor	Señor	NP00000	señor
y	y	CC	y
al	al	SPS00+DA0MS0	a+el
contrario	contrario	NCMS000	contrario
el	el	DA0MS0	el
Sr	Señor	NP00000	señor
me	me	PP1CS000	me
pediria	pediría	VMIC0S0	pedir
estrecha	estrecha	AQ0FS0	estrecho
quenta	cuenta	NCFS000	cuenta
	,	Fc	,
pues	pues	CS	pues
el	el	DA0MS0	el
dia	día	NCMS000	día
del	del	SPS00+DA0MS0	de+el
juisio	juicio	NCMS000	juicio
al	al	SPS00+DA0MS0	a+el
tribunal	tribunal	NCMS000	tribunal
del	del	SPS00+DA0MS0	de+el
señor	Señor	NP00000	señor
se	se	P00CN000	se
vera	verá	VMIF3S0	ver
bien	bien	RG	bien
claro	claro	RG	claro
como	como	CS	como
es	es	VSIP3S0	ser
esta	ésta	PD0FS000	este
la	la	PP3FSA00	lo
suma	suma	NCFS000	suma
verdad	verdad	NCFS000	verdad
	.	Fp	.
pues	Pues	CS	pues
	,	Fc	,
como	como	CS	como
yo	yo	PP1CSN00	yo
no	no	RN	no
pensava	pensaba	VMII0S0	pensar
que	que	CS	que
el	el	DA0MS0	el
yr	ir	VMN0000	ir
contra	contra	SPS00	contra
mi	mí	PP1CSO00	mí
misma	misma	AQ0FS0	mismo
hera	era	VSII0S0	ser
mal	mal	NCMS000	mal
y	y	CC	y
falara	faltara	VMSI0S0	faltar
a	a	SPS00	a
la	la	DA0FS0	el
le	ley	NCFS000	ley
De	de	SPS00	de
Dios	Dios	NP00000	dios
	,	Fc	,
de	de	SPS00	de
la	la	DA0FS0	el
ultima	última	AO0FS0	último
declarasion	declaración	NCFS000	declaración
me	me	PP1CS000	me
ha	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
el	el	DA0MS0	el
Sr	Señor	NP00000	señor
claridad	claridad	NCFS000	claridad
y	y	CC	y
conosimiento	conocimiento	NCMS000	conocimiento
para	para	SPS00	para
bolver	volver	VMN0000	volver
por	por	SPS00	por
la	la	DA0FS0	el
verdad	verdad	NCFS000	verdad
y	y	CC	y
la	la	DA0FS0	el
lei	ley	NCFS000	ley
del	del	SPS00+DA0MS0	de+el
Sr	Señor	NP00000	señor
	,	Fc	,
como	como	CS	como
es	es	VSIP3S0	ser
esta	ésta	PD0FS000	este
que	que	CS	que
tengo	tengo	VMIP1S0	tener
espresada	expresada	VMP00SF	expresar
a	a	SPS00	a
VSria	VSa	NP00000	VSa
	.	Fp	.
pues	Pues	CS	pues
es	es	VSIP3S0	ser
sierto	cierto	AQ0MS0	cierto
que	que	CS	que
es	es	VSIP3S0	ser
cosa	cosa	NCFS000	cosa
bien	bien	CC	bien
sensible	sensible	AQ0CS0	sensible
que	que	CS	que
	,	Fc	,
disiendo	diciendo	VMG0000	decir
la	la	DA0FS0	el
verdad	verdad	NCFS000	verdad
	,	Fc	,
como	como	CS	como
es	es	VSIP3S0	ser
esta	ésta	PD0FS000	este
	,	Fc	,
no	no	RN	no
halla	halla	VMIP3S0	hallar
remedio	remedio	NCMS000	remedio
