Muy	Muy	RQ	muy
Señor	señor	NP00000	señor
mio	mío	DP1MSS	mío
:	.	Fp	.
Recibo	Recibo	VMIP1S0	recibir
la	la	DA0FS0	el
de	de	SPS00	de
Vm	VM	NP00000	VM
de	de	SPS00	de
5	5	Z	5
del	del	SPS00+DA0MS0	de+el
corriente	corriente	AQ0CS0	corriente
,	,	Fc	,
con	con	SPS00	con
la	la	DA0FS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
avisa	avisa	VMIP3S0	avisar
haver	haber	VMN0000	haber
S	su	DP3CS0	su
S	señoría	NP00000	señoría
Ilma	ilustrísima	AQSFS0	ilustre
destinado	destinado	VMP00SM	destinar
por	por	SPS00	por
Vicario	vicario	NCMS000	vicario
de	de	SPS00	de
esta	esta	DD0FS0	este
Parroquia	parroquia	NCFS000	parroquia
al	al	SPS00+DA0MS0	a+el
Rdo	reverendo	NP00000	reverendo
Thomàs	Tomás	NP00000	tomás
Canal	Canal	NP00000	canal
	,	Fc	,
Residente	residente	NCMS000	residente
en	en	SPS00	en
Car-dedeu	Cardedeu	NP00000	cardedeu
,	.	Fp	.
con	Con	SPS00	con
lo	lo	DA0NS0	el
que	que	PR0CN000	que
veo	veo	VMIP1S0	ver
mi	mi	DP1CSS	mi
desgracia	desgracia	NCFS000	desgracia
en	en	SPS00	en
los	los	DA0MP0	el
Vicarios	vicarios	NCMP000	vicario
que	que	PR0CN000	que
se	se	P00CN000	se
me	me	PP1CS000	me
destinan	destinan	VMIP3P0	destinar
;	,	Fc	,
pues	pues	CS	pues
	,	Fc	,
â	a	SPS00	a
excepcion	excepción	NCFS000	excepción
del	del	SPS00+DA0MS0	de+el
primero	primero	RG	primero
,	,	Fc	,
que	que	CS	que
era	era	VSII0S0	ser
quieto	quieto	AQ0MS0	quieto
y	y	CC	y
puntual	puntual	AQ0CS0	puntual
en	en	SPS00	en
su	su	DP3CS0	su
obligacion	obligación	NCFS000	obligación
,	,	Fc	,
el	el	DA0MS0	el
segundo	segundo	AO0MS0	segundo
era	era	VSII0S0	ser
del	del	SPS00+DA0MS0	de+el
genio	genio	NCMS000	genio
y	y	CC	y
circunstancias	circunstancias	NCFP000	circunstancia
que	que	CS	que
	,	Fc	,
â	a	SPS00	a
pesar	pesar	NCMS000	pesar
mio	mío	DP1MSS	mío
	,	Fc	,
huve	hube	VMIS1S0	haber
de	de	SPS00	de
explicar	explicar	VMN0000	explicar
:	;	Fx	;
el	el	DA0MS0	el
tercero	tercero	AO0MS0	tercero
	,	Fc	,
que	que	PR0CN000	que
es	es	VSIP3S0	ser
el	el	DA0MS0	el
Dr	doctor	NP00000	doctor
Pablo	Pablo	NP00000	pablo
Verdalet	Verdalet	NP00000	verdalet
,	,	Fc	,
con	con	SPS00	con
socolor	socolor	NCMS000	socolor
de	de	SPS00	de
timorato	timorato	AQ0MS0	timorato
ù	o	CC	o
escrupulo-so	escrupuloso	NCMS000	escrupuloso
,	,	Fc	,
es	es	VSIP3S0	ser
sujeto	sujeto	NCMS000	sujeto
de	de	SPS00	de
su	su	DP3CS0	su
comodidad	comodidad	NCFS000	comodidad
,	,	Fc	,
cuyo	cuyo	PU0MS000	cuyo
empleo	empleo	NCMS000	empleo
solo	sólo	RG	sólo
es	es	VSIP3S0	ser
estar	estar	VMN0000	estar
â	a	SPS00	a
pierna	pierna	NCFS000	pierna
tendida	tendida	VMP00SF	tender
,	,	Fc	,
comer	comer	VMN0000	comer
y	y	CC	y
rondar	rondar	VMN0000	rondar
;	,	Fc	,
siendo	siendo	VSG0000	ser
moroso	moroso	AQ0MS0	moroso
y	y	CC	y
omisso	omiso	AQ0MS0	omiso
en	en	SPS00	en
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
de	de	SPS00	de
su	su	DP3CS0	su
obligacion	obligación	NCFS000	obligación
.	.	Fp	.
Del	Del	SPS00+DA0MS0	de+el
Rdo	reverendo	NP00000	reverendo
Canal	Canal	NP00000	canal
es	es	VSIP3S0	ser
publico	público	AQ0MS0	público
quan	cuan	RG	cuan
famoso	famoso	AQ0MS0	famoso
se	se	P00CN000	se
hà	ha	VAIP3S0	haber
hecho	hecho	VMP0000	hacer
por	por	SPS00	por
haver	haber	VAN0000	haber
estado	estado	VMP0000	estar
en	en	SPS00	en
tantas	tantas	DI0FP0	tanto
Parroquias	parroquias	NCFP000	parroquia
en	en	SPS00	en
tan	tan	RC	tan
poco	poco	DI0MS0	poco
tiempo	tiempo	NCMS000	tiempo
que	que	PR0CN000	que
sirve	sirve	VMIP3S0	servir
de	de	SPS00	de
Vicario	vicario	NCMS000	vicario
,	,	Fc	,
en	en	SPS00	en
cuyo	cuyo	PU0MS000	cuyo
empleo	empleo	NCMS000	empleo
no	no	RN	no
es	es	VSIP3S0	ser
bue-no	bueno	AQ0MS0	bueno
para	para	SPS00	para
esta	esta	DD0FS0	este
Parroquia	parroquia	NCFS000	parroquia
,	,	Fc	,
pues	pues	CS	pues
muchos	muchos	PI0MP000	mucho
de	de	SPS00	de
mis	mis	DP1CPS	mi
Feligreses	feligreses	NCMP000	feligrés
sa-ben	saben	VMIP3P0	saber
su	su	DP3CS0	su
desatenta	desatenta	AQ0FS0	desatento
y	y	CC	y
ruidosa	ruidosa	AQ0FS0	ruidoso
conducta	conducta	NCFS000	conducta
con	con	SPS00	con
el	el	DA0MS0	el
Rector	rector	NCMS000	rector
de	de	SPS00	de
Riells	Riells	NP00000	riells
;	,	Fc	,
las	las	DA0FP0	el
muchas	muchas	DI0FP0	mucho
Parroquias	parroquias	NCFP000	parroquia
en	en	SPS00	en
que	que	CS	que
ha	ha	VAIP3S0	haber
estado	estado	VMP0000	estar
y	y	CC	y
que	que	CS	que
por	por	SPS00	por
sus	sus	DP3CP0	su
excessos	excesos	NCMP000	exceso
hà	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
recluido	recluido	VMP00SM	recluir
en	en	SPS00	en
el	el	DA0MS0	el
Seminario	seminario	NCMS000	seminario
y	y	CC	y
retirado	retirado	NCMS000	retirado
en	en	SPS00	en
su	su	DP3CS0	su
Patria	patria	NCFS000	patria
de	de	SPS00	de
Carde-deu	Cardedeu	NP00000	cardedeu
:	.	Fp	.
Assi	Así	RG	así
	,	Fc	,
espero	espero	VMIP1S0	esperar
que	que	CS	que
S	su	DP3CS0	su
S	señoría	NP00000	señoría
Ilma	ilustrísima	AQSFS0	ilustre
me	me	PP1CS000	me
destine	destine	VMSP0S0	destinar
Vicario	vicario	NCMS000	vicario
que	que	PR0CN000	que
le	le	PP3CSD00	le
guste	guste	VMSP0S0	gustar
cum-plir	cumplir	VMN0000	cumplir
en	en	SPS00	en
su	su	DP3CS0	su
oficio	oficio	NCMS000	oficio
,	,	Fc	,
y	y	CC	y
que	que	CS	que
Vm	VM	NP00000	VM
me	me	PP1CS000	me
dispense	dispense	VMSP0S0	dispensar
ocasiones	ocasiones	NCFP000	ocasión
de	de	SPS00	de
su	su	DP3CS0	su
agrado	agrado	NCMS000	agrado
,	,	Fc	,
inte-rin	ínterin	RG	ínterin
que	que	CS	que
ruego	ruego	VMIP1S0	rogar
al	al	SPS00+DA0MS0	a+el
Sor	señor	NP00000	señor
gde	guarde	VMSP0S0	guardar
â	a	SPS00	a
Vm	VM	NP00000	VM
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
.	.	Fp	.
La	La	DA0FS0	el
Costa	Costa	NCFS000	costa
de	de	SPS00	de
Montseny	Montseny	NP00000	montseny
,	,	Fc	,
y	y	CC	y
8bre	octubre	NCMS000	octubre
16	16	Z	16
de	de	SPS00	de
1785	1785	Z	1785
	.	Fp	.
B	Besa	VMIP3S0	besar
L	la	DA0FS0	el
M	mano	NCFS000	mano
de	de	SPS00	de
Vm	VM	NP00000	VM
su	su	DP3CS0	su
ato	atento	AQ0MS0	atento
Sor	servidor	NCMS000	servidor
	,	Fc	,
Mariano	Mariano	NP00000	mariano
Domenech	Domenech	I	domenech
	,	Fc	,
Rector	rector	NCMS000	rector
Sor	Señor	NP00000	señor
Dn	don	NP00000	don
Agustin	Agustín	NP00000	agustín
de	de	SPS00	de
Almarza	Almarza	NP00000	almarza
	,	Fc	,
Secreto	secretario	NP00000	secretario
	.	Fp	.
