Mui	Muy	RQ	muy
sr	señor	NP00000	señor
mio	mío	DP1MSS	mío
,	.	Fp	.
en	En	SPS00	en
vista	vista	NCFS000	vista
de	de	SPS00	de
la	la	DA0FS0	el
respta	respuesta	NCFS000	respuesta
de	de	SPS00	de
Vm	VM	NP00000	VM
en	en	SPS00	en
la	la	DA0FS0	el
discontinuazion	discontinuación	NCFS000	discontinuación
de	de	SPS00	de
la	la	DA0FS0	el
memoria	memoria	NCFS000	memoria
;	,	Fc	,
digo	digo	VMIP1S0	decir
no	no	RN	no
alcanzo	alcanzo	VMIP1S0	alcanzar
el	el	DA0MS0	el
motivo	motivo	NCMS000	motivo
que	que	PR0CN000	que
la	la	PP3FSA00	lo
ocasione	ocasione	VMSP0S0	ocasionar
,	,	Fc	,
pues	pues	CS	pues
ninguno	ninguno	PI0MS00N	ninguno
mas	más	RC	más
bien	bien	RG	bien
que	que	CS	que
Vm	VM	NP00000	VM
deve	debe	VMIP3S0	deber
saver	saber	VMN0000	saber
que	que	CS	que
la	la	DA0FS0	el
Herd	hermandad	NCFS000	hermandad
que	que	PR0CN000	que
posee	posee	VMIP3S0	poseer
fue	fue	VMIS3S0	ir
con	con	SPS00	con
esa	esa	DD0FS0	ese
Carga	carga	NCFS000	carga
,	,	Fc	,
como	como	CS	como
lo	lo	PP3CNA00	lo
espresara	expresará	VMIF3S0	expresar
la	la	DA0FS0	el
Escriptra	escritura	NCFS000	escritura
de	de	SPS00	de
Venta	venta	NCFS000	venta
en	en	SPS00	en
favor	favor	NCMS000	favor
de	de	SPS00	de
vm	VM	NP00000	VM
;	.	Fp	.
a	A	SPS00	a
quien	quien	PR0CS000	quien
dire	diré	VMIF1S0	decir
que	que	CS	que
en	en	SPS00	en
la	la	DA0FS0	el
tabla	tabla	NCFS000	tabla
de	de	SPS00	de
Memorias	memorias	NCFP000	memoria
de	de	SPS00	de
la	la	DA0FS0	el
Yglesia	iglesia	NCFS000	iglesia
ay	hay	VMIP3S0	haber
una	una	PI0FS000	uno
que	que	PR0CN000	que
dize	dice	VMIP3S0	decir
asi	así	RG	así
:	:	Fd	:
Jullio	julio	NCMS000	julio
,	,	Fc	,
una	una	DI0FS0	uno
Misa	misa	NCFS000	misa
rezada	rezada	VMP00SF	rezar
pr	por	SPS00	por
Pedro	Pedro	NP00000	pedro
Sedano	Sedano	NP00000	sedano
sobre	sobre	SPS00	sobre
una	una	DI0FS0	uno
Herd	hermandad	NCFS000	hermandad
a	a	SPS00	a
la	la	DA0FS0	el
Cantera	Cantera	NP00000	cantera
	,	Fc	,
camino	camino	NCMS000	camino
que	que	PR0CN000	que
va	va	VMIP3S0	ir
a	a	SPS00	a
la	la	DA0FS0	el
Desa	dehesa	NCFS000	dehesa
de	de	SPS00	de
Arguijo	Arguijo	NP00000	arguijo
Que	que	PR0CN000	que
al	al	SPS00+DA0MS0	a+el
presente	presente	NCMS000	presente
posehe	posee	VMIP3S0	poseer
Joseph	José	NP00000	josé
Sedano	Sedano	NP00000	sedano
Alfarero	Alfarero	NP00000	alfarero
,	.	Fp	.
paga	Paga	VMIP3S0	pagar
dos	dos	Z	2
Rs	reales	NCMP000	real
de	de	SPS00	de
limosna	limosna	NCFS000	limosna
.	.	Fp	.
No	No	RN	no
ignora	ignora	VMIP3S0	ignorar
Vm	VM	NP00000	VM
que	que	CS	que
la	la	DA0FS0	el
Misa	misa	NCFS000	misa
no	no	RN	no
tiene	tiene	VMIP3S0	tener
mas	más	RC	más
plazo	plazo	NCMS000	plazo
que	que	CS	que
quanto	cuanto	PA000000	cuanto
se	se	P00CN000	se
zelebra	celebra	VMIP3S0	celebrar
	.	Fp	.
y	Y	CC	y
siendo	siendo	VSG0000	ser
mio	mío	PX1MS0S0	mío
este	este	DD0MS0	este
Cargo	cargo	NCMS000	cargo
,	,	Fc	,
como	como	CS	como
del	del	SPS00+DA0MS0	de+el
de	de	SPS00	de
Vm	VM	NP00000	VM
la	la	DA0FS0	el
satisfacion	satisfacción	NCFS000	satisfacción
,	,	Fc	,
no	no	RN	no
enquentro	encuentro	VMIP1S0	encontrar
inconveniente	inconveniente	NCMS000	inconveniente
,	,	Fc	,
pues	pues	CS	pues
nunca	nunca	RN	nunca
se	se	P00CN000	se
pueden	pueden	VMIP3P0	poder
equibocar	equivocar	VMN0000	equivocar
las	las	DA0FP0	el
pagas	pagas	NCFP000	paga
,	,	Fc	,
todas	todas	DI0FP0	todo
las	las	DA0FP0	el
veces	veces	NCFP000	vez
que	que	CS	que
en	en	SPS00	en
el	el	DA0MS0	el
mes	mes	NCMS000	mes
en	en	SPS00	en
que	que	PR0CN000	que
esta	está	VMIP3S0	estar
asinada	asignada	VMP00SF	asignar
su	su	DP3CS0	su
zelebrazion	celebración	NCFS000	celebración
doy	doy	VMIP1S0	dar
el	el	DA0MS0	el
pr	por	SPS00	por
el	el	DA0MS0	el
mismo	mismo	AQ0MS0	mismo
año	año	NCMS000	año
;	.	Fp	.
y	Y	CC	y
cierto	cierto	RG	cierto
que	que	CS	que
	,	Fc	,
si	si	CS	si
fuera	fuera	VSSI0S0	ser
facil	fácil	AQ0CS0	fácil
el	el	DA0MS0	el
que	que	CS	que
Vm	VM	NP00000	VM
me	me	PP1CS000	me
exonerara	exonerara	VMSI0S0	exonerar
de	de	SPS00	de
ella	ella	PP3FS000	él
,	,	Fc	,
le	le	PP3CSD00	le
daria	daría	VMIC0S0	dar
mill	mil	Z	1000
gracias	gracias	NCFP000	gracia
	,	Fc	,
pues	pues	CS	pues
ninguna	ninguna	DI0FS0	ninguno
Misa	misa	NCFS000	misa
de	de	SPS00	de
las	las	DA0FP0	el
de	de	SPS00	de
mi	mi	DP1CSS	mi
obligacion	obligación	NCFS000	obligación
vaja	baja	VMIP3S0	bajar
su	su	DP3CS0	su
limosna	limosna	NCFS000	limosna
de	de	SPS00	de
Quatro	cuatro	Z	4
rrs	reales	NCMP000	real
,	,	Fc	,
de	de	SPS00	de
donde	donde	PA000000	donde
infirira	inferirá	VMIF3S0	inferir
Vm	VM	NP00000	VM
no	no	RN	no
tengo	tengo	VMIP1S0	tener
mas	más	RC	más
interes	interés	NCMS000	interés
que	que	CS	que
el	el	DA0MS0	el
de	de	SPS00	de
Santo	Santo	NP00000	santo
Purgatorio	Purgatorio	NP00000	purgatorio
Y	y	CC	y
el	el	DA0MS0	el
darme	darme	VMN0000+PP1CS000	dar+me
esto	esto	PD0NN000	esto
motibo	motivo	NCMS000	motivo
para	para	SPS00	para
ponerme	ponerme	VMN0000+PP1CS000	poner+me
a	a	SPS00	a
su	su	DP3CS0	su
oba	obediencia	NCFS000	obediencia
,	,	Fc	,
a	a	SPS00	a
la	la	DA0FS0	el
que	que	PR0CN000	que
quedo	quedo	VMIP1S0	quedar
	.	Fp	.
en	En	SPS00	en
esta	esta	DD0FS0	este
suia	suya	PX3FS000	suyo
	,	Fc	,
oy	hoy	RG	hoy
Miercoles	miércoles	NCMN000	miércoles
29	29	Z	29
de	de	SPS00	de
1744	1744	Z	1744
	.	Fp	.
B	Besa	VMIP3S0	besar
l	las	DA0FP0	el
m	manos	NCFP000	mano
de	de	SPS00	de
Vm	VM	NP00000	VM
su	su	DP3CS0	su
seguro	seguro	AQ0MS0	seguro
servr	servidor	NCMS000	servidor
y	y	CC	y
