Mui	Muy	RQ	muy
sr	señor	NP00000	señor
mio	mío	DP1MSS	mío
y	y	CC	y
mi	mi	DP1CSS	mi
Dueno	dueño	NP00000	dueño
:	.	Fp	.
remito	Remito	VMIP1S0	remitir
à	a	SPS00	a
VS	VSa	NP00000	VSa
la	la	DA0FS0	el
Carta	carta	NCFS000	carta
que	que	PR0CN000	que
se	se	P00CN000	se
sirve	sirve	VMIP3S0	servir
prevenirme	prevenirme	VMN0000+PP1CS000	prevenir+me
èn	en	SPS00	en
su	su	DP3CS0	su
èstimado	estimado	VMP00SM	estimar
pa-pel	papel	NCMS000	papel
de	de	SPS00	de
òy	hoy	RG	hoy
para	para	SPS00	para
que	que	CS	que
se	se	P00CN000	se
èntreguen	entreguen	VMSP3P0	entregar
en	en	SPS00	en
Arcos	Arcos	NP00000	arcos
à	a	SPS00	a
mi	mi	DP1CSS	mi
hermo	hermano	NP00000	hermano
dn	don	NP00000	don
Nicolas	Nicolás	NP00000	nicolás
de	de	SPS00	de
Lanuza	Lanuza	NP00000	lanuza
los	los	DA0MP0	el
mil	mil	Z	1000
rrs	reales	NCMP000	real
que	que	PR0CN000	que
VS	VSa	NP00000	VSa
àdbiertte	advierte	VMIP3S0	advertir
:	.	Fp	.
Y	Y	CC	y
òfreciendo	ofreciendo	VMG0000	ofrecer
mi	mi	DP1CSS	mi
obeda	obediencia	NCFS000	obediencia
para	para	SPS00	para
quanto	cuanto	PR0MS000	cuanto
sea	sea	VSSP0S0	ser
del	del	SPS00+DA0MS0	de+el
òbseqo	obsequio	NCMS000	obsequio
de	de	SPS00	de
VS	VSa	NP00000	VSa
	,	Fc	,
ruego	ruego	VMIP1S0	rogar
à	a	SPS00	a
nro	Nuestro	DP1MSP	nuestro
sor	Señor	NP00000	señor
Gue	guarde	VMSP0S0	guardar
su	su	DP3CS0	su
vida	vida	NCFS000	vida
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
	.	Fp	.
Seva	Sevilla	NP00000	sevilla
	,	Fc	,
y	y	CC	y
Junio	junio	NCMS000	junio
26	26	Z	26
de	de	SPS00	de
1772	1772	Z	1772
.	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
M	mano	NCFS000	mano
de	de	SPS00	de
VS	VSa	NP00000	VSa
su	su	DP3CS0	su
ms	más	RC	más
atto	atento	AQ0MS0	atento
rdo	rendido	VMP00SM	rendir
servior	servidor	NCMS000	servidor
	,	Fc	,
Antonio	Antonio	NP00000	antonio
de	de	SPS00	de
Morales	Morales	NP00000	morales
Sr	Señor	NP00000	señor
Marqs	marqués	NP00000	marqués
de	de	SPS00	de
Sobremte	Sobremonte	NP00000	sobremonte
	.	Fp	.
