J	Jesús	NP00000	jesús
	,	Fc	,
M	María	NP00000	maría
	,	Fc	,
J	José	NP00000	josé
Sor	Señor	NP00000	señor
Dn	don	NP00000	don
Diego	Diego	NP00000	diego
Gonsales	González	NP00000	gonzález
Pardo	Pardo	NP00000	pardo
	.	Fp	.
estimare	Estimaré	VMIF1S0	estimar
q	que	CS	que
vmd	VM	NP00000	VM
se	se	P00CN000	se
deje	deje	VMSP0S0	dejar
de	de	SPS00	de
la	la	DA0FS0	el
pretension	pretensión	NCFS000	pretensión
de	de	SPS00	de
casamiento	casamiento	NCMS000	casamiento
con	con	SPS00	con
mi	mi	DP1CSS	mi
prima	prima	NCFS000	primo
Da	doña	NP00000	don
Ma	María	NP00000	maría
del	del	SPS00+DA0MS0	de+el
Carmen	Carmen	NP00000	carmen
Bertolano	Bertrodano	NP00000	bertrodano
por	por	SPS00	por
mil	mil	Z	1000
inconbenientes	inconvenientes	NCMP000	inconveniente
q	que	PR0CN000	que
ai	hay	VMIP3S0	haber
de	de	SPS00	de
por	por	SPS00	por
medio	medio	NCMS000	medio
	.	Fp	.
el	El	DA0MS0	el
primero	primero	RG	primero
i	y	CC	y
principal	principal	AQ0CS0	principal
es	es	VSIP3S0	ser
ser	ser	VSN0000	ser
una	una	DI0FS0	uno
niña	niña	NCFS000	niño
pobre	pobre	AQ0CS0	pobre
i	y	CC	y
de	de	SPS00	de
mas	más	RC	más
poca	poca	DI0FS0	poco
edad	edad	NCFS000	edad
i	y	CC	y
	,	Fc	,
assi	así	RG	así
	,	Fc	,
ninguna	ninguna	DI0FS0	ninguno
esperiencia	experiencia	NCFS000	experiencia
para	para	SPS00	para
el	el	DA0MS0	el
caso	caso	NCMS000	caso
	.	Fp	.
i	Y	CC	y
aunq	aunque	CS	aunque
vmd	VM	NP00000	VM
me	me	PP1CS000	me
consta	consta	VMIP3S0	constar
q	que	CS	que
en	en	SPS00	en
la	la	DA0FS0	el
pretension	pretensión	NCFS000	pretensión
por	por	SPS00	por
papeles	papeles	NCMP000	papel
ha	ha	VAIP3S0	haber
dicho	dicho	VMP0000	decir
a	a	SPS00	a
ella	ella	PP3FS000	él
mui	muy	RQ	muy
claro	claro	RG	claro
q	que	CS	que
vmd	VM	NP00000	VM
es	es	VSIP3S0	ser
pobre	pobre	AQ0CS0	pobre
i	y	CC	y
ella	ella	PP3FS000	él
tanbien	también	RG	también
,	,	Fc	,
sabemos	sabemos	VMIP1P0	saber
q	que	CS	que
con	con	SPS00	con
tantas	tantas	DI0FP0	tanto
declaraciones	declaraciones	NCFP000	declaración
como	como	CS	como
an	han	VAIP3P0	haber
ido	ido	VMP0000	ir
adonde	adonde	PA000000	adonde
esta	está	VMIP3S0	estar
todas	todas	PI0FS000	todo
an	han	VAIP3P0	haber
nacido	nacido	VMP0000	nacer
de	de	SPS00	de
vmd	VM	NP00000	VM
i	y	CC	y
ninguna	ninguna	PI0FS00N	ninguno
de	de	SPS00	de
su	su	DP3CS0	su
me	madre	NCFS000	madre
	.	Fp	.
no	No	RN	no
es	es	VSIP3S0	ser
Razon	razón	NCFS000	razón
gaste	gaste	VMSP0S0	gastar
vmd	VM	NP00000	VM
el	el	DA0MS0	el
tiempo	tiempo	NCMS000	tiempo
i	y	CC	y
sus	sus	DP3CP0	su
quartos	cuartos	NCMP000	cuarto
	,	Fc	,
porq	porque	CS	porque
con	con	SPS00	con
