Muy	Muy	RQ	muy
sr	señor	NP00000	señor
mio	mío	DP1MSS	mío
	.	Fp	.
despues	Después	RG	después
de	de	SPS00	de
ponerme	ponerme	VMN0000+PP1CS000	poner+me
a	a	SPS00	a
los	los	DA0MP0	el
pies	pies	NCMP000	pie
de	de	SPS00	de
Vmd	VM	NP00000	VM
me	me	PP1CS000	me
allegrare	alegraré	VMIF1S0	alegrar
goçe	goce	VMSP0S0	gozar
salud	salud	NCFS000	salud
en	en	SPS00	en
conpania	compañía	NCFS000	compañía
de	de	SPS00	de
mi	mi	DP1CSS	mi
señora	señora	NP00000	señor
doña	doña	NP00000	don
ysabel	Isabel	NP00000	isabel
y	y	CC	y
doña	doña	NP00000	don
catalina	Catalina	NP00000	catalina
	;	Fx	;
yo	yo	PP1CSN00	yo
la	la	PP3FSA00	lo
goço	gozo	VMIP1S0	gozar
	,	Fc	,
a	a	SPS00	a
Dios	Dios	NP00000	dios
graçias	gracias	NCFP000	gracia
	,	Fc	,
para	para	SPS00	para
cuanto	cuanto	PA000000	cuanto
me	me	PP1CS000	me
quisiere	quisiere	VMSF0S0	querer
mandar	mandar	VMN0000	mandar
en	en	SPS00	en
cosas	cosas	NCFP000	cosa
de	de	SPS00	de
su	su	DP3CS0	su
mayor	mayor	AQ0CS0	mayor
agrado	agrado	NCMS000	agrado
	.	Fp	.
dara	Dará	VMIF3S0	dar
Vmd	VM	NP00000	VM
en	en	SPS00	en
casa	casa	NCFS000	casa
de	de	SPS00	de
mis	mis	DP1CPS	mi
Padres	padres	NCMP000	padre
mis	mis	DP1CPS	mi
memorias	memorias	NCFP000	memoria
y	y	CC	y
dira	dirá	VMIF3S0	decir
como	como	CS	como
tengo	tengo	VMIP1S0	tener
recivida	recibida	VMP00SF	recibir
una	una	DI0FS0	uno
çertificaçion	certificación	NCFS000	certificación
de	de	SPS00	de
mi	mi	DP1CSS	mi
coronel	coronel	NCMS000	coronel
para	para	SPS00	para
q	que	CS	que
no	no	RN	no
le	le	PP3CSD00	le
yziesen	hiciesen	VMSI3P0	hacer
nengun	ningún	DI0MS0	ninguno
mal	mal	NCMS000	mal
	.	Fp	.
y	Y	CC	y
fue	fue	VMIS3S0	ir
de	de	SPS00	de
una	una	DI0FS0	uno
carta	carta	NCFS000	carta
de	de	SPS00	de
Dn	don	NP00000	don
Geronimo	Gerónimo	NP00000	gerónimo
de	de	SPS00	de
Abalos	Abalos	NP00000	abalos
	,	Fc	,
el	el	DA0MS0	el
de	de	SPS00	de
la	la	DA0FS0	el
Vastida	bastida	NCFS000	bastida
	,	Fc	,
q	que	CS	que
le	le	PP3CSD00	le
escrivio	escribió	VMIS3S0	escribir
el	el	DA0MS0	el
sobrino	sobrino	NCMS000	sobrino
	,	Fc	,
q	que	CS	que
es	es	VSIP3S0	ser
alferez	alférez	NCCS000	alférez
de	de	SPS00	de
la	la	DA0FS0	el
compañia	compañía	NCFS000	compañía
coronela	coronela	NCFS000	coronela
del	del	SPS00+DA0MS0	de+el
reximiento	regimiento	NCMS000	regimiento
de	de	SPS00	de
la	la	DA0FS0	el
reyna	reina	NCFS000	reina
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
le	le	PP3CSD00	le
suplico	suplico	VMIP1S0	suplicar
a	a	SPS00	a
Vmd	VM	NP00000	VM
q	que	CS	que
este	esté	VMSP0S0	estar
con	con	SPS00	con
mi	mi	DP1CSS	mi
padre	padre	NCMS000	padre
Y	y	CC	y
le	le	PP3CSD00	le
diga	diga	VMSP0S0	decir
q	que	CS	que
me	me	PP1CS000	me
escriva	escriba	VMSP0S0	escribir
las	las	DA0FP0	el
nobedades	novedades	NCFP000	novedad
q	que	PR0CN000	que
ay	hay	VMIP3S0	haber
en	en	SPS00	en
esa	esa	DD0FS0	ese
villa	villa	NCFS000	villa
	,	Fc	,
porq	porque	CS	porque
estoy	estoy	VMIP1S0	estar
con	con	SPS00	con
cuidado	cuidado	NCMS000	cuidado
	.	Fp	.
mi	Mi	DP1CSS	mi
teniente	teniente	NP00000	teniente
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
dicho	dicho	VMP0000	decir
q	que	CS	que
	,	Fc	,
si	si	CS	si
quiero	quiero	VMIP1S0	querer
	,	Fc	,
q	que	CS	que
me	me	PP1CS000	me
alcancara	alcanzará	VMIF3S0	alcanzar
liçençia	licencia	NCFS000	licencia
del	del	SPS00+DA0MS0	de+el
coronel	coronel	NCMS000	coronel
para	para	SPS00	para
si	si	CS	si
quiero	quiero	VMIP1S0	querer
irme	irme	VMN0000+PP1CS000	ir+me
este	este	DD0MS0	este
yvierno	invierno	NCMS000	invierno
a	a	SPS00	a
casa	casa	NCFS000	casa
con	con	SPS00	con
el	el	DA0MS0	el
sobrino	sobrino	NCMS000	sobrino
de	de	SPS00	de
Dn	don	NP00000	don
Geronimo	Gerónimo	NP00000	gerónimo
	,	Fc	,
y	y	CC	y
se	sé	VMIP1S0	saber
q	que	CS	que
me	me	PP1CS000	me
aga	haga	VMSP0S0	hacer
	.	Fp	.
las	Las	DA0FP0	el
nobedades	novedades	NCFP000	novedad
q	que	PR0CN000	que
por	por	SPS00	por
aca	acá	RG	acá
ay	ahí	RG	ahí
son	son	VSIP3P0	ser
q	que	CS	que
el	el	DA0MS0	el
enemigo	enemigo	NCMS000	enemigo
esta	está	VMIP3S0	estar
en	en	SPS00	en
el	el	DA0MS0	el
pardo	Pardo	NP00000	pardo
y	y	CC	y
una	una	DI0FS0	uno
partida	partida	NCFS000	partida
nuestra	nuestra	DP1FSP	nuestro
di	de	SPS00	de
11	11	Z	11
cavallo	caballo	NCMS000	caballo
y	y	CC	y
muchos	muchos	DI0MP0	mucho
coches	coches	NCMP000	coche
y	y	CC	y
grandes	grandes	AQ0CP0	grande
galas	galas	NCFP000	gala
	.	Fp	.
tanvien	También	RG	también
tiene	tiene	VMIP3S0	tener
en	en	SPS00	en
toledo	Toledo	NP00000	toledo
1500	1500	Z	1500
ombres	hombres	NCMP000	hombre
y	y	CC	y
fortificado	fortificado	VMP00SM	fortificar
el	el	DA0MS0	el
castillo	castillo	NCMS000	castillo
	,	Fc	,
pero	pero	CC	pero
todo	todo	DI0MS0	todo
eso	eso	PD0NN000	eso
es	es	VSIP3S0	ser
nada	nada	PI0NN00N	nada
	.	Fp	.
tanvien	También	RG	también
se	se	P00CN000	se
diçe	dice	VMIP3S0	decir
q	que	CS	que
an	han	VAIP3P0	haber
venido	venido	VMP0000	venir
un	un	DI0MS0	uno
caballero	caballero	NCMS000	caballero
y	y	CC	y
un	un	DI0MS0	uno
saçerdote	sacerdote	NCMS000	sacerdote
de	de	SPS00	de
tolledo	Toledo	NP00000	toledo
a	a	SPS00	a
dezirle	decirle	VMN0000+PP3CSD00	decir+le
al	al	SPS00+DA0MS0	a+el
Rey	rey	NCMS000	rey
q	que	CS	que
ellos	ellos	PP3MP000	ellos
mismos	mismos	AQ0MP0	mismo
nos	nos	PP1CP000	nos
degollada	degollada	VMP00SF	degollar
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
Jente	gente	NCFS000	gente
	.	Fp	.
nosotros	Nosotros	PP1MP000	nosotros
estamos	estamos	VMIP1P0	estar
asta	hasta	SPS00	hasta
ocho	ocho	Z	8
1000	1000	Z	1000
cavallos	caballos	NCMP000	caballo
