Mui	Muy	RQ	muy
Sr	señor	NP00000	señor
mio	mío	DP1MSS	mío
	.	Fp	.
de	De	SPS00	de
valladolid	Valladolid	NP00000	valladolid
me	me	PP1CS000	me
escriven	escriben	VMIP3P0	escribir
como	como	CS	como
vmd	VM	NP00000	VM
ha	ha	VAIP3S0	haber
ganado	ganado	VMP0000	ganar
el	el	DA0MS0	el
Pleito	pleito	NCMS000	pleito
que	que	CS	que
sobre	sobre	SPS00	sobre
ab	ab	DA0MS0	ab
intestato	intestato	NCMS000	intestato
de	de	SPS00	de
su	su	DP3CS0	su
cuñada	cuñada	NCFS000	cuñado
seguia	seguía	VMII0S0	seguir
conmigo	conmigo	SPS00+PP1CSO00	con+mí
,	,	Fc	,
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
le	le	PP3CSD00	le
doy	doy	VMIP1S0	dar
la	la	DA0FS0	el
enorabuena	enhorabuena	NCFS000	enhorabuena
,	.	Fp	.
y	Y	CC	y
no	no	RN	no
le	le	PP3CSD00	le
ariendo	arriendo	NCMS000	arriendo
la	la	DA0FS0	el
ganancia	ganancia	NCFS000	ganancia
porque	porque	CS	porque
	,	Fc	,
assimismo	asimismo	RG	asimismo
	,	Fc	,
me	me	PP1CS000	me
escriven	escriben	VMIP3P0	escribir
que	que	CS	que
lo	lo	PP3CNA00	lo
supo	supo	VMIS3S0	saber
vmd	VM	NP00000	VM
y	y	CC	y
Pedro	Pedro	NP00000	pedro
del	del	SPS00+DA0MS0	de+el
Gallego	Gallego	NP00000	gallego
ambrollar	embrollar	VMN0000	embrollar
y	y	CC	y
aparejar	aparejar	VMN0000	aparejar
bien	bien	RG	bien
,	,	Fc	,
pero	pero	CC	pero
que	que	CS	que
su	su	DP3CS0	su
nulidad	nulidad	NCFS000	nulidad
es	es	VSIP3S0	ser
clara	clara	AQ0FS0	clara
en	en	SPS00	en
el	el	DA0MS0	el
fuero	fuero	NCMS000	fuero
de	de	SPS00	de
la	la	DA0FS0	el
conciencia	conciencia	NCFS000	conciencia
y	y	CC	y
que	que	CS	que
los	los	DA0MP0	el
sres	señores	NCMP000	señor
solo	sólo	RG	sólo
sentencian	sentencian	VMIP3P0	sentenciar
por	por	SPS00	por
lo	lo	DA0NS0	el
Alegado	alegado	VMP00SM	alegar
y	y	CC	y
provado	probado	VMP0000	probar
.	.	Fp	.
yo	Yo	PP1CSN00	yo
he	he	VAIP1S0	haber
cumplido	cumplido	VMP0000	cumplir
con	con	SPS00	con
sacar	sacar	VMN0000	sacar
la	la	DA0FS0	el
cara	cara	NCFS000	cara
por	por	SPS00	por
mi	mi	DP1CSS	mi
muger	mujer	NCFS000	mujer
y	y	CC	y
ptes	parientes	NCMP000	pariente
con	con	SPS00	con
Dios	Dios	NP00000	dios
y	y	CC	y
con	con	SPS00	con
el	el	DA0MS0	el
mundo	mundo	NCMS000	mundo
.	.	Fp	.
y	Y	CC	y
sentiré	sentiré	VMIF1S0	sentir
que	que	CS	que
a	a	SPS00	a
vmd	VM	NP00000	VM
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
lleve	lleve	VMSP0S0	llevar
el	el	DA0MS0	el
Diablo	diablo	NCMS000	diablo
por	por	SPS00	por
interesses	intereses	NCMP000	interés
del	del	SPS00+DA0MS0	de+el
mundo	mundo	NCMS000	mundo
,	,	Fc	,
porque	porque	CS	porque
no	no	RN	no
remedio	remedió	VMIS3S0	remediar
mi	mi	DP1CSS	mi
daño	daño	NCMS000	daño
y	y	CC	y
se	se	P00CN000	se
malogra	malogra	VMIP3S0	malograr
su	su	DP3CS0	su
Alma	alma	NCFS000	alma
	,	Fc	,
que	que	CS	que
tanto	tanto	RC	tanto
costo	costó	VMIS3S0	costar
a	a	SPS00	a
Jesuchristo	Jesucristo	NP00000	jesucristo
como	como	CS	como
la	la	DA0FS0	el
mia	mía	PX1FS0S0	mío
.	.	Fp	.
Dios	Dios	NP00000	dios
lo	lo	PP3CNA00	lo
traiga	traiga	VMSP0S0	traer
a	a	SPS00	a
verdadero	verdadero	AQ0MS0	verdadero
conocimiento	conocimiento	NCMS000	conocimiento
y	y	CC	y
le	le	PP3CSD00	le
conceda	conceda	VMSP0S0	conceder
su	su	DP3CS0	su
Sta	santa	AQ0FS0	santo
Gracia	gracia	NCFS000	gracia
	.	Fp	.
Madrid	Madrid	NP00000	madrid
	,	Fc	,
y	y	CC	y
marzo	marzo	NCMS000	marzo
26	26	Z	26
de	de	SPS00	de
1766	1766	Z	1766
.	.	Fp	.
si	Si	CS	si
puse	puse	VMIS1S0	poner
el	el	DA0MS0	el
Pleito	pleito	NCMS000	pleito
fue	fue	VSIS3S0	ser
porque	porque	CS	porque
cucalan	Cucalán	NP00000	cucalán
y	y	CC	y
Juan	Juan	NP00000	juan
Antonio	Antonio	NP00000	antonio
mrz	Martínez	NP00000	martínez
,	,	Fc	,
ya	ya	CC	ya
difuntos	difuntos	NCMP000	difunto
,	,	Fc	,
me	me	PP1CS000	me
dixeron	dijeron	VMIS3P0	decir
que	que	CS	que
no	no	RN	no
sabían	sabían	VMII3P0	saber
como	cómo	PA000000	cómo
vmd	VM	NP00000	VM
dormia	dormía	VMII0S0	dormir
,	,	Fc	,
porque	porque	CS	porque
su	su	DP3CS0	su
cuñada	cuñada	NCFS000	cuñado
no	no	RN	no
hizo	hizo	VMIS3S0	hacer
tal	tal	RC	tal
poder	poder	NCMS000	poder
ni	ni	CC	ni
estuvo	estuvo	VMIS3S0	estar
para	para	SPS00	para
ello	ello	PD0NN000	ello
	.	Fp	.
B	Besa	VMIP3S0	besar
L	la	DA0FS0	el
M	mano	NCFS000	mano
de	de	SPS00	de
vmd	VM	NP00000	VM
su	su	DP3CS0	su
servor	servidor	NCMS000	servidor
	,	Fc	,
D	don	NP00000	don
Pedro	Pedro	NP00000	pedro
Palacios	Palacios	NP00000	palacios
Sr	Señor	NP00000	señor
franco	Francisco	NP00000	francisco
Varona	Barahona	NP00000	barahona
