Mui	Muy	RQ	muy
sor	señor	NP00000	señor
mio	mío	DP1MSS	mío
	.	Fp	.
con	Con	SPS00	con
la	la	DA0FS0	el
flota	flota	NCFS000	flota
de	de	SPS00	de
Dn	don	NP00000	don
Manl	Manuel	NP00000	manuel
Pintado	Pintado	NP00000	pintado
rezvi	recibí	VMIS1S0	recibir
la	la	DA0FS0	el
Carta	carta	NCFS000	carta
de	de	SPS00	de
Vm	VM	NP00000	VM
de	de	SPS00	de
19	19	Z	19
de	de	SPS00	de
Sepre	septiembre	NCMS000	septiembre
del	del	SPS00+DA0MS0	de+el
año	año	NCMS000	año
pasado	pasado	VMP00SM	pasar
de	de	SPS00	de
715	715	Z	715
que	que	PR0CN000	que
benia	venía	VMII0S0	venir
para	para	SPS00	para
el	el	DA0MS0	el
difunto	difunto	AQ0MS0	difunto
Dn	don	NP00000	don
Joseph	José	NP00000	josé
de	de	SPS00	de
estrada	Estrada	NP00000	estrada
y	y	CC	y
en	en	SPS00	en
segdo	segundo	AO0MS0	segundo
lugar	lugar	NCMS000	lugar
a	a	SPS00	a
mi	mí	PP1CSO00	mí
	,	Fc	,
acompañandola	acompañándola	VMG0000+PP3FSA00	acompañar+lo
un	un	DI0MS0	uno
enboltorio	envoltorio	NCMS000	envoltorio
con	con	SPS00	con
diferentes	diferentes	AQ0CP0	diferente
papeles	papeles	NCMP000	papel
pertenesientes	pertenecientes	AQ0CP0	perteneciente
a	a	SPS00	a
un	un	DI0MS0	uno
pleito	pleito	NCMS000	pleito
	.	Fp	.
y	Y	CC	y
siendo	siendo	VSG0000	ser
la	la	DA0FS0	el
horn	orden	NCFS000	orden
de	de	SPS00	de
Vm	VM	NP00000	VM
que	que	CS	que
se	se	P00CN000	se
remitiesen	remitiesen	VMSI3P0	remitir
a	a	SPS00	a
Madrid	Madrid	NP00000	madrid
a	a	SPS00	a
Dn	don	NP00000	don
Simon	Simón	NP00000	simón
de	de	SPS00	de
la	la	DA0FS0	el
carçela	Carcela	NP00000	carcela
	,	Fc	,
lo	lo	PP3CNA00	lo
ejecute	ejecuté	VMSP0S0	ejecutar
asi	así	RG	así
	,	Fc	,
aviendolos	habiéndolos	VAG0000+PP3MPA00	haber+lo
llevado	llevado	VMP0000	llevar
Dn	don	NP00000	don
feliz	Félix	NP00000	félix
Gaston	Gastón	NP00000	gastón
de	de	SPS00	de
sabalsa	Zabalza	NP00000	zabalza
	,	Fc	,
quien	quien	PR0CS000	quien
se	se	PP3CN000	se
los	los	PP3MPA00	lo
entrego	entregó	VMIS3S0	entregar
en	en	SPS00	en
su	su	DP3CS0	su
propia	propia	AQ0FS0	propio
mano	mano	NCFS000	mano
	.	Fp	.
y	Y	CC	y
tengo	tengo	VMIP1S0	tener
Respuesta	respuesta	NCFS000	respuesta
del	del	SPS00+DA0MS0	de+el
dho	dicho	NCMS000	dicho
Carçela	Carcela	NP00000	carcela
de	de	SPS00	de
averlos	haberlos	VAN0000+PP3MPA00	haber+lo
Resevido	recibido	VMP0000	recibir
y	y	CC	y
que	que	CS	que
Guardara	guardará	VMIF3S0	guardar
la	la	DA0FS0	el
horn	orden	NCFS000	orden
que	que	CS	que
Vm	VM	NP00000	VM
le	le	PP3CSD00	le
da	da	VMIP3S0	dar
	.	Fp	.
io	Yo	PP1CSN00	yo
no	no	RN	no
e	he	VAIP1S0	haber
tenido	tenido	VMP0000	tener
noticia	noticia	NCFS000	noticia
despues	después	RG	después
de	de	SPS00	de
esta	esta	DD0FS0	este
dependiencia	dependencia	NCFS000	dependencia
	.	Fp	.
no	No	RN	no
dudo	dudo	VMIP1S0	dudar
que	que	CS	que
en	en	SPS00	en
esta	esta	DD0FS0	este
flota	flota	NCFS000	flota
le	le	PP3CSD00	le
participara	participará	VMIF3S0	participar
a	a	SPS00	a
Vm	VM	NP00000	VM
su	su	DP3CS0	su
estado	estado	NCMS000	estado
.	.	Fp	.
Yo	Yo	PP1CSN00	yo
e	he	VAIP1S0	haber
stimado	estimado	VMP0000	estimar
esta	esta	DD0FS0	este
ocasion	ocasión	NCFS000	ocasión
d	de	SPS00	de
escrvir	escribir	VMN0000	escribir
a	a	SPS00	a
Vm	VM	NP00000	VM
	,	Fc	,
Como	como	CS	como
lo	lo	PP3CNA00	lo
ejecutare	ejecutaré	VMIF1S0	ejecutar
en	en	SPS00	en
todas	todas	DI0FP0	todo
las	las	DA0FP0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
diere	diere	VMSF0S0	dar
	.	Fp	.
Dios	Dios	NP00000	dios
Ge	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vm	VM	NP00000	VM
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Pto	Puerto	NCMS000	puerto
de	de	SPS00	de
Sta	Santa	NP00000	santo
Ma	María	NP00000	maría
	,	Fc	,
Y	y	CC	y
Jullio	julio	NCMS000	julio
13	13	Z	13
de	de	SPS00	de
1717	1717	Z	1717
.	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vm	VM	NP00000	VM
Su	su	DP3CS0	su
mas	más	RC	más
afecto	afecto	NCMS000	afecto
servor	servidor	NCMS000	servidor
	,	Fc	,
Dn	don	NP00000	don
Bernardo	Bernardo	NP00000	bernardo
Anto	Antonio	NP00000	antonio
de	de	SPS00	de
Barrios	Barrios	NP00000	barrios
Leal	Leal	NP00000	leal
sor	Señor	NP00000	señor
dn	don	NP00000	don
Pedro	Pedro	NP00000	pedro
de	de	SPS00	de
mendosa	Mendoza	NP00000	mendoza
y	y	CC	y
escalante	Escalante	NP00000	escalante
	.	Fp	.
