Madrid	Madrid	NP00000	madrid
	,	Fc	,
Mayo	mayo	NCMS000	mayo
18	18	Z	18
de	de	SPS00	de
82	82	Z	82
Hijo	Hijo	NP00000	hijo
y	y	CC	y
querido	querido	VMP00SM	querer
amado	amado	VMP00SM	amar
Leonardo	Leonardo	NP00000	leonardo
de	de	SPS00	de
todo	todo	DI0MS0	todo
mi	mi	DP1CSS	mi
corazon	corazón	NCMS000	corazón
	.	Fp	.
he	He	VAIP1S0	haber
recivido	recibido	VMP0000	recibir
la	la	DA0FS0	el
tuya	tuya	PX2FS0S0	tuyo
con	con	SPS00	con
mucho	mucho	DI0MS0	mucho
gusto	gusto	NCMS000	gusto
	.	Fp	.
selevro	Celebro	VMIP1S0	celebrar
imfinito	infinito	RG	infinito
aygas	hayas	VASP2S0	haber
llegado	llegado	VMP0000	llegar
sin	sin	SPS00	sin
novedad	novedad	NCFS000	novedad
en	en	SPS00	en
ese	ése	PD0MS000	ese
de	de	SPS00	de
Tarragona	Tarragona	NP00000	tarragona
	.	Fp	.
yo	Yo	PP1CSN00	yo
estoy	estoy	VMIP1S0	estar
vuena	buena	AQ0FS0	bueno
	,	Fc	,
gs	gracias	NCFP000	gracia
	,	Fc	,
lo	lo	DA0NS0	el
que	que	PR0CN000	que
no	no	RN	no
es	es	VSIP3S0	ser
poco	poco	RQ	poco
	,	Fc	,
porque	porque	CS	porque
son	son	VSIP3P0	ser
tantas	tantas	PI0FP000	tanto
las	las	DA0FP0	el
cosas	cosas	NCFP000	cosa
que	que	PR0CN000	que
me	me	PP1CS000	me
dicen	dicen	VMIP3P0	decir
que	que	CS	que
te	te	PP2CS000	te
aseguro	aseguro	VMIP1S0	asegurar
que	que	CS	que
me	me	PP1CS000	me
trastornan	trastornan	VMIP3P0	trastornar
todo	todo	PI0MS000	todo
	.	Fp	.
pero	Pero	CC	pero
	,	Fc	,
mi	mi	DP1CSS	mi
Leonardo	Leonardo	NP00000	leonardo
	,	Fc	,
yo	yo	PP1CSN00	yo
confio	confío	VMIP1S0	confiar
en	en	SPS00	en
Dios	Dios	NP00000	dios
que	que	CS	que
nos	nos	PP1CP000	nos
sacara	sacará	VMIF3S0	sacar
presto	presto	RG	presto
de	de	SPS00	de
tanto	tanto	DI0MS0	tanto
enredo	enredo	NCMS000	enredo
en	en	SPS00	en
que	que	PR0CN000	que
estamos	estamos	VMIP1P0	estar
metidos	metidos	VMP00PM	meter
por	por	SPS00	por
un	un	DI0MS0	uno
justo	justo	AQ0MS0	justo
fin	fin	NCMS000	fin
	.	Fp	.
son	Son	VSIP3P0	ser
muchas	muchas	PI0FP000	mucho
las	las	DA0FP0	el
