Muy	Muy	RQ	muy
ssr	señor	NP00000	señor
mio	mío	DP1MSS	mío
	.	Fp	.
respondo	Respondo	VMIP1S0	responder
a	a	SPS00	a
su	su	DP3CS0	su
carta	carta	NCFS000	carta
de	de	SPS00	de
Vmd	VM	NP00000	VM
i	y	CC	y
quedo	quedo	VMIP1S0	quedar
enterado	enterado	VMP00SM	enterar
de	de	SPS00	de
su	su	DP3CS0	su
conthenido	contenido	NCMS000	contenido
	,	Fc	,
que	que	CS	que
no	no	RN	no
ai	hay	VMIP3S0	haber
si	si	CS	si
no	no	RN	no
es	es	VSIP3S0	ser
thener	tener	VMN0000	tener
Paciencia	paciencia	NCFS000	paciencia
	.	Fp	.
ya	Ya	RG	ya
el	el	DA0MS0	el
amigo	amigo	NP00000	amigo
Dn	don	NP00000	don
Joseph	José	NP00000	josé
Alonso	Alonso	NP00000	alonso
esta	está	VMIP3S0	estar
resuelto	resuelto	VMP0000	resolver
a	a	SPS00	a
benirse	venirse	VMN0000+P00CN000	venir+se
	.	Fp	.
i	Y	CC	y
asi	así	RG	así
determinen	determinen	VMSP3P0	determinar
esos	esos	DD0MP0	ese
ssres	señores	NCMP000	señor
lo	lo	DA0NS0	el
que	que	PR0CN000	que
gustaren	gustaren	VMSF3P0	gustar
	,	Fc	,
pero	pero	CC	pero
por	por	SPS00	por
aca	acá	RG	acá
se	se	P00CN000	se
arrimara	arrimará	VMIF3S0	arrimar
el	el	DA0MS0	el
onbro	hombro	NCMS000	hombro
para	para	SPS00	para
que	que	CS	que
la	la	DA0FS0	el
malicia	malicia	NCFS000	malicia
no	no	RN	no
probalezca	prevalezca	VMSP0S0	prevalecer
	.	Fp	.
la	La	DA0FS0	el
carta	carta	NCFS000	carta
remiti	remití	VMIS1S0	remitir
al	al	SPS00+DA0MS0	a+el
punto	punto	NCMS000	punto
a	a	SPS00	a
su	su	DP3CS0	su
casa	casa	NCFS000	casa
de	de	SPS00	de
Vmd	VM	NP00000	VM
	.	Fp	.
i	Y	CC	y
en	en	SPS00	en
qto	cuanto	PA000000	cuanto
al	al	SPS00+DA0MS0	a+el
medio	medio	NCMS000	medio
	,	Fc	,
creo	creo	VMIP1S0	creer
que	que	CS	que
la	la	DA0FS0	el
necesidad	necesidad	NCFS000	necesidad
le	le	PP3CSD00	le
precisara	precisará	VMIF3S0	precisar
a	a	SPS00	a
irse	irse	VMN0000+P00CN000	ir+se
de	de	SPS00	de
aqui	aquí	RG	aquí
	.	Fp	.
es	Es	VSIP3S0	ser
qto	cuanto	PR0MS000	cuanto
se	se	P00CN000	se
ofrece	ofrece	VMIP3S0	ofrecer
i	y	CC	y
que	que	CS	que
nro	Nuestro	DP1MSP	nuestro
ssr	Señor	NP00000	señor
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmd	VM	NP00000	VM
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
	.	Fp	.
Villacn	Villacastín	NP00000	villacastín
	,	Fc	,
y	y	CC	y
Nobienbre	noviembre	NCMS000	noviembre
27	27	Z	27
de	de	SPS00	de
1722	1722	Z	1722
as	años	NCMP000	año
	.	Fp	.
B	Besa	VMIP3S0	besar
L	las	DA0FP0	el
M	manos	NCFP000	mano
A	a	SPS00	a
vm	VM	NP00000	VM
su	su	DP3CS0	su
seror	servidor	NCMS000	servidor
	,	Fc	,
Don	don	NP00000	don
Ju	Juan	NP00000	juan
D	de	SPS00	de
ortega	Ortega	NP00000	ortega
Lara	Lara	NP00000	lara
Sr	Señor	NP00000	señor
Dn	don	NP00000	don
thoribio	Toribio	NP00000	toribio
diaz	Díaz	NP00000	díaz
	.	Fp	.
