Mui	Muy	RQ	muy
Sres	señores	NP00000	señor
mios	míos	DP1MPS	mío
	.	Fp	.
por	Por	SPS00	por
la	la	DA0FS0	el
de	de	SPS00	de
Vmds	VMs	NP00000	VM
de	de	SPS00	de
9	9	Z	9
del	del	SPS00+DA0MS0	de+el
corrte	corriente	AQ0CS0	corriente
veo	veo	VMIP1S0	ver
que	qué	PT0CN000	qué
dicen	dicen	VMIP3P0	decir
en	en	SPS00	en
esa	ésa	PD0FS000	ese
con	con	SPS00	con
variacion	variación	NCFS000	variación
tocante	tocante	RG	tocante
a	a	SPS00	a
la	la	DA0FS0	el
contrata	contrata	NCFS000	contrata
y	y	CC	y
que	que	CS	que
para	para	SPS00	para
callarlos	callarlos	VMN0000+PP3MPA00	callar+lo
necesitan	necesitan	VMIP3P0	necesitar
remita	remita	VMSP0S0	remitir
el	el	DA0MS0	el
pliego	pliego	NCMS000	pliego
que	que	PR0CN000	que
di	di	VMIS1S0	dar
a	a	SPS00	a
9	9	Z	9
qtos	cuartos	NCMP000	cuarto
y	y	CC	y
1	1	Z	1
mrd	maravedí	NCMS000	maravedí
,	,	Fc	,
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
devo	debo	VMIP1S0	deber
desir	decir	VMN0000	decir
que	que	CS	que
el	el	DA0MS0	el
Pliego	pliego	NCMS000	pliego
es	es	VSIP3S0	ser
imposible	imposible	AQ0CS0	imposible
sacarlo	sacarlo	VMN0000+PP3MSA00	sacar+lo
del	del	SPS00+DA0MS0	de+el
estanco	estanco	NCMS000	estanco
	.	Fp	.
pero	Pero	CC	pero
ya	ya	RG	ya
este	este	DD0MS0	este
pliego	pliego	NCMS000	pliego
de	de	SPS00	de
a	a	SPS00	a
37	37	Z	37
maravedis	maravedís	NCMP000	maravedí
esta	está	VMIP3S0	estar
como	como	CS	como
si	si	CS	si
no	no	RN	no
se	se	P00CN000	se
ubiera	hubiera	VASI0S0	haber
dado	dado	VMP0000	dar
	,	Fc	,
prque	porque	CS	porque
con	con	SPS00	con
la	la	DA0FS0	el
orden	orden	NCFS000	orden
