Madrid	Madrid	NP00000	madrid
	,	Fc	,
Abril	abril	NCMS000	abril
17	17	Z	17
de	de	SPS00	de
82	82	Z	82
Mi	Mi	DP1CSS	mi
siempre	siempre	RG	siempre
querido	querido	VMP00SM	querer
amado	amado	VMP00SM	amar
Leonardo	Leonardo	NP00000	leonardo
de	de	SPS00	de
todo	todo	DI0MS0	todo
mi	mi	DP1CSS	mi
corazon	corazón	NCMS000	corazón
	.	Fp	.
he	He	VAIP1S0	haber
recivido	recibido	VMP0000	recibir
tu	tu	DP2CSS	tu
amorosa	amorosa	AQ0FS0	amoroso
carta	carta	NCFS000	carta
	,	Fc	,
la	la	DA0FS0	el
que	que	PR0CN000	que
escrivistes	escribistes	VMIS2S0	escribir
en	en	SPS00	en
bujaralos	Bujaraloz	NP00000	bujaraloz
	.	Fp	.
selevro	Celebro	VMIP1S0	celebrar
estes	estés	VMSP2S0	estar
vueno	bueno	AQ0MS0	bueno
	.	Fp	.
yo	Yo	PP1CSN00	yo
igualmente	igualmente	RG	igualmente
lo	lo	PP3CNA00	lo
estoy	estoy	VMIP1S0	estar
	,	Fc	,
gs	gracias	NCFP000	gracia
a	a	SPS00	a
Dios	Dios	NP00000	dios
	.	Fp	.
asta	Hasta	SPS00	hasta
haora	ahora	RG	ahora
no	no	RN	no
an	han	VAIP3P0	haber
echo	hecho	VMP0000	hacer
venir	venir	VMN0000	venir
al	al	SPS00+DA0MS0	a+el
otro	otro	DI0MS0	otro
sujeto	sujeto	NCMS000	sujeto
a	a	SPS00	a
vlarme	hablarme	VMN0000+PP1CS000	hablar+me
por	por	SPS00	por
ver	ver	VMN0000	ver
si	si	CSI	si
me	me	PP1CS000	me
podia	podía	VMII0S0	poder
volcar	volcar	VMN0000	volcar
	,	Fc	,
como	como	PA000000	como
pensaven	pensaban	VMII3P0	pensar
que	que	CS	que
lo	lo	PP3CNA00	lo
lograria	lograría	VMIC0S0	lograr
el	el	DA0MS0	el
padra	padre	NCMS000	padre
que	que	PR0CN000	que
vino	vino	VMIS3S0	venir
con	con	SPS00	con
licencia	licencia	NCFS000	licencia
del	del	SPS00+DA0MS0	de+el
vicario	vicario	NCMS000	vicario
	,	Fc	,
el	el	DA0MS0	el
qual	cual	PR0CS000	cual
se	se	P00CN000	se
temia	temía	VMII0S0	temer
que	que	CS	que
yo	yo	PP1CSN00	yo
no	no	RN	no
lo	lo	PP3MSA00	lo
oiria	oiría	VMIC0S0	oír
	.	Fp	.
y	Y	CC	y
el	el	DA0MS0	el
amo	amo	NCMS000	amo
de	de	SPS00	de
casa	casa	NCFS000	casa
dijo	dijo	VMIS3S0	decir
que	que	CS	que
yo	yo	PP1CSN00	yo
lo	lo	PP3CNA00	lo
aria	haría	VMIC0S0	hacer
	,	Fc	,
pero	pero	CC	pero
qe	que	CS	que
	,	Fc	,
por	por	SPS00	por
mas	más	RC	más
cosas	cosas	NCFP000	cosa
que	que	PR0CN000	que
me	me	PP1CS000	me
dijesa	dijese	VMSI0S0	decir
	,	Fc	,
nada	nada	PI0NN00N	nada
lograria	lograría	VMIC0S0	lograr
	,	Fc	,
como	como	PA000000	como
fue	fue	VSIS3S0	ser
verdad	verdad	NCFS000	verdad
	.	Fp	.
y	Y	CC	y
lo	lo	DA0NS0	el
mismo	mismo	AQ0MS0	mismo
sera	será	VSIF3S0	ser
que	que	CS	que
vengan	vengan	VMSP3P0	venir
otros	otros	PI0MP000	otro
	,	Fc	,
pero	pero	CC	pero
no	no	RN	no
tendre	tendré	VMIF1S0	tener
la	la	DA0FS0	el
paciencia	paciencia	NCFS000	paciencia
de	de	SPS00	de
escucharlos	escucharlos	VMN0000+PP3MPA00	escuchar+los
tanto	tanto	RC	tanto
	.	Fp	.
	¡	Faa	¡
los	Los	PP3MPA00	lo
emviare	enviaré	VMIF1S0	enviar
a	a	SPS00	a
pasear	pasear	VMN0000	pasear
	!	Fat	!
porque	Porque	CS	porque
tu	tú	PP2CSN00	tú
me	me	PP1CS000	me
quieras	quieres	VMIP2S0	querer
	,	Fc	,
yo	yo	PP1CSN00	yo
te	te	PP2CS000	te
quiero	quiero	VMIP1S0	querer
	.	Fp	.
por	Por	SPS00	por
mas	más	RC	más
que	que	CS	que
agan	hagan	VMSP3P0	hacer
	,	Fc	,
no	no	RN	no
lo	lo	PP3CNA00	lo
pueden	pueden	VMIP3P0	poder
estorvar	estorbar	VMN0000	estorbar
	.	Fp	.
mi	Mi	DP1CSS	mi
Leonardo	Leonardo	NP00000	leonardo
	,	Fc	,
no	no	RN	no
estes	estés	VMSP2S0	estar
triste	triste	AQ0CS0	triste
ni	ni	CCN	ni
te	te	PP2CS000	te
aflixes	aflijas	VMSP2S0	afligir
	.	Fp	.
por	Por	SPS00	por
mas	más	RC	más
cosas	cosas	NCFP000	cosa
que	que	PR0CN000	que
te	te	PP2CS000	te
digan	digan	VMSP3P0	decir
en	en	SPS00	en
Barcelona	Barcelona	NP00000	barcelona
	,	Fc	,
que	que	PR0CN000	que
no	no	RN	no
seran	serán	VSIF3P0	ser
pocas	pocas	PI0FP000	poco
	,	Fc	,
emviarlos	enviarlos	VMN0000+PP3MPA00	enviar+lo
todos	todos	PI0MP000	todo
en	en	SPS00	en
ora	hora	NCFS000	hora
male	mala	AQ0FS0	malo
y	y	CC	y
estes	estés	VMSP2S0	estar
cierto	cierto	AQ0MS0	cierto
que	que	CS	que
tu	tu	DP2CSS	tu
Maria	María	NP00000	maría
Antonia	Antonia	NP00000	antonia
no	no	RN	no
te	te	PP2CS000	te
olvidera	olvidará	VMIF3S0	olvidar
	.	Fp	.
te	Te	PP2CS000	te
quiera	quiere	VMIP3S0	querer
y	y	CC	y
te	te	PP2CS000	te
querra	querrá	VMIF3S0	querer
siempre	siempre	RG	siempre
	,	Fc	,
y	y	CC	y
sera	será	VSIF3S0	ser
tuya	tuya	PX2FS0S0	tuyo
y	y	CC	y
de	de	SPS00	de
ningun	ningún	DI0MS0	ninguno
otro	otro	PI0MS000	otro
	.	Fp	.
por	Por	SPS00	por
mas	más	RC	más
enredos	enredos	NCMP000	enredo
que	que	PR0CN000	que
intenten	intenten	VMSP3P0	intentar
mis	mis	DP1CPS	mi
gentas	gentes	NCFP000	gente
	,	Fc	,
no	no	RN	no
impediran	impedirán	VMIF3P0	impedir
que	que	CS	que
Maria	María	NP00000	maría
Antonia	Antonia	NP00000	antonia
sea	sea	VSSP0S0	ser
tuya	tuya	PX2FS0S0	tuyo
y	y	CC	y
Leonardo	Leonardo	NP00000	leonardo
sea	sea	VSSP0S0	ser
mio	mío	PX1MS0S0	mío
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
