Mui	Muy	RQ	muy
sres	señores	NP00000	señor
mios	míos	DP1MPS	mío
	.	Fp	.
no	No	RN	no
he	he	VAIP1S0	haber
respondido	respondido	VMP0000	responder
a	a	SPS00	a
las	las	DA0FP0	el
favoresidas	favorecidas	VMP00PF	favorecer
de	de	SPS00	de
Vms	VMs	NP00000	VM
pr	por	SPS00	por
aver	haber	VAN0000	haber
estado	estado	VMP0000	estar
fuera	fuera	RG	fuera
de	de	SPS00	de
esta	esta	DD0FS0	este
ciudad	ciudad	NCFS000	ciudad
todo	todo	DI0MS0	todo
este	este	DD0MS0	este
tiempo	tiempo	NCMS000	tiempo
en	en	SPS00	en
almonte	Almonte	NP00000	almonte
y	y	CC	y
guelva	Huelva	NP00000	huelva
	;	Fx	;
y	y	CC	y
aora	ahora	RG	ahora
lo	lo	PP3CNA00	lo
hago	hago	VMIP1S0	hacer
con	con	SPS00	con
el	el	DA0MS0	el
deseo	deseo	NCMS000	deseo
q	que	CS	que
Vmds	VMs	NP00000	VM
logren	logren	VMSP3P0	lograr
las	las	DA0FP0	el
festividades	festividades	NCFP000	festividad
de	de	SPS00	de
los	los	DA0MP0	el
stos	Santos	NP00000	santos
Reyes	Reyes	NCMP000	rey
y	y	CC	y
entradas	entradas	NCFP000	entrada
del	del	SPS00+DA0MS0	de+el
nuevo	nuevo	AQ0MS0	nuevo
año	año	NCMS000	año
con	con	SPS00	con
los	los	DA0MP0	el
Gustos	gustos	NCMP000	gusto
i	y	CC	y
felisidades	felicidades	NCFP000	felicidad
q	que	PR0CN000	que
se	se	P00CN000	se
meresen	merecen	VMIP3P0	merecer
	.	Fp	.
adjunta	Adjunta	AQ0FSP	adjunto
remito	remito	VMIP1S0	remitir
copia	copia	NCFS000	copia
de	de	SPS00	de
la	la	DA0FS0	el
escriptura	escritura	NCFS000	escritura
q	que	CS	que
en	en	SPS00	en
17	17	Z	17
del	del	SPS00+DA0MS0	de+el
pasado	pasado	NCMS000	pasado
otorgo	otorgó	VMIS3S0	otorgar
a	a	SPS00	a
favor	favor	NCMS000	favor
de	de	SPS00	de
Vmds	VMs	NP00000	VM
dn	don	NP00000	don
Juan	Juan	NP00000	juan
snelling	Snelling	NP00000	snelling
	,	Fc	,
q	que	CS	que
selebrare	celebraré	VMIF1S0	celebrar
este	esté	VMSP0S0	estar
a	a	SPS00	a
su	su	DP3CS0	su
gusto	gusto	NCMS000	gusto
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
qto	cuanto	PA000000	cuanto
a	a	SPS00	a
los	los	DA0MP0	el
protextos	protestos	NCMP000	protesto
y	y	CC	y
letras	letras	NCFP000	letra
de	de	SPS00	de
ellos	ellos	PP3MP000	ellos
	,	Fc	,
siempre	siempre	RG	siempre
que	que	CS	que
paresca	parezca	VMSP0S0	parecer
dho	dicho	VMP00SM	decir
snelling	Snelling	NP00000	snelling
pr	por	SPS00	por
ellos	ellos	PP3MP000	ellos
se	se	PP3CN000	se
los	los	PP3MPA00	lo
entregare	entregaré	VMIF1S0	entregar
pr	por	SPS00	por
ser	ser	VSN0000	ser
razon	razón	NCFS000	razón
y	y	CC	y
mandarlo	mandarlo	VMN0000+PP3MSA00	mandar+lo
Vmds	VMs	NP00000	VM
	.	Fp	.
aqui	Aquí	RG	aquí
ce	se	P00CN000	se
dicen	dicen	VMIP3P0	decir
mil	mil	Z	1000
novedades	novedades	NCFP000	novedad
de	de	SPS00	de
Galeones	galeones	NCMP000	galeón
	.	Fp	.
espero	Espero	VMIP1S0	esperar
q	que	CS	que
las	las	DA0FP0	el
q	que	PR0CN000	que
allen	hallen	VMSP3P0	hallar
siertas	ciertas	DI0FP0	cierto
me	me	PP1CS000	me
las	las	PP3FPA00	lo
avisen	avisen	VMSP3P0	avisar
Vmds	VMs	NP00000	VM
	,	Fc	,
qnes	quienes	PR0CP000	quien
Deseo	deseo	VMIP1S0	desear
q	que	CS	que
Nro	Nuestro	DP1MSP	nuestro
Sr	Señor	NP00000	señor
Ge	guarde	VMSP0S0	guardar
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
4	4	Z	4
de	de	SPS00	de
henero	enero	NCMS000	enero
de	de	SPS00	de
1741	1741	Z	1741
	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vms	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Sres	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
