Muy	Muy	RQ	muy
ssr	señor	NP00000	señor
mio	mío	DP1MSS	mío
	.	Fp	.
Respondo	Respondo	VMIP1S0	responder
a	a	SPS00	a
su	su	DP3CS0	su
carta	carta	NCFS000	carta
de	de	SPS00	de
Vmd	VM	NP00000	VM
alegrandome	alegrándome	VMG0000+PP1CS000	alegrar+me
goce	goce	VMSP0S0	gozar
la	la	DA0FS0	el
que	que	PR0CN000	que
deseo	deseo	VMIP1S0	desear
i	y	CC	y
ofreciendo	ofreciendo	VMG0000	ofrecer
la	la	DA0FS0	el
mia	mía	PX1FS0S0	mío
a	a	SPS00	a
su	su	DP3CS0	su
obediencia	obediencia	NCFS000	obediencia
	.	Fp	.
quedo	Quedo	VMIP1S0	quedar
enterado	enterado	VMP00SM	enterar
del	del	SPS00+DA0MS0	de+el
conthenido	contenido	NCMS000	contenido
de	de	SPS00	de
su	su	DP3CS0	su
carta	carta	NCFS000	carta
de	de	SPS00	de
Vmd	VM	NP00000	VM
	;	Fx	;
i	y	CC	y
mientras	mientras	RG	mientras
no	no	RN	no
llegue	llegue	VMSP0S0	llegar
Dn	don	NP00000	don
Joseph	José	NP00000	josé
Alonso	Alonso	NP00000	alonso
no	no	RN	no
puedo	puedo	VMIP1S0	poder
decir	decir	VMN0000	decir
a	a	SPS00	a
Vmd	VM	NP00000	VM
cosa	cosa	NCFS000	cosa
especial	especial	AQ0CS0	especial
mas	más	RC	más
de	de	SPS00	de
que	que	CS	que
su	su	DP3CS0	su
familia	familia	NCFS000	familia
esta	está	VMIP3S0	estar
con	con	SPS00	con
salud	salud	NCFS000	salud
i	y	CC	y
que	que	CS	que
luego	luego	RG	luego
que	que	CS	que
llegue	llegue	VMSP0S0	llegar
no	no	RN	no
dudo	dudo	VMIP1S0	dudar
pasara	pasará	VMIF3S0	pasar
a	a	SPS00	a
despenar	despenar	VMN0000	despenar
a	a	SPS00	a
Vmd	VM	NP00000	VM
	,	Fc	,
a	a	SPS00	a
qn	quien	PR0CS000	quien
gde	guarde	VMSP0S0	guardar
ds	Dios	NP00000	dios
los	los	DA0MP0	el
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
que	que	PR0CN000	que
deseo	deseo	VMIP1S0	desear
	.	Fp	.
VillaCn	Villacastín	NP00000	villacastín
	,	Fc	,
Ne	noviembre	NCMS000	noviembre
20	20	Z	20
de	de	SPS00	de
1722	1722	Z	1722
as	años	NCMP000	año
	.	Fp	.
B	Besa	VMIP3S0	besar
l	las	DA0FP0	el
M	manos	NCFP000	mano
A	a	SPS00	a
Vm	VM	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
	,	Fc	,
Don	don	NP00000	don
Ju	Juan	NP00000	juan
Aortega	Ortega	NP00000	ortega
Lara	Lara	NP00000	lara
Sr	Señor	NP00000	señor
dn	don	NP00000	don
thoribio	Toribio	NP00000	toribio
Diaz	Díaz	NP00000	díaz
	.	Fp	.
