Mui	Muy	RQ	muy
Sres	señores	NP00000	señor
mios	míos	DP1MPS	mío
	.	Fp	.
por	Por	SPS00	por
su	su	DP3CS0	su
estimada	estimada	VMP00SF	estimar
de	de	SPS00	de
Vmds	VMs	NP00000	VM
Veo	veo	VMIP1S0	ver
que	que	CS	que
con	con	SPS00	con
justissma	justísima	AQSFS0	justo
Razon	razón	NCFS000	razón
se	se	P00CN000	se
quejan	quejan	VMIP3P0	quejar
y	y	CC	y
no	no	RN	no
puedo	puedo	VMIP1S0	poder
remediarlo	remediarlo	VMN0000+PP3CNA00	remediar+lo
	.	Fp	.
y	Y	CC	y
pr	por	SPS00	por
lo	lo	DA0NS0	el
que	que	PR0CN000	que
Vmds	VMs	NP00000	VM
dicen	dicen	VMIP3P0	decir
q	que	CS	que
en	en	SPS00	en
el	el	DA0MS0	el
norte	norte	NCMS000	norte
no	no	RN	no
se	se	P00CN000	se
hazen	hacen	VMIP3P0	hacer
cargo	cargo	NCMS000	cargo
de	de	SPS00	de
estas	estas	DD0FP0	este
cosas	cosas	NCFP000	cosa
	,	Fc	,
no	no	RN	no
ay	hay	VMIP3S0	haber
mejor	mejor	RC	mejor
testigo	testigo	NCCS000	testigo
q	que	CS	que
dn	don	NP00000	don
Ju	Juan	NP00000	juan
Godard	Godard	NP00000	godard
	,	Fc	,
qn	quien	PR0CS000	quien
esta	está	VMIP3S0	estar
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
dias	días	NCMP000	día
disiendo	diciendo	VMG0000	decir
lo	lo	DA0NS0	el
malo	malo	AQ0MS0	malo
q	que	CS	que
anda	anda	VMIP3S0	andar
	,	Fc	,
esta	está	VMIP3S0	estar
del	del	SPS00+DA0MS0	de+el
dinero	dinero	NCMS000	dinero
ea	etc	NCMS000	etcétera
	.	Fp	.
aqui	Aquí	RG	aquí
bino	vino	VMIS3S0	venir
una	una	DI0FS0	uno
orden	orden	NCFS000	orden
del	del	SPS00+DA0MS0	de+el
norte	norte	NCMS000	norte
contra	contra	SPS00	contra
los	los	DA0MP0	el
ssres	señores	NCMP000	señor
Blanco	Blanco	NP00000	blanco
