Señor	Señor	NP00000	señor
y	y	CC	y
mui	muy	RQ	muy
querido	querido	VMP00SM	querer
mio	mío	DP1MSS	mío
	.	Fp	.
me	Me	PP1CS000	me
alegrare	alegraré	VMIF1S0	alegrar
que	que	CS	que
esta	ésta	PD0FS000	este
le	le	PP3CSA00	le
alle	halle	VMSP0S0	hallar
a	a	SPS00	a
Vm	VM	NP00000	VM
con	con	SPS00	con
la	la	DA0FS0	el
salud	salud	NCFS000	salud
q	que	PR0CN000	que
mi	mi	DP1CSS	mi
cariño	cariño	NCMS000	cariño
le	le	PP3CSD00	le
desea	desea	VMIP3S0	desear
	.	Fp	.
yo	Yo	PP1CSN00	yo
quedo	quedo	VMIP1S0	quedar
buena	buena	AQ0FS0	bueno
	,	Fc	,
a	a	SPS00	a
dios	Dios	NP00000	dios
gracias	gracias	NCFP000	gracia
	,	Fc	,
para	para	SPS00	para
lo	lo	DA0NS0	el
que	que	PR0CN000	que
Vm	VM	NP00000	VM
me	me	PP1CS000	me
quisiere	quisiere	VMSF0S0	querer
mandar	mandar	VMN0000	mandar
	,	Fc	,
que	que	CS	que
ya	ya	RG	ya
sabe	sabe	VMIP3S0	saber
Vm	VM	NP00000	VM
con	con	SPS00	con
la	la	DA0FS0	el
boluntad	voluntad	NCFS000	voluntad
y	y	CC	y
el	el	DA0MS0	el
afeto	afecto	NCMS000	afecto
que	que	PR0CN000	que
lo	lo	PP3CNA00	lo
are	haré	VMIF1S0	hacer
	,	Fc	,
aunq	aunque	CS	aunque
parece	parece	VMIP3S0	parecer
que	que	CS	que
Vm	VM	NP00000	VM
s	se	P00CN000	se
estraña	extraña	VMIP3S0	extrañar
	.	Fp	.
que	Que	CS	que
decia	decía	VMII0S0	decir
Vm	VM	NP00000	VM
q	que	CS	que
âvia	había	VMII0S0	haber
de	de	SPS00	de
benir	venir	VMN0000	venir
desde	desde	SPS00	desde
castejon	Castejón	NP00000	castejón
y	y	CC	y
no	no	RN	no
lo	lo	PP3CNA00	lo
a	ha	VAIP3S0	haber
querido	querido	VMP0000	querer
Vm	VM	NP00000	VM
executar	ejecutar	VMN0000	ejecutar
	.	Fp	.
como	Como	CS	como
ya	ya	RG	ya
esta	está	VMIP3S0	estar
usted	usted	PP2CS000	usted
metido	metido	VMP0000	meter
en	en	SPS00	en
otras	otras	DI0FP0	otro
obligaciones	obligaciones	NCFP000	obligación
mas	más	RC	más
ondas	hondas	AQ0FP0	hondo
q	que	CS	que
las	las	DA0FP0	el
mias	mías	PX1FP0S0	mío
	,	Fc	,
no	no	RN	no
âce	hace	VMIP3S0	hacer
usted	usted	PP2CS000	usted
caso	caso	NCMS000	caso
	.	Fp	.
yo	Yo	PP1CSN00	yo
e	he	VAIP1S0	haber
cunplido	cumplido	VMP0000	cumplir
con	con	SPS00	con
mi	mi	DP1CSS	mi
obligacion	obligación	NCFS000	obligación
de	de	SPS00	de
q	que	CS	que
usted	usted	PP2CS000	usted
biniera	viniera	VMSI0S0	venir
cuando	cuando	PA000000	cuando
me	me	PP1CS000	me
casara	casara	VMSI0S0	casar
	.	Fp	.
si	Si	CS	si
usted	usted	PP2CS000	usted
gusta	gusta	VMIP3S0	gustar
benir	venir	VMN0000	venir
	,	Fc	,
el	el	DA0MS0	el
dia	día	NCMS000	día
de	de	SPS00	de
san	San	NP00000	san
pedro	Pedro	NP00000	pedro
nos	nos	PP1CP000	nos
casamos	casamos	VMIP1P0	casar
	,	Fc	,
q	que	CS	que
sera	será	VSIF3S0	ser
usted	usted	PP2CS000	usted
bien	bien	RG	bien
recibido	recibido	VMP00SM	recibir
de	de	SPS00	de
todos	todos	PI0MP000	todo
	,	Fc	,
q	que	CS	que
todos	todos	PI0MP000	todo
gustan	gustan	VMIP3P0	gustar
q	que	CS	que
usted	usted	PP2CS000	usted
benga	venga	VMSP0S0	venir
	.	Fp	.
q	Que	CS	que
el	el	DA0MS0	el
otro	otro	DI0MS0	otro
dia	día	NCMS000	día
fue	fue	VMIS3S0	ir
su	su	DP3CS0	su
padrastro	padrastro	NCMS000	padrastro
del	del	SPS00+DA0MS0	de+el
nobio	novio	NCMS000	novio
â	a	SPS00	a
guete	Huete	NP00000	huete
y	y	CC	y
no	no	RN	no
fue	fue	VMIS3S0	ir
a	a	SPS00	a
su	su	DP3CS0	su
casa	casa	NCFS000	casa
de	de	SPS00	de
usted	usted	PP2CS000	usted
	.	Fp	.
yo	Yo	PP1CSN00	yo
tanbien	también	RG	también
,	.	Fp	.
y	Y	CC	y
porq	porque	CS	porque
no	no	RN	no
sabiamos	sabíamos	VMII1P0	saber
q	que	CS	que
usted	usted	PP2CS000	usted
abia	había	VAII0S0	haber
benido	venido	VMP0000	venir
de	de	SPS00	de
Cuenca	Cuenca	NP00000	cuenca
	,	Fc	,
q	que	CS	que
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
uno	uno	Z	1
de	de	SPS00	de
aqui	aquí	RG	aquí
q	que	CS	que
âbia	había	VAII0S0	haber
estado	estado	VMP0000	estar
con	con	SPS00	con
usted	usted	PP2CS000	usted
i	y	CC	y
me	me	PP1CS000	me
dijo	dijo	VMIS3S0	decir
q	que	CS	que
estaba	estaba	VMII0S0	estar
usted	usted	PP2CS000	usted
bueno	bueno	AQ0MS0	bueno
	.	Fp	.
su	Su	DP3CS0	su
padrastro	padrastro	NCMS000	padrastro
de	de	SPS00	de
mi	mi	DP1CSS	mi
nobio	novio	NCMS000	novio
es	es	VSIP3S0	ser
âquel	aquél	PD0MS000	aquel
q	que	PR0CN000	que
estubo	estuvo	VMIS3S0	estar
usted	usted	PP2CS000	usted
cuando	cuando	PA000000	cuando
estubo	estuvo	VMIS3S0	estar
usted	usted	PP2CS000	usted
en	en	SPS00	en
poios	Poyos	NP00000	poyos
	.	Fp	.
q	Que	CS	que
les	les	PP3CPD00	le
conpisieron	compusieron	VMIS3P0	componer
â	a	SPS00	a
ustedes	ustedes	PP2CP000	usted
unos	unos	DI0MP0	uno
guebos	huevos	NCMP000	huevo
y	y	CC	y
les	les	PP3CPD00	le
digeron	dijeron	VMIS3P0	decir
â	a	SPS00	a
ustes	ustedes	PP2CP000	usted
q	que	CS	que
ese	se	P00CN000	se
quedar	quedar	VMN0000	quedar
âquella	aquella	DD0FS0	aquel
noche	noche	NCFS000	noche
alli	allí	RG	allí
	,	Fc	,
y	y	CC	y
no	no	RN	no
quisieron	quisieron	VMIS3P0	querer
por	por	SPS00	por
yrsen	irse	VMN0000+P00CN000	ir+se
usteds	ustedes	PP2CP000	usted
â	a	SPS00	a
Corcoles	Córcoles	NP00000	córcoles
	.	Fp	.
q	Que	CS	que
le	le	PP3CSD00	le
dicen	dicen	VMIP3P0	decir
el	el	DA0MS0	el
tio	tío	NCMS000	tío
nabaxo	Navajo	NP00000	navajo
	.	Fp	.
y	Y	CC	y
dice	dice	VMIP3S0	decir
q	que	CS	que
se	se	P00CN000	se
alegrara	alegrará	VMIF3S0	alegrar
mucho	mucho	RQ	mucho
q	que	PR0CN000	que
usted	usted	PP2CS000	usted
benga	venga	VMSP0S0	venir
	.	Fp	.
q	Que	CS	que
	,	Fc	,
aunq	aunque	CS	aunque
usted	usted	PP2CS000	usted
me	me	PP1CS000	me
olbide	olvide	VMSP0S0	olvidar
a	a	SPS00	a
mi	mí	PP1CSO00	mí
	,	Fc	,
yo	yo	PP1CSN00	yo
â	a	SPS00	a
usted	usted	PP2CS000	usted
en	en	SPS00	en
mi	mi	DP1CSS	mi
bida	vida	NCFS000	vida
	,	Fc	,
q	que	CS	que
yo	yo	PP1CSN00	yo
no	no	RN	no
olbido	olvido	VMIP1S0	olvidar
el	el	DA0MS0	el
pan	pan	NCMS000	pan
q	que	PR0CN000	que
e	he	VAIP1S0	haber
comido	comido	VMP0000	comer
	.	Fp	.
muchisimas	Muchísimas	DI0FP0	muchísimo
memorias	memorias	NCFP000	memoria
a	a	SPS00	a
todas	todas	DI0FP0	todo
mis	mis	DP1CPS	mi
gentes	gentes	NCFP000	gente
y	y	CC	y
mias	mías	PX1FP0S0	mío
y	y	CC	y
a	a	SPS00	a
el	el	DA0MS0	el
faco	Faco	NP00000	faco
tanbien	también	RG	también
y	y	CC	y
â	a	SPS00	a
Dn	don	NP00000	don
fraco	Francisco	NP00000	francisco
garrote	Garrote	NP00000	garrote
y	y	CC	y
en	en	SPS00	en
casa	casa	NCFS000	casa
de	de	SPS00	de
Juan	Juan	NP00000	juan
Joseph	José	NP00000	josé
y	y	CC	y
a	a	SPS00	a
su	su	DP3CS0	su
tia	tía	NCFS000	tía
del	del	SPS00+DA0MS0	de+el
faco	Faco	NP00000	faco
y	y	CC	y
a	a	SPS00	a
la	la	DA0FS0	el
teresa	Teresa	NP00000	teresa
y	y	CC	y
su	su	DP3CS0	su
madre	madre	NCFS000	madre
y	y	CC	y
su	su	DP3CS0	su
padrastro	padrastro	NCMS000	padrastro
y	y	CC	y
al	al	SPS00+DA0MS0	a+el
tio	tío	NP00000	tío
Joseph	José	NP00000	josé
Roxo	Rojo	NP00000	rojo
tanbien	también	RG	también
	.	Fp	.
si	Si	CS	si
usted	usted	PP2CS000	usted
biene	viene	VMIP3S0	venir
benga	venga	VMSP0S0	venir
usted	usted	PP2CS000	usted
el	el	DA0MS0	el
domingo	domingo	NCMS000	domingo
o	o	CC	o
el	el	DA0MS0	el
lunes	lunes	NCMN000	lunes
sin	sin	SPS00	sin
falta	falta	NCFS000	falta
	.	Fp	.
y	Y	CC	y
donde	donde	PA000000	donde
no	no	RN	no
lo	lo	PP3CNA00	lo
âga	haga	VMSP0S0	hacer
usted	usted	PP2CS000	usted
âsi	así	RG	así
	,	Fc	,
saldra	saldrá	VMIF3S0	salir
berdad	verdad	NCFS000	verdad
lo	lo	DA0NS0	el
q	que	PR0CN000	que
yo	yo	PP1CSN00	yo
me	me	PP1CS000	me
magino	imagino	VMIP1S0	imaginar
	.	Fp	.
yâ	Ya	RG	ya
el	el	DA0MS0	el
portador	portador	NCMS000	portador
d	de	SPS00	de
esta	ésta	PD0FS000	este
a	ha	VAIP3S0	haber
estado	estado	VMP0000	estar
detenido	detenido	VMP00SM	detener
un	un	DI0MS0	uno
dia	día	NCMS000	día
por	por	SPS00	por
llebar	llevar	VMN0000	llevar
la	la	DA0FS0	el
carta	carta	NCFS000	carta
y	y	CC	y
podia	podía	VMII0S0	poder
usted	usted	PP2CS000	usted
faltar	faltar	VMN0000	faltar
a	a	SPS00	a
ella	ella	PP3FS000	él
	.	Fp	.
quien	Quien	PR0CS000	quien
de	de	SPS00	de
corazon	corazón	NCMS000	corazón
l	le	PP3CSA00	le
estima	estima	VMIP3S0	estimar
	,	Fc	,
ya	ya	RG	ya
sabe	sabe	VMIP3S0	saber
usted	usted	PP2CS000	usted
como	cómo	PA000000	cómo
se	se	P00CN000	se
firma	firma	VMIP3S0	firmar
mi	Mi	DP1CSS	mi
amo	amo	NP00000	amo
y	y	CC	y
señor	señor	NP00000	señor
Dn	don	NP00000	don
Juan	Juan	NP00000	juan
Joseph	José	NP00000	josé
de	de	SPS00	de
Aranda	Aranda	NP00000	aranda
	.	Fp	.
benga	Venga	VMSP0S0	venir
usted	usted	PP2CS000	usted
sin	sin	SPS00	sin
falta	falta	NCFS000	falta
	,	Fc	,
q	que	CS	que
tengo	tengo	VMIP1S0	tener
q	que	CS	que
ablar	hablar	VMN0000	hablar
con	con	SPS00	con
usted	usted	PP2CS000	usted
	.	Fp	.
y	Y	CC	y
todos	todos	PI0MS000	todo
estaran	estarán	VMIF3P0	estar
mui	muy	RQ	muy
gustosos	gustosos	AQ0MP0	gustoso
q	que	CS	que
usted	usted	PP2CS000	usted
benga	venga	VMSP0S0	venir
	,	Fc	,
porq	porque	CS	porque
mi	mi	DP1CSS	mi
nobio	novio	NCMS000	novio
âbia	había	VMII0S0	haber
ir	ir	VMN0000	ir
por	por	SPS00	por
uste	usted	PP2CS000	usted
si	si	CS	si
no	no	RN	no
ubiera	hubiera	VASI0S0	haber
benido	venido	VMP0000	venir
el	el	DA0MS0	el
chico	chico	NCMS000	chico
	.	Fp	.
