Muy	Muy	RQ	muy
sor	señor	NP00000	señor
mio	mío	DP1MSS	mío
y	y	CC	y
amo	amigo	NP00000	amigo
:	.	Fp	.
rezivo	Recibo	VMIP1S0	recibir
la	la	DA0FS0	el
apreciable	apreciable	AQ0CS0	apreciable
de	de	SPS00	de
Vmd	VM	NP00000	VM
	.	Fp	.
adjunto	Adjunto	AQ0MSP	adjunto
la	la	DA0FS0	el
qta	cuenta	NCFS000	cuenta
que	que	PR0CN000	que
me	me	PP1CS000	me
remite	remite	VMIP3S0	remitir
en	en	SPS00	en
ella	ella	PP3FS000	él
,	,	Fc	,
en	en	SPS00	en
la	la	DA0FS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
parece	parece	VMIP3S0	parecer
ay	hay	VMIP3S0	haber
algun	algún	DI0MS0	alguno
error	error	NCMS000	error
,	,	Fc	,
o	o	CC	o
puede	puede	VMIP3S0	poder
ser	ser	VSN0000	ser
cambiados	cambiados	VMP00PM	cambiar
los	los	DA0MP0	el
asientos	asientos	NCMP000	asiento
.	,	Fc	,
por	por	SPS00	por
lo	lo	DA0NS0	el
q	que	PR0CN000	que
digo	digo	VMIP1S0	decir
	,	Fc	,
supuesto	supuesto	VMP00SM	suponer
su	su	DP3CS0	su
venida	venida	NCFS000	venida
de	de	SPS00	de
Vmd	VM	NP00000	VM
ha	ha	VMIP3S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
con	con	SPS00	con
brevedad	brevedad	NCFS000	brevedad
a	a	SPS00	a
esta	esta	DD0FS0	este
Ciud	ciudad	NCFS000	ciudad
	,	Fc	,
entonces	entonces	RG	entonces
la	la	DA0FS0	el
Liquidaremos	liquidaremos	VMIF1P0	liquidar
con	con	SPS00	con
mas	más	RC	más
satisfacion	satisfacción	NCFS000	satisfacción
de	de	SPS00	de
deentrambos	dentrambos	NCMP000	dentrambo
:	.	Fp	.
me	Me	PP1CS000	me
parece	parece	VMIP3S0	parecer
bien	bien	RG	bien
passe	pase	VMSP0S0	pasar
Vmd	VM	NP00000	VM
a	a	SPS00	a
los	los	DA0MP0	el
Lugares	lugares	NCMP000	lugar
a	a	SPS00	a
saver	saber	VMN0000	saber
a	a	SPS00	a
punto	punto	NCMS000	punto
fixo	fijo	AQ0MS0	fijo
los	los	DA0MP0	el
Azeites	aceites	NCMP000	aceite
q	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
de	de	SPS00	de
seguro	seguro	NCMS000	seguro
:	.	Fp	.
en	En	SPS00	en
lo	lo	DA0NS0	el
q	que	PR0CN000	que
Vmd	VM	NP00000	VM
me	me	PP1CS000	me
dize	dice	VMIP3S0	decir
de	de	SPS00	de
Quina	quina	NCFS000	quina
	,	Fc	,
esta	está	VMIP3S0	estar
bien	bien	RG	bien
	;	Fx	;
Creo	creo	VMIP1S0	creer
no	no	RN	no
se	se	P00CN000	se
despachara	despachará	VMIF3S0	despachar
aqui	aquí	RG	aquí
:	.	Fp	.
en	En	SPS00	en
qto	cuanto	PA000000	cuanto
a	a	SPS00	a
lo	lo	DA0NS0	el
q	que	PR0CN000	que
Vmd	VM	NP00000	VM
me	me	PP1CS000	me
dize	dice	VMIP3S0	decir
de	de	SPS00	de
los	los	DA0MP0	el
propios	propios	NCMP000	propio
de	de	SPS00	de
Valdealgorfa	Valdealgorfa	NP00000	valdealgorfa
	,	Fc	,
digo	digo	VMIP1S0	decir
no	no	RN	no
tiene	tiene	VMIP3S0	tener
Vmd	VM	NP00000	VM
q	que	CS	que
hazer	hacer	VMN0000	hacer
nada	nada	PI0NN00N	nada
	,	Fc	,
que	que	CS	que
no	no	RN	no
los	los	PP3MPA00	lo
necessito	necesito	VMIP1S0	necesitar
:	.	Fp	.
al	Al	SPS00+DA0MS0	a+el
Sr	señor	NP00000	señor
Dn	don	NP00000	don
Juaquin	Joaquín	NP00000	joaquín
Gasque	Gázquez	NP00000	gázquez
dira	dirá	VMIF3S0	decir
Vmd	VM	NP00000	VM
le	le	PP3CSD00	le
remiti	remití	VMIS1S0	remitir
la	la	DA0FS0	el
Libranza	libranza	NCFS000	libranza
en	en	SPS00	en
Carta	carta	NCFS000	carta
dirijida	dirigida	VMP00SF	dirigir
a	a	SPS00	a
nra	Nuestra	DP1FSP	nuestro
Sra	Señora	NP00000	señor
de	de	SPS00	de
los	los	DA0MP0	el
Arcos	Arcos	NP00000	arcos
	;	Fx	;
q	que	CS	que
la	la	PP3FSA00	lo
mande	mande	VMSP0S0	mandar
recojer	recoger	VMN0000	recoger
y	y	CC	y
q	que	CS	que
acuda	acuda	VMSP0S0	acudir
por	por	SPS00	por
el	el	DA0MS0	el
grano	grano	NCMS000	grano
	.	Fp	.
en	En	SPS00	en
lo	lo	DA0NS0	el
q	que	PR0CN000	que
Vmd	VM	NP00000	VM
me	me	PP1CS000	me
dize	dice	VMIP3S0	decir
de	de	SPS00	de
la	la	DA0FS0	el
Hiena	hiena	NCFS000	hiena
	,	Fc	,
digo	digo	VMIP1S0	decir
no	no	RN	no
tiene	tiene	VMIP3S0	tener
que	que	CS	que
tomar	tomar	VMN0000	tomar
dinero	dinero	NCMS000	dinero
	,	Fc	,
que	que	CS	que
no	no	RN	no
lo	lo	PP3CNA00	lo
puedo	puedo	VMIP1S0	poder
dar	dar	VMN0000	dar
aqui	aquí	RG	aquí
	.	Fp	.
esta	Está	VMIP3S0	estar
bien	bien	RG	bien
lo	lo	DA0NS0	el
que	que	PR0CN000	que
Vmd	VM	NP00000	VM
me	me	PP1CS000	me
dize	dice	VMIP3S0	decir
del	del	SPS00+DA0MS0	de+el
dino	dinero	NCMS000	dinero
del	del	SPS00+DA0MS0	de+el
Herno|	hermano	NCMS000	hermano
Antonio	Antonio	NP00000	antonio
,	,	Fc	,
como	como	CS	como
tanbien	también	RG	también
del	del	SPS00+DA0MS0	de+el
Cura	cura	NCMS000	cura
de	de	SPS00	de
Castellotte	Castellote	NP00000	castellote
	,	Fc	,
y	y	CC	y
aprietelo	apriételo	NP00000	apriételo
Vmd	VM	NP00000	VM
a	a	SPS00	a
sacar	sacar	VMN0000	sacar
el	el	DA0MS0	el
todo	todo	PI0MS000	todo
	,	Fc	,
pues	pues	CS	pues
Ya	ya	RG	ya
be	ve	VMIP3S0	ver
Vmd	VM	NP00000	VM
es	es	VSIP3S0	ser
tiempo	tiempo	NCMS000	tiempo
:	.	Fp	.
aqui	Aquí	RG	aquí
todos	todos	PI0MP000	todo
gozamos	gozamos	VMIP1P0	gozar
salud	salud	NCFS000	salud
y	y	CC	y
reziva	reciba	VMSP0S0	recibir
expresiones	expresiones	NCFP000	expresión
de	de	SPS00	de
todos	todos	PI0MP000	todo
	.	Fp	.
Dios	Dios	NP00000	dios
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmd	VM	NP00000	VM
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Zaraga	Zaragoza	NP00000	zaragoza
	,	Fc	,
y	y	CC	y
sepre	septiembre	NCMS000	septiembre
a	a	SPS00	a
11	11	Z	11
de	de	SPS00	de
1753	1753	Z	1753
	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
M	mano	NCFS000	mano
de	de	SPS00	de
Vmd	VM	NP00000	VM
su	su	DP3CS0	su
segro	seguro	NCMS000	seguro
y	y	CC	y
afecto	afecto	NCMS000	afecto
sdor	servidor	NCMS000	servidor
	,	Fc	,
Manl	Manuel	NP00000	manuel
Labordeta	Labordeta	NP00000	labordeta
Amo	Amigo	NP00000	amigo
y	y	CC	y
Sr	señor	NP00000	señor
Dn	don	NP00000	don
Juan	Juan	NP00000	juan
Bonafon	Bonafón	NP00000	bonafón
en	En	SPS00	en
este	este	DD0MS0	este
Ystante	instante	NCMS000	instante
parto	parto	VMIP1S0	partir
para	para	SPS00	para
Rueda	Rueda	NP00000	rueda
:	.	Fp	.
