Pariente	Pariente	NP00000	pariente
y	y	CC	y
Amigo	amigo	NP00000	amigo
	.	Fp	.
Rvo	Recibo	VMIP1S0	recibir
su	su	DP3CS0	su
favorecida	favorecida	VMP00SF	favorecer
Carta	carta	NCFS000	carta
de	de	SPS00	de
Vm	VM	NP00000	VM
de	de	SPS00	de
14	14	Z	14
del	del	SPS00+DA0MS0	de+el
corrte	corriente	AQ0CS0	corriente
y	y	CC	y
en	en	SPS00	en
su	su	DP3CS0	su
Respta	respuesta	NCFS000	respuesta
dire	diré	VMIF1S0	decir
siento	siento	VMIP1S0	sentir
mucho	mucho	RQ	mucho
se	se	P00CN000	se
alle	halle	VMSP0S0	hallar
Vm	VM	NP00000	VM
con	con	SPS00	con
el	el	DA0MS0	el
disgusto	disgusto	NCMS000	disgusto
de	de	SPS00	de
tener	tener	VMN0000	tener
a	a	SPS00	a
la	la	DA0FS0	el
señora	señora	NCFS000	señor
su	su	DP3CS0	su
Parienta	parienta	NCFS000	pariente
con	con	SPS00	con
el	el	DA0MS0	el
quebranto	quebranto	NCMS000	quebranto
de	de	SPS00	de
la	la	DA0FS0	el
muñeca	muñeca	NCFS000	muñeca
	,	Fc	,
que	que	PR0CN000	que
quiera	quiera	VMSP0S0	querer
Dios	Dios	NP00000	dios
baia	vaya	VMSP0S0	ir
en	en	SPS00	en
alibio	alivio	NCMS000	alivio
como	como	CS	como
el	el	DA0MS0	el
del	del	SPS00+DA0MS0	de+el
señor	señor	NCMS000	señor
su	su	DP3CS0	su
hijo	hijo	NCMS000	hijo
de	de	SPS00	de
Vm	VM	NP00000	VM
dn	don	NP00000	don
Antonio	Antonio	NP00000	antonio
	.	Fp	.
y	Y	CC	y
como	como	CS	como
son	son	VSIP3P0	ser
regalos	regalos	NCMP000	regalo
que	que	PR0CN000	que
Dios	Dios	NP00000	dios
enbia	envía	VMIP3S0	enviar
	,	Fc	,
es	es	VSIP3S0	ser
preciso	preciso	AQ0MS0	preciso
que	que	CS	que
con	con	SPS00	con
su	su	DP3CS0	su
gran	gran	AQ0CS0	gran
talento	talento	NCMS000	talento
de	de	SPS00	de
Vm	VM	NP00000	VM
se	se	P00CN000	se
conforme	conforme	VMSP0S0	conformar
	.	Fp	.
y	Y	CC	y
celebrare	celebraré	VMIF1S0	celebrar
que	que	CS	que
con	con	SPS00	con
la	la	DA0FS0	el
benida	venida	NCFS000	venida
de	de	SPS00	de
nro	nuestro	DP1MSP	nuestro
hijo	hijo	NP00000	hijo
Juan	Juan	NP00000	juan
Manl	Manuel	NP00000	manuel
ajuste	ajuste	VMSP0S0	ajustar
Vm	VM	NP00000	VM
todas	todas	DI0FP0	todo
las	las	DA0FP0	el
quentas	cuentas	NCFP000	cuenta
y	y	CC	y
quedar	quedar	VMN0000	quedar
Con	con	SPS00	con
este	este	DD0MS0	este
gusto	gusto	NCMS000	gusto
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
quanto	cuanto	PA000000	cuanto
a	a	SPS00	a
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
Vm	VM	NP00000	VM
me	me	PP1CS000	me
dise	dice	VMIP3S0	decir
de	de	SPS00	de
que	que	CS	que
dise	dice	VMIP3S0	decir
dho	dicho	VMP00SM	decir
Juan	Juan	NP00000	juan
Manuel	Manuel	NP00000	manuel
que	que	CS	que
a	a	SPS00	a
vm	VM	NP00000	VM
he	he	VAIP1S0	haber
remitido	remitido	VMP0000	remitir
alguna	alguna	DI0FS0	alguno
partida	partida	NCFS000	partida
para	para	SPS00	para
en	en	SPS00	en
quenta	cuenta	NCFS000	cuenta
de	de	SPS00	de
la	la	DA0FS0	el
Dote	dote	NCMS000	dote
	,	Fc	,
digo	digo	VMIP1S0	decir
se	se	P00CN000	se
allara	hallará	VMIF3S0	hallar
equibocado	equivocado	VMP00SM	equivocar
	,	Fc	,
como	como	CS	como
constara	constará	VMIF3S0	constar
de	de	SPS00	de
las	las	DA0FP0	el
quentas	cuentas	NCFP000	cuenta
y	y	CC	y
alcanze	alcance	NCMS000	alcance
que	que	PR0CN000	que
yo	yo	PP1CSN00	yo
le	le	PP3CSD00	le
ago	hago	VMIP1S0	hacer
de	de	SPS00	de
que	que	CS	que
ningna	ninguna	DI0FS0	ninguno
cosa	cosa	NCFS000	cosa
le	le	PP3CSD00	le
cargo	cargo	VMIP1S0	cargar
por	por	SPS00	por
remitido	remitido	VMP00SM	remitir
a	a	SPS00	a
Vm	VM	NP00000	VM
	.	Fp	.
Caso	Caso	NCMS000	caso
de	de	SPS00	de
que	que	CS	que
el	él	PP3MS000	él
no	no	RN	no
aia	haya	VASP0S0	haber
entregado	entregado	VMP0000	entregar
a	a	SPS00	a
Vm	VM	NP00000	VM
dos	dos	Z	2
letras	letras	NCFP000	letra
que	que	PR0CN000	que
le	le	PP3CSD00	le
remiti	remití	VMIS1S0	remitir
allandose	hallándose	VMG0000+P00CN000	hallar+se
en	en	SPS00	en
esa	ésa	PD0FS000	ese
importantes	importantes	AQ0CP0	importante
diez	diez	Z	10
y	y	CC	y
siete	siete	Z	7
mill	mil	Z	1000
quinientos	quinientos	Z	500
y	y	CC	y
sesenta	sesenta	Z	60
y	y	CC	y
siete	siete	Z	7
Reales	reales	NCMP000	real
y	y	CC	y
treinta	treinta	Z	30
y	y	CC	y
tres	tres	Z	3
mrs	maravedís	NCMP000	maravedí
Vn	vellón	NCMS000	vellón
	:	Fd	:
la	la	DA0FS0	el
una	una	PI0FS000	uno
de	de	SPS00	de
2067	2067	Z	2067
Rs	reales	NCMP000	real
y	y	CC	y
33	33	Z	33
mrs	maravedís	NCMP000	maravedí
a	a	SPS00	a
cargo	cargo	NCMS000	cargo
de	de	SPS00	de
Arriquibar	Arriquibar	NP00000	arriquibar
y	y	CC	y
la	la	DA0FS0	el
otra	otra	PI0FS000	otro
de	de	SPS00	de
14500	14500	Z	14500
Rs	reales	NCMP000	real
al	al	SPS00+DA0MS0	a+el
de	de	SPS00	de
dn	don	NP00000	don
Mathias	Matías	NP00000	matías
de	de	SPS00	de
Balparoa	Balparoa	NP00000	balparoa
	.	Fp	.
y	Y	CC	y
una	una	PI0FS000	uno
y	y	CC	y
otra	otra	PI0FS000	otro
le	le	PP3CSD00	le
embie	envié	VMIS1S0	enviar
el	el	DA0MS0	el
dia	día	NCMS000	día
5	5	Z	5
de	de	SPS00	de
Jullio	julio	NCMS000	julio
de	de	SPS00	de
48	48	Z	48
y	y	CC	y
el	el	DA0MS0	el
dia	día	NCMS000	día
9	9	Z	9
del	del	SPS00+DA0MS0	de+el
medio	medio	NCMS000	medio
	.	Fp	.
Rvo	Recibo	VMIP1S0	recibir
dho	dicho	VMP00SM	decir
Juan	Juan	NP00000	juan
Manl	Manuel	NP00000	manuel
de	de	SPS00	de
las	las	DA0FP0	el
predhas	predichas	VMP00PF	predecir
letras	letras	NCFP000	letra
y	y	CC	y
con	con	SPS00	con
sentimiento	sentimiento	NCMS000	sentimiento
de	de	SPS00	de
tanta	tanta	DI0FS0	tanto
puntualidad	puntualidad	NCFS000	puntualidad
y	y	CC	y
que	que	CS	que
lo	lo	DA0NS0	el
mismo	mismo	AQ0MS0	mismo
estaba	estaba	VMII0S0	estar
vm	VM	NP00000	VM
	,	Fc	,
conque	conque	CS	conque
no	no	RN	no
se	sé	VMIP1S0	saber
en	en	SPS00	en
que	qué	PT0CN000	qué
pueda	pueda	VMSP0S0	poder
estribar	estribar	VMN0000	estribar
esto	esto	PD0NN000	esto
sino	sino	CC	sino
que	que	CS	que
con	con	SPS00	con
sus	sus	DP3CP0	su
muchos	muchos	DI0MP0	mucho
quehaceres	quehaceres	NCMP000	quehacer
se	se	P00CN000	se
le	le	PP3CSD00	le
abra	habrá	VAIF3S0	haber
pasado	pasado	VMP0000	pasar
por	por	SPS00	por
alto	alto	AQ0MS0	alto
	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
es	es	VSIP3S0	ser
por	por	SPS00	por
no	no	RN	no
liquidar	liquidar	VMN0000	liquidar
las	las	DA0FP0	el
quentas	cuentas	NCFP000	cuenta
siquiera	siquiera	RG	siquiera
de	de	SPS00	de
año	año	NCMS000	año
en	en	SPS00	en
año	año	NCMS000	año
	.	Fp	.
y	Y	CC	y
aunque	aunque	CS	aunque
yo	yo	PP1CSN00	yo
le	le	PP3CSD00	le
tengo	tengo	VMIP1S0	tener
embiadas	enviadas	VMP00PF	enviar
todas	todas	DI0FP0	todo
las	las	DA0FP0	el
que	que	PR0CN000	que
hemos	hemos	VAIP1P0	haber
tenido	tenido	VMP0000	tener
	,	Fc	,
se	se	P00CN000	se
le	le	PP3CSD00	le
pasa	pasa	VMIP3S0	pasar
por	por	SPS00	por
alto	alto	AQ0MS0	alto
el	el	DA0MS0	el
decirme	decirme	VMN0000+PP1CS000	decir+me
me	me	PP1CS000	me
deja	deja	VMIP3S0	dejar
abonados	abonados	VMP00PM	abonar
por	por	SPS00	por
principio	principio	NCMS000	principio
de	de	SPS00	de
Alcanze	alcance	NCMS000	alcance
que	que	PR0CN000	que
le	le	PP3CSD00	le
ago	hago	VMIP1S0	hacer
	,	Fc	,
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
sirbe	sirve	VMIP3S0	servir
de	de	SPS00	de
bastante	bastante	DI0CS0	bastante
Mortificazn	mortificación	NCFS000	mortificación
	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
quede	quede	VMSP0S0	quedar
para	para	SPS00	para
entre	entre	SPS00	entre
nos	nos	PP1CP000	nos
	,	Fc	,
pues	pues	CS	pues
no	no	RN	no
costaba	costaba	VMII0S0	costar
esto	esto	PD0NN000	esto
mucho	mucho	RQ	mucho
como	como	CS	como
el	el	DA0MS0	el
dar	dar	VMN0000	dar
la	la	DA0FS0	el
Carta	carta	NCFS000	carta
de	de	SPS00	de
pago	pago	NCMS000	pago
de	de	SPS00	de
la	la	DA0FS0	el
Dote	dote	NCMS000	dote
y	y	CC	y
el	el	DA0MS0	el
que	que	CS	que
me	me	PP1CS000	me
abonase	abonase	VMSI0S0	abonar
el	el	DA0MS0	el
exseso	exceso	NCMS000	exceso
por	por	SPS00	por
principio	principio	NCMS000	principio
	,	Fc	,
como	como	CS	como
vm	VM	NP00000	VM
se	se	P00CN000	se
ara	hará	VMIF3S0	hacer
cargo	cargo	NCMS000	cargo
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
llevo	llevo	VMIP1S0	llevar
expresado	expresado	VMP00SM	expresar
.	.	Fp	.
En	En	SPS00	en
qto	cuanto	PA000000	cuanto
a	a	SPS00	a
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
Vm	VM	NP00000	VM
me	me	PP1CS000	me
dise	dice	VMIP3S0	decir
de	de	SPS00	de
la	la	DA0FS0	el
bos	voz	NCFS000	voz
que	que	PR0CN000	que
corre	corre	VMIP3S0	correr
en	en	SPS00	en
enssa	ésa	PD0FS000	ese
de	de	SPS00	de
aber	haber	VAN0000	haber
cojido	cogido	VMP0000	coger
los	los	DA0MP0	el
Yngleses	ingleses	NCMP000	inglés
dos	dos	Z	2
navios	navíos	NCMP000	navío
de	de	SPS00	de
lanas	lanas	NCFP000	lana
	,	Fc	,
es	es	VSIP3S0	ser
incierto	incierto	AQ0MS0	incierto
	.	Fp	.
solo	Sólo	RG	sólo
si	sí	RG	sí
apreso	apresó	VMIS3S0	apresar
el	el	DA0MS0	el
frances	francés	NCMS000	francés
dos	dos	Z	2
navios	navíos	NCMP000	navío
de	de	SPS00	de
Ropa	ropa	NCFS000	ropa
que	que	PR0CN000	que
benian	venían	VMII3P0	venir
de	de	SPS00	de
Londres	Londres	NP00000	londres
	,	Fc	,
pero	pero	CC	pero
se	se	P00CN000	se
an	han	VAIP3P0	haber
libertado	libertado	VMP0000	libertar
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
quanto	cuanto	PA000000	cuanto
a	a	SPS00	a
lanas	lanas	NCFP000	lana
	,	Fc	,
digo	digo	VMIP1S0	decir
que	que	CS	que
todavia	todavía	RG	todavía
no	no	RN	no
se	se	P00CN000	se
a	ha	VAIP3S0	haber
echo	hecho	VMP0000	hacer
precio	precio	NCMS000	precio
alguno	alguno	DI0MS0	alguno
	.	Fp	.
y	Y	CC	y
los	los	DA0MP0	el
Aninos	aninos	X	X
del	del	SPS00+DA0MS0	de+el
Patrimonio	patrimonio	NCMS000	patrimonio
Rl	real	AQ0CS0	real
y	y	CC	y
otras	otras	PI0FP000	otro
de	de	SPS00	de
las	las	DA0FP0	el
mejores	mejores	AQ0CP0	mejor
se	se	P00CN000	se
an	han	VAIP3P0	haber
vendido	vendido	VMP0000	vender
a	a	SPS00	a
nobenta	noventa	Z	90
Rs	reales	NCMP000	real
	,	Fc	,
que	que	PR0CN000	que
son	son	VSIP3P0	ser
diez	diez	Z	10
Rs	reales	NCMP000	real
mens	menos	RC	menos
que	que	CS	que
el	el	DA0MS0	el
año	año	NCMS000	año
pasado	pasado	VMP00SM	pasar
	.	Fp	.
y	Y	CC	y
para	para	SPS00	para
Burgalesas	burgalesas	NCFP000	burgalesa
ni	ni	CC	ni
Segovianas	segovianas	NCFP000	segoviana
no	no	RN	no
ay	hay	VMIP3S0	haber
compradores	compradores	NCMP000	comprador
y	y	CC	y
las	las	PP3FPA00	lo
ban	van	VMIP3P0	ir
cargando	cargando	VMG0000	cargar
	.	Fp	.
y	Y	CC	y
temo	temo	VMIP1S0	temer
que	que	CS	que
en	en	SPS00	en
las	las	DA0FP0	el
lanas	lanas	NCFP000	lana
bajaran	bajarán	VMIF3P0	bajar
	,	Fc	,
pues	pues	CS	pues
como	como	CS	como
aqui	aquí	RG	aquí
unicamte	únicamente	RG	únicamente
ay	hay	VMIP3S0	haber
tres	tres	Z	3
Compradores	compradores	NCMP000	comprador
haran	harán	VMIF3P0	hacer
lo	lo	DA0NS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
les	les	PP3CPD00	le
antoja	antoja	VMIP3S0	antojar
	.	Fp	.
y	Y	CC	y
con	con	SPS00	con
una	una	DI0FS0	uno
partida	partida	NCFS000	partida
de	de	SPS00	de
180	180	Z	180
f	fanegas	NCFP000	fanega
de	de	SPS00	de
Lumbreras	lumbreras	NCFP000	lumbrera
que	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
he	he	VAIP1S0	haber
embiado	enviado	VMP0000	enviar
muestras	muestras	NCFP000	muestra
a	a	SPS00	a
Roven	Roven	NP00000	roven
y	y	CC	y
a	a	SPS00	a
Orleans	Orleans	NP00000	orlean
por	por	SPS00	por
si	si	CS	si
puedo	puedo	VMIP1S0	poder
hacer	hacer	VMN0000	hacer
algo	algo	PI0CS000	algo
y	y	CC	y
quitarme	quitarme	VMN0000+PP1CS000	quitar+me
de	de	SPS00	de
estos	estos	DD0MP0	este
ambrientos	hambrientos	NCMP000	hambriento
	,	Fc	,
que	que	CS	que
aun	aún	RG	aun
los	los	DA0MP0	el
plazos	plazos	NCMP000	plazo
han	han	VAIP3P0	haber
alargado	alargado	VMP0000	alargar
y	y	CC	y
a	a	SPS00	a
lana	lana	NCFS000	lana
que	que	PR0CN000	que
no	no	RN	no
este	esté	VMSP0S0	estar
totalmente	totalmente	RG	totalmente
labradas	labradas	VMP00PF	labrar
las	las	PP3FPA00	lo
desprecian	desprecian	VMIP3P0	despreciar
	.	Fp	.
y	Y	CC	y
como	como	CS	como
no	no	RN	no
tienen	tienen	VMIP3P0	tener
algunos	algunos	PI0MP000	alguno
valor	valor	NCMS000	valor
para	para	SPS00	para
Remitirlo	remitirlo	VMN0000+PP3MSA00	remitir+lo
de	de	SPS00	de
su	su	DP3CS0	su
quenta	cuenta	NCFS000	cuenta
se	se	P00CN000	se
ben	ven	VMIP3P0	ver
precisados	precisados	VMP00PM	precisar
a	a	SPS00	a
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
quieren	quieren	VMIP3P0	querer
	.	Fp	.
que	Que	CS	que
es	es	VSIP3S0	ser
quanto	cuanto	PA000000	cuanto
por	por	SPS00	por
aora	ahora	RG	ahora
ocurre	ocurre	VMIP3S0	ocurrir
y	y	CC	y
deseo	deseo	VMIP1S0	desear
que	que	CS	que
nro	Nuestro	DP1MSP	nuestro
sr	Señor	NP00000	señor
ge	guarde	VMSP0S0	guardar
a	a	SPS00	a
vm	VM	NP00000	VM
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
	.	Fp	.
Bilbao	Bilbao	NP00000	bilbao
	,	Fc	,
y	y	CC	y
Agosto	agosto	NCMS000	agosto
20	20	Z	20
de	de	SPS00	de
1756	1756	Z	1756
	.	Fp	.
B	Besa	VMIP3S0	besar
l	las	DA0FP0	el
ms	manos	NCFP000	mano
a	a	SPS00	a
Vm	VM	NP00000	VM
su	su	DP3CS0	su
afetto	afecto	AQ0MSP	afecto
Pte	pariente	NCMS000	pariente
	,	Fc	,
Ao	amigo	NCMS000	amigo
y	y	CC	y
segro	seguro	AQ0MS0	seguro
sr	servidor	NCMS000	servidor
	,	Fc	,
Juan	Juan	NP00000	juan
Baupta	Bautista	NP00000	bautista
Velixarraga	Velixarraga	NP00000	velixarraga
Sr	Señor	NP00000	señor
Dn	don	NP00000	don
