Mui	Muy	RQ	muy
sor	señor	NP00000	señor
mio	mío	DP1MSS	mío
:	.	Fp	.
en	En	SPS00	en
vista	vista	NCFS000	vista
de	de	SPS00	de
la	la	DA0FS0	el
estimada	estimada	VMP00SF	estimar
de	de	SPS00	de
U	usted	PP2CS000	usted
de	de	SPS00	de
10	10	Z	10
de	de	SPS00	de
Marzo	marzo	NCMS000	marzo
del	del	SPS00+DA0MS0	de+el
año	año	NCMS000	año
proximo	próximo	AQ0MS0	próximo
pasado	pasado	NCMS000	pasado
	,	Fc	,
he	he	VAIP1S0	haber
practicado	practicado	VMP0000	practicar
gustoso	gustoso	AQ0MS0	gustoso
las	las	DA0FP0	el
diligencias	diligencias	NCFP000	diligencia
correspontes	correspondientes	AQ0CP0	correspondiente
pa	para	SPS00	para
la	la	DA0FS0	el
sigilosa	sigilosa	AQ0FS0	sigiloso
averiguacion	averiguación	NCFS000	averiguación
de	de	SPS00	de
los	los	DA0MP0	el
tres	tres	Z	3
particulares	particulares	NCMP000	particular
qe	que	PR0CN000	que
contiene	contiene	VMIP3S0	contener
el	el	DA0MS0	el
papel	papel	NCMS000	papel
adjunto	adjunto	AQ0MSP	adjunto
qe	que	CS	que
debuelvo	devuelvo	VMIP1S0	devolver
;	.	Fp	.
y	Y	CC	y
por	por	SPS00	por
lo	lo	DA0NS0	el
respectivo	respectivo	AQ0MS0	respectivo
al	al	SPS00+DA0MS0	a+el
1o	primero	RG	primero
he	he	VAIP1S0	haber
sabido	sabido	VMP0000	saber
qe	que	CS	que
Da	doña	NP00000	don
Gertrudis	Gertrudis	NP00000	gertrudis
Crespo	Crespo	NP00000	crespo
	,	Fc	,
viuda	viuda	NCFS000	viudo
	,	Fc	,
tuvo	tuvo	VMIS3S0	tener
en	en	SPS00	en
su	su	DP3CS0	su
Matrimonio	matrimonio	NCMS000	matrimonio
un	un	DI0MS0	uno
Hijo	hijo	NCMS000	hijo
y	y	CC	y
dos	dos	Z	2
Hijas	hijas	NCFP000	hijo
.	.	Fp	.
El	El	DA0MS0	el
Hijo	hijo	NCMS000	hijo
	,	Fc	,
llamado	llamado	VMP00SM	llamar
Dn	don	NP00000	don
Andres	Andrés	NP00000	andrés
Roca	Roca	NP00000	roca
,	,	Fc	,
es	es	VSIP3S0	ser
capitan	capitán	NCMS000	capitán
y	y	CC	y
sirve	sirve	VMIP3S0	servir
en	en	SPS00	en
Napoles	Nápoles	NP00000	nápoles
.	.	Fp	.
Una	Una	DI0FS0	uno
Hija	hija	NCFS000	hijo
llamada	llamada	NCFS000	llamada
Da	doña	NP00000	don
Ma	María	NP00000	maría
teresa	Teresa	NP00000	teresa
caso	casó	VMIS3S0	casar
en	en	SPS00	en
Zaragoza	Zaragoza	NP00000	zaragoza
con	con	SPS00	con
Dn	don	NP00000	don
H.	H.	NP00000	h.
Armengol	Armengol	NP00000	armengol
	,	Fc	,
Medico	médico	NCMS000	médico
	,	Fc	,
y	y	CC	y
ambos	ambos	PI0MP000	ambos
se	se	P00CN000	se
fueron	fueron	VMIS3P0	ir
hace	hace	VMIP3S0	hacer
seis	seis	Z	6
años	años	NCMP000	año
a	a	SPS00	a
Napoles	Nápoles	NP00000	nápoles
acompañada	acompañada	VMP00SF	acompañar
de	de	SPS00	de
dha	dicha	VMP00SF	decir
Da	doña	NP00000	don
Gertrudis	Gertrudis	NP00000	gertrudis
y	y	CC	y
de	de	SPS00	de
la	la	DA0FS0	el
otra	otra	DI0FS0	otro
hija	hija	NCFS000	hijo
de	de	SPS00	de
esta	ésta	PD0FS000	este
,	,	Fc	,
soltera	soltera	AQ0FS0	soltero
,	,	Fc	,
llamada	llamada	NCFS000	llamada
Da	doña	NP00000	don
Catalina	Catalina	NP00000	catalina
.	.	Fp	.
en	En	SPS00	en
orden	orden	NCMS000	orden
a	a	SPS00	a
los	los	DA0MP0	el
particulares	particulares	NCMP000	particular
2o	segundo	AO0MS0	segundo
y	y	CC	y
3o	tercero	AO0MS0	tercero
de	de	SPS00	de
dho	dicho	VMP00SM	decir
papel	papel	NCMS000	papel
,	,	Fc	,
haviendose	habiéndose	VAG0000+P00CN000	haber+se
reconocido	reconocido	VMP0000	reconocer
individualmte	individualmente	RG	individualmente
el	el	DA0MS0	el
Libro	libro	NCMS000	libro
del	del	SPS00+DA0MS0	de+el
Hospital	hospital	NCMS000	hospital
de	de	SPS00	de
Niños	niños	NCMP000	niño
expositos	expósitos	NCMP000	expósito
de	de	SPS00	de
esta	esta	DD0FS0	este
Ciudad	ciudad	NCFS000	ciudad
desde	desde	SPS00	desde
el	el	DA0MS0	el
año	año	NCMS000	año
de	de	SPS00	de
1750	1750	Z	1750
hasta	hasta	SPS00	hasta
el	el	DA0MS0	el
de	de	SPS00	de
1754	1754	Z	1754
	,	Fc	,
ambos	ambos	PI0MP000	ambos
inclusive	inclusive	RG	inclusive
	,	Fc	,
no	no	RN	no
se	se	P00CN000	se
ha	ha	VAIP3S0	haber
hallado	hallado	VMP0000	hallar
Niña	niña	NCFS000	niño
llamada	llamada	NCFS000	llamada
Ynes	Inés	NP00000	inés
dada	dada	VMP00SF	dar
a	a	SPS00	a
criar	criar	VMN0000	criar
a	a	SPS00	a
alguno	alguno	DI0MS0	alguno
llamo	llamado	VMP00SM	llamar
Ysidro	Isidro	NP00000	isidro
	.	Fp	.
consta	Consta	VMIP3S0	constar
	,	Fc	,
si	sí	RG	sí
	,	Fc	,
qe	que	CS	que
Ynes	Inés	NP00000	inés
Maria	María	NP00000	maría
Teresa	Teresa	NP00000	teresa
	,	Fc	,
exposita	expósita	NCFS000	expósito
	,	Fc	,
se	se	P00CN000	se
Bautizo	bautizó	VMIS3S0	bautizar
en	en	SPS00	en
3	3	Z	3
de	de	SPS00	de
Febrero	febrero	NCMS000	febrero
de	de	SPS00	de
1750	1750	Z	1750
	,	Fc	,
la	la	DA0FS0	el
qual	cual	PR0CS000	cual
se	se	P00CN000	se
dio	dio	VMIS3S0	dar
a	a	SPS00	a
criar	criar	VMN0000	criar
a	a	SPS00	a
Josef	José	NP00000	josé
Prats	Prats	NP00000	prats
	,	Fc	,
veco	vecino	NCMS000	vecino
del	del	SPS00+DA0MS0	de+el
lugar	lugar	NCMS000	lugar
de	de	SPS00	de
Sarria	Sarriá	NP00000	sarriá
	,	Fc	,
y	y	CC	y
murio	murió	VMIS3S0	morir
en	en	SPS00	en
21	21	Z	21
de	de	SPS00	de
Nove	noviembre	NCMS000	noviembre
de	de	SPS00	de
1751	1751	Z	1751
	.	Fp	.
y	Y	CC	y
tambien	también	RG	también
consta	consta	VMIP3S0	constar
qe	que	CS	que
Maria	María	NP00000	maría
Ynes	Inés	NP00000	inés
Antonia	Antonia	NP00000	antonia
,	,	Fc	,
exposita	expósita	NCFS000	expósito
,	,	Fc	,
bautizada	bautizada	VMP00SF	bautizar
en	en	SPS00	en
7	7	Z	7
de	de	SPS00	de
Septe	septiembre	NCMS000	septiembre
de	de	SPS00	de
1751	1751	Z	1751
se	se	P00CN000	se
dio	dio	VMIS3S0	dar
a	a	SPS00	a
criar	criar	VMN0000	criar
a	a	SPS00	a
Baudilio	Baudilio	NP00000	baudilio
Olle	Ollé	NP00000	ollé
,	,	Fc	,
Veco	vecino	NCMS000	vecino
de	de	SPS00	de
del	del	SPS00+DA0MS0	de+el
lugar	lugar	NCMS000	lugar
de	de	SPS00	de
Viladecans	Viladecans	NP00000	viladecans
	,	Fc	,
distante	distante	NCMS000	distante
dos	dos	Z	2
leguas	leguas	NCFP000	legua
de	de	SPS00	de
esta	esta	DD0FS0	este
ciudad	ciudad	NCFS000	ciudad
,	.	Fp	.
esta	Ésta	PD0FS000	este
vive	vive	VMIP3S0	vivir
y	y	CC	y
esta	esta	DD0FS0	este
casada	casada	VMP00SF	casar
con	con	SPS00	con
Juan	Juan	NP00000	juan
Padro	Padró	NP00000	padró
,	,	Fc	,
vecino	vecino	NCMS000	vecino
del	del	SPS00+DA0MS0	de+el
lugar	lugar	NCMS000	lugar
de	de	SPS00	de
Sn	San	NP00000	san
Vicente	Vicente	NP00000	vicente
de	de	SPS00	de
los	los	DA0MP0	el
Huertos	Huertos	NP00000	huertos
,	,	Fc	,
distante	distante	NCMS000	distante
tres	tres	Z	3
leguas	leguas	NCFP000	legua
de	de	SPS00	de
esta	esta	DD0FS0	este
Ciudad	ciudad	NCFS000	ciudad
;	.	Fp	.
tiene	Tiene	VMIP3S0	tener
entendido	entendido	VMP00SM	entender
ser	ser	VSN0000	ser
su	su	DP3CS0	su
Padre	padre	NCMS000	padre
un	un	DI0MS0	uno
tal	tal	RC	tal
Juan	Juan	NP00000	juan
,	,	Fc	,
tambien	también	RG	también
exposito	expósito	NCMS000	expósito
de	de	SPS00	de
dho	dicho	VMP00SM	decir
Hospital	hospital	NCMS000	hospital
,	,	Fc	,
y	y	CC	y
su	su	DP3CS0	su
Madre	madre	NCFS000	madre
Eulalia	Eulalia	NP00000	eulalia
Puigventos	Puigventos	NP00000	puigventos
,	,	Fc	,
qe	que	CS	que
caso	casó	VMIS3S0	casar
con	con	SPS00	con
un	un	DI0MS0	uno
labrador	labrador	NCMS000	labrador
vicino	vecino	NCMS000	vecino
de	de	SPS00	de
dho	dicho	VMP00SM	decir
Lugar	lugar	NCMS000	lugar
de	de	SPS00	de
sn	San	NP00000	san
Vicente	Vicente	NP00000	vicente
de	de	SPS00	de
los	los	DA0MP0	el
Huertos	Huertos	NP00000	huertos
	,	Fc	,
que	que	CS	que
es	es	VSIP3S0	ser
quanto	cuanto	PA000000	cuanto
he	he	VAIP1S0	haber
podido	podido	VMP0000	poder
averiguar	averiguar	VMN0000	averiguar
en	en	SPS00	en
el	el	DA0MS0	el
asunto	asunto	NCMS000	asunto
.	.	Fp	.
Con	Con	SPS00	con
este	este	DD0MS0	este
motivo	motivo	NCMS000	motivo
me	me	PP1CS000	me
ofrezco	ofrezco	VMIP1S0	ofrecer
gustoso	gustoso	AQ0MS0	gustoso
a	a	SPS00	a
las	las	DA0FP0	el
ordenes	órdenes	NCFP000	orden
de	de	SPS00	de
U	usted	PP2CS000	usted
para	para	SPS00	para
qto	cuanto	PR0MS000	cuanto
sea	sea	VSSP0S0	ser
