Muy	Muy	RQ	muy
ssr	señor	NP00000	señor
mio	mío	DP1MSS	mío
	.	Fp	.
Rvi	Recibí	VMIS1S0	recibir
el	el	DA0MS0	el
alegato	alegato	NCMS000	alegato
que	que	PR0CN000	que
Vmd	VM	NP00000	VM
remite	remite	VMIP3S0	remitir
en	en	SPS00	en
dos	dos	Z	2
pliegos	pliegos	NCMP000	pliego
	.	Fp	.
i	Y	CC	y
abiendo	habiendo	VAG0000	haber
llegado	llegado	VMP0000	llegar
Dn	don	NP00000	don
Joseph	José	NP00000	josé
Alonso	Alonso	NP00000	alonso
i	y	CC	y
comunicado	comunicado	VMP00SM	comunicar
lo	lo	DA0NS0	el
que	que	PR0CN000	que
es	es	VSIP3S0	ser
conbeniente	conveniente	AQ0CS0	conveniente
	,	Fc	,
resuelbe	resuelve	VMIP3S0	resolver
pasar	pasar	VMN0000	pasar
a	a	SPS00	a
las	Las	DA0FP0	el
Nabas	Navas	NCFP000	navas
para	para	SPS00	para
disponer	disponer	VMN0000	disponer
sus	sus	DP3CP0	su
cosas	cosas	NCFP000	cosa
i	y	CC	y
benirse	venirse	VMN0000+P00CN000	venir+se
aqui	aquí	RG	aquí
	,	Fc	,
que	que	CS	que
estando	estando	VMG0000	estar
la	la	DA0FS0	el
eleczion	elección	NCFS000	elección
tan	tan	RC	tan
inmediata	inmediata	AQ0FS0	inmediato
es	es	VSIP3S0	ser
el	el	DA0MS0	el
unico	único	AQ0MS0	único
remedio	remedio	NCMS000	remedio
d	de	SPS00	de
este	este	DD0MS0	este
Pueblo	pueblo	NCMS000	pueblo
	.	Fp	.
i	Y	CC	y
asi	así	RG	así
es	es	VSIP3S0	ser
preciso	preciso	AQ0MS0	preciso
thener	tener	VMN0000	tener
paciencia	paciencia	NCFS000	paciencia
i	y	CC	y
aguantar	aguantar	VMN0000	aguantar
este	este	DD0MS0	este
contratienpo	contratiempo	NCMS000	alegrando
hasta	hasta	SPS00	hasta
bacaciones	vacaciones	NCFP000	vacaciones
	,	Fc	,
pues	pues	CS	pues
para	para	SPS00	para
disponer	disponer	VMN0000	disponer
sus	sus	DP3CP0	su
cosas	cosas	NCFP000	cosa
le	le	PP3CSD00	le
necesita	necesita	VMIP3S0	necesitar
	.	Fp	.
i	Y	CC	y
esos	esos	DD0MP0	ese
sses	señores	NCMP000	señor
determinen	determinen	VMSP3P0	determinar
lo	lo	DA0NS0	el
que	que	PR0CN000	que
gustaren	gustaren	VMSF3P0	gustar
	,	Fc	,
que	que	CS	que
estando	estando	VMG0000	estar
el	él	PP3MS000	él
aqui	aquí	RG	aquí
se	se	P00CN000	se
pondra	pondrá	VMIF3S0	poner
remedio	remedio	NCMS000	remedio
a	a	SPS00	a
quanto	cuanto	PA000000	cuanto
se	se	P00CN000	se
ofreciere	ofreciere	VMSF0S0	ofrecer
	.	Fp	.
es	Es	VSIP3S0	ser
lo	lo	DA0NS0	el
que	que	PR0CN000	que
ocurre	ocurre	VMIP3S0	ocurrir
decir	decir	VMN0000	decir
a	a	SPS00	a
Vmd	VM	NP00000	VM
	,	Fc	,
a	a	SPS00	a
qn	quien	PR0CS000	quien
gde	guarde	VMSP0S0	guardar
Ds	Dios	NP00000	dios
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
	.	Fp	.
Villacastin	Villacastín	NP00000	villacastín
	,	Fc	,
y	y	CC	y
Nobienbre	noviembre	NCMS000	noviembre
23	23	Z	23
de	de	SPS00	de
1722	1722	Z	1722
as	años	NCMP000	año
	.	Fp	.
B	Besa	VMIP3S0	besar
L	las	DA0FP0	el
M	manos	NCFP000	mano
A	a	SPS00	a
Vm	VM	NP00000	VM
su	su	DP3CS0	su
seror	servidor	NCMS000	servidor
	,	Fc	,
Don	don	NP00000	don
ju	juan	NP00000	juan
Aortega	Ortega	NP00000	ortega
Lara	Lara	NP00000	lara
Sr	Señor	NP00000	señor
dn	don	NP00000	don
Thoribio	Toribio	NP00000	toribio
Diaz	Díaz	NP00000	díaz
	.	Fp	.
