Mui	Muy	RQ	muy
Sr	señor	NP00000	señor
mio	mío	DP1MSS	mío
	.	Fp	.
estimare	Estimaré	VMIF1S0	estimar
a	a	SPS00	a
Vmd	VM	NP00000	VM
se	se	P00CN000	se
sirba	sirva	VMSP0S0	servir
de	de	SPS00	de
hazerme	hacerme	VMN0000+PP1CS000	hacer+me
el	el	DA0MS0	el
fabor	favor	NCMS000	favor
de	de	SPS00	de
sacar	sacar	VMN0000	sacar
un	un	DI0MS0	uno
recibo	recibo	NCMS000	recibo
de	de	SPS00	de
mi	mi	DP1CSS	mi
sra	señora	NP00000	señor
Da	doña	NP00000	don
Maria	María	NP00000	maría
Polonia	Polonia	NP00000	polonia
de	de	SPS00	de
Ribas	Rivas	NP00000	rivas
de	de	SPS00	de
los	los	DA0MP0	el
200	200	Z	200
ducados	ducados	NCMP000	ducado
que	que	CS	que
	,	Fc	,
con	con	SPS00	con
lo	lo	DA0NS0	el
que	que	PR0CN000	que
le	le	PP3CSD00	le
debengare	devengare	VMSF0S0	devengar
este	este	DD0MS0	este
mes	mes	NCMS000	mes
	,	Fc	,
le	le	PP3CSD00	le
aia	haya	VASP0S0	haber
Vmd	VM	NP00000	VM
satisfecho	satisfecho	VMP0000	satisfacer
por	por	SPS00	por
el	el	DA0MS0	el
presente	presente	AQ0CS0	presente
año	año	NCMS000	año
de	de	SPS00	de
1747	1747	Z	1747
:	,	Fc	,
zesando	cesando	VMG0000	cesar
Vmd	VM	NP00000	VM
de	de	SPS00	de
entregarle	entregarle	VMN0000+PP3CSD00	entregar+le
para	para	SPS00	para
el	el	DA0MS0	el
año	año	NCMS000	año
que	que	PR0CN000	que
biene	viene	VMIP3S0	venir
de	de	SPS00	de
1748	1748	Z	1748
marabedi	maravedí	NCMS000	maravedí
alguno	alguno	DI0MS0	alguno
,	.	Fp	.
y	Y	CC	y
de	de	SPS00	de
quedar	quedar	VMN0000	quedar
Vmd	VM	NP00000	VM
en	en	SPS00	en
esta	esta	DD0FS0	este
yntelijenzia	inteligencia	NCFS000	inteligencia
ygualmente	igualmente	RG	igualmente
le	le	PP3CSD00	le
suplico	suplico	VMIP1S0	suplicar
me	me	PP1CS000	me
de	dé	VMSP0S0	dar
abiso	aviso	NCMS000	aviso
con	con	SPS00	con
repetidas	repetidas	VMP00PF	repetir
ordenes	órdenes	NCFP000	orden
de	de	SPS00	de
su	su	DP3CS0	su
maior	mayor	AQ0CS0	mayor
agrado	agrado	NCMS000	agrado
	,	Fc	,
cuia	cuya	PU0FS000	cuyo
bida	vida	NCFS000	vida
gue	guarde	VMSP0S0	guardar
Ds	Dios	NP00000	dios
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
	.	Fp	.
Vitoria	Vitoria	NP00000	vitoria
	,	Fc	,
Diziembre	diciembre	NCMS000	diciembre
11	11	Z	11
de	de	SPS00	de
1747	1747	Z	1747
	.	Fp	.
B	Besa	VMIP3S0	besar
m	manos	NCFP000	mano
de	de	SPS00	de
Vmd	VM	NP00000	VM
s	su	DP3CS0	su
ser	servidor	NCMS000	servidor
	,	Fc	,
Andres	Andrés	NP00000	andrés
de	de	SPS00	de
Vedía	Vedía	NP00000	vedía
Sr	Señor	NP00000	señor
D	don	NP00000	don
Bartme	Bartolomé	NP00000	bartolomé
Martinez	Martínez	NP00000	martínez
	.	Fp	.
