Mui	Muy	RQ	muy
Sres	señores	NP00000	señor
mios	míos	DP1MPS	mío
	.	Fp	.
en	En	SPS00	en
satisfacsion	satisfacción	NCFS000	satisfacción
de	de	SPS00	de
la	la	DA0FS0	el
favoresida	favorecida	VMP00SF	favorecer
de	de	SPS00	de
Vmds	VMs	NP00000	VM
de	de	SPS00	de
28	28	Z	28
del	del	SPS00+DA0MS0	de+el
q	que	PR0CN000	que
acava	acaba	VMIP3S0	acabar
les	les	PP3CPD00	le
doy	doy	VMIP1S0	dar
las	las	DA0FP0	el
grasias	gracias	NCFP000	gracia
pr	por	SPS00	por
el	el	DA0MS0	el
cuidado	cuidado	NCMS000	cuidado
q	que	PR0CN000	que
ofresen	ofrecen	VMIP3P0	ofrecer
poner	poner	VMN0000	poner
en	en	SPS00	en
la	la	DA0FS0	el
dependensia	dependencia	NCFS000	dependencia
de	de	SPS00	de
dn	don	NP00000	don
Lorenzo	Lorenzo	NP00000	lorenzo
Ley	Ley	NCFS000	ley
	,	Fc	,
la	la	DA0FS0	el
q	que	PR0CN000	que
deseo	deseo	VMIP1S0	desear
se	se	P00CN000	se
concluya	concluya	VMSP0S0	concluir
en	en	SPS00	en
terminos	términos	NCMP000	término
Razonables	razonables	NCMP000	razonabl
pa	para	SPS00	para
mi	mi	DP1CSS	mi
sosiego	sosiego	NCMS000	sosiego
.	.	Fp	.
En	En	SPS00	en
qto	cuanto	PA000000	cuanto
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
Vmds	VMs	NP00000	VM
me	me	PP1CS000	me
dicen	dicen	VMIP3P0	decir
tocante	tocante	RG	tocante
a	a	SPS00	a
las	las	DA0FP0	el
qtas	cuentas	NCFP000	cuenta
del	del	SPS00+DA0MS0	de+el
tavaco	tabaco	NCMS000	tabaco
	,	Fc	,
creo	creo	VMIP1S0	creer
no	no	RN	no
ay	hay	VMIP3S0	haber
nada	nada	PI0NN00N	nada
q	que	CS	que
no	no	RN	no
este	esté	VMSP0S0	estar
ajustado	ajustado	VMP0000	ajustar
	.	Fp	.
y	Y	CC	y
les	les	PP3CPD00	le
