Mui	Muy	RQ	muy
Sr	señores	NP00000	señor
mios	míos	DP1MPS	mío
	.	Fp	.
en	En	SPS00	en
respuesta	respuesta	NCFS000	respuesta
de	de	SPS00	de
la	la	DA0FS0	el
de	de	SPS00	de
Vmds	VMs	NP00000	VM
digo	digo	VMIP1S0	decir
queda	queda	VMIP3S0	quedar
en	en	SPS00	en
mi	mi	DP1CSS	mi
poder	poder	NCMS000	poder
el	el	DA0MS0	el
q	que	PR0CN000	que
me	me	PP1CS000	me
remitieron	remitieron	VMIS3P0	remitir
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
cuanto	cuanto	PA000000	cuanto
a	a	SPS00	a
dn	don	NP00000	don
Olivero	Olivero	NP00000	olivero
French	French	I	french
,	,	Fc	,
aun	aún	RG	aun
todavia	todavía	RG	todavía
se	se	P00CN000	se
esta	está	VMIP3S0	estar
en	en	SPS00	en
sto	Santo	NP00000	santo
Domingo	Domingo	NP00000	domingo
	.	Fp	.
aunq	Aunque	CC	aunque
a	a	SPS00	a
mi	mí	PP1CSO00	mí
me	me	PP1CS000	me
consta	consta	VMIP3S0	constar
q	que	CS	que
tiene	tiene	VMIP3S0	tener
hecha	hecha	VMP00SF	hacer
la	la	DA0FS0	el
grasia	gracia	NCFS000	gracia
pr	por	SPS00	por
el	el	DA0MS0	el
Rey	rey	NCMS000	rey
de	de	SPS00	de
la	la	DA0FS0	el
demoratoria	demoratoria	NCFS000	demoratoria
pr	por	SPS00	por
6	6	Z	6
meses	meses	NCMP000	mes
	,	Fc	,
pero	pero	CC	pero
como	como	CS	como
se	se	P00CN000	se
despacha	despacha	VMIP3S0	despachar
tan	tan	RC	tan
despasio	despacio	RG	despacio
en	en	SPS00	en
las	las	DA0FP0	el
covachuelas	covachuelas	NCFP000	covachuela
es	es	VSIP3S0	ser
el	el	DA0MS0	el
motivo	motivo	NCMS000	motivo
no	no	RN	no
la	la	PP3FSA00	lo
tenga	tenga	VMSP0S0	tener
ya	ya	RG	ya
en	en	SPS00	en
su	su	DP3CS0	su
poder	poder	NCMS000	poder
y	y	CC	y
se	se	P00CN000	se
aya	haya	VASP0S0	haber
ydo	ido	VMP0000	ir
a	a	SPS00	a
su	su	DP3CS0	su
casa	casa	NCFS000	casa
,	.	Fp	.
y	Y	CC	y
hasta	hasta	SPS00	hasta
que	que	CS	que
llegue	llegue	VMSP0S0	llegar
el	el	DA0MS0	el
caso	caso	NCMS000	caso
de	de	SPS00	de
que	que	CS	que
se	se	P00CN000	se
baya	vaya	VMSP0S0	ir
