Madrid	Madrid	NP00000	madrid
	,	Fc	,
Otubre	octubre	NCMS000	octubre
19	19	Z	19
de	de	SPS00	de
83	83	Z	83
Esposa	Esposa	NCFS000	esposo
y	y	CC	y
querida	querida	VMP00SF	querer
mia	mía	PX1FS0S0	mío
	.	Fp	.
me	Me	PP1CS000	me
alegrar	alegraré	VMIF1S0	alegrar
esta	ésta	PD0FS000	este
te	te	PP2CS000	te
alle	halle	VMSP0S0	hallar
con	con	SPS00	con
la	la	DA0FS0	el
salu	salud	NCFS000	salud
que	que	PR0CN000	que
yo	yo	PP1CSN00	yo
para	para	SPS00	para
mi	mí	PP1CSO00	mí
deseo	deseo	VMIP1S0	desear
	.	Fp	.
manuela	Manuela	NP00000	manuela
	,	Fc	,
esta	ésta	PD0FS000	este
solo	sólo	RG	sólo
sirbe	sirve	VMIP3S0	servir
para	para	SPS00	para
decirte	decirte	VMN0000+PP2CS000	decir+te
Ande	adónde	PA000000	adónde
as	has	VAIP2S0	haber
ido	ido	VMP0000	ir
y	y	CC	y
como	cómo	PA000000	cómo
te	te	PP2CS000	te
an	han	VAIP3P0	haber
recibido	recibido	VMP0000	recibir
	,	Fc	,
con	con	SPS00	con
buena	buena	AQ0FS0	bueno
cara	cara	NCFS000	cara
o	o	CC	o
con	con	SPS00	con
mala	mala	AQ0FS0	malo
	.	Fp	.
que	Que	CS	que
todo	todo	PI0MS000	todo
lo	lo	PP3CNA00	lo
quiero	quiero	VMIP1S0	querer
saber	saber	VMN0000	saber
porque	porque	CS	porque
todabia	todavía	RG	todavía
no	no	RN	no
me	me	PP1CS000	me
e	he	VAIP1S0	haber
muerto	muerto	VMP0000	morir
yo	yo	PP1CSN00	yo
	.	Fp	.
Anque	Aunque	CC	aunque
estas	estás	VMIP2S0	estar
trenita	treinta	Z	30
y	y	CC	y
dos	dos	Z	2
leguas	leguas	NCFP000	legua
desbiada	desviada	VMP00SF	desviar
de	de	SPS00	de
mi	mí	PP1CSO00	mí
	,	Fc	,
no	no	RN	no
te	te	PP2CS000	te
paresca	parezca	VMSP0S0	parecer
te	te	PP2CS000	te
olbido	olvido	VMIP1S0	olvidar
	,	Fc	,
que	que	CS	que
sienpre	siempre	RG	siempre
te	te	PP2CS000	te
tengo	tengo	VMIP1S0	tener
en	en	SPS00	en
el	el	DA0MS0	el
pensamiento	pensamiento	NCMS000	pensamiento
	.	Fp	.
ogala	Ojalá	I	ojalá
no	no	RN	no
te	te	PP2CS000	te
ubieras	hubieras	VASI2S0	haber
ido	ido	VMP0000	ir
	,	Fc	,
que	que	CS	que
no	no	RN	no
me	me	PP1CS000	me
sucediera	sucediera	VMSI0S0	suceder
A	a	SPS00	a
mi	mí	PP1CSO00	mí
lo	lo	DA0NS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
sucede	sucede	VMIP3S0	suceder
	,	Fc	,
anque	aunque	CC	aunque
no	no	RN	no
es	es	VSIP3S0	ser
nada	nada	PI0NN00N	nada
ni	ni	CCN	ni
lo	lo	PP3CNA00	lo
