Muy	Muy	RQ	muy
Sr	señor	NP00000	señor
mio	mío	DP1MSS	mío
:	.	Fp	.
respondo	Respondo	VMIP1S0	responder
â	a	SPS00	a
la	la	DA0FS0	el
favda	favorecida	VMP00SF	favorecer
de	de	SPS00	de
Vmd	VM	NP00000	VM
	,	Fc	,
que	que	PR0CN000	que
me	me	PP1CS000	me
entrego	entregó	VMIS3S0	entregar
el	el	DA0MS0	el
Maioral	mayoral	NCMS000	mayoral
,	,	Fc	,
qe	que	CS	que
en	en	SPS00	en
la	la	DA0FS0	el
inmediata	inmediata	AQ0FS0	inmediato
semana	semana	NCFS000	semana
pienso	pienso	VMIP1S0	pensar
pasar	pasar	VMN0000	pasar
à	a	SPS00	a
esa	esa	DD0FS0	ese
corte	corte	NCFS000	corte
,	.	Fp	.
y	Y	CC	y
â	a	SPS00	a
voca	boca	NCFS000	boca
contestare	contestaré	VMIF1S0	contestar
â	a	SPS00	a
Vmd	VM	NP00000	VM
	,	Fc	,
â	a	SPS00	a
cuia	cuya	PU0FS000	cuyo
obediencia	obediencia	NCFS000	obediencia
repito	repito	VMIP1S0	repetir
la	la	DA0FS0	el
mia	mía	PX1FS0S0	mío
,	.	Fp	.
y	Y	CC	y
pido	pido	VMIP1S0	pedir
â	a	SPS00	a
Dios	Dios	NP00000	dios
gue	guarde	VMSP0S0	guardar
la	la	DA0FS0	el
vida	vida	NCFS000	vida
y	y	CC	y
salud	salud	NCFS000	salud
de	de	SPS00	de
Vmd	VM	NP00000	VM
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
	.	Fp	.
Puebla	Puebla	NP00000	puebla
de	de	SPS00	de
Montalban	Montalbán	NP00000	montalbán
	,	Fc	,
y	y	CC	y
Octubre	octubre	NCMS000	octubre
30	30	Z	30
de	de	SPS00	de
1778	1778	Z	1778
	.	Fp	.
B	Besa	VMIP3S0	besar
l	las	DA0FP0	el
m	manos	NCFP000	mano
de	de	SPS00	de
Vmd	VM	NP00000	VM
su	su	DP3CS0	su
spre	siempre	RG	siempre
segro	seguro	AQ0MS0	seguro
servor	servidor	NCMS000	servidor
	,	Fc	,
Jose	José	NP00000	josé
de	de	SPS00	de
cossio	Cossío	NP00000	cossío
sr	Señor	NP00000	señor
dn	don	NP00000	don
Domingo	Domingo	NP00000	domingo
Retes	Retes	NP00000	retes
	.	Fp	.
