Mui	Muy	RQ	muy
señor	señor	NP00000	señor
mio	mío	DP1MSS	mío
	.	Fp	.
en	En	SPS00	en
punto	punto	NCMS000	punto
de	de	SPS00	de
el	el	DA0MS0	el
encargo	encargo	NCMS000	encargo
y	y	CC	y
poder	poder	NCMS000	poder
que	que	CS	que
vmd	VM	NP00000	VM
me	me	PP1CS000	me
tiene	tiene	VMIP3S0	tener
dado	dado	VMP0000	dar
para	para	SPS00	para
el	el	DA0MS0	el
seguimto	seguimiento	NCMS000	seguimiento
de	de	SPS00	de
la	la	DA0FS0	el
postura	postura	NCFS000	postura
sovre	sobre	SPS00	sobre
avastos	abastos	NCMP000	abasto
de	de	SPS00	de
carnes	carnes	NCFP000	carne
de	de	SPS00	de
la	la	DA0FS0	el
villa	villa	NCFS000	villa
de	de	SPS00	de
millana	Millana	NP00000	millana
y	y	CC	y
postura	postura	NCFS000	postura
de	de	SPS00	de
las	las	DA0FP0	el
Yervas	yerbas	NCFP000	yerba
de	de	SPS00	de
su	su	DP3CS0	su
monte	monte	NCMS000	monte
	,	Fc	,
ya	ya	RG	ya
le	le	PP3CSD00	le
tengo	tengo	VMIP1S0	tener
dho	dicho	VMP00SM	decir
a	a	SPS00	a
vmd	VM	NP00000	VM
como	como	CS	como
en	en	SPS00	en
el	el	DA0MS0	el
dia	día	NCMS000	día
25	25	Z	25
de	de	SPS00	de
el	el	DA0MS0	el
pasado	pasado	NCMS000	pasado
me	me	PP1CS000	me
hizieron	hicieron	VMIS3P0	hacer
saver	saber	VMN0000	saber
estraJudicialmente	extrajudicialmente	RG	extrajudicialmente
diese	diese	VMSI0S0	dar
poder	poder	NCMS000	poder
a	a	SPS00	a
sujeto	sujeto	NCMS000	sujeto
en	en	SPS00	en
aquel	aquel	DD0MS0	aquel
juzgado	juzgado	NCMS000	juzgado
	.	Fp	.
y	Y	CC	y
que	que	CS	que
en	en	SPS00	en
el	el	DA0MS0	el
interin	ínterin	NCMS000	ínterin
no	no	RN	no
se	se	P00CN000	se
proveiya	proveía	VMII0S0	proveer
el	el	DA0MS0	el
pedimento	pedimento	NCMS000	pedimento
que	que	PR0CN000	que
havia	había	VAII0S0	haber
presentado	presentado	VMP0000	presentar
	.	Fp	.
y	Y	CC	y
como	como	CS	como
en	en	SPS00	en
el	el	DA0MS0	el
dia	día	NCMS000	día
29	29	Z	29
de	de	SPS00	de
dho	dicho	VMP00SM	decir
mes	mes	NCMS000	mes
se	se	P00CN000	se
me	me	PP1CS000	me
havia	había	VAII0S0	haber
notificado	notificado	VMP0000	notificar
un	un	DI0MS0	uno
auto	auto	NCMS000	auto
	,	Fc	,
con	con	SPS00	con
fecha	fecha	NCFS000	fecha
de	de	SPS00	de
27	27	Z	27
de	de	SPS00	de
el	el	DA0MS0	el
mismo	mismo	AQ0MS0	mismo
mes	mes	NCMS000	mes
puesto	puesto	VMP00SM	poner
al	al	SPS00+DA0MS0	a+el
pedimento	pedimento	NCMS000	pedimento
por	por	SPS00	por
mi	mí	PP1CSO00	mí
presentado	presentado	VMP00SM	presentar
	,	Fc	,
por	por	SPS00	por
el	el	DA0MS0	el
que	que	PR0CN000	que
mandaron	mandaron	VMIS3P0	mandar
aquellos	aquellos	DD0MP0	aquel
señores	señores	NCMP000	señor
en	en	SPS00	en
primer	primer	AO0MS0	primero
lugar	lugar	NCMS000	lugar
dar	dar	VMN0000	dar
traslado	traslado	NCMS000	traslado
al	al	SPS00+DA0MS0	a+el
Procurador	procurador	NCMS000	procurador
sindico	síndico	NCMS000	síndico
	;	Fx	;
en	en	SPS00	en
segundo	segundo	AO0MS0	segundo
	,	Fc	,
a	a	SPS00	a
Pedro	Pedro	NP00000	pedro
Joseph	José	NP00000	josé
de	de	SPS00	de
la	la	DA0FS0	el
Camara	Cámara	NCFS000	cámara
avastecedor	abastecedor	NCMS000	abastecedor
de	de	SPS00	de
las	las	DA0FP0	el
Carnes	carnes	NCFP000	carne
	;	Fx	;
y	y	CC	y
en	en	SPS00	en
tercero	tercero	AO0MS0	tercero
	,	Fc	,
se	se	P00CN000	se
me	me	PP1CS000	me
hiciese	hiciese	VMSI0S0	hacer
saver	saber	VMN0000	saber
para	para	SPS00	para
que	que	CS	que
diese	diese	VMSI0S0	dar
poder	poder	NCMS000	poder
a	a	SPS00	a
Procurador	procurador	NCMS000	procurador
vecino	vecino	NCMS000	vecino
de	de	SPS00	de
aquel	aquel	DD0MS0	aquel
Pueblo	pueblo	NCMS000	pueblo
	.	Fp	.
de	De	SPS00	de
cuio	cuyo	PU0MS000	cuyo
auto	auto	NCMS000	auto
apele	apelé	VMIS1S0	apelar
	.	Fc	,
cuia	Cuya	PU0FS000	cuyo
apelacion	apelación	NCFS000	apelación
	,	Fc	,
por	por	SPS00	por
otro	otro	PI0MS000	otro
que	que	PR0CN000	que
se	se	P00CN000	se
dize	dice	VMIP3S0	decir
pusieron	pusieron	VMIS3P0	poner
	,	Fc	,
la	la	PP3FSA00	lo
despreciaron	despreciaron	VMIS3P0	despreciar
y	y	CC	y
mandaron	mandaron	VMIS3P0	mandar
llevar	llevar	VMN0000	llevar
en	en	SPS00	en
adelante	adelante	RG	adelante
el	el	DA0MS0	el
proveido	proveído	VMP00SM	proveer
de	de	SPS00	de
27	27	Z	27
	.	Fp	.
y	Y	CC	y
haviendo	habiendo	VAG0000	haber
vuelto	vuelto	VMP0000	volver
por	por	SPS00	por
tres	tres	Z	3
vezes	veces	NCFP000	vez
a	a	SPS00	a
saver	saber	VMN0000	saber
su	su	DP3CS0	su
determinacion	determinación	NCFS000	determinación
y	e	CC	y
ynsistido	insistido	VMP00SM	insistir
sovre	sobre	SPS00	sobre
que	que	CS	que
se	se	P00CN000	se
admita	admita	VMSP0S0	admitir
dha	dicha	VMP00SF	decir
postura	postura	NCFS000	postura
	,	Fc	,
me	me	PP1CS000	me
Responden	responden	VMIP3P0	responder
tiene	tiene	VMIP3S0	tener
los	los	DA0MP0	el
autos	autos	NCMP000	auto
el	el	DA0MS0	el
Procurador	procurador	NCMS000	procurador
	,	Fc	,
lo	lo	DA0NS0	el
que	que	PR0CN000	que
no	no	RN	no
vendran	vendrán	VMIF3P0	venir
en	en	SPS00	en
muchos	muchos	DI0MP0	mucho
dias	días	NCMP000	día
	.	Fp	.
por	Por	SPS00	por
cuias	cuyas	PU0FP000	cuyo
razones	razones	NCFP000	razón
	,	Fc	,
sin	sin	SPS00	sin
embargo	embargo	NCMS000	embargo
de	de	SPS00	de
lo	lo	DA0NS0	el
ventajosa	ventajosa	AQ0FS0	ventajoso
y	y	CC	y
favoravle	favorable	AQ0CS0	favorable
de	de	SPS00	de
nuestra	nuestra	DP1FSP	nuestro
postura	postura	NCFS000	postura
y	y	CC	y
que	que	CS	que
los	los	DA0MP0	el
mismos	mismos	AQ0MP0	mismo
vecinos	vecinos	NCMP000	vecino
de	de	SPS00	de
aquella	aquella	DD0FS0	aquel
villa	villa	NCFS000	villa
la	la	PP3FSA00	lo
estan	están	VMIP3P0	estar
clamando	clamando	VMG0000	clamar
y	y	CC	y
conociendo	conociendo	VMG0000	conocer
la	la	DA0FS0	el
injusticia	injusticia	NCFS000	injusticia
que	que	CS	que
con	con	SPS00	con
vmd	VM	NP00000	VM
hazen	hacen	VMIP3P0	hacer
,	,	Fc	,
digo	digo	VMIP1S0	decir
aora	ahora	RG	ahora
que	que	CS	que
vmd	VM	NP00000	VM
se	se	P00CN000	se
deje	deje	VMSP0S0	dejar
de	de	SPS00	de
postura	postura	NCFS000	postura
de	de	SPS00	de
avastos	abastos	NCMP000	abasto
y	y	CC	y
gastos	gastos	NCMP000	gasto
de	de	SPS00	de
el	el	DA0MS0	el
monte	monte	NCMS000	monte
	.	Fp	.
pues	Pues	CS	pues
	,	Fc	,
aunque	aunque	CS	aunque
mas	más	RC	más
ande	ande	VMSP0S0	andar
y	y	CC	y
gaste	gaste	VMSP0S0	gastar
dineros	dineros	NCMP000	dinero
	,	Fc	,
nunca	nunca	RN	nunca
podra	podrá	VMIF3S0	poder
conseguir	conseguir	VMN0000	conseguir
su	su	DP3CS0	su
admision	admisión	NCFS000	admisión
por	por	SPS00	por
el	el	DA0MS0	el
conocido	conocido	VMP00SM	conocer
desafecto	desafecto	NCMS000	desafecto
que	que	PR0CN000	que
le	le	PP3CSD00	le
profesa	profesa	AQ0FS0	profeso
dha	dicha	VMP00SF	decir
Justicia	justicia	NCFS000	justicia
de	de	SPS00	de
Millana	Millana	NP00000	millana
	.	Fp	.
y	Y	CC	y
que	que	CS	que
sus	sus	DP3CP0	su
direcciones	direcciones	NCFP000	dirección
solo	sólo	RG	sólo
se	se	P00CN000	se
dirijen	dirigen	VMIP3P0	dirigir
a	a	SPS00	a
irle	irle	NCMS000	irle
dando	dando	VMG0000	dar
largas	largas	AQ0FP0	largo
para	para	SPS00	para
que	que	CS	que
gaste	gaste	VMSP0S0	gastar
su	su	DP3CS0	su
caudal	caudal	NCMS000	caudal
y	y	CC	y
se	se	P00CN000	se
cumpla	cumpla	VMSP0S0	cumplir
el	el	DA0MS0	el
año	año	NCMS000	año
y	y	CC	y
con	con	SPS00	con
esto	esto	PD0NN000	esto
no	no	RN	no
logre	logre	VMSP0S0	lograr
el	el	DA0MS0	el
admitirle	admitirle	VMN0000+PP3CSD00	admitir+le
dha	dicha	VMP00SF	decir
postura	postura	NCFS000	postura
,	.	Fp	.
conque	Conque	CS	conque
	,	Fc	,
contemplado	contemplado	VMP00SM	contemplar
lo	lo	DA0NS0	el
que	que	PR0CN000	que
digo	digo	VMIP1S0	decir
	,	Fc	,
que	que	CS	que
es	es	VSIP3S0	ser
lo	lo	DA0NS0	el
venidero	venidero	AQ0MS0	venidero
	,	Fc	,
vmd	VM	NP00000	VM
podra	podrá	VMIF3S0	poder
dejarse	dejarse	VMN0000+P00CN000	dejar+se
de	de	SPS00	de
ello	ello	PD0NN000	ello
si	si	CS	si
quiere	quiere	VMIP3S0	querer
conservar	conservar	VMN0000	conservar
su	su	DP3CS0	su
caudal	caudal	NCMS000	caudal
	,	Fc	,
pues	pues	CS	pues
no	no	RN	no
ai	hay	VMIP3S0	haber
aguante	aguante	NCMS000	aguante
para	para	SPS00	para
alidiar	lidiar	VMN0000	lidiar
con	con	SPS00	con
dha	dicha	VMP00SF	decir
Justicia	justicia	NCFS000	justicia
llevando	llevando	VMG0000	llevar
como	como	CS	como
llevan	llevan	VMIP3P0	llevar
en	en	SPS00	en
adelante	adelante	RG	adelante
su	su	DP3CS0	su
tema	tema	NCMS000	tema
por	por	SPS00	por
mas	más	RC	más
que	que	CS	que
los	los	DA0MP0	el
vecinos	vecinos	NCMP000	vecino
se	se	P00CN000	se
quejan	quejan	VMIP3P0	quejar
.	.	Fp	.
Y	Y	CC	y
no	no	RN	no
ocurriendo	ocurriendo	VMG0000	ocurrir
otra	otra	DI0FS0	otro
cosa	cosa	NCFS000	cosa
	,	Fc	,
Vmd	VM	NP00000	VM
podra	podrá	VMIF3S0	poder
mandar	mandar	VMN0000	mandar
seguro	seguro	NCMS000	seguro
de	de	SPS00	de
mi	mi	DP1CSS	mi
vero	vero	NCMS000	vero
afecto	afecto	NCMS000	afecto
	,	Fc	,
con	con	SPS00	con
el	el	DA0MS0	el
que	que	PR0CN000	que
ruego	ruego	VMIP1S0	rogar
a	a	SPS00	a
Dios	Dios	NP00000	dios
No	Nuestro	DP1MSP	nuestro
Sr	Señor	NP00000	señor
le	le	PP3CSD00	le
gde	guarde	VMSP0S0	guardar
los	los	DA0MP0	el
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
de	de	SPS00	de
mi	mi	DP1CSS	mi
deseo	deseo	NCMS000	deseo
	.	Fp	.
Salmeroncillos	Salmeroncillos	NP00000	salmeroncillos
	,	Fc	,
y	y	CC	y
octuvre	octubre	NCMS000	octubre
9	9	Z	9
de	de	SPS00	de
1755	1755	Z	1755
años	años	NCMP000	año
	.	Fp	.
B	Besa	VMIP3S0	besar
l	las	DA0FP0	el
m	manos	NCFP000	mano
de	de	SPS00	de
Vmd	VM	NP00000	VM
s	su	DP3CS0	su
mr	mayor	AQ0CS0	mayor
sr	servidor	NCMS000	servidor
	,	Fc	,
Andres	Andrés	NP00000	andrés
Ramon	Ramón	NP00000	ramón
Sr	Señor	NP00000	señor
Dn	don	NP00000	don
Felix	Félix	NP00000	félix
de	de	SPS00	de
Astudillo	Astudillo	NP00000	astudillo
Lopez	López	NP00000	lópez
	.	Fp	.
