Mui	Muy	RQ	muy
Sres	señores	NP00000	señor
mios	míos	DP1MPS	mío
	.	Fp	.
desde	Desde	SPS00	desde
que	que	CS	que
llegue	llegué	VMIS1S0	llegar
a	a	SPS00	a
esta	ésta	PD0FS000	este
	,	Fc	,
q	que	CS	que
fue	fue	VMIS3S0	ir
el	el	DA0MS0	el
Viernes	viernes	NCMN000	viernes
pr	por	SPS00	por
la	la	DA0FS0	el
mañana	mañana	NCFS000	mañana
	,	Fc	,
estoy	estoy	VMIP1S0	estar
travajando	trabajando	VMG0000	trabajar
con	con	SPS00	con
Vaños	Baños	NCMP000	baño
pa	para	SPS00	para
que	que	CS	que
entre	entre	SPS00	entre
en	en	SPS00	en
la	la	DA0FS0	el
proposicion	proposición	NCFS000	proposición
	.	Fp	.
y	Y	CC	y
como	como	CS	como
este	éste	PD0MS000	este
despacho	despachó	VMIS3S0	despachar
un	un	DI0MS0	uno
expreso	expreso	VMIP1S0	expresar
a	a	SPS00	a
esa	ésa	PD0FS000	ese
se	se	P00CN000	se
malicio	malició	VMIS3S0	maliciar
q	que	CS	que
este	éste	PD0MS000	este
abra	habrá	VAIF3S0	haber
ydo	ido	VMP0000	ir
a	a	SPS00	a
hablar	hablar	VMN0000	hablar
con	con	SPS00	con
Vmds	VMs	NP00000	VM
y	y	CC	y
que	que	CS	que
si	si	CS	si
le	le	PP3CSD00	le
an	han	VAIP3P0	haber
manifestado	manifestado	VMP0000	manifestar
flaquesa	flaqueza	NCFS000	flaqueza
lo	lo	DA0NS0	el
hechemos	echemos	VMSP1P0	echar
a	a	SPS00	a
perder	perder	VMN0000	perder
todo	todo	PI0MS000	todo
	.	Fp	.
asi	Así	RG	así
	,	Fc	,
si	si	CS	si
habla	habla	VMIP3S0	hablar
con	con	SPS00	con
Vmds	VMs	NP00000	VM
es	es	VSIP3S0	ser
presiso	preciso	AQ0MS0	preciso
q	que	CS	que
respondan	respondan	VMSP3P0	responder
con	con	SPS00	con
cuydado	cuidado	NCMS000	cuidado
admitiendo	admitiendo	VMG0000	admitir
la	la	DA0FS0	el
propuesta	propuesta	NCFS000	propuesta
	.	Fp	.
q	Que	CS	que
es	es	VSIP3S0	ser
qto	cuanto	PA000000	cuanto
puedo	puedo	VMIP1S0	poder
dezir	decir	VMN0000	decir
a	a	SPS00	a
Vmds	VMs	NP00000	VM
	,	Fc	,
a	a	SPS00	a
qnes	quienes	PR0CP000	quien
gd	guarde	VMSP0S0	guardar
ds	Dios	NP00000	dios
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Sevilla	Sevilla	NP00000	sevilla
	,	Fc	,
heno	enero	NCMS000	enero
6	6	Z	6
de	de	SPS00	de
1731	1731	Z	1731
	.	Fp	.
B	Besa	VMIP3S0	besar
la	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmds	VMs	NP00000	VM
su	su	DP3CS0	su
mor	mayor	AQ0CS0	mayor
seror	servidor	NCMS000	servidor
	,	Fc	,
Pedro	Pedro	NP00000	pedro
Lynce	Lince	NP00000	lince
de	de	SPS00	de
Verastegui	Berástegui	NP00000	berástegui
Sres	Señores	NP00000	señor
Butlers	Butlers	NP00000	butlers
	,	Fc	,
Power	Power	NP00000	power
y	y	CC	y
Ca	Compañía	NCFS000	compañía
	.	Fp	.
