Mui	Muy	RQ	muy
señor	señor	NP00000	señor
mio	mío	DP1MSS	mío
,	,	Fc	,
Dueño	dueño	NP00000	dueño
y	y	CC	y
Amigo	amigo	NP00000	amigo
.	,	Fc	,
ya	ya	RG	ya
tendra	tendrá	VMIF3S0	tener
vmd	VM	NP00000	VM
notizia	noticia	NCFS000	noticia
de	de	SPS00	de
la	la	DA0FS0	el
querella	querella	NCFS000	querella
que	que	PR0CN000	que
han	han	VAIP3P0	haber
dado	dado	VMP0000	dar
contra	contra	SPS00	contra
Antonia	Antonia	NP00000	antonia
Nabarro	Navarro	NP00000	navarro
y	y	CC	y
echo	hecho	VMP00SM	hacer
cargo	cargo	NCMS000	cargo
de	de	SPS00	de
que	que	CS	que
no	no	RN	no
puede	puede	VMIP3S0	poder
resultar	resultar	VMN0000	resultar
contra	contra	SPS00	contra
la	la	DA0FS0	el
una	una	DI0FS0	uno
o	o	CC	o
contra	contra	SPS00	contra
la	la	DA0FS0	el
otra	otra	PI0FS000	otro
,	,	Fc	,
ô	o	CC	o
contra	contra	SPS00	contra
ambas	ambas	DI0FP0	ambos
	,	Fp	,
mas	más	RC	más
que	que	CS	que
castigo	castigo	NCMS000	castigo
de	de	SPS00	de
volsa	bolsa	NCFS000	bolsa
,	,	Fc	,
pues	pues	CS	pues
ese	ése	PD0MS000	ese
es	es	VSIP3S0	ser
el	el	DA0MS0	el
nerbio	nervio	NCMS000	nervio
de	de	SPS00	de
la	la	DA0FS0	el
administrazion	administración	NCFS000	administración
de	de	SPS00	de
Justizia	justicia	NCFS000	justicia
,	.	Fp	.
estimare	Estimaré	VMIF1S0	estimar
medie	medie	VMSP0S0	mediar
vmd	VM	NP00000	VM
con	con	SPS00	con
su	su	DP3CS0	su
mu-cha	mucha	DI0FS0	mucho
autoridad	autoridad	NCFS000	autoridad
y	y	CC	y
eficazia	eficacia	NCFS000	eficacia
para	para	SPS00	para
que	que	CS	que
se	se	P00CN000	se
compongan	compongan	VMSP3P0	componer
y	y	CC	y
no	no	RN	no
pasen	pasen	VMSP3P0	pasar
adelante	adelante	RG	adelante
,	,	Fc	,
pues	pues	CS	pues
ese	ése	PD0MS000	ese
es	es	VSIP3S0	ser
el	el	DA0MS0	el
medio	medio	NCMS000	medio
,	:	Fd	:
de	de	SPS00	de
sí	si	CS	si
a	ha	VMIP3S0	haber
de	de	SPS00	de
costar	costar	VMN0000	costar
ciento	ciento	Z	100
no	no	RN	no
cueste	cueste	VMSP0S0	costar
mas	más	RC	más
que	que	CS	que
cincuenta	cincuenta	Z	50
,	.	Fp	.
y	Y	CC	y
que	que	CS	que
den	den	VMSP3P0	dar
su	su	DP3CS0	su
pedimto	pedimento	NCMS000	pedimento
de	de	SPS00	de
desistenzia	desistencia	NCFS000	desistencia
y	y	CC	y
apartamto	apartamiento	NCMS000	apartamiento
	,	Fc	,
pues	pues	CS	pues
porque	porque	CS	porque
yo	yo	PP1CSN00	yo
no	no	RN	no
lo	lo	PP3CNA00	lo
heziera	hiciera	VMSI0S0	hacer
aqui	aquí	RG	aquí
le	le	PP3CSD00	le
hizieron	hicieron	VMIS3P0	hacer
al	al	SPS00+DA0MS0	a+el
quere-llante	querellante	NCMS000	querellante
se	se	P00CN000	se
ocultase	ocultase	VMSI0S0	ocultar
y	y	CC	y
se	se	P00CN000	se
fuese	fuese	VMSI0S0	ir
immediatamte	inmediatamente	RG	inmediatamente
sin	sin	SPS00	sin
que	que	CS	que
yo	yo	PP1CSN00	yo
lo	lo	PP3CNA00	lo
biese	viese	VMSI0S0	ver
;	.	Fp	.
no	No	RN	no
dudo	dudo	VMIP1S0	dudar
de	de	SPS00	de
la	la	DA0FS0	el
mucha	mucha	DI0FS0	mucho
caridad	caridad	NCFS000	caridad
de	de	SPS00	de
vmd	VM	NP00000	VM
y	y	CC	y
afto	afecto	NCMS000	afecto
a	a	SPS00	a
sus	sus	DP3CP0	su
filigreses	feligreses	NCMP000	feligrés
asi	así	RG	así
lo	lo	PP3CNA00	lo
ejecutara	ejecutará	VMIF3S0	ejecutar
.	.	Fp	.
tambien	También	RG	también
prebengo	prevengo	VMIP1S0	prevenir
a	a	SPS00	a
vmd	VM	NP00000	VM
;	,	Fc	,
Segun	según	SPS00	según
se	se	P00CN000	se
esplico	explicó	VMIS3S0	explicar
conmigo	conmigo	SPS00+PP1CSO00	con+mí
Antonio	Antonio	NP00000	antonio
Gil	Gil	NP00000	gil
,	,	Fc	,
se	se	P00CN000	se
esta	está	VMIP3S0	estar
pensando	pensando	VMG0000	pensar
en	en	SPS00	en
echar	echar	VMN0000	echar
de	de	SPS00	de
la	la	DA0FS0	el
tabla	tabla	NCFS000	tabla
a	a	SPS00	a
Juan	Juan	NP00000	juan
Ca-sanoba	Casanova	NP00000	casanova
)	.	Fp	.
procure	Procure	VMSP0S0	procurar
desvanezer	desvanecer	VMN0000	desvanecer
esos	esos	DD0MP0	ese
pensamientos	pensamientos	NCMP000	pensamiento
	,	Fc	,
pues	pues	CS	pues
no	no	RN	no
se	se	P00CN000	se
me	me	PP1CS000	me
ofreze	ofrece	VMIP3S0	ofrecer
duda	duda	NCFS000	duda
an	han	VMIP3P0	haber
de	de	SPS00	de
resultar	resultar	VMN0000	resultar
fatales	fatales	SPS00	fatales
consecuencias	consecuencias	NCFP000	consecuencia
contra	contra	SPS00	contra
algunos	algunos	PI0MS000	alguno
,	.	Fp	.
y	Y	CC	y
despues	después	RG	después
lo	lo	PP3CNA00	lo
conseguiran	conseguirán	VMIF3P0	conseguir
o	o	CC	o
no	no	RN	no
,	,	Fc	,
pues	pues	CS	pues
lo	lo	DA0NS0	el
que	que	PR0CN000	que
Juan	Juan	NP00000	juan
no	no	RN	no
da	da	VMIP3S0	dar
ni	ni	CC	ni
a	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
motivo	motivo	NCMS000	motivo
para	para	SPS00	para
ello	ello	PD0NN000	ello
,	.	Fp	.
si	Si	CS	si
el	el	DA0MS0	el
pretesto	pretexto	NCMS000	pretexto
que	que	PR0CN000	que
dan	dan	VMIP3P0	dar
es	es	VSIP3S0	ser
por	por	SPS00	por
los	los	DA0MP0	el
hijos	hijos	NCMP000	hijo
,	,	Fc	,
que	que	CS	que
a	a	SPS00	a
estos	éstos	PD0MP000	este
les	les	PP3CPD00	le
agan	hagan	VMSP3P0	hacer
sus	sus	DP3CP0	su
causas	causas	NCFP000	causa
.	.	Fp	.
y	Y	CC	y
si	si	CS	si
resultase	resultase	VMSI0S0	resultar
merito	mérito	NCMS000	mérito
para	para	SPS00	para
echarlos	echarlos	VMN0000+PP3MPA00	echar+lo
que	que	CS	que
lo	lo	PP3CNA00	lo
agan	hagan	VMSP3P0	hacer
	,	Fc	,
pero	pero	CC	pero
a	a	SPS00	a
su	su	DP3CS0	su
Padre	padre	NCMS000	padre
no	no	RN	no
lo	lo	PP3CNA00	lo
an	han	VMIP3P0	haber
de	de	SPS00	de
azer	hacer	VMN0000	hacer
,	,	Fc	,
como	como	CS	como
no	no	RN	no
de	dé	VMSP0S0	dar
motivo	motivo	NCMS000	motivo
Justificado	justificado	VMP00SM	justificar
para	para	SPS00	para
ello	ello	PD0NN000	ello
;	.	Fp	.
espero	Espero	VMIP1S0	esperar
nra	nuestra	DP1FSP	nuestro
admistad	amistad	NCFS000	amistad
cuadyubara	coadyuvará	VMIF3S0	coadyuvar
vmd	VM	NP00000	VM
a	a	SPS00	a
mi	mi	DP1CSS	mi
pensamto	pensamiento	NCMS000	pensamiento
y	y	CC	y
que	que	CS	que
procure	procure	VMSP0S0	procurar
desvanezer	desvanecer	VMN0000	desvanecer
cualquier	cualquier	DI0CS0	cualquier
reflexo	reflejo	NCMS000	reflejo
que	que	CS	que
advierta	advierta	VMSP0S0	advertir
contra	contra	SPS00	contra
Juan	Juan	NP00000	juan
,	,	Fc	,
pues	pues	CS	pues
restantes	restantes	AQ0CP0	restante
inquietudes	inquietudes	NCFP000	inquietud
y	y	CC	y
vejaziones	vejaciones	NCFP000	vejación
,	.	Fp	.
yo	Yo	PP1CSN00	yo
determino	determino	VMIP1S0	determinar
pasar	pasar	VMN0000	pasar
a	a	SPS00	a
ese	ese	DD0MS0	ese
Pueblo	pueblo	NCMS000	pueblo
un	un	DI0MS0	uno
dia	día	NCMS000	día
de	de	SPS00	de
estos	éstos	PD0MP000	este
y	y	CC	y
ablaremos	hablaremos	VMIF1P0	hablar
como	como	CS	como
Amigo	amigo	NP00000	amigo
.	.	Fp	.
Y	Y	CC	y
no	no	RN	no
ocurriendo	ocurriendo	VMG0000	ocurrir
otra	otra	DI0FS0	otro
cosa	cosa	NCFS000	cosa
	,	Fc	,
Dios	Dios	NP00000	dios
ge	guarde	VMSP0S0	guardar
a	a	SPS00	a
vmd	VM	NP00000	VM
m	muchos	DI0MP0	mucho
a	años	NCMP000	año
	.	Fp	.
Jorquera	Jorquera	NP00000	jorquera
	,	Fc	,
14	14	Z	14
de	de	SPS00	de
Julio	Julio	NP00000	julio
de	de	SPS00	de
85	85	Z	85
	.	Fp	.
De	De	SPS00	de
vmd	VM	NP00000	VM
su	su	DP3CS0	su
verdadero	verdadero	AQ0MS0	verdadero
Amigo	amigo	NCMS000	amigo
q	que	PR0CN000	que
S	su	DP3CS0	su
M	mano	NCFS000	mano
B	besa	VMIP3S0	besar
	,	Fc	,
Juan	Juan	NP00000	juan
Asensio	Asensio	NP00000	asensio
Ortega	Ortega	NP00000	ortega
y	y	CC	y
Urrea	Urrea	NP00000	urrea
Sr	Señor	NP00000	señor
Dn	don	NP00000	don
Juan	Juan	NP00000	juan
Garcia	García	NP00000	garcía
Abellan	Abellán	NP00000	abellán
	.	Fp	.
