Mui	Muy	RQ	muy
sor	señor	NP00000	señor
mio	mío	DP1MSS	mío
:	.	Fp	.
Correspondo	Correspondo	NP00000	correspondo
a	a	SPS00	a
la	la	DA0FS0	el
favorezida	favorecida	VMP00SF	favorecer
de	de	SPS00	de
Vmd	VM	NP00000	VM
de	de	SPS00	de
20	20	Z	20
del	del	SPS00+DA0MS0	de+el
qe	que	PR0CN000	que
expira	expira	VMIP3S0	expirar
Diciendo	diciendo	VMG0000	decir
que	que	CS	que
Queda	queda	VMIP3S0	quedar
en	en	SPS00	en
mi	mi	DP1CSS	mi
poder	poder	NCMS000	poder
la	la	DA0FS0	el
Provision	provisión	NCFS000	provisión
que	que	PR0CN000	que
me	me	PP1CS000	me
Incluye	incluye	VMIP3S0	incluir
	,	Fc	,
a	a	SPS00	a
la	la	DA0FS0	el
que	que	PR0CN000	que
mañana	mañana	RG	mañana
	,	Fc	,
dia	día	NCMS000	día
de	de	SPS00	de
Correo	correo	NCMS000	correo
de	de	SPS00	de
Alcañiz	Alcañiz	NP00000	alcañiz
	,	Fc	,
dare	daré	VMIF1S0	dar
Curso	curso	NCMS000	curso
pra	para	SPS00	para
que	que	CS	que
Con	con	SPS00	con
ella	ella	PP3FS000	él
Citen	citen	VMSP3P0	citar
a	a	SPS00	a
dna	doña	NP00000	don
Getrudis	Gertrudis	NP00000	gertrudis
Marquez	Márquez	NP00000	márquez
	,	Fc	,
qe	que	CS	que
esta	está	VMIP3S0	estar
en	en	SPS00	en
escatron	Escatrón	NP00000	escatrón
,	.	Fp	.
y	Y	CC	y
este	este	DD0MS0	este
Incidente	incidente	NCMS000	incidente
retardardara	retardará	VMIF3S0	retardar
un	un	DI0MS0	uno
Correo	correo	NCMS000	correo
la	la	DA0FS0	el
vuelta	vuelta	NCFS000	vuelta
de	de	SPS00	de
dha	dicha	VMP00SF	decir
probision	provisión	NCFS000	provisión
	,	Fc	,
a	a	SPS00	a
Causa	causa	NCFS000	causa
de	de	SPS00	de
que	que	CS	que
dho	dicho	VMP00SM	decir
Lugar	lugar	NCMS000	lugar
de	de	SPS00	de
escatron	Escatrón	NP00000	escatrón
esta	está	VMIP3S0	estar
fuera	fuera	RG	fuera
de	de	SPS00	de
la	la	DA0FS0	el
Carrera	carrera	NCFS000	carrera
de	de	SPS00	de
el	el	DA0MS0	el
Correo	correo	NCMS000	correo
,	,	Fc	,
pero	pero	CC	pero
no	no	RN	no
perdere	perderé	VMIF1S0	perder
un	un	DI0MS0	uno
Instante	instante	NCMS000	instante
de	de	SPS00	de
tiempo	tiempo	NCMS000	tiempo
pra	para	SPS00	para
ocuparla	ocuparla	VMN0000+PP3FSA00	ocupar+lo
y	y	CC	y
debolverla	devolverla	VMN0000+PP3FSA00	devolver+lo
.	.	Fp	.
adjunto	Adjunto	AQ0MSP	adjunto
remito	remito	VMIP1S0	remitir
las	las	DA0FP0	el
Cartas	cartas	NCFP000	carta
originales	originales	NCMP000	original
de	de	SPS00	de
Labordeta	Labordeta	NP00000	labordeta
	,	Fc	,
qe	que	CS	que
suplico	suplico	VMIP1S0	suplicar
a	a	SPS00	a
Vmd	VM	NP00000	VM
entrege	entregue	VMSP0S0	entregar
al	al	SPS00+DA0MS0	a+el
sor	señor	NP00000	señor
dn	don	NP00000	don
Manuel	Manuel	NP00000	manuel
Martinez	Martínez	NP00000	martínez
y	y	CC	y
le	le	PP3CSD00	le
diga	diga	VMSP0S0	decir
Vmd	VM	NP00000	VM
mis	mis	DP1CPS	mi
afectuosas	afectuosas	AQ0FP0	afectuoso
expresiones	expresiones	NCFP000	expresión
,	.	Fp	.
Con	Con	SPS00	con
dhas	dichas	VMP00PF	decir
Cartas	cartas	NCFP000	carta
va	va	VMIP3S0	ir
una	una	DI0FS0	uno
nota	nota	NCFS000	nota
del	del	SPS00+DA0MS0	de+el
fin	fin	NCMS000	fin
a	a	SPS00	a
qe	que	CS	que
me	me	PP1CS000	me
pareze	parece	VMIP3S0	parecer
se	se	P00CN000	se
dirigen	dirigen	VMIP3P0	dirigir
	.	Fp	.
estoy	Estoy	VMIP1S0	estar
aguardando	aguardando	VMG0000	aguardar
la	la	DA0FS0	el
Galera	galera	NCFS000	galera
a	a	SPS00	a
Calanda	Calanda	NP00000	calanda
de	de	SPS00	de
hora	hora	NCFS000	hora
en	en	SPS00	en
ora	hora	NCFS000	hora
	,	Fc	,
que	que	CS	que
nos	nos	PP1CP000	nos
trae	trae	VMIP3S0	traer
un	un	DI0MS0	uno
poco	poco	NCMS000	poco
de	de	SPS00	de
dinero	dinero	NCMS000	dinero
,	.	Fp	.
Creo	Creo	VMIP1S0	creer
podre	podré	VMIF1S0	poder
el	el	DA0MS0	el
que	que	PR0CN000	que
Viene	viene	VMIP3S0	venir
remitir	remitir	VMN0000	remitir
a	a	SPS00	a
Vmd	VM	NP00000	VM
el	el	DA0MS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
pide	pide	VMIP3S0	pedir
,	.	Fp	.
bajo	Bajo	SPS00	bajo
este	este	DD0MS0	este
Concepto	concepto	NCMS000	concepto
no	no	RN	no
pase	pase	VMSP0S0	pasar
Vmd	VM	NP00000	VM
pena	pena	NCFS000	pena
	,	Fc	,
que	que	CS	que
no	no	RN	no
le	le	PP3CSD00	le
hara	hará	VMIF3S0	hacer
a	a	SPS00	a
Vmd	VM	NP00000	VM
falta	falta	NCFS000	falta
:	.	Fp	.
doy	Doy	VMIP1S0	dar
a	a	SPS00	a
Vmd	VM	NP00000	VM
muchas	muchas	DI0FP0	mucho
gracias	gracias	NCFP000	gracia
del	del	SPS00+DA0MS0	de+el
favor	favor	NCMS000	favor
que	que	PR0CN000	que
me	me	PP1CS000	me
haze	hace	VMIP3S0	hacer
de	de	SPS00	de
ayudarme	ayudarme	VMN0000+PP1CS000	ayudar+me
a	a	SPS00	a
llevar	llevar	VMN0000	llevar
la	la	PP3FSA00	lo
Carga	carga	VMIP3S0	cargar
de	de	SPS00	de
este	este	DD0MS0	este
historiado	historiado	VMP00SM	historiar
Con	con	SPS00	con
su	su	DP3CS0	su
galanteria	galantería	NCFS000	galantería
,	.	Fp	.
quiera	Quiera	VMSP0S0	querer
Dios	Dios	NP00000	dios
pueda	pueda	VMSP0S0	poder
yo	yo	PP1CSN00	yo
agradecerle	agradecerle	VMN0000+PP3CSD00	agradecer+le
la	la	DA0FS0	el
fineza	fineza	NCFS000	fineza
Como	como	CS	como
lo	lo	PP3CNA00	lo
deseo	deseo	VMIP1S0	desear
,	,	Fc	,
lo	lo	DA0NS0	el
que	que	PR0CN000	que
hare	haré	VMIF1S0	hacer
si	si	CS	si
tengo	tengo	VMIP1S0	tener
la	la	DA0FS0	el
fortuna	fortuna	NCFS000	fortuna
de	de	SPS00	de
que	que	CS	que
muden	muden	VMSP3P0	mudar
de	de	SPS00	de
semblante	semblante	NCMS000	semblante
mis	mis	DP1CPS	mi
negocios	negocios	NCMP000	negocio
	,	Fc	,
qe	que	CS	que
asi	así	RG	así
lo	lo	PP3CNA00	lo
espero	espero	VMIP1S0	esperar
y	y	CC	y
ordenes	órdenes	NCMP000	orden
de	de	SPS00	de
su	su	DP3CS0	su
mayor	mayor	AQ0CS0	mayor
agrado	agrado	NCMS000	agrado
:	.	Fp	.
Nro	Nuestro	DP1MSP	nuestro
sor	Señor	NP00000	señor
ge	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmd	VM	NP00000	VM
ms	muchos	DI0MP0	mucho
ans	años	NCMP000	año
	.	Fp	.
Zaraga	Zaragoza	NP00000	zaragoza
	,	Fc	,
y	y	CC	y
Junio	junio	NCMS000	junio
26	26	Z	26
de	de	SPS00	de
1770	1770	Z	1770
.	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
M	mano	NCFS000	mano
de	de	SPS00	de
Vmd	VM	NP00000	VM
su	su	DP3CS0	su
sego	seguro	AQ0MS0	seguro
seror	servidor	NCMS000	servidor
	,	Fc	,
Juan	Juan	NP00000	juan
Bonafon	Bonafón	NP00000	bonafón
sor	Señor	NP00000	señor
dn	don	NP00000	don
Pedro	Pedro	NP00000	pedro
Joseph	José	NP00000	josé
Arnal	Arnal	NP00000	arnal
	.	Fp	.
