Mui	Muy	RQ	muy
Sres	señores	NP00000	señor
mios	míos	DP1MPS	mío
	.	Fp	.
el	El	DA0MS0	el
capn	capitán	NP00000	capitán
Smith	Smith	I	smith
llego	llegó	VMIS3S0	llegar
a	a	SPS00	a
la	La	DA0FS0	el
puebla	Puebla	NP00000	puebla
antenoche	anteanoche	RG	anteanoche
y	y	CC	y
ayer	ayer	RG	ayer
y	y	CC	y
oy	hoy	RG	hoy
lo	lo	PP3CNA00	lo
an	han	VAIP3P0	haber
estado	estado	VMP0000	estar
descargando	descargando	VMG0000	descargar
	.	Fp	.
creo	Creo	VMIP1S0	creer
que	que	CS	que
mañana	mañana	RG	mañana
saldra	saldrá	VMIF3S0	salir
pa	para	SPS00	para
costumbre	costumbre	NCFS000	costumbre
a	a	SPS00	a
seguir	seguir	VMN0000	seguir
su	su	DP3CS0	su
Viaje	viaje	NCMS000	viaje
	.	Fp	.
las	Las	DA0FP0	el
varricas	barricas	NCFP000	barrica
no	no	RN	no
an	han	VAIP3P0	haber
llegado	llegado	VMP0000	llegar
todavia	todavía	RG	todavía
	.	Fp	.
quedo	Quedo	VMIP1S0	quedar
con	con	SPS00	con
el	el	DA0MS0	el
cuydado	cuidado	NCMS000	cuidado
de	de	SPS00	de
lo	lo	DA0NS0	el
q	que	PR0CN000	que
Vmds	VMs	NP00000	VM
mandan	mandan	VMIP3P0	mandar
	.	Fp	.
ya	Ya	RG	ya
tiene	tiene	VMIP3S0	tener
Baños	Baños	NCMP000	baño
el	el	DA0MS0	el
decreto	decreto	NCMS000	decreto
de	de	SPS00	de
q	que	CS	que
pr	por	SPS00	por
5	5	Z	5
años	años	NCMP000	año
de	de	SPS00	de
tavaco	tabaco	NCMS000	tabaco
a	a	SPS00	a
42	42	Z	42
mrs	maravedís	NCMP000	maravedí
	.	Fp	.
y	Y	CC	y
aora	ahora	RG	ahora
pedire	pediré	VMIF1S0	pedir
chanselen	cancelen	VMSP3P0	cancelar
todas	todas	DI0FP0	todo
mis	mis	DP1CPS	mi
obligasiones	obligaciones	NCFP000	obligación
y	y	CC	y
que	que	CS	que
me	me	PP1CS000	me
