Mui	Muy	RQ	muy
ssr	señor	NP00000	señor
y	y	CC	y
mi	mi	DP1CSS	mi
tio	tío	NCMS000	tío
.	.	Fp	.
tengo	Tengo	VMIP1S0	tener
Escripto	escrito	VMP00SM	escribir
a	a	SPS00	a
vmd	VM	NP00000	VM
Y	y	CC	y
aora	ahora	RG	ahora
no	no	RN	no
Escuso	excuso	VMIP1S0	excusar
ejecutarlo	ejecutarlo	VMN0000+PP3MSA00	ejecutar+lo
con	con	SPS00	con
la	la	DA0FS0	el
notiçia	noticia	NCFS000	noticia
q	que	PR0CN000	que
me	me	PP1CS000	me
allo	hallo	VMIP1S0	hallar
de	de	SPS00	de
Dn	don	NP00000	don
Ju	Juan	NP00000	juan
Plaça	Plaza	NCFS000	plaza
	.	Fp	.
Y	Y	CC	y
dice	dice	VMIP3S0	decir
sera	será	VSIF3S0	ser
acertado	acertado	VMP00SM	acertar
El	el	DA0MS0	el
q	que	CS	que
vmd	VM	NP00000	VM
se	se	P00CN000	se
buelva	vuelva	VMSP0S0	volver
a	a	SPS00	a
tendilla	Tendilla	NP00000	tendilla
Por	por	SPS00	por
si	si	CS	si
le	le	PP3CSD00	le
llamaren	llamaren	VMSF3P0	llamar
por	por	SPS00	por
Editos	edictos	NCMP000	edicto
y	y	CC	y
Pregones	pregones	NCMP000	pregón
	,	Fc	,
Porq	porque	CS	porque
an	han	VMIP3P0	haber
Preso	preso	AQ0MS0	preso
a	a	SPS00	a
Gomez	Gómez	NP00000	gómez
Andrade	Andrade	NP00000	andrade
	,	Fc	,
a	a	SPS00	a
Franco	Francisco	NP00000	francisco
Gonçalez	González	NP00000	gonzález
	,	Fc	,
El	el	DA0MS0	el
alcalde	alcalde	NCMS000	alcalde
Dn	don	NP00000	don
Diego	Diego	NP00000	diego
laYnez	Laínez	NP00000	laínez
	,	Fc	,
El	el	DA0MS0	el
Domine	dómine	NCMS000	dómine
taraçena	Taracena	NP00000	taracena
Merchante	Merchante	NP00000	merchante
y	y	CC	y
ocho	ocho	Z	8
Eclesiasticos	eclesiásticos	AQ0MP0	eclesiástico
	.	Fp	.
Esta	Esta	DD0FS0	este
notiçia	noticia	NCFS000	noticia
se	se	PP3CN000	se
la	la	PP3FSA00	lo
partiçipo	participo	VMIP1S0	participar
a	a	SPS00	a
vmd	VM	NP00000	VM
porq	porque	CS	porque
es	es	VSIP3S0	ser
de	de	SPS00	de
mi	mi	DP1CSS	mi
obligon	obligación	NCFS000	obligación
	,	Fc	,
Como	como	CS	como
Encargar	encargar	VMN0000	encargar
a	a	SPS00	a
uste	usted	PP2CS000	usted
me	me	PP1CS000	me
remita	remita	VMSP0S0	remitir
la	la	DA0FS0	el
fee	fe	NCFS000	fe
de	de	SPS00	de
Bida	vida	NCFS000	vida
de	de	SPS00	de
Dn	don	NP00000	don
Gregorio	Gregorio	NP00000	gregorio
.	,	Fc	,
dando	dando	VMG0000	dar
ms	muchos	DI0MP0	mucho
recados	recados	NCMP000	recado
a	a	SPS00	a
todos	todos	PI0MP000	todo
de	de	SPS00	de
mi	mi	DP1CSS	mi
parte	parte	NCFS000	parte
	.	Fp	.
Y	Y	CC	y
deseo	deseo	NCMS000	deseo
gde	guarde	VMSP0S0	guardar
Dios	Dios	NP00000	dios
a	a	SPS00	a
vmd	VM	NP00000	VM
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
Como	como	CS	como
deseo	deseo	VMIP1S0	desear
	.	Fp	.
Md	Madrid	NP00000	madrid
	,	Fc	,
y	y	CC	y
9re	noviembre	NCMS000	noviembre
26	26	Z	26
de	de	SPS00	de
1706	1706	Z	1706
	.	Fp	.
B	Besa	VMIP3S0	besar
l	las	DA0FP0	el
M	manos	NCFP000	mano
de	de	SPS00	de
vmd	VM	NP00000	VM
su	su	DP3CS0	su
sobo	sobrino	NCMS000	sobrino
y	y	CC	y
mor	mayor	AQ0CS0	mayor
servor	servidor	NCMS000	servidor
	,	Fc	,
D	don	NP00000	don
Joseph	José	NP00000	josé
Paez	Páez	NP00000	páez
Sahavedra	Saavedra	NP00000	saavedra
Tio	Tío	NP00000	tío
y	y	CC	y
Sr	señor	NP00000	señor
Dn	don	NP00000	don
Sevan	Sebastián	NP00000	sebastián
Paez	Páez	NP00000	páez
	.	Fp	.
