Mui	Muy	RQ	muy
Señor	señor	NP00000	señor
mio	mío	DP1MSS	mío
	.	Fp	.
me	Me	PP1CS000	me
alegrare	alegraré	VMIF1S0	alegrar
el	el	DA0MS0	el
q	que	CS	que
estas	estas	DD0FP0	este
cortas	cortas	AQ0FP0	corto
letras	letras	NCFP000	letra
lleguen	lleguen	VMSP3P0	llegar
a	a	SPS00	a
manos	manos	NCFP000	mano
de	de	SPS00	de
Vmd	VM	NP00000	VM
y	y	CC	y
lo	lo	PP3CNA00	lo
allen	hallen	VMSP3P0	hallar
con	con	SPS00	con
la	la	DA0FS0	el
cabal	cabal	AQ0CS0	cabal
salud	salud	NCFS000	salud
q	que	CS	que
yo	yo	PP1CSN00	yo
para	para	SPS00	para
mi	mí	PP1CSO00	mí
deseo	deseo	VMIP1S0	desear
en	en	SPS00	en
conpañia	compañía	NCFS000	compañía
de	de	SPS00	de
su	su	DP3CS0	su
esposa	esposa	NCFS000	esposo
y	y	CC	y
demas	demás	RG	demás
familia	familia	NCFS000	familia
,	.	Fp	.
y	Y	CC	y
	,	Fc	,
Señor	señor	NP00000	señor
mio	mío	DP1MSS	mío
	,	Fc	,
sabra	sabrá	VMIF3S0	saber
Vmd	VM	NP00000	VM
como	como	CS	como
llegue	llegué	VMIS1S0	llegar
a	a	SPS00	a
esta	esta	DD0FS0	este
ciuidad	ciudad	NCFS000	ciudad
de	de	SPS00	de
cadiz	Cádiz	NP00000	cádiz
buena	buena	AQ0FS0	bueno
y	y	CC	y
mi	mi	DP1CSS	mi
marido	marido	NCMS000	marido
	,	Fc	,
a	a	SPS00	a
Ds	Dios	NP00000	dios
gracias	gracias	NCFP000	gracia
	.	Fp	.
y	Y	CC	y
sabra	sabrá	VMIF3S0	saber
Vmd	VM	NP00000	VM
como	como	CS	como
llegamos	llegamos	VMIS1P0	llegar
a	a	SPS00	a
esta	esta	DD0FS0	este
ciuidad	ciudad	NCFS000	ciudad
el	el	DA0MS0	el
dia	día	NCMS000	día
primero	primero	RG	primero
de	de	SPS00	de
pasqua	Pascua	NP00000	pascua
,	.	Fp	.
y	Y	CC	y
llegamos	llegamos	VMIS1P0	llegar
a	a	SPS00	a
oxuna	Osuna	NP00000	osuna
y	y	CC	y
desde	desde	SPS00	desde
o	Osuna	NP00000	osuna
asta	hasta	SPS00	hasta
geres	Jerez	NP00000	jerez
tomamos	tomamos	VMIS1P0	tomar
otras	otras	DI0FP0	otro
mulas	mulas	NCFP000	mulo
,	.	Fp	.
llegamos	Llegamos	VMIS1P0	llegar
con	con	SPS00	con
bastantes	bastantes	DI0CP0	bastante
trabajos	trabajos	NCMP000	trabajo
,	.	Fp	.
y	Y	CC	y
recebimos	recibimos	VMIP1P0	recibir
el	el	DA0MS0	el
pañuelo	pañuelo	NCMS000	pañuelo
	.	Fp	.
el	El	DA0MS0	el
Juebes	jueves	NCMN000	jueves
llegamos	llegamos	VMIS1P0	llegar
a	a	SPS00	a
la	la	DA0FS0	el
pedrera	Pedrera	NP00000	pedrera
y	y	CC	y
nos	nos	PP1CP000	nos
pusieron	pusieron	VMIS3P0	poner
un	un	DI0MS0	uno
mexo	mejor	AQ0CS0	mejor
cantaro	cántaro	NCMS000	cántaro
por	por	SPS00	por
bajo	bajo	RG	bajo
,	.	Fp	.
y	Y	CC	y
bimos	vimos	VMIS1P0	ver
una	una	Z	1
procecion	procesión	NCFS000	procesión
de	de	SPS00	de
mugeres	mujeres	NCFP000	mujer
q	que	PR0CN000	que
sacaban	sacaban	VMII3P0	sacar
sus	sus	DP3CP0	su
lintenas	linternas	NCFP000	linterna
de	de	SPS00	de
papel	papel	NCMS000	papel
,	.	Fp	.
el	El	DA0MS0	el
sabado	sábado	NCMS000	sábado
llegamos	llegamos	VMIS1P0	llegar
a	a	SPS00	a
geres	Jerez	NP00000	jerez
i	y	CC	y
se	se	P00CN000	se
nos	nos	PP1CP000	nos
bolco	volcó	VMIS3S0	volcar
la	la	DA0FS0	el
calesa	calesa	NCFS000	calesa
,	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
geres	Jerez	NP00000	jerez
lo	lo	PP3CNA00	lo
llame	llame	VMSP0S0	llamar
a	a	SPS00	a
el	el	DA0MS0	el
cuarto	cuarto	NCMS000	cuarto
al	al	SPS00+DA0MS0	a+el
calecero	calesero	NCMS000	calesero
y	y	CC	y
le	le	PP3CSD00	le
dixe	dije	VMIS1S0	decir
q	que	CS	que
	,	Fc	,
si	si	CS	si
no	no	RN	no
ponia	ponía	VMII0S0	poner
otras	otras	DI0FP0	otro
mulas	mulas	NCFP000	mulo
	,	Fc	,
q	que	CS	que
tomaba	tomaba	VMII0S0	tomar
otra	otra	DI0FS0	otro
calesa	calesa	NCFS000	calesa
	.	Fp	.
y	Y	CC	y
del	del	SPS00+DA0MS0	de+el
miedo	miedo	NCMS000	miedo
tomo	tomó	VMIS3S0	tomar
un	un	DI0MS0	uno
par	par	NCMS000	par
de	de	SPS00	de
mulas	mulas	NCFP000	mulo
buenas	buenas	AQ0FP0	bueno
	,	Fc	,
q	que	CS	que
llegamos	llegamos	VMIS1P0	llegar
a	a	SPS00	a
Cadiz	Cádiz	NP00000	cádiz
con	con	SPS00	con
feliçidad	felicidad	NCFS000	felicidad
	.	Fp	.
estando	Estando	VMG0000	estar
en	en	SPS00	en
cadiz	Cádiz	NP00000	cádiz
	,	Fc	,
el	el	DA0MS0	el
calecero	calesero	NCMS000	calesero
fue	fue	VMIS3S0	ir
a	a	SPS00	a
buscar	buscar	VMN0000	buscar
a	a	SPS00	a
el	el	DA0MS0	el
sugeto	sujeto	NCMS000	sujeto
q	que	PR0CN000	que
le	le	PP3CSD00	le
debia	debía	VMII0S0	deber
los	los	DA0MP0	el
pesos	pesos	NCMP000	peso
i	y	CC	y
no	no	RN	no
lo	lo	PP3CNA00	lo
allo	halló	VMIS3S0	hallar
,	.	Fp	.
y	Y	CC	y
no	no	RN	no
abiendolo	habiéndolo	VAG0000+PP3CNA00	haber+lo
allado	hallado	VMP0000	hallar
	,	Fc	,
bino	vino	VMIS3S0	venir
en	en	SPS00	en
busqueda	búsqueda	NCFS000	búsqueda
mia	mía	DP1FSS	mío
casi	casi	RG	casi
llorando	llorando	VMG0000	llorar
	.	Fp	.
q	Que	CS	que
	,	Fc	,
auque	aunque	CS	aunque
usted	usted	PP2CS000	usted
me	me	PP1CS000	me
escribio	escribió	VMIS3S0	escribir
la	la	DA0FS0	el
carta	carta	NCFS000	carta
diciendo	diciendo	VMG0000	decir
q	que	CS	que
no	no	RN	no
le	le	PP3CSD00	le
diera	diera	VMSI0S0	dar
nada	nada	PI0NN00N	nada
	,	Fc	,
q	que	CS	que
yo	yo	PP1CSN00	yo
	,	Fc	,
biendo	viendo	VMG0000	ver
q	que	CS	que
no	no	RN	no
tenia	tenía	VMII0S0	tener
un	un	DI0MS0	uno
remedio	remedio	NCMS000	remedio
,	,	Fc	,
me	me	PP1CS000	me
pidio	pidió	VMIS3S0	pedir
viente	viente	SPS00	viente
pesos	pesos	NCMP000	peso
y	y	CC	y
llo	yo	PP1CSN00	yo
de	de	SPS00	de
caridad	caridad	NCFS000	caridad
se	se	PP3CN000	se
los	los	PP3MPA00	lo
di	di	VMIS1S0	dar
y	y	CC	y
me	me	PP1CS000	me
izo	hizo	VMIS3S0	hacer
recibo	recibo	NCMS000	recibo
de	de	SPS00	de
ellos	ellos	PP3MP000	ellos
,	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
todas	todas	DI0FP0	todo
las	las	DA0FP0	el
bentas	ventas	NCFP000	venta
y	y	CC	y
posadas	posadas	NCFP000	posada
debia	debía	VMII0S0	deber
dineros	dineros	NCMP000	dinero
,	.	Fp	.
en	En	SPS00	en
geres	Jerez	NP00000	jerez
	,	Fc	,
por	por	SPS00	por
la	la	DA0FS0	el
cena	cena	NCFS000	cena
nuestra	nuestra	DP1FSP	nuestro
pidieron	pidieron	VMIS3P0	pedir
31	31	Z	31
pesos	pesos	NCMP000	peso
por	por	SPS00	por
el	el	DA0MS0	el
amor	amor	NCMS000	amor
del	del	SPS00+DA0MS0	de+el
calecero	calesero	NCMS000	calesero
y	y	CC	y
se	se	P00CN000	se
le	le	PP3CSD00	le
dio	dio	VMIS3S0	dar
40	40	Z	40
ps	pesos	NCMP000	peso
	,	Fc	,
q	que	CS	que
como	como	CS	como
debia	debía	VMII0S0	deber
el	él	PP3MS000	él
yba	iba	VMII0S0	ir
a	a	SPS00	a
la	la	DA0FS0	el
banda	banda	NCFS000	banda
de	de	SPS00	de
mesoneros	mesoneros	NCMP000	mesonero
y	y	CC	y
benteros	venteros	NCMP000	ventero
,	.	Fp	.
y	Y	CC	y
antonio	Antonio	NP00000	antonio
	,	Fc	,
el	el	DA0MS0	el
calecero	calesero	NCMS000	calesero
,	,	Fc	,
el	el	DA0MS0	el
rato	rato	NCMS000	rato
q	que	PR0CN000	que
subia	subía	VMII0S0	subir
en	en	SPS00	en
las	las	DA0FP0	el
mulas	mulas	NCFP000	mulo
se	se	P00CN000	se
benia	venía	VMII0S0	venir
durmiendo	durmiendo	VMG0000	dormir
y	y	CC	y
ra	era	VSII0S0	ser
menester	menester	NCMS000	menester
estar	estar	VMN0000	estar
echos	hechos	VMP00PM	hacer
unos	unos	DI0MP0	uno
pregoneros	pregoneros	NCMP000	pregonero
para	para	SPS00	para
llamarlo	llamarlo	VMN0000+PP3MSA00	llamar+lo
	.	Fp	.
y	Y	CC	y
su	su	DP3CS0	su
amo	amo	NCMS000	amo
atasagado	atasajado	VMP00SM	atasajar
en	en	SPS00	en
los	los	DA0MP0	el
corchones	colchones	NCMP000	colchón
aciendo	haciendo	VMG0000	hacer
lo	lo	DA0NS0	el
mesmo	mismo	AQ0MS0	mismo
	,	Fc	,
q	que	CS	que
el	el	DA0MS0	el
rato	rato	NCMS000	rato
q	que	PR0CN000	que
benian	venían	VMII3P0	venir
dispiertos	despiertos	RG	despiertos
se	se	P00CN000	se
benian	venían	VMII3P0	venir
peleando	peleando	VMG0000	pelear
	.	Fp	.
y	Y	CC	y
memorias	memorias	NCFP000	memoria
a	a	SPS00	a
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
q	que	PR0CN000	que
preguntaren	preguntaren	VMSF3P0	preguntar
por	por	SPS00	por
mi	mí	PP1CSO00	mí
	.	Fp	.
y	Y	CC	y
dara	dará	VMIF3S0	dar
usted	usted	PP2CS000	usted
ms	muchas	DI0FP0	mucho
ms	memorias	NCFP000	memoria
a	a	SPS00	a
el	el	DA0MS0	el
sr	señor	NP00000	señor
dn	don	NP00000	don
fernando	Fernando	NP00000	fernando
y	y	CC	y
a	a	SPS00	a
su	su	DP3CS0	su
esposa	esposa	NCFS000	esposo
y	y	CC	y
a	a	SPS00	a
frasquito	Frasquito	NP00000	frasquito
y	y	CC	y
a	a	SPS00	a
el	el	DA0MS0	el
padre	padre	NCMS000	padre
de	de	SPS00	de
las	las	DA0FP0	el
canoas	canoas	NCFP000	canoa
y	y	CC	y
a	a	SPS00	a
mi	mi	DP1CSS	mi
sobrino	sobrino	NCMS000	sobrino
	.	Fp	.
y	Y	CC	y
qdo	cuando	PA000000	cuando
entramos	entramos	VMIP1P0	entrar
en	en	SPS00	en
geres	Jerez	NP00000	jerez
abia	había	VMII0S0	haber
toros	toros	NCMP000	toro
en	en	SPS00	en
la	la	DA0FS0	el
plaza	plaza	NCFS000	plaza
	,	Fc	,
y	y	CC	y
lo	lo	DA0NS0	el
mismo	mismo	AQ0MS0	mismo
lidiaba	lidiaba	VMII0S0	lidiar
a	a	SPS00	a
el	el	DA0MS0	el
toro	toro	NCMS000	toro
qe	que	CS	que
a	a	SPS00	a
las	las	DA0FP0	el
mulas	mulas	NCFP000	mulo
y	y	CC	y
a	a	SPS00	a
nosotros	nosotros	PP1MP000	nosotros
,	.	Fp	.
y	Y	CC	y
con	con	SPS00	con
esto	esto	PD0NN000	esto
no	no	RN	no
canso	canso	VMIP1S0	cansar
mas	más	RC	más
a	a	SPS00	a
Vmd	VM	NP00000	VM
	,	Fc	,
sino	sino	CC	sino
q	que	CS	que
Ds	Dios	NP00000	dios
lo	lo	PP3CNA00	lo
gde	guarde	VMSP0S0	guardar
los	los	DA0MP0	el
as	años	NCMP000	año
que	que	PR0CN000	que
yo	yo	PP1CSN00	yo
para	para	SPS00	para
mi	mí	PP1CSO00	mí
deseo	deseo	VMIP1S0	desear
	.	Fp	.
A	A	SPS00	a
Dn	don	NP00000	don
Fernando	Fernando	NP00000	fernando
de	de	SPS00	de
campo	Campo	NP00000	campo
	.	Fp	.
Don	Don	NP00000	don
Salbador	Salvador	NP00000	salvador
de	de	SPS00	de
barrionuevo	Barrionuevo	NP00000	barrionuevo
