Muy	Muy	RQ	muy
sr	señor	NP00000	señor
mio	mío	DP1MSS	mío
;	.	Fp	.
Recivi	Recibí	VMIS1S0	recibir
la	la	DA0FS0	el
de	de	SPS00	de
Vmd	VM	NP00000	VM
dee	de	SPS00	de
7	7	Z	7
del	del	SPS00+DA0MS0	de+el
corrte	corriente	AQ0CS0	corriente
y	y	CC	y
siento	siento	VMIP1S0	sentir
Verdaderamte	verdaderamente	RG	verdaderamente
el	el	DA0MS0	el
golpe	golpe	NCMS000	golpe
que	que	CS	que
a	a	SPS00	a
Vmd	VM	NP00000	VM
a	ha	VAIP3S0	haber
alcanzado	alcanzado	VMP0000	alcanzar
en	en	SPS00	en
nra	nuestra	DP1FSP	nuestro
depa	dependencia	NCFS000	dependencia
	.	Fp	.
y	Y	CC	y
sobre	sobre	SPS00	sobre
el	el	DA0MS0	el
asumpto	asunto	NCMS000	asunto
que	que	PR0CN000	que
me	me	PP1CS000	me
Quiere	quiere	VMIP3S0	querer
decir	decir	VMN0000	decir
en	en	SPS00	en
la	la	DA0FS0	el
suya	suya	PX3FS000	suyo
zitada	citada	VMP00SF	citar
	,	Fc	,
spre	siempre	RG	siempre
e	he	VAIP1S0	haber
dicho	dicho	VMP0000	decir
y	y	CC	y
digo	digo	VMIP1S0	decir
que	que	CS	que
pr	por	SPS00	por
lo	lo	DA0NS0	el
que	que	PR0CN000	que
a	a	SPS00	a
mi	mí	PP1CSO00	mí
toca	toca	VMIP3S0	tocar
(	(	Fba	(
aunque	aunque	CS	aunque
no	no	RN	no
tenga	tenga	VMSP0S0	tener
Dinero	dinero	NCMS000	dinero
como	como	CS	como
mis	mis	DP1CPS	mi
Companeros	compañeros	NCMP000	compañero
)	)	Fbt	)
concurrire	concurriré	VMIF1S0	concurrir
con	con	SPS00	con
lo	lo	DA0NS0	el
mesmo	mismo	AQ0MS0	mismo
que	que	CS	que
me	me	PP1CS000	me
toque	toque	NCMS000	toque
sueldo	sueldo	NCMS000	sueldo
a	a	SPS00	a
libra	libra	NCFS000	libra
pa	para	SPS00	para
que	que	CS	que
Vmd	VM	NP00000	VM
logre	logre	VMSP0S0	lograr
algun	algún	DI0MS0	alguno
alivio	alivio	NCMS000	alivio
de	de	SPS00	de
dee	de	SPS00	de
su	su	DP3CS0	su
pena	pena	NCFS000	pena
.	.	Fp	.
mi	Mi	DP1CSS	mi
vezo	vecino	NCMS000	vecino
D	don	NP00000	don
Alfonso	Alfonso	NP00000	alfonso
Creere	creeré	VMIF1S0	creer
haga	haga	VMSP0S0	hacer
algun	algún	DI0MS0	alguno
regate	regate	NCMS000	regate
	,	Fc	,
pero	pero	CC	pero
concurrira	concurrirá	VMIF3S0	concurrir
a	a	SPS00	a
lo	lo	DA0NS0	el
mismo	mismo	AQ0MS0	mismo
segun	según	SPS00	según
Yo	yo	PP1CSN00	yo
comprendo	comprendo	VMIP1S0	comprender
;	.	Fp	.
pr	Por	SPS00	por
mi	mi	DP1CSS	mi
otro	otro	DI0MS0	otro
Vezo	vecino	NCMS000	vecino
Castillo	Castillo	NP00000	castillo
ay	ahí	RG	ahí
le	le	PP3CSD00	le
tiene	tiene	VMIP3S0	tener
Vmd	VM	NP00000	VM
en	en	SPS00	en
la	la	DA0FS0	el
Corte	corte	NCFS000	corte
	.	Fp	.
y	Y	CC	y
si	si	CS	si
Mateo	Mateo	NP00000	mateo
Diaz	Díaz	NP00000	díaz
entra	entra	VMIP3S0	entrar
	,	Fc	,
el	él	PP3MS000	él
dira	dirá	VMIF3S0	decir
que	que	CS	que
dee	de	SPS00	de
este	éste	PD0MS000	este
no	no	RN	no
see	sé	VMIP1S0	saber
lo	lo	DA0NS0	el
tratado	tratado	NCMS000	tratado
	,	Fc	,
pues	pues	CS	pues
Save	sabe	VMIP3S0	saber
Vmd	VM	NP00000	VM
que	que	CS	que
fui	fui	VMIS1S0	ir
a	a	SPS00	a
essa	esa	DD0FS0	ese
Corte	corte	NCFS000	corte
antes	antes	RG	antes
de	de	SPS00	de
Venirme	venirme	VMN0000+PP1CS000	venir+me
dee	de	SPS00	de
mis	mis	DP1CPS	mi
ferias	ferias	NCFP000	feria
y	y	CC	y
no	no	RN	no
see	sé	VMIP1S0	saber
mas	más	RC	más
que	que	CS	que
lo	lo	DA0NS0	el
que	que	PR0CN000	que
Vmd	VM	NP00000	VM
dize	dice	VMIP3S0	decir
a	a	SPS00	a
el	el	DA0MS0	el
sr	señor	NP00000	señor
Santa	Santa	NP00000	santo
olaya	Olalla	NP00000	olalla
;	.	Fp	.
pr	Por	SPS00	por
lo	lo	DA0NS0	el
que	que	PR0CN000	que
es	es	VSIP3S0	ser
nezesario	necesario	AQ0MS0	necesario
avistarnos	avistarnos	VMN0000+PP1CP000	avistar+nos
todos	todos	PI0MP000	todo
y	y	CC	y
ablar	hablar	VMN0000	hablar
de	de	SPS00	de
el	el	DA0MS0	el
asumpto	asunto	NCMS000	asunto
y	y	CC	y
entonzes	entonces	RG	entonces
se	se	P00CN000	se
Vera	verá	VMIF3S0	ver
quien	quién	PT0CS000	quién
entra	entra	VMIP3S0	entrar
o	o	CC	o
sale	sale	VMIP3S0	salir
	,	Fc	,
para	para	SPS00	para
lo	lo	DA0NS0	el
que	que	PR0CN000	que
Vmd	VM	NP00000	VM
tendra	tendrá	VMIF3S0	tener
paziencia	paciencia	NCFS000	paciencia
.	.	Fp	.
Quedo	Quedo	VMIP1S0	quedar
dee	de	SPS00	de
Vmd	VM	NP00000	VM
deseando	deseando	VMG0000	desear
ocasiones	ocasiones	NCFP000	ocasión
en	en	SPS00	en
que	que	CS	que
servirle	servirle	VMN0000+PP3CSA00	servir+le
y	y	CC	y
pidiendo	pidiendo	VMG0000	pedir
a	a	SPS00	a
Ds	Dios	NP00000	dios
le	le	PP3CSD00	le
gde	guarde	VMSP0S0	guardar
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
	.	Fp	.
Madridejos	Madridejos	NP00000	madridejos
	,	Fc	,
15	15	Z	15
dee	de	SPS00	de
nove	noviembre	NCMS000	noviembre
dee	de	SPS00	de
1759	1759	Z	1759
	.	Fp	.
B	Besa	VMIP3S0	besar
l	las	DA0FP0	el
m	manos	NCFP000	mano
dee	de	SPS00	de
Vmd	VM	NP00000	VM
S	su	DP3CS0	su
mas	más	RC	más
afto	afecto	NCMS000	afecto
seror	servidor	NCMS000	servidor
	,	Fc	,
Candido	Cándido	NP00000	cándido
Perez	Pérez	NP00000	pérez
dee	de	SPS00	de
la	la	DA0FS0	el
serna	Serna	NP00000	serna
Sr	Señor	NP00000	señor
D	don	NP00000	don
Manl	Manuel	NP00000	manuel
Maria	María	NP00000	maría
Crespo	Crespo	NP00000	crespo
	.	Fp	.
esto	Esto	PD0NN000	esto
mismo	mismo	RG	mismo
e	he	VAIP1S0	haber
dho	dicho	VMP0000	decir
al	al	SPS00+DA0MS0	a+el
sr	señor	NP00000	señor
sta	Santa	NP00000	santo
olaya	Olalla	NP00000	olalla
	(	Fba	(
que	que	CS	que
soy	soy	VSIP1S0	ser
uno	uno	Z	1
Y	y	CC	y
que	que	CS	que
como	como	CS	como
tal	tal	RC	tal
hare	haré	VMIF1S0	hacer
	)	Fbt	)
	,	Fc	,
pero	pero	CC	pero
si	si	CS	si
los	los	DA0MP0	el
otros	otros	PI0MP000	otro
