Mui	Muy	RQ	muy
Sres	señores	NP00000	señor
mios	míos	DP1MPS	mío
	.	Fp	.
resivo	Recibo	VMIP1S0	recibir
la	la	DA0FS0	el
de	de	SPS00	de
Vmds	VMs	NP00000	VM
de	de	SPS00	de
13	13	Z	13
del	del	SPS00+DA0MS0	de+el
corrte	corriente	AQ0CS0	corriente
y	y	CC	y
a	a	SPS00	a
su	su	DP3CS0	su
contenido	contenido	NCMS000	contenido
devo	debo	VMIP1S0	deber
desir	decir	VMN0000	decir
que	que	CS	que
se	sé	VMIP1S0	saber
sierto	cierto	AQ0MS0	cierto
que	que	CS	que
Baños	Baños	NCMP000	baño
a	ha	VAIP3S0	haber
hecho	hecho	VMP0000	hacer
vaja	baja	NCFS000	baja
a	a	SPS00	a
42	42	Z	42
maravediz	maravedís	NCMP000	maravedí
	.	Fp	.
y	Y	CC	y
que	que	CS	que
el	el	DA0MS0	el
rey	rey	NCMS000	rey
la	la	PP3FSA00	lo
admita	admita	VMSP0S0	admitir
no	no	RN	no
ay	hay	VMIP3S0	haber
duda	duda	NCFS000	duda
	,	Fc	,
aunque	aunque	CS	aunque
creo	creo	VMIP1S0	creer
que	que	CS	que
el	el	DA0MS0	el
Sr	señor	NP00000	señor
Patiño	Patiño	NP00000	patiño
esta	está	VMIP3S0	estar
en	en	SPS00	en
animo	ánimo	NCMS000	ánimo
de	de	SPS00	de
mandar	mandar	VMN0000	mandar
que	que	CS	que
pr	por	SPS00	por
los	los	DA0MP0	el
mismos	mismos	AQ0MP0	mismo
42	42	Z	42
maravedizes	maravedís	NCMP000	maravedí
dejo	dejo	VMIP1S0	dejar
las	las	DA0FP0	el
fiansas	fianzas	NCMP000	fianza
y	y	CC	y
entregue	entregue	VMSP0S0	entregar
el	el	DA0MS0	el
tavaco	tabaco	NCMS000	tabaco
	,	Fc	,
que	que	CS	que
si	si	CS	si
asi	así	RG	así
lo	lo	PP3CNA00	lo
manda	manda	VMIP3S0	mandar
sera	será	VSIF3S0	ser
presiso	preciso	AQ0MS0	preciso
dar	dar	VMN0000	dar
las	las	DA0FP0	el
fianzas	fianzas	NCMP000	fianza
