Muy	Muy	RQ	muy
sor	señor	NP00000	señor
mio	mío	DP1MSS	mío
:	.	Fp	.
Por	Por	SPS00	por
muerte	muerte	NCFS000	muerte
de	de	SPS00	de
mi	mi	DP1CSS	mi
Me	madre	NCFS000	madre
	,	Fc	,
Da	doña	NP00000	don
Rosa	Rosa	NP00000	rosa
de	de	SPS00	de
la	la	DA0FS0	el
Puente	Puente	NP00000	puente
,	,	Fc	,
abri	abrí	VMIS1S0	abrir
el	el	DA0MS0	el
Pliego	pliego	NCMS000	pliego
que	que	CS	que
vsa	VSa	NP00000	VSa
le	le	PP3CSD00	le
dirigio	dirigió	VMIS3S0	dirigir
con	con	SPS00	con
fha	fecha	NCFS000	fecha
de	de	SPS00	de
26	26	Z	26
de	de	SPS00	de
septe	septiembre	NCMS000	septiembre
del	del	SPS00+DA0MS0	de+el
año	año	NCMS000	año
pasado	pasado	VMP00SM	pasar
de	de	SPS00	de
72	72	Z	72
	.	Fp	.
y	Y	CC	y
	,	Fc	,
haviendome	habiéndome	VAG0000+PP1CS000	haber+me
enterado	enterado	VMP0000	enterar
de	de	SPS00	de
su	su	DP3CS0	su
contesto	contexto	NCMS000	contexto
	,	Fc	,
se	se	P00CN000	se
me	me	PP1CS000	me
convirtio	convirtió	VMIS3S0	convertir
en	en	SPS00	en
gusto	gusto	NCMS000	gusto
aquella	aquella	DD0FS0	aquel
continua	continua	AQ0FS0	continuo
pesadumbre	pesadumbre	NCFS000	pesadumbre
que	que	PR0CN000	que
a	ha	VMIP3S0	haber
muchos	muchos	DI0MP0	mucho
as	años	NCMP000	año
tiene	tiene	VMIP3S0	tener
mi	mi	DP1CSS	mi
corazon	corazón	NCMS000	corazón
de	de	SPS00	de
no	no	RN	no
saver	saber	VMN0000	saber
de	de	SPS00	de
mi	mi	DP1CSS	mi
herno	hermano	NP00000	hermano
Dn	don	NP00000	don
Diego	Diego	NP00000	diego
Hurtado	Hurtado	NP00000	hurtado
de	de	SPS00	de
Mendoza	Mendoza	NP00000	mendoza
,	,	Fc	,
del	del	SPS00+DA0MS0	de+el
lugar	lugar	NCMS000	lugar
donde	donde	PA000000	donde
residia	residía	VMII0S0	residir
ni	ni	CC	ni
de	de	SPS00	de
la	la	DA0FS0	el
fortuna	fortuna	NCFS000	fortuna
qe	que	PR0CN000	que
corria	corría	VMIC0S0	correr
	.	Fp	.
y	Y	CC	y
	,	Fc	,
aunque	aunque	CS	aunque
por	por	SPS00	por
los	los	DA0MP0	el
autos	autos	NCMP000	auto
seguidos	seguidos	NCMP000	seguido
por	por	SPS00	por
el	el	DA0MS0	el
Convto	convento	NCMS000	convento
de	de	SPS00	de
Sn	San	NP00000	san
Juo	Juan	NP00000	juan
de	de	SPS00	de
Dios	Dios	NP00000	dios
en	en	SPS00	en
esa	esa	DD0FS0	ese
Rl	real	AQ0CS0	real
Sala	sala	NCFS000	sala
(	(	Fba	(
que	que	CS	que
dignamente	dignamente	RG	dignamente
preside	preside	VMIP3S0	presidir
Vsa	VSa	NP00000	VSa
)	)	Fbt	)
	,	Fc	,
que	que	CS	que
remitio	remitió	VMIS3S0	remitir
a	a	SPS00	a
mi	mi	DP1CSS	mi
difunta	difunta	NCFS000	difunto
Me	madre	NP00000	madre
Don	don	NP00000	don
Ignacio	Ignacio	NP00000	ignacio
Aguirre	Aguirre	NP00000	aguirre
	,	Fc	,
y	y	CC	y
por	por	SPS00	por
carta	carta	NCFS000	carta
del	del	SPS00+DA0MS0	de+el
dho	dicho	NCMS000	dicho
	,	Fc	,
qe	que	CS	que
rezvi	recibí	VMIS1S0	recibir
en	en	SPS00	en
el	el	DA0MS0	el
mes	mes	NCMS000	mes
de	de	SPS00	de
Agto	agosto	NCMS000	agosto
del	del	SPS00+DA0MS0	de+el
año	año	NCMS000	año
pasado	pasado	VMP00SM	pasar
	,	Fc	,
adverti	advertí	VMIS1S0	advertir
estar	estar	VMN0000	estar
en	en	SPS00	en
esa	esa	DD0FS0	ese
ciud	ciudad	NCFS000	ciudad
de	de	SPS00	de
Sevilla	Sevilla	NP00000	sevilla
,	,	Fc	,
pero	pero	CC	pero
se	se	P00CN000	se
da	da	VMIP3S0	dar
a	a	SPS00	a
entender	entender	VMN0000	entender
haver	haber	VAN0000	haber
venido	venido	VMP0000	venir
unicamte	únicamente	RG	únicamente
mi	mi	DP1CSS	mi
herno	hermano	NCMS000	hermano
a	a	SPS00	a
seguir	seguir	VMN0000	seguir
litigio	litigio	NCMS000	litigio
contra	contra	SPS00	contra
el	el	DA0MS0	el
dho	dicho	NCMS000	dicho
a	a	SPS00	a
fin	fin	NCMS000	fin
a	a	SPS00	a
de	de	SPS00	de
sacar	sacar	VMN0000	sacar
la	la	DA0FS0	el
plata	plata	NCFS000	plata
qe	que	CS	que
en	en	SPS00	en
su	su	DP3CS0	su
poder	poder	NCMS000	poder
tenia	tenía	VMII0S0	tener
,	,	Fc	,
noticia	noticia	NCFS000	noticia
que	que	PR0CN000	que
me	me	PP1CS000	me
consterno	consternó	VMIS3S0	consternar
el	el	DA0MS0	el
animo	ánimo	NCMS000	ánimo
contemplando	contemplando	VMG0000	contemplar
haver	haber	VAN0000	haber
sido	sido	VSP00SM	ser
el	el	DA0MS0	el
ultimo	último	AO0MS0	último
desbarato	desbarato	VMIP1S0	desbaratar
de	de	SPS00	de
mi	mi	DP1CSS	mi
herno	hermano	NCMS000	hermano
;	.	Fp	.
mas	Mas	CC	mas
con	con	SPS00	con
la	la	DA0FS0	el
favorecida	favorecida	VMP00SF	favorecer
de	de	SPS00	de
Vsa	VSa	NP00000	VSa
quedo	quedo	VMIP1S0	quedar
sumamte	sumamente	RG	sumamente
gustosa	gustosa	AQ0FS0	gustoso
al	al	SPS00+DA0MS0	a+el
ver	ver	VMN0000	ver
que	que	CS	que
todo	todo	PI0MS000	todo
ha	ha	VAIP3S0	haber
corrido	corrido	VMP0000	correr
por	por	SPS00	por
la	la	DA0FS0	el
buena	buena	AQ0FS0	bueno
distributiva	distributiva	AQ0FS0	distributivo
de	de	SPS00	de
Vsa	VSa	NP00000	VSa
y	y	CC	y
que	que	CS	que
los	los	DA0MP0	el
dilatados	dilatados	VMP00PM	dilatar
accidentes	accidentes	NCMP000	accidente
qe	que	PR0CN000	que
ha	ha	VAIP3S0	haber
padecido	padecido	VMP0000	padecer
han	han	VAIP3P0	haber
sido	sido	VSP0000	ser
causa	causa	NCFS000	causa
de	de	SPS00	de
qe	que	CS	que
haya	haya	VASP0S0	haber
logrado	logrado	VMP0000	lograr
en	en	SPS00	en
Vsa	VSa	NP00000	VSa
un	un	DI0MS0	uno
grande	grande	AQ0CS0	grande
Protector	protector	NCMS000	protector
.	.	Fp	.
Con	Con	SPS00	con
ocasion	ocasión	NCFS000	ocasión
de	de	SPS00	de
haver	haber	VAN0000	haber
fallesido	fallecido	VMP0000	fallecer
el	el	DA0MS0	el
año	año	NCMS000	año
pasado	pasado	VMP00SM	pasar
de	de	SPS00	de
69	69	Z	69
mi	mi	DP1CSS	mi
esposo	esposo	NCMS000	esposo
	,	Fc	,
el	el	DA0MS0	el
Alferez	alférez	NCCS000	alférez
Rl	real	AQ0CS0	real
de	de	SPS00	de
esta	esta	DD0FS0	este
Ciud	ciudad	NCFS000	ciudad
	,	Fc	,
y	y	CC	y
de	de	SPS00	de
haver	haber	VAN0000	haber
casado	casado	VMP0000	casar
mi	mi	DP1CSS	mi
hija	hija	NCFS000	hijo
con	con	SPS00	con
el	el	DA0MS0	el
Marquez	marqués	NCMS000	marqués
de	de	SPS00	de
Castellon	Castellón	NP00000	castellón
	,	Fc	,
se	se	P00CN000	se
le	le	PP3CSD00	le
entrego	entregó	VMIS3S0	entregar
el	el	DA0MS0	el
Mayorasgo	mayorazgo	NCMS000	mayorazgo
con	con	SPS00	con
que	que	CS	que
me	me	PP1CS000	me
mantenia	mantenía	VMII0S0	mantener
,	,	Fc	,
quedando	quedando	VMG0000	quedar
Yo	yo	PP1CSN00	yo
Ruinosa	ruinosa	AQ0FS0	ruinoso
	,	Fc	,
Pobre	pobre	AQ0CS0	pobre
y	y	CC	y
sin	sin	SPS00	sin
mas	más	RC	más
compañia	compañía	NCFS000	compañía
que	que	CS	que
la	la	DA0FS0	el
de	de	SPS00	de
una	una	DI0FS0	uno
hija	hija	NCFS000	hijo
de	de	SPS00	de
tierna	tierna	AQ0FS0	tierno
edad	edad	NCFS000	edad
:	.	Fp	.
a	A	SPS00	a
la	la	DA0FS0	el
muerte	muerte	NCFS000	muerte
de	de	SPS00	de
mi	mi	DP1CSS	mi
esposo	esposo	NCMS000	esposo
se	se	P00CN000	se
siguieron	siguieron	VMIS3P0	seguir
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
trabajos	trabajos	NCMP000	trabajo
imaginables	imaginables	NCMP000	imaginabl
de	de	SPS00	de
enfermedades	enfermedades	NCFP000	enfermedad
,	,	Fc	,
muertes	muertes	NCFP000	muerte
de	de	SPS00	de
hijos	hijos	NCMP000	hijo
pequeños	pequeños	AQ0MP0	pequeño
,	,	Fc	,
de	de	SPS00	de
criados	criados	NCMP000	criado
	...	Fs	...
y	y	CC	y
ultimamte	últimamente	RG	últimamente
el	el	DA0MS0	el
mayor	mayor	NCMS000	mayor
para	para	SPS00	para
mi	mí	PP1CSO00	mí
	,	Fc	,
qe	que	CS	que
fue	fue	VSIS3S0	ser
el	el	DA0MS0	el
fallesimto	fallecimiento	NCMS000	fallecimiento
de	de	SPS00	de
mi	mi	DP1CSS	mi
Me	madre	NCFS000	madre
el	el	DA0MS0	el
20	20	Z	20
de	de	SPS00	de
Mayo	mayo	NCMS000	mayo
del	del	SPS00+DA0MS0	de+el
año	año	NCMS000	año
pasado	pasado	VMP00SM	pasar
de	de	SPS00	de
71	71	Z	71
	.	Fp	.
Ya	Ya	RG	ya
Vsa	VSa	NP00000	VSa
comprehendera	comprenderá	VMIF3S0	comprender
quan	cuán	RG	cuán
indigente	indigente	RG	indigente
estare	estaré	VMIF1S0	estar
,	,	Fc	,
pues	pues	CS	pues
me	me	PP1CS000	me
hallo	hallo	VMIP1S0	hallar
sin	sin	SPS00	sin
Marido	marido	NCMS000	marido
,	,	Fc	,
