Veraz	Veracruz	NP00000	veracruz
	,	Fc	,
8	8	Z	8
de	de	SPS00	de
Dicre	diciembre	NCMS000	diciembre
de	de	SPS00	de
1790	1790	Z	1790
Padre	Padre	NP00000	padre
y	y	CC	y
muy	muy	RQ	muy
Sor	señor	NP00000	señor
mio	mío	DP1MSS	mío
,	.	Fp	.
Celevrare	Celebraré	VMIF1S0	celebrar
qe	que	CS	que
al	al	SPS00+DA0MS0	a+el
reci-vo	recibo	NCMS000	recibo
de	de	SPS00	de
esta	ésta	PD0FS000	este
se	se	P00CN000	se
halle	halle	VMSP0S0	hallar
Vm	VM	NP00000	VM
Con	con	SPS00	con
perfecta	perfecta	AQ0FS0	perfecto
salud	salud	NCFS000	salud
,	,	Fc	,
la	la	DA0FS0	el
qe	que	PR0CN000	que
me	me	PP1CS000	me
àsiste	asiste	VMIP3S0	asistir
	,	Fc	,
a	a	SPS00	a
Dios	Dios	NP00000	dios
gracias	gracias	NCFP000	gracia
	.	Fp	.
Remito	Remito	VMIP1S0	remitir
à	a	SPS00	a
vm	VM	NP00000	VM
el	el	DA0MS0	el
àdjunto	adjunto	AQ0MSP	adjunto
Poder	poder	NCMS000	poder
qe	que	PR0CN000	que
le	le	PP3CSD00	le
da	da	VMIP3S0	dar
dn	don	NP00000	don
Juan	Juan	NP00000	juan
Canales	Canales	NP00000	canales
para	para	SPS00	para
qe	que	CS	que
se	se	P00CN000	se
entregue	entregue	VMSP0S0	entregar
de	de	SPS00	de
su	su	DP3CS0	su
hacienda	hacienda	NCFS000	hacienda
,	.	Fp	.
y	E	CC	y
Ymediatamte	inmediatamente	RG	inmediatamente
qe	que	CS	que
vm	VM	NP00000	VM
lo	lo	PP3CNA00	lo
reciva	reciba	VMSP0S0	recibir
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
notificara	notificará	VMIF3S0	notificar
vm	VM	NP00000	VM
a	a	SPS00	a
su	su	DP3CS0	su
tio	tío	NCMS000	tío
dn	don	NP00000	don
Diego	Diego	NP00000	diego
Barguin	Barguín	NP00000	barguín
para	para	SPS00	para
qe	que	CS	que
este	éste	PD0MS000	este
le	le	PP3CSA00	le
entregue	entregue	VMSP0S0	entregar
à	a	SPS00	a
vm	VM	NP00000	VM
àquello	aquello	PD0NN000	aquello
qe	que	CS	que
boluntariamte	voluntariamente	RG	voluntariamente
fuere	fuere	VSSF0S0	ser
de	de	SPS00	de
su	su	DP3CS0	su
sovrino	sobrino	NCMS000	sobrino
	,	Fc	,
segun	según	SPS00	según
expresa	expresa	VMIP3S0	expresar
dho	dicho	VMP00SM	decir
Poder	poder	NCMS000	poder
,	,	Fc	,
executandolo	ejecutándolo	VMG0000+PP3MSA00	ejecutar+lo
todo	todo	PI0MS000	todo
sin	sin	SPS00	sin
la	la	DA0FS0	el
menor	menor	AQ0CS0	menor
Controversia	controversia	NCFS000	controversia
,	,	Fc	,
a	a	SPS00	a
fin	fin	NCMS000	fin
de	de	SPS00	de
qe	que	CS	que
ninguna	ninguna	DI0FS0	ninguno
Justicia	justicia	NCFS000	justicia
tenga	tenga	VMSP0S0	tener
qe	que	CS	que
yntervenir	intervenir	VMN0000	intervenir
en	en	SPS00	en
nada	nada	PI0NN00N	nada
	,	Fc	,
pues	pues	CS	pues
de	de	SPS00	de
lo	lo	DA0NS0	el
Contrario	contrario	AQ0MS0	contrario
sera	será	VSIF3S0	ser
darnos	darnos	VMN0000+PP1CP000	dar+nos
a	a	SPS00	a
los	los	DA0MP0	el
dos	dos	Z	2
qe	que	PR0CN000	que
sentir	sentir	VMN0000	sentir
,	,	Fc	,
pues	pues	CS	pues
Cuesta	cuesta	VMIP3S0	costar
muchos	muchos	DI0MP0	mucho
malos	malos	AQ0MP0	malo
Ratos	ratos	NCMP000	rato
,	.	Fp	.
y	Y	CC	y
qe	que	CS	que
el	el	DA0MS0	el
dho	dicho	NCMS000	dicho
su	su	DP3CS0	su
tio	tío	NCMS000	tío
Nombre	nombre	NCMS000	nombre
un	un	DI0MS0	uno
sugeto	sujeto	NCMS000	sujeto
de	de	SPS00	de
su	su	DP3CS0	su
satisfaccion	satisfacción	NCFS000	satisfacción
,	,	Fc	,
por	por	SPS00	por
si	si	CS	si
acaso	acaso	RG	acaso
a	a	SPS00	a
Vm	VM	NP00000	VM
u	o	CC	o
à	a	SPS00	a
él	él	PP3MS000	él
les	les	PP3CPD00	le
Corta	corta	AQ0FS0	corto
Dios	Dios	NP00000	dios
los	los	DA0MP0	el
Dias	días	NCMP000	día
	,	Fc	,
para	para	SPS00	para
qe	que	CS	que
este	éste	PD0MS000	este
haga	haga	VMSP0S0	hacer
sus	sus	DP3CP0	su
Veces	veces	NCFP000	vez
y	y	CC	y
quede	quede	VMSP0S0	quedar
Ocupando	ocupando	VMG0000	ocupar
el	el	DA0MS0	el
lugar	lugar	NCMS000	lugar
de	de	SPS00	de
los	los	DA0MP0	el
dos	dos	Z	2
,	.	Fp	.
luego	Luego	RG	luego
qe	que	CS	que
haya	haya	VASP0S0	haber
recivido	recibido	VMP0000	recibir
vm	VM	NP00000	VM
	,	Fc	,
Nos	nos	PP1CP000	nos
avisaran	avisarán	VMIF3P0	avisar
à	a	SPS00	a
nosotros	nosotros	PP1MP000	nosotros
,	,	Fc	,
qe	que	CS	que
Vengan	vengan	VMSP3P0	venir
los	los	DA0MP0	el
dos	dos	Z	2
acordes	acordes	AQ0CP0	acorde
en	en	SPS00	en
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
diga	diga	VMSP0S0	decir
uno	uno	Z	1
y	y	CC	y
Òtro	otro	PI0MS000	otro
	,	Fc	,
tanto	tanto	CC	tanto
en	en	SPS00	en
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
le	le	PP3CSD00	le
Aiga	haya	VASP0S0	haber
entregado	entregado	VMP0000	entregar
Como	como	CC	como
en	en	SPS00	en
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
vm	VM	NP00000	VM
haya	haya	VASP0S0	haber
recivido	recibido	VMP0000	recibir
	,	Fc	,
avisandonos	avisándonos	VMG0000+PP1CP000	avisar+nos
de	de	SPS00	de
todo	todo	DI0MS0	todo
su	su	DP3CS0	su
Valor	valor	NCMS000	valor
,	;	Fx	;
y	y	CC	y
Juntamte	juntamente	RG	juntamente
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
haya	haya	VASP0S0	haber
producido	producido	VMP0000	producir
desde	desde	SPS00	desde
el	el	DA0MS0	el
tiempo	tiempo	NCMS000	tiempo
qe	que	PR0CN000	que
hace	hace	VMIP3S0	hacer
qe	que	CS	que
Administradr	administrador	NCMS000	administrador
para	para	SPS00	para
qe	que	CS	que
se	se	P00CN000	se
redima	redima	VMSP0S0	redimir
Algun	algún	DI0MS0	alguno
Censo	censo	NCMS000	censo
,	,	Fc	,
si	si	CS	si
en	en	SPS00	en
el	el	DA0MS0	el
dia	día	NCMS000	día
tiene	tiene	VMIP3S0	tener
hasta	hasta	SPS00	hasta
donde	donde	PA000000	donde
Alcanzase	alcanzase	VMSI0S0	alcanzar
,	.	Fp	.
y	Y	CC	y
si	si	CS	si
àcaso	acaso	RG	acaso
no	no	RN	no
llega	llega	VMIP3S0	llegar
para	para	SPS00	para
Cuvrir	cubrir	VMN0000	cubrir
dhos	dichos	VMP00PM	decir
Censos	censos	NCMP000	censo
	,	Fc	,
nos	nos	PP1CP000	nos
avisaran	avisarán	VMIF3P0	avisar
de	de	SPS00	de
todo	todo	PI0MS000	todo
por	por	SPS00	por
menor	menor	AQ0CS0	menor
,	,	Fc	,
esto	esto	PD0NN000	esto
es	es	VSIP3S0	ser
,	,	Fc	,
à	a	SPS00	a
lo	lo	DA0NS0	el
qe	que	PR0CN000	que
Ascienda	ascienda	VMSP0S0	ascender
todo	todo	DI0MS0	todo
su	su	DP3CS0	su
Valor	valor	NCMS000	valor
de	de	SPS00	de
la	la	DA0FS0	el
hacienda	hacienda	NCFS000	hacienda
	.	Fp	.
y	Y	CC	y
qe	que	CS	que
esta	esta	DD0FS0	este
entrega	entrega	NCFS000	entrega
Venga	venga	VMSP0S0	venir
firmada	firmada	VMP00SF	firmar
de	de	SPS00	de
los	los	DA0MP0	el
dos	dos	Z	2
Juntamte	juntamente	RG	juntamente
	,	Fc	,
una	una	Z	1
para	para	SPS00	para
Cada	cada	DI0CN0	cada
uno	uno	PI0MS000	uno
de	de	SPS00	de
noso-tros	nosotros	PP1MP000	nosotros
,	,	Fc	,
quedandose	quedándose	VMG0000+P00CN000	quedar+se
Vms	VMs	NP00000	VM
Con	con	SPS00	con
su	su	DP3CS0	su
Ôriginal	original	NCMS000	original
	.	Fp	.
Me	Me	PP1CS000	me
avisara	avisará	VMIF3S0	avisar
Vm	VM	NP00000	VM
si	si	CS	si
ha	ha	VAIP3S0	haber
recibido	recibido	VMP0000	recibir
la	la	DA0FS0	el
livranza	libranza	NCFS000	libranza
qe	que	PR0CN000	que
remiti	remití	VMIS1S0	remitir
a	a	SPS00	a
favor	favor	NCMS000	favor
de	de	SPS00	de
vm	VM	NP00000	VM
Con	con	SPS00	con
fha	fecha	NCFS000	fecha
primo	primero	RG	primero
de	de	SPS00	de
Julio	julio	NCMS000	julio
para	para	SPS00	para
el	el	DA0MS0	el
Sor	señor	NP00000	señor
dn	don	NP00000	don
Domingo	Domingo	NP00000	domingo
de	de	SPS00	de
Aguirre	Aguirre	NP00000	aguirre
;	.	Fp	.
no	No	RN	no
sean	sean	VSSP3P0	ser
tan	tan	RC	tan
perezosos	perezosos	NCMP000	perezoso
en	en	SPS00	en
escrivirme	escribirme	VMN0000+PP1CS000	escribir+me
	,	Fc	,
pues	pues	CS	pues
no	no	RN	no
les	les	PP3CPD00	le
Cuesta	cuesta	VMIP3S0	costar
nada	nada	PI0NN00N	nada
,	;	Fx	;
ya	ya	RG	ya
hace	hace	VMIP3S0	hacer
un	un	DI0MS0	uno
año	año	NCMS000	año
qe	que	CS	que
no	no	RN	no
tengo	tengo	VMIP1S0	tener
una	una	DI0FS0	uno
Carta	carta	NCFS000	carta
.	.	Fp	.
Memorias	Memorias	NCFP000	memoria
à	a	SPS00	a
todos	todos	PI0MP000	todo
	.	Fp	.
Dios	Dios	NP00000	dios
gue	guarde	VMSP0S0	guardar
à	a	SPS00	a
vm	VM	NP00000	VM
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
	.	Fp	.
su	Su	DP3CS0	su
hijo	hijo	NCMS000	hijo
qe	que	PR0CN000	que
de	de	SPS00	de
Corazon	corazón	NCMS000	corazón
los	los	PP3MPA00	lo
estima	estima	VMIP3S0	estimar
y	y	CC	y
su	su	DP3CS0	su
Vista	vista	NCFS000	vista
disea	desea	VMIP3S0	desear
	.	Fp	.
Josè	José	NP00000	josé
Fernandez	Fernández	NP00000	fernández
Sor	Señor	NP00000	señor
dn	don	NP00000	don
Juan	Juan	NP00000	juan
Fernandez	Fernández	NP00000	fernández
	.	Fp	.
