Muy	Muy	RQ	muy
sr	señor	NP00000	señor
mio	mío	DP1MSS	mío
:	.	Fp	.
la	La	DA0FS0	el
muger	mujer	NCFS000	mujer
de	de	SPS00	de
Juan	Juan	NP00000	juan
Padro	Padró	NP00000	padró
	,	Fc	,
llamada	llamada	NCFS000	llamada
Ines	Inés	NP00000	inés
,	,	Fc	,
hija	hija	NP00000	hijo
exposita	expósita	NCFS000	expósito
del	del	SPS00+DA0MS0	de+el
Sto	Santo	NP00000	santo
Hospital	Hospital	NP00000	hospital
	,	Fc	,
se	se	P00CN000	se
crio	crió	VMIS3S0	criar
en	en	SPS00	en
casa	casa	NCFS000	casa
de	de	SPS00	de
Baudilio	Baudilio	NP00000	baudilio
Olle	Ollé	NP00000	ollé
	,	Fc	,
vecino	vecino	NCMS000	vecino
de	de	SPS00	de
Viladecans	Viladecans	NP00000	viladecans
;	.	Fp	.
me	Me	PP1CS000	me
ha	ha	VAIP3S0	haber
dho	dicho	VMP0000	decir
tenia	tenía	VMII0S0	tener
entendido	entendido	VMP00SM	entender
ser	ser	VSN0000	ser
su	su	DP3CS0	su
Padre	padre	NCMS000	padre
un	un	DI0MS0	uno
tal	tal	RC	tal
Juan	Juan	NP00000	juan
(	(	Fba	(
tambien	también	RG	también
exposito	expósito	NCMS000	expósito
de	de	SPS00	de
dha	dicha	VMP00SF	decir
casa	casa	NCFS000	casa
)	)	Fbt	)
viviente	viviente	SPS00	viviente
habitante	habitante	NCMS000	habitante
en	en	SPS00	en
mi	mi	DP1CSS	mi
su	su	DP3CS0	su
fa	feligresía	NCFS000	feligresía
de	de	SPS00	de
Palleja	Palleja	NP00000	palleja
(	(	Fba	(
si	si	CS	si
conviene	conviene	VMIP3S0	convenir
practicare	practicaré	VMIF1S0	practicar
las	las	DA0FP0	el
diligencias	diligencias	NCFP000	diligencia
para	para	SPS00	para
saber	saber	VMN0000	saber
quien	quién	PT0CS000	quién
es	es	VSIP3S0	ser
)	)	Fbt	)
y	y	CC	y
su	su	DP3CS0	su
madre	madre	NCFS000	madre
una	una	DI0FS0	uno
tal	tal	RC	tal
Eulalia	Eulalia	NP00000	eulalia
Puiguentos	Puiguentos	NP00000	puiguentos
,	,	Fc	,
que	que	CS	que
despues	después	RG	después
caso	casó	VMIS3S0	casar
con	con	SPS00	con
Bartholome	Bartolomé	NP00000	bartolomé
Monner	Monner	NP00000	monner
	,	Fc	,
labrador	labrador	NCMS000	labrador
,	,	Fc	,
todos	todos	PI0MP000	todo
de	de	SPS00	de
dha	dicha	VMP00SF	decir
sufrag	sufragánea	NCFS000	sufragáneo
,	;	Fx	;
esta	ésta	PD0FS000	este
es	es	VSIP3S0	ser
difa	difunta	NCFS000	difunto
.	.	Fp	.
es	Es	VSIP3S0	ser
lo	lo	DA0NS0	el
que	que	PR0CN000	que
he	he	VAIP1S0	haber
aberiguado	averiguado	VMP0000	averiguar
para	para	SPS00	para
satisfacer	satisfacer	VMN0000	satisfacer
a	a	SPS00	a
la	la	DA0FS0	el
de	de	SPS00	de
vmd	VM	NP00000	VM
	,	Fc	,
quedando	quedando	VMG0000	quedar
para	para	SPS00	para
servirle	servirle	VMN0000+PP3CSA00	servir+le
en	en	SPS00	en
esta	ésta	PD0FS000	este
de	de	SPS00	de
St	Sant	NP00000	sant
Vicente	Vicente	NP00000	vicente
dels	dels	NP00000	del
Horts	Horts	NP00000	horts
	,	Fc	,
rogando	rogando	VMG0000	rogar
a	a	SPS00	a
Dios	Dios	NP00000	dios
ge	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmd	VM	NP00000	VM
y	y	CC	y
conserve	conserve	VMSP0S0	conservar
los	los	DA0MP0	el
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
le	le	PP3CSD00	le
supo	suplico	VMIP1S0	suplicar
a	a	SPS00	a
lo	lo	DA0NS0	el
12	12	Z	12
de	de	SPS00	de
marzo	marzo	NCMS000	marzo
de	de	SPS00	de
1786	1786	Z	1786
.	.	Fp	.
B	Besa	VMIP3S0	besar
L	la	DA0FS0	el
M	mano	NCFS000	mano
de	de	SPS00	de
VMd	VM	NP00000	VM
su	su	DP3CS0	su
sego	seguro	AQ0MS0	seguro
sdor	servidor	NCMS000	servidor
y	y	CC	y
capn	capellán	NCMS000	capellán
	,	Fc	,
Dn	don	NP00000	don
Jph	José	NP00000	josé
Costa	Costa	NCFS000	costa
	,	Fc	,
Pbro	presbítero	NCMS000	presbítero
Ror	rector	NCMS000	rector
Sr	Señor	NP00000	señor
Dr	doctor	NP00000	doctor
Dn	don	NP00000	don
Agustin	Agustín	NP00000	agustín
de	de	SPS00	de
Almarza	Almarza	NP00000	almarza
	.	Fp	.
