Mui	Muy	RQ	muy
Sr	señor	NP00000	señor
mio	mío	DP1MSS	mío
y	y	CC	y
mi	mi	DP1CSS	mi
amigo	amigo	NP00000	amigo
	.	Fp	.
nuestra	Nuestra	DP1FSP	nuestro
emferma	enferma	NCFS000	enfermo
se	se	P00CN000	se
mantiene	mantiene	VMIP3S0	mantener
del	del	SPS00+DA0MS0	de+el
mismo	mismo	AQ0MS0	mismo
tenor	tenor	NCMS000	tenor
,	,	Fc	,
sin	sin	SPS00	sin
haber	haber	VAN0000	haber
enContrado	encontrado	VMP0000	encontrar
alibio	alivio	NCMS000	alivio
alguno	alguno	DI0MS0	alguno
Con	con	SPS00	con
los	los	DA0MP0	el
auxilios	auxilios	NCMP000	auxilio
tan	tan	RC	tan
eficazes	eficaces	AQ0CP0	eficaz
que	que	CS	que
Vmd	VM	NP00000	VM
a	ha	VAIP3S0	haber
dispuesto	dispuesto	VMP0000	disponer
en	en	SPS00	en
su	su	DP3CS0	su
Carta	carta	NCFS000	carta
	.	Fp	.
Cuando	Cuando	PA000000	cuando
escrivi	escribí	VMIS1S0	escribir
a	a	SPS00	a
Vmd	VM	NP00000	VM
la	la	DA0FS0	el
Consulta	consulta	NCFS000	consulta
antecedente	antecedente	AQ0CS0	antecedente
a	a	SPS00	a
esta	ésta	PD0FS000	este
,	,	Fc	,
se	se	P00CN000	se
me	me	PP1CS000	me
perturvo	perturbó	VMIS3S0	perturbar
la	la	DA0FS0	el
idea	idea	NCFS000	idea
que	que	PR0CN000	que
tenia	tenía	VMII0S0	tener
formada	formada	VMP00SF	formar
de	de	SPS00	de
preparar	preparar	VMN0000	preparar
el	el	DA0MS0	el
Umor	humor	NCMS000	humor
flematico	flemático	AQ0MS0	flemático
Viscoso	viscoso	AQ0MS0	viscoso
para	para	SPS00	para
despues	después	RG	después
Volber	volver	VMN0000	volver
a	a	SPS00	a
purgar	purgar	VMN0000	purgar
per	per	VMN0000	purgar
epicrasim	epicrasim	VMN0000	purgar
otras	otras	DI0FP0	otro
Veçes	veces	NCFP000	vez
	,	Fc	,
enseñado	enseñado	VMP00SM	enseñar
de	de	SPS00	de
Lazaro	Lázaro	NP00000	lázaro
Riberio	Riberio	NP00000	riberio
,	,	Fc	,
Cipriano	Cipriano	NP00000	cipriano
de	de	SPS00	de
Maroxa	Maroja	NP00000	maroja
y	y	CC	y
Nuestro	nuestro	DP1MSP	nuestro
Julian	Julián	NP00000	julián
Rodrigez	Rodríguez	NP00000	rodríguez
y	y	CC	y
otros	otros	DI0MP0	otro
muchos	muchos	PI0MP000	mucho
que	que	PR0CN000	que
no	no	RN	no
se	se	P00CN000	se
Contentan	contentan	VMIP3P0	contentar
Con	con	SPS00	con
una	una	DI0FS0	uno
purga	purga	NCFS000	purga
y	y	CC	y
dan	dan	VMIP3P0	dar
la	la	DA0FS0	el
Razon	razón	NCFS000	razón
diciendo	diciendo	VMG0000	decir
que	que	CS	que
el	el	DA0MS0	el
Umor	humor	NCMS000	humor
pecante	pecante	AQ0CS0	pecante
es	es	VSIP3S0	ser
tenaz	tenaz	AQ0CS0	tenaz
y	y	CC	y
pegaxoso	pegajoso	AQ0MS0	pegajoso
,	,	Fc	,
y	y	CC	y
no	no	RN	no
obedeze	obedece	VMIP3S0	obedecer
a	a	SPS00	a
una	una	DI0FS0	uno
Purga	purga	NCFS000	purga
	(	Fba	(
necesita	necesita	VMIP3S0	necesitar
	,	Fc	,
pues	pues	CS	pues
	,	Fc	,
de	de	SPS00	de
la	la	DA0FS0	el
epicratica	epicrática	AQ0FS0	epicrático
purgacion	purgación	NCFS000	purgación
	)	Fbt	)
;	.	Fp	.
Digo	Digo	VMIP1S0	decir
se	se	P00CN000	se
me	me	PP1CS000	me
perturvo	perturbó	VMIS3S0	perturbar
la	la	DA0FS0	el
ydea	idea	NCFS000	idea
,	,	Fc	,
aunque	aunque	CS	aunque
no	no	RN	no
en	en	SPS00	en
el	el	DA0MS0	el
todo	todo	PI0MS000	todo
;	,	Fc	,
pues	pues	CS	pues
Vmd	VM	NP00000	VM
escrivio	escribió	VMIS3S0	escribir
y	y	CC	y
Rezeto	recetó	VMIS3S0	recetar
el	el	DA0MS0	el
dulcificante	dulcificante	NCMS000	dulcificante
y	y	CC	y
dixo	dijo	VMIS3S0	decir
que	que	CS	que
	,	Fc	,
si	si	CS	si
despues	después	RG	después
de	de	SPS00	de
su	su	DP3CS0	su
uso	uso	NCMS000	uso
el	el	DA0MS0	el
Bientre	vientre	NCMS000	vientre
inferior	inferior	AQ0CS0	inferior
no	no	RN	no
Correspondia	correspondía	VMII0S0	corresponder
	,	Fc	,
se	se	P00CN000	se
purgase	purgase	VMSI0S0	purgar
e	etc	NCMS000	etcétera
;	.	Fp	.
y	Y	CC	y
Como	como	CS	como
la	la	DA0FS0	el
Sr	señora	NP00000	señor
Maria	María	NP00000	maría
Almagro	Almagro	NP00000	almagro
deponia	deponía	VMII0S0	deponer
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
dias	días	NCMP000	día
per	per	NCMP000	día
se	se	NCMP000	día
sesum	sesum	NCMP000	día
,	,	Fc	,
los	los	DA0MP0	el
interesados	interesados	VMP00PM	interesar
dixeron	dijeron	VMIS3P0	decir
que	que	CS	que
no	no	RN	no
era	era	VSII0S0	ser
menester	menester	NCMS000	menester
purga	purga	NCFS000	purga
;	.	Fp	.
Vmd	VM	NP00000	VM
abisara	avisará	VMIF3S0	avisar
si	si	CSI	si
se	se	P00CN000	se
debe	debe	VMIP3S0	deber
purgar	purgar	VMN0000	purgar
u	o	CC	o
no	no	RN	no
Con	con	SPS00	con
esta	esta	DD0FS0	este
circunstancia	circunstancia	NCFS000	circunstancia
	.	Fp	.
el	El	DA0MS0	el
Vapor	vapor	NCMS000	vapor
del	del	SPS00+DA0MS0	de+el
Vaño	baño	NCMS000	baño
se	se	P00CN000	se
a	ha	VAIP3S0	haber
usado	usado	VMP0000	usar
dos	dos	Z	2
Vezes	veces	NCFP000	vez
;	.	Fp	.
espero	Espero	VMIP1S0	esperar
el	el	DA0MS0	el
parezer	parecer	NCMS000	parecer
de	de	SPS00	de
Vmd	VM	NP00000	VM
si	si	CSI	si
se	se	P00CN000	se
prosegira	proseguirá	VMIF3S0	proseguir
el	el	DA0MS0	el
Vapor	vapor	NCMS000	vapor
u	o	CC	o
el	el	DA0MS0	el
Vaño	baño	NCMS000	baño
,	,	Fc	,
o	o	CC	o
si	si	CS	si
se	se	P00CN000	se
a	ha	VMIP3S0	haber
de	de	SPS00	de
purgar	purgar	VMN0000	purgar
.	.	Fp	.
Lo	Lo	DA0NS0	el
cierto	cierto	AQ0MS0	cierto
es	es	VSIP3S0	ser
que	que	CS	que
los	los	DA0MP0	el
Autores	autores	NCMP000	autor
que	que	PR0CN000	que
purgan	purgan	VMIP3P0	purgar
lo	lo	PP3CNA00	lo
executan	ejecutan	VMIP3P0	ejecutar
con	con	SPS00	con
pildoras	píldoras	NCFP000	píldora
y	y	CC	y
las	las	DA0FP0	el
que	que	PR0CN000	que
a	a	SPS00	a
mi	mí	PP1CSO00	mí
me	me	PP1CS000	me
parezen	parecen	VMIP3P0	parecer
mas	más	RC	más
del	del	SPS00+DA0MS0	de+el
intento	intento	NCMS000	intento
son	son	VSIP3P0	ser
las	las	DA0FP0	el
