Jhs	JHS	NP00000	jhs
Illmo	Ilustrísimo	AQSMS0	ilustre
Sor	señor	NP00000	señor
	.	Fp	.
Con	Con	SPS00	con
ocasion	ocasión	NCFS000	ocasión
de	de	SPS00	de
haverme	haberme	VAN0000+PP1CS000	haber+me
enviado	enviado	VMP0000	enviar
el	el	DA0MS0	el
P	padre	NCMS000	padre
Prior	prior	NCMS000	prior
una	una	DI0FS0	uno
carta	carta	NCFS000	carta
de	de	SPS00	de
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
desde	desde	SPS00	desde
el	el	DA0MS0	el
camino	camino	NCMS000	camino
de	de	SPS00	de
Buen	Buen	AQ0MS0	bueno
S	Señor	NP00000	señor
	,	Fc	,
Ayer	ayer	RG	ayer
tube	tuve	VMIS1S0	tener
la	la	DA0FS0	el
gustosa	gustosa	AQ0FS0	gustoso
noticia	noticia	NCFS000	noticia
de	de	SPS00	de
la	la	DA0FS0	el
merced	merced	NCFS000	merced
que	que	CS	que
S	Su	DP3CS0	su
M	Majestad	NP00000	majestad
del	del	SPS00+DA0MS0	de+el
Rey	Rey	NP00000	rey
N	Nuestro	DP1MSP	nuestro
S	Señor	NP00000	señor
(	(	Fba	(
que	que	CS	que
Dios	Dios	NP00000	dios
gde	guarde	VMSP0S0	guardar
)	)	Fbt	)
	,	Fc	,
tan	tan	RC	tan
debida	debida	VMP00SF	deber
a	a	SPS00	a
los	los	DA0MP0	el
meritos	méritos	NCMP000	mérito
de	de	SPS00	de
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
	,	Fc	,
havia	había	VAII0S0	haber
hecho	hecho	VMP0000	hacer
a	a	SPS00	a
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
del	del	SPS00+DA0MS0	de+el
Obpdo	obispado	NCMS000	obispado
de	de	SPS00	de
esta	esta	DD0FS0	este
ciud	ciudad	NCFS000	ciudad
de	de	SPS00	de
Cordova	Córdoba	NP00000	córdoba
,	,	Fc	,
de	de	SPS00	de
q	que	CS	que
doy	doy	VMIP1S0	dar
a	a	SPS00	a
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
la	la	DA0FS0	el
enhorabuena	enhorabuena	NCFS000	enhorabuena
:	.	Fp	.
y	Y	CC	y
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
de	de	SPS00	de
este	este	DD0MS0	este
colegio	colegio	NCMS000	colegio
hemos	hemos	VAIP1P0	haber
cele-brado	celebrado	VMP0000	celebrar
con	con	SPS00	con
aplauso	aplauso	NCMS000	aplauso
por	por	SPS00	por
lo	lo	DA0NS0	el
mucho	mucho	RQ	mucho
que	que	CS	que
assi	así	RG	así
este	este	DD0MS0	este
colegio	colegio	NCMS000	colegio
como	como	CS	como
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
demas	demás	DI0CP0	demás
interezamos	interesamos	VMIP1P0	interesar
con	con	SPS00	con
tan	tan	RC	tan
feliz	feliz	AQ0CS0	feliz
nueva	nueva	NCFS000	nueva
,	.	Fp	.
y	Y	CC	y
yo	yo	PP1CSN00	yo
de	de	SPS00	de
mi	mi	DP1CSS	mi
parte	parte	NCFS000	parte
,	,	Fc	,
como	como	CS	como
superior	superior	NCMS000	superior
de	de	SPS00	de
esta	esta	DD0FS0	este
casa	casa	NCFS000	casa
,	,	Fc	,
pongo	pongo	VMIP1S0	poner
assi	así	RG	así
mi	mi	DP1CSS	mi
persona	persona	NCFS000	persona
como	como	CS	como
la	la	DA0FS0	el
de	de	SPS00	de
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
sugetos	sujetos	NCMP000	sujeto
q	que	CS	que
la	la	PP3FSA00	lo
habitan	habitan	VMIP3P0	habitar
a	a	SPS00	a
los	los	DA0MP0	el
pies	pies	NCMP000	pie
de	de	SPS00	de
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
para	para	SPS00	para
que	que	CS	que
como	como	CS	como
a	a	SPS00	a
sus	sus	DP3CP0	su
menores	menores	AQ0CP0	menor
siervos	siervos	NCMP000	siervo
nos	nos	PP1CP000	nos
ocupe	ocupe	VMSP0S0	ocupar
en	en	SPS00	en
lo	lo	DA0NS0	el
q	que	PR0CN000	que
fuere	fuere	VSSF0S0	ser
de	de	SPS00	de
mayor	mayor	AQ0CS0	mayor
agrado	agrado	NCMS000	agrado
de	de	SPS00	de
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
	.	Fp	.
y	Y	CC	y
quedamos	quedamos	VMIP1P0	quedar
rogando	rogando	VMG0000	rogar
a	a	SPS00	a
N	Nuestro	DP1MSP	nuestro
Sor	Señor	NP00000	señor
de	dé	VMSP0S0	dar
a	a	SPS00	a
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
muchos	muchos	DI0MP0	mucho
años	años	NCMP000	año
de	de	SPS00	de
vida	vida	NCFS000	vida
y	y	CC	y
salud	salud	NCFS000	salud
y	y	CC	y
que	que	CS	que
	,	Fc	,
assimismo	asimismo	RG	asimismo
	,	Fc	,
le	le	PP3CSD00	le
traiga	traiga	VMSP0S0	traer
a	a	SPS00	a
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
quanto	cuanto	PA000000	cuanto
antes	antes	RG	antes
por	por	SPS00	por
acà	acá	RG	acá
para	para	SPS00	para
nuestro	nuestro	DP1MSP	nuestro
mayor	mayor	AQ0CS0	mayor
consuelo	consuelo	NCMS000	consuelo
.	.	Fp	.
Luego	Luego	RG	luego
q	que	CS	que
recebi	recibí	VMIS1S0	recibir
la	la	DA0FS0	el
carta	carta	NCFS000	carta
del	del	SPS00+DA0MS0	de+el
P	padre	NCMS000	padre
Provl	provincial	NCMS000	provincial
y	y	CC	y
juntamente	juntamente	RG	juntamente
la	la	DA0FS0	el
de	de	SPS00	de
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
pa	para	SPS00	para
dho	dicho	VMP00SM	decir
P	padre	NCMS000	padre
Pr	provincial	NCMS000	provincial
y	y	CC	y
ausente	ausente	AQ0CS0	ausente
para	para	SPS00	para
mi	mí	PP1CSO00	mí
,	,	Fc	,
juntamte	juntamente	RG	juntamente
con	con	SPS00	con
las	las	DA0FP0	el
adjuntas	adjuntas	AQ0FPP	adjunto
el	el	DA0MS0	el
Illmo	ilustrísimo	AQSMS0	ilustre
Sr	señor	NP00000	señor
Dr	doctor	NP00000	doctor
Dn	don	NP00000	don
Juan	Juan	NP00000	juan
de	de	SPS00	de
Sarricolea	Sarricolea	NP00000	sarricolea
,	,	Fc	,
Ylte	ilustre	AQ0CS0	ilustre
Dean	deán	NCMS000	deán
y	y	CC	y
Cavildo	cabildo	NCMS000	cabildo
Dn	don	NP00000	don
Manuel	Manuel	NP00000	manuel
Canelo	Canelo	NP00000	canelo
y	y	CC	y
para	para	SPS00	para
el	el	DA0MS0	el
sobrino	sobrino	NCMS000	sobrino
de	de	SPS00	de
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
	,	Fc	,
passè	pasé	VMIS1S0	pasar
a	a	SPS00	a
verme	verme	VMN0000+PP1CS000	ver+me
con	con	SPS00	con
su	su	DP3CS0	su
sria	señoría	NP00000	señoría
llevandole	llevándole	VMG0000+PP3CSD00	llevar+le
en	en	SPS00	en
persona	persona	NCFS000	persona
la	la	DA0FS0	el
de	de	SPS00	de
VS	VSa	NP00000	VSa
Illma	ilustrísima	AQSFS0	ilustre
	,	Fc	,
que	que	CS	que
entreguè	entregué	VMIS1S0	entregar
en	en	SPS00	en
