1542	1542	Z	1542
	,	Fc	,
ẽ	em	SPS00	em
ẽves	Anvers	NP00000	anvers
	,	Fc	,
a	a	SPS00	a
26	26	Z	26
de	de	SPS00	de
mayo	maio	NCMS000	maio
	.	Fp	.
Sor	Senhor	NP00000	senhor
Irmã	Irmão	NP00000	irmão
	.	Fp	.
P	Por	SPS00	por
tra	terra	NCFS000	terra
lhe	lhe	PP3CSD00	lhe
stpvy	escrevi	VMIS1S0	escrever
ẽ	em	SPS00	em
20	20	Z	20
deste	deste	SPS00+DD0MS0	de+este
	,	Fc	,
por	por	SPS00	por
õde	onde	PA000000	onde
lhe	lhe	PP3CSD00	lhe
dey	dei	VMIS1S0	dar
comta	conta	NCFS000	conta
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
pasava	passava	VMII0S0	passar
	,	Fc	,
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
mãdey	mandei	VMIS1S0	mandar
as	as	DA0FP0	o
stpturas	escrituras	NCFP000	escritura
	,	Fc	,
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
estou	estou	VMIP1S0	estar
por	por	SPS00	por
respomdemte	respondente	RG	respondente
	,	Fc	,
por	por	SPS00	por
mel	Manuel	NP00000	manuel
serã	Serrão	NP00000	serrão
	,	Fc	,
afora	afora	SPS00	afora
600	600	Z	600
l	libras	NCFP000	libra
	,	Fc	,
q	que	CS	que
depois	depois	RG	depois
sostpvy	subscrevi	VMIS1S0	subscrever
adryã	Adrião	NP00000	adrião
caxo	Cacheiro	NP00000	cacheiro
	,	Fc	,
que	que	CS	que
foy	foi	VMIS3S0	ir
de	de	SPS00	de
mel	Manuel	NP00000	manuel
corea	Correia	NP00000	correia
pa	para	SPS00	para
fza	fazenda	NCFS000	fazenda
desto	destoutro	NCMS000	destoutro
	.	Fp	.
e	E	CC	e
me	me	PP1CS000	me
espãto	espanto	VMIP1S0	espantar
mto	muito	RQ	muito
de	de	SPS00	de
tome	Tomé	NP00000	tomé
serã	Serrão	NP00000	serrão
	,	Fc	,
como	como	CS	como
se	se	P00CN000	se
descuydou	descuidou	VMIS3S0	descuidar
tamto	tanto	RC	tanto
e	e	CC	e
deyxou	deixou	VMIS3S0	deixar
ãdar	andar	VMN0000	andar
seu	seu	DP3MS0	seu
filho	filho	NCMS000	filho
nestes	nestes	SPS00+DD0MP0	em+este
ẽtereses	interesses	NCMP000	interesse
	,	Fc	,
que	que	CS	que
cada	cada	DI0CN0	cada
fza	fazenda	NCFS000	fazenda
paga	paga	VMIP3S0	pagar
mais	mais	RC	mais
de	de	SPS00	de
150	150	Z	150
l	libras	NCFP000	libra
	,	Fc	,
e	e	CC	e
tenho	tenho	VMIP1S0	ter
pa	para	SPS00	para
mỹ	mim	PP1CSO00	mim
lhe	lhe	PP3CSD00	lhe
tẽ	têm	VAIP3S0	ter
custado	custado	VMP0000	custar
estes	estes	DD0MP0	este
ẽtreses	interesses	NCMP000	interesse
mais	mais	CC	mais
de	de	SPS00	de
2	2	Z	2
U	mil	Z	mil
l	libras	NCFP000	libra
	.	Fp	.
e	E	CC	e
vm	VM	NP00000	VM
começava	começava	VMII0S0	começar
agora	agora	RG	agora
comigo	comigo	SPS00+PP1CSO00	com+mim
ho	o	DA0MS0	o
mesmo	mesmo	AQ0MS0	mesmo
	.	Fp	.
porẽ	Porém	RG	porém
	,	Fc	,
ho	o	DA0MS0	o
tempo	tempo	NCMS000	tempo
vay	vai	VMIP3S0	ir
de	de	SPS00	de
sorte	sorte	NCFS000	sorte
que	que	CS	que
hũa	uma	DI0FS0	um
pataca	pataca	NCFS000	pataca
nã	não	RN	não
se	se	P00CN000	se
acha	acha	VMIP3S0	achar
e	e	CC	e
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
juro	juro	VMIP1S0	jurar
a	a	SPS00	a
noso	Nosso	NP00000	nosso
sor	Senhor	NP00000	senhor
	,	Fc	,
me	me	PP1CS000	me
vemde	vende	VMIP3S0	vender
vergas	vergas	SPS00	vergas
mo	meio	NCMS000	meio
bãqo	banco	NCMS000	banco
roto	roto	AQ0MS0	roto
	.	Fp	.
e	E	CC	e
	,	Fc	,
ẽ	em	SPS00	em
verdade	verdade	NCFS000	verdade
	,	Fc	,
nõ	não	RN	não
poso	posso	VMIP1S0	poder
ẽtemder	entender	VMN0000	entender
isto	isto	PD0NN000	isto
	,	Fc	,
vẽdo	vendo	VMG0000	ver
o	o	DA0MS0	o
que	que	PR0CN000	que
me	me	PP1CS000	me
deve	deve	VMIP3S0	dever
	.	Fp	.
e	E	CC	e
	,	Fc	,
como	como	CS	como
sã	são	VSIP3P0	ser
dinhos	dinheiros	NCMP000	dinheiro
tomados	tomados	VMP00PM	tomar
a	a	SPS00	a
ẽtereses	interesses	NCMP000	interesse
e	e	CC	e
se	se	CS	se
pagã	pagam	VMIP3P0	pagar
agora	agora	RG	agora
2	2	Z	2
tercos	terços	NCMP000	terço
ẽ	em	SPS00	em
ouro	ouro	NCMS000	ouro
valudo	valudo	NCMS000	valudo
	,	Fc	,
q	que	PR0CN000	que
custa	custa	VMIP3S0	custar
os	os	DA0MP0	o
olhos	olhos	NCMP000	olho
	,	Fc	,
e	e	CC	e
nõ	não	RN	não
faz	faz	VMIP3S0	fazer
mais	mais	RC	mais
conta	conta	NCFS000	conta
diso	disso	SPS00+PD0NN000	de+isso
q	que	CS	que
de	de	SPS00	de
hũ	um	DI0MS0	um
pao	pau	NCMS000	pau
	,	Fc	,
nẽ	nem	CC	nem
me	me	PP1CS000	me
stpve	escreve	VMIP3S0	escrever
nẽ	nem	CC	nem
fala	fala	VMIP3S0	falar
niso	nisso	SPS00+PD0NN000	em+isso
	,	Fc	,
como	como	CS	como
se	se	P00CN000	se
nẽ	nem	CC	nem
ca	cá	RG	cá
fora	fora	RG	fora
	.	Fp	.
he	É	VSIP3S0	ser
hũa	uma	DI0FS0	um
cousa	coisa	NCFS000	coisa
mto	muito	RQ	muito
honrada	honrada	AQ0FS0	honrado
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
digo	digo	VMIP1S0	dizer
	,	Fc	,
se	se	CS	se
me	me	PP1CS000	me
nã	não	RN	não
prove	provê	VMIP3S0	prover
	,	Fc	,
como	como	CS	como
lhe	lhe	PP3CSD00	lhe
tenho	tenho	VMIP1S0	ter
stpto	escrito	NCMS000	escrito
	,	Fc	,
pa	para	SPS00	para
esta	esta	DD0FS0	este
de	de	SPS00	de
junho	junho	NCMS000	junho
	,	Fc	,
nã	não	RN	não
dirã	dirão	VMIF3P0	dizer
q	que	CS	que
lho	lho	PP3CSD00+PP3MSA00	lhe+o
gastey	gastei	VMIS1S0	gastar
	,	Fc	,
nẽ	nem	CC	nem
q	que	CS	que
fiz	fiz	VMIS1S0	fazer
bãqo	banco	NCMS000	banco
roto	roto	AQ0MS0	roto
por	por	SPS00	por
meus	meus	DP1MPS	meu
desmãchos	desmanchos	NCMP000	desmancho
	,	Fc	,
nẽ	nem	CC	nem
menos	menos	RC	menos
me	me	PP1CS000	me
ey	hei	VMIP1S0	haver
d	de	SPS00	de
ausemtar	ausentar	VMN0000	ausentar
	,	Fc	,
se	se	CS	se
poder	puder	VMSF0S0	poder
	,	Fc	,
ãtes	antes	RG	antes
boã	boa	AQ0FS0	bom
morte	morte	NCFS000	morte
	.	Fp	.
e	E	CC	e
isto	isto	PD0NN000	isto
ganharey	ganharei	VMIF1S0	ganhar
por	por	SPS00	por
lhe	lhe	PP3CSD00	lhe
mãdar	mandar	VMN0000	mandar
sẽ	sem	SPS00	sem
ter	ter	VMN0000	ter
qua	cá	RG	cá
fzda	fazenda	NCFS000	fazenda
outa	outra	DI0FS0	outro
	.	Fp	.
mto	Muito	RQ	muito
ho	o	PP3MSA00	o
tẽ	tem	VMIP3S0	ter
feito	feito	NCMS000	feito
joã	João	NP00000	joão
roiz	Rodrigues	NP00000	rodrigues
comigo	comigo	SPS00+PP1CSO00	com+mim
e	e	CC	e
	,	Fc	,
se	se	CS	se
elle	ele	PP3MS000	ele
nã	não	RN	não
fora	fora	RG	fora
	,	Fc	,
p	por	SPS00	por
força	força	NCFS000	força
me	me	PP1CS000	me
ouvera	houvera	VMIM0S0	haver
d	de	SPS00	de
ausemtar	ausentar	VMN0000	ausentar
	.	Fp	.
porẽ	Porém	RG	porém
	,	Fc	,
he	é	VSIP3S0	ser
homẽ	homem	NCMS000	homem
q	que	CS	que
nã	não	RN	não
descamsa	descansa	VMIP3S0	descansar
	.	Fp	.
sobr	Sobre	SPS00	sobre
voso	vosso	DP2MSP	vosso
cryado	criado	NCMS000	criado
	,	Fc	,
o	o	DA0MS0	o
qll	qual	PR0CN000	qual
me	me	PP1CS000	me
stpve	escreve	VMIP3S0	escrever
	,	Fc	,
ẽ	em	SPS00	em
10	10	Z	10
de	de	SPS00	de
fevo	fevereiro	NCMS000	fevereiro
	,	Fc	,
q	que	CS	que
nõ	não	RN	não
me	me	PP1CS000	me
mãda	manda	VMIP3S0	mandar
r	reais	NCMP000	real
	,	Fc	,
por	por	SPS00	por
caso	caso	NCMS000	caso
da	da	SPS00+DA0FS0	de+o
pda	perda	NCFS000	perda
	,	Fc	,
e	e	CC	e
que	que	CS	que
	,	Fc	,
cãbio	câmbio	NCMS000	câmbio
	,	Fc	,
he	é	VSIP3S0	ser
escusado	escusado	VMP00SM	escusar
falar	falar	VMN0000	falar
niso	nisso	SPS00+PD0NN000	em+isso
lhe	lhe	PP3CSD00	lhe
	.	Fp	.
ora	Ora	RG	ora
	,	Fc	,
eu	eu	PP1CSN00	eu
demãdo	demando	VMIP1S0	demando
	,	Fc	,
respomdemdo	respondendo	VMG0000	responder
a	a	SPS00	a
isto	isto	PD0NN000	isto
	,	Fc	,
se	se	CS	se
nõ	não	RN	não
ha	há	VMIP3S0	haver
de	de	SPS00	de
mãdar	mandar	VMN0000	mandar
r	reais	NCMP000	real
nẽ	nem	CC	nem
ha	há	VMIP3S0	haver
quẽ	quem	PR0CN000	quem
tome	tome	VMSP0S0	tomar
a	a	SPS00	a
cãbio	câmbio	NCMS000	câmbio
	,	Fc	,
como	como	CS	como
fara	fará	VMIF3S0	fazer
quẽ	quem	PR0CN000	quem
deve	deve	VMIP3S0	dever
2	2	Z	2
U	mil	Z	mil
l	libras	NCFP000	libra
e	e	CC	e
nõ	não	RN	não
acha	acha	VMIP3S0	achar
quẽ	quem	PR0CN000	quem
lhe	lhe	PP3CSD00	lhe
de	dê	VMSP0S0	dar
pataca	pataca	NCFS000	pataca
	?	Fp	?
certo	Certo	AQ0MS0	certo
	,	Fc	,
eu	eu	PP1CSN00	eu
nõ	não	RN	não
vejo	vejo	VMIP1S0	ver
outo	outro	DI0MS0	outro
remedio	remédio	NCMS000	remédio
que	que	PR0CN000	que
fugir	fugir	VMN0000	fugir
	.	Fp	.
estas	Estas	DD0FP0	este
comtas	contas	NCFP000	conta
seryã	seriam	VSIC3P0	ser
escusadas	escusadas	NCMP000	escusada
	,	Fc	,
porẽ	porém	RG	porém
he	é	VSIP3S0	ser
forcado	forçado	VMP00SM	forçar
	.	Fp	.
e	E	CC	e
o	o	DA0MS0	o
q	que	PR0CN000	que
mais	mais	RC	mais
pesa	pesa	VMIP3S0	pesar
he	é	VSIP3S0	ser
q	que	CS	que
