1542	1542	Z	1542
	,	Fc	,
em	em	SPS00	em
ẽves	Anvers	NP00000	anvers
	,	Fc	,
a	a	SPS00	a
4	4	Z	4
de	de	SPS00	de
junho	junho	NCMS000	junho
sor	Senhor	NP00000	senhor
Em	Em	SPS00	em
20	20	Z	20
de	de	SPS00	de
maio	maio	NCMS000	maio
stpvy	escrevi	VMIS1S0	escrever
a	a	SPS00	a
vm	VM	NP00000	VM
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
dise	disse	VMIS3S0	dizer
como	como	CS	como
esta	esta	DD0FS0	este
fra	feira	NCFS000	feira
me	me	PP1CS000	me
vy	vi	VMIS1S0	ver
ẽ	em	SPS00	em
mto	muito	DI0MS0	muito
trabalho	trabalho	NCMS000	trabalho
por	por	SPS00	por
guardar	guardar	VMN0000	guardar
sua	sua	DP3FS0	seu
homra	honra	NCFS000	honra
	.	Fp	.
e	E	CC	e
foy	foi	VSIS3S0	ser
de	de	SPS00	de
tall	tal	DI0CS0	tal
sorte	sorte	NCFS000	sorte
q	que	PR0CN000	que
ẽpenhei	empenhei	VMIS1S0	empenhar
toda	toda	DI0FS0	todo
minha	minha	DP1FSS	meu
fzda	fazenda	NCFS000	fazenda
e	e	CC	e
asy	assim	RG	assim
obra	obra	NCFS000	obra
de	de	SPS00	de
1200	1200	Z	1200
lhx	libras	NCFP000	libra
de	de	SPS00	de
letras	letras	NCFP000	letra
q	que	PR0CN000	que
tinha	tinha	VMII0S0	ter
	.	Fp	.
de	De	SPS00	de
modo	modo	NCMS000	modo
q	que	PR0CN000	que
avera	haverá	VMIF3S0	haver
mester	mister	NCMS000	mister
q	que	CS	que
vm	VM	NP00000	VM
	,	Fc	,
ẽ	em	SPS00	em
todo	todo	DI0MS0	todo
modo	modo	NCMS000	modo
	,	Fc	,
poveja	proveja	VMSP0S0	prover
pa	para	SPS00	para
esta	esta	PD0FS000	este
de	de	SPS00	de
junho	junho	NCMS000	junho
	,	Fc	,
porq	porque	CS	porque
	,	Fc	,
nã	não	RN	não
povemdo	provendo	VMG0000	prover
	,	Fc	,
eu	eu	PP1CSN00	eu
nã	não	RN	não
vejo	vejo	VMIP1S0	ver
nhũ	nenhum	DI0MS0	nenhum
remedio	remédio	NCMS000	remédio
pa	para	SPS00	para
q	que	CS	que
mel	Manuel	NP00000	manuel
serã	Serrão	NP00000	serrão
page	pague	VMSP0S0	pagar
	.	Fp	.
e	E	CC	e
sera	será	VSIF3S0	ser
forcado	forçado	VMP00SM	forçar
q	que	CS	que
se	se	P00CN000	se
pca	perca	VMSP0S0	perder
sua	sua	DP3FS0	seu
homra	honra	NCFS000	honra
e	e	CC	e
a	a	DA0FS0	o
minha	minha	PX1FS0S0	meu
polo	pelo	SPS00+DA0MS0	por+o
querer	querer	VMN0000	querer
soster	suster	VMN0000	suster
	,	Fc	,
do	do	SPS00+DA0MS0	de+o
qll	qual	PR0CS000	qual
eu	eu	PP1CSN00	eu
me	me	PP1CS000	me
dou	dou	VMIP1S0	dar
por	por	SPS00	por
mto	muito	RQ	muito
culpado	culpado	AQ0MS0	culpado
ẽ	em	SPS00	em
me	me	PP1CS000	me
meter	meter	VMN0000	meter
por	por	SPS00	por
tamta	tanta	DI0FS0	tanto
soma	soma	NCFS000	soma
	,	Fc	,
porque	porque	CS	porque
lhe	lhe	PP3CSD00	lhe
faço	faço	VMIP1S0	fazer
sabr	saber	VMN0000	saber
q	que	CS	que
nũca	nunca	RN	nunca
homẽ	homem	NCMS000	homem
fez	fez	VMIS3S0	fazer
por	por	SPS00	por
outo	outro	PI0MS000	outro
ho	o	DA0MS0	o
q	que	PR0CN000	que
eu	eu	PP1CSN00	eu
tenho	tenho	VAIP1S0	ter
feyto	feito	VMP0000	fazer
por	por	SPS00	por
mel	Manuel	NP00000	manuel
serã	Serrão	NP00000	serrão
	.	Fp	.
e	E	CC	e
pois	pois	CS	pois
as	as	DA0FP0	o
stpturas	escrituras	NCFP000	escritura
diso	disso	SPS00+PD0NN000	de+isso
la	lá	RG	lá
sã	são	VSIP3P0	ser
	,	Fc	,
por	por	SPS00	por
honde	onde	PA000000	onde
vm	VM	NP00000	VM
vera	verá	VMIF3S0	ver
a	a	DA0FS0	o
Vdade	verdade	NCFS000	verdade
	.	Fp	.
nesta	Nesta	SPS00+DD0FS0	em+este
nõ	não	RN	não
me	me	PP1CS000	me
quero	quero	VMIP1S0	querer
alargar	alargar	VMN0000	alargar
	,	Fc	,
somte	somente	RG	somente
lhe	lhe	PP3CSD00	lhe
trazer	trazer	VMN0000	trazer
a	à	SPS00+DA0FS0	a+o
memorya	memória	NCFS000	memória
ho	o	DA0MS0	o
