1542	1542	Z	1542
	,	Fc	,
em	em	SPS00	em
ẽves	Anvers	NP00000	anvers
	,	Fc	,
a	a	SPS00	a
5	5	Z	5
de	de	SPS00	de
mayo	maio	NCMS000	maio
sor	Senhor	NP00000	senhor
	.	Fp	.
mtos	Muitos	DI0MP0	muito
dias	dias	NCMP000	dia
são	são	VSIP3P0	ser
lhe	lhe	PP3CSD00	lhe
nõ	não	RN	não
stpvy	escrevi	VMIS1S0	escrever
por	por	SPS00	por
nõ	não	RN	não
se	se	P00CN000	se
ofreçer	oferecer	VMN0000	oferecer
	,	Fc	,
posto	posto	VMP00SM	pôr
q	que	CS	que
nẽ	nem	CC	nem
por	por	SPS00	por
iso	isso	PD0NN000	isso
deyxey	deixei	VMIS1S0	deixar
sempre	sempre	RG	sempre
de	de	SPS00	de
trabalhar	trabalhar	VMN0000	trabalhar
por	por	SPS00	por
vemder	vender	VMN0000	vender
estas	estas	DD0FP0	este
las	lãs	NCFP000	lã
	.	Fp	.
porẽ	Porém	RG	porém
	,	Fc	,
como	como	CS	como
qer	quer	VMIP3S0	querer
q	que	CS	que
me	me	PP1CS000	me
tinha	tinha	VAII0S0	ter
stpto	escrito	VMP0000	escrever
q	que	CS	que
joã	João	NP00000	joão
Roiz	Rodrigues	NP00000	rodrigues
lhas	lhas	PP3CSD00+PP3FPA00	lhe+o
vemdera	vendera	VMIM0S0	vender
da	da	SPS00+DA0FS0	de+o
sorte	sorte	NCFS000	sorte
a	a	SPS00	a
4	4	Z	4
dso	dobrões	NCMP000	dobrão
	,	Fc	,
trabalhey	trabalhei	VMIS1S0	trabalhar
sobre	sobre	SPS00	sobre
iso	isso	PD0NN000	isso
e	e	CC	e
nõ	não	RN	não
foy	foi	VSIS3S0	ser
posyvell	possível	AQ0CS0	possível
	,	Fc	,
nẽ	nem	CC	nem
ha	há	VMIP3S0	haver
quẽ	quem	PR0CN000	quem
as	as	PP3FPA00	o
cõpre	compre	VMSP0S0	comprar
nẽ	nem	CC	nem
sã	são	VSIP3P0	ser
pa	para	SPS00	para
esta	esta	DD0FS0	este
tra	terra	NCFS000	terra
porq	porque	CS	porque
nõ	não	RN	não
seruẽ	servem	VMIP3P0	servir
pa	para	SPS00	para
outa	outra	DI0FS0	outro
cousa	coisa	NCFS000	coisa
q	que	CS	que
pa	para	SPS00	para
colchois	colchões	NCMP000	colchão
	.	Fp	.
e	E	CC	e
nestas	nestas	SPS00+DD0FP0	em+este
avera	haverá	VMIF3S0	haver
pa	para	SPS00	para
40	40	Z	40
anos	anos	NCMP000	ano
segũdo	segundo	SPS00	segundo
hos	os	DA0MP0	o
pouqos	poucos	PI0MP000	pouco
se	se	P00CN000	se
vemdẽ	vendem	VMIP3P0	vender
	,	Fc	,
de	de	SPS00	de
modo	modo	NCMS000	modo
q	que	CS	que
as	as	PP3FPA00	o
troquey	troquei	VMIS1S0	trocar
a	a	SPS00	a
trygo	trigo	NCMS000	trigo
	.	Fp	.
e	E	CC	e
tomava	tomava	VMII0S0	tomar
ho	o	DA0MS0	o
trygo	trigo	NCMS000	trigo
a	a	SPS00	a
8	8	Z	8
lhx	libras	NCFP000	libra
o	o	DA0MS0	o
lastre	lastre	NCMS000	lastre
	,	Fc	,
e	e	CC	e
me	me	PP1CS000	me
tomavã	tomavam	VMII3P0	tomar
as	as	DA0FP0	o
las	lãs	NCFP000	lã
a	a	SPS00	a
4	4	Z	4
dso	dobrões	NCMP000	dobrão
cõ	com	SPS00	com
tall	tal	DD0CS0	tal
comdiçã	condição	NCFS000	consição
de	de	SPS00	de
lhe	lhe	PP3CSD00	lhe
dar	dar	VMN0000	dar
2	2	Z	2
qsa	quintais	NCMP000	quintal
a	à	SPS00+DA0FS0	a+o
prova	prova	NCFS000	prova
	,	Fc	,
as	as	DA0FP0	o
quais	quais	PR0CP000	qual
lhe	lhe	PP3CSD00	lhe
dey	dei	VMIS1S0	dar
	.	Fp	.
e	E	CC	e
se	se	CS	se
achou	achou	VMIS3S0	achar
de	de	SPS00	de
demtro	dentro	RG	dentro
tã	tão	RC	tão
Roim	ruim	AQ0CS0	ruim
e	e	CC	e
tã	tão	RC	tão
çuja	suja	AQ0FS0	sujo
e	e	CC	e
cheos	cheios	AQ0MP0	cheio
de	de	SPS00	de
choquas	chocas	NCFP000	choca
	,	Fc	,
como	como	CS	como
se	se	CS	se
la	lá	RG	lá
diz	diz	VMIP3S0	dizer
	,	Fc	,
que	que	CS	que
mais	mais	RC	mais
pesava	pesava	VMII0S0	pesar
a	a	DA0FS0	o
çugidade	sujidade	NCFS000	sujidade
q	que	CS	que
a	a	DA0FS0	o
laã	lã	NCFS000	lã
