Jhs	JHS	NP00000	jhs
y	y	CC	y
todo	todo	DI0MS0	todo
el	el	DA0MS0	el
cielo	cielo	NCMS000	cielo
sea	sea	VSSP0S0	ser
con	con	SPS00	con
vmd	VM	NP00000	VM
	,	Fc	,
Sr	señor	NP00000	señor
mio	mío	DP1MSS	mío
	,	Fc	,
y	y	CC	y
le	le	PP3CSD00	le
de	dé	VMSP0S0	dar
lo	lo	DA0NS0	el
que	que	PR0CN000	que
mas	más	RC	más
le	le	PP3CSD00	le
combiene	conviene	VMIP3S0	convenir
	.	Fp	.
esta	Esta	DD0FS0	este
mañana	mañana	NCFS000	mañana
e	he	VAIP1S0	haber
bisto	visto	VMP0000	ver
el	el	DA0MS0	el
de	de	SPS00	de
vmd	VM	NP00000	VM
y	y	CC	y
no	no	RN	no
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
cojido	cogido	VMP0000	coger
de	de	SPS00	de
susto	susto	NCMS000	susto
ni	ni	CC	ni
sera	será	VSIF3S0	ser
necesso	necesario	AQ0MS0	necesario
me	me	PP1CS000	me
sangren	sangren	VMSP3P0	sangrar
ni	ni	CC	ni
me	me	PP1CS000	me
visiten	visiten	VMSP3P0	visitar
	,	Fc	,
gloria	gloria	NCFS000	gloria
à	a	SPS00	a
Dios	Dios	NP00000	dios
	,	Fc	,
pa	para	SPS00	para
que	que	CS	que
este	esté	VMSP0S0	estar
bueno	bueno	AQ0MS0	bueno
	.	Fp	.
en	En	SPS00	en
qto	cuanto	PA000000	cuanto
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
vmd	VM	NP00000	VM
dize	dice	VMIP3S0	decir
de	de	SPS00	de
que	que	CS	que
no	no	RN	no
pudo	pudo	VMIS3S0	poder
escusarse	excusarse	VMN0000+P00CN000	excusar+se
en	en	SPS00	en
la	la	DA0FS0	el
postura	postura	NCFS000	postura
que	que	PR0CN000	que
hizo	hizo	VMIS3S0	hacer
ea	etc	NCMS000	etcétera
	,	Fc	,
digo	digo	VMIP1S0	decir
que	que	CS	que
si	si	CS	si
yo	yo	PP1CSN00	yo
fuera	fuera	VSSI0S0	ser
vmd	VM	NP00000	VM
no	no	RN	no
la	la	PP3FSA00	lo
pusiera	pusiera	VMSI0S0	poner
ni	ni	CC	ni
en	en	SPS00	en
un	un	DI0MS0	uno
Rl	real	NCMS000	real
	,	Fc	,
por	por	SPS00	por
ser	ser	VSN0000	ser
casa	casa	NCFS000	casa
donde	donde	PA000000	donde
vibe	vive	VMIP3S0	vivir
criatura	criatura	NCFS000	criatura
tan	tan	RC	tan
sin	sin	SPS00	sin
probecho	provecho	NCMS000	provecho
y	y	CC	y
ruin	ruin	AQ0CS0	ruin
como	como	CS	como
yo	yo	PP1CSN00	yo
	;	Fx	;
y	y	CC	y
mas	más	RC	más
con	con	SPS00	con
la	la	DA0FS0	el
circunstancia	circunstancia	NCFS000	circunstancia
de	de	SPS00	de
la	la	DA0FS0	el
gran	gran	AQ0CS0	gran
amistad	amistad	NCFS000	amistad
que	que	PR0CN000	que
vmd	VM	NP00000	VM
tenia	tenía	VMII0S0	tener
con	con	SPS00	con
mi	mi	DP1CSS	mi
Pe	padre	NCMS000	padre
	,	Fc	,
que	que	CS	que
este	esté	VMSP0S0	estar
en	en	SPS00	en
gloria	gloria	NCFS000	gloria
	,	Fc	,
y	y	CC	y
la	la	DA0FS0	el
que	que	PR0CN000	que
a	a	SPS00	a
mi	mí	PP1CSO00	mí
me	me	PP1CS000	me
prometia	prometía	VMII0S0	prometer
	.	Fp	.
Dios	Dios	NP00000	dios
nos	nos	PP1CP000	nos
lo	lo	PP3CNA00	lo
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
vmd	VM	NP00000	VM
pa	para	SPS00	para
que	que	CS	que
nos	nos	PP1CP000	nos
consuele	consuele	VMSP0S0	consolar
	,	Fc	,
aunque	aunque	CS	aunque
mucho	mucho	RQ	mucho
mejor	mejor	RC	mejor
fuera	fuera	VSSI0S0	ser
que	que	CS	que
pa	para	SPS00	para
ser	ser	VSN0000	ser
santo	santo	NCMS000	santo
	.	Fp	.
temia	Temía	VMII0S0	temer
yo	yo	PP1CSN00	yo
que	que	CS	que
si	si	CS	si
vmd	VM	NP00000	VM
se	se	PP3CN000	se
la	la	PP3FSA00	lo
llebaba	llevaba	VMII0S0	llevar
la	la	DA0FS0	el
casa	casa	NCFS000	casa
pr	por	SPS00	por
su	su	DP3CS0	su
postura	postura	NCFS000	postura
no	no	RN	no
fuesse	fuese	VMSI0S0	ir
que	que	CS	que
se	se	P00CN000	se
le	le	PP3CSD00	le
entrase	entrase	VMSI0S0	entrar
en	en	SPS00	en
el	el	DA0MS0	el
corazon	corazón	NCMS000	corazón
el	el	DA0MS0	el
spiritu	espíritu	NCMS000	espíritu
de	de	SPS00	de
avariçia	avaricia	NCFS000	avaricia
	,	Fc	,
y	y	CC	y
su	su	DP3CS0	su
hijo	hijo	NCMS000	hijo
de	de	SPS00	de
vmd	VM	NP00000	VM
gozasse	gozase	VMSI0S0	gozar
a	a	SPS00	a
costa	costa	NCFS000	costa
d	de	SPS00	de
esta	esta	DD0FS0	este
pobre	pobre	AQ0CS0	pobre
viuda	viuda	NCFS000	viudo
de	de	SPS00	de
mi	mi	DP1CSS	mi
Me	madre	NCFS000	madre
la	la	DA0FS0	el
sangre	sangre	NCFS000	sangre
de	de	SPS00	de
sus	sus	DP3CP0	su
bienes	bienes	NCMP000	bien
	.	Fp	.
y	Y	CC	y
de	de	SPS00	de
ay	ahí	RG	ahí
	,	Fc	,
sr	señor	NP00000	señor
mio	mío	DP1MSS	mío
	,	Fc	,
me	me	PP1CS000	me
nacio	nació	VMIS3S0	nacer
el	el	DA0MS0	el
celo	celo	NCMS000	celo
de	de	SPS00	de
