La	La	DA0FS0	el
estafeta	estafeta	NCFS000	estafeta
pasada	pasada	VMP00SF	pasar
no	no	RN	no
pude	pude	VMIS1S0	poder
escribir	escribir	VMN0000	escribir
por	por	SPS00	por
no	no	RN	no
allarme	hallarme	VMN0000+PP1CS000	hallar+me
para	para	SPS00	para
ello	ello	PD0NN000	ello
por	por	SPS00	por
mis	mis	DP1CPS	mi
indispusiciones	indisposiciones	NCFP000	indisposición
q	que	CS	que
asta	hasta	SPS00	hasta
ahora	ahora	RG	ahora
e	he	VAIP1S0	haber
tenido	tenido	VMP0000	tener
	,	Fc	,
de	de	SPS00	de
que	que	CS	que
me	me	PP1CS000	me
hallo	hallo	VMIP1S0	hallar
mejor	mejor	RC	mejor
	,	Fc	,
gloria	gloria	NCFS000	gloria
a	a	SPS00	a
dios	Dios	NP00000	dios
	,	Fc	,
y	y	CC	y
por	por	SPS00	por
si	si	CS	si
me	me	PP1CS000	me
daban	daban	VMII3P0	dar
lugar	lugar	NCMS000	lugar
de	de	SPS00	de
llegarme	llegarme	VMN0000+PP1CS000	llegar+me
a	a	SPS00	a
el	el	DA0MS0	el
alberca	alberca	NCFS000	alberca
a	a	SPS00	a
haçer	hacer	VMN0000	hacer
lo	lo	DA0NS0	el
que	que	PR0CN000	que
vmd	VM	NP00000	VM
me	me	PP1CS000	me
mandaba	mandaba	VMII0S0	mandar
pa	para	SPS00	para
poder	poder	VMN0000	poder
enbiar	enviar	VMN0000	enviar
racon	razón	NCFS000	razón
de	de	SPS00	de
lo	lo	DA0NS0	el
de	de	SPS00	de
la	la	DA0FS0	el
casa	casa	NCFS000	casa
	,	Fc	,
q	que	CS	que
tanpoco	tampoco	RG	tampoco
e	he	VAIP1S0	haber
podido	podido	VMP0000	poder
	.	Fp	.
harelo	Harelo	VMIF1S0+PP3CNA00	hacer+lo
luego	luego	RG	luego
q	que	CS	que
pueda	pueda	VMSP0S0	poder
	.	Fp	.
remiti	Remití	VMIS1S0	remitir
luego	luego	RG	luego
la	la	DA0FS0	el
carta	carta	NCFS000	carta
pa	para	SPS00	para
el	el	DA0MS0	el
casero	casero	NCMS000	casero
	.	Fp	.
no	No	RN	no
e	he	VAIP1S0	haber
tenido	tenido	VMP0000	tener
respuesta	respuesta	NCFS000	respuesta
	,	Fc	,
pero	pero	CC	pero
hallado	hallado	VMP0000	hallar
con	con	SPS00	con
uno	uno	Z	1
del	del	SPS00+DA0MS0	de+el
alberca	alberca	NCFS000	alberca
y	y	CC	y
me	me	PP1CS000	me
dixo	dijo	VMIS3S0	decir
q	que	CS	que
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
que	que	PR0CN000	que
estaba	estaba	VMII0S0	estar
hecho	hecho	NCMS000	hecho
no	no	RN	no
balia	valía	VMII0S0	valer
20	20	Z	20
Rs	reales	NCMP000	real
	.	Fp	.
y	Y	CC	y
como	como	CS	como
no	no	RN	no
se	sé	VMIP1S0	saber
el	el	DA0MS0	el
reparo	reparo	NCMS000	reparo
no	no	RN	no
puedo	puedo	VMIP1S0	poder
ni	ni	CC	ni
juzar	juzgar	VMN0000	juzgar
ni	ni	CC	ni
abisar	avisar	VMN0000	avisar
a	a	SPS00	a
vmd	VM	NP00000	VM
	.	Fp	.
pesome	Pesome	VMIS3S0+PP1CS000	pesar+me
asimismo	asimismo	RG	asimismo
de	de	SPS00	de
no	no	RN	no
poder	poder	VMN0000	poder
responder	responder	VMN0000	responder
dando	dando	VMG0000	dar
a	a	SPS00	a
vmd	VM	NP00000	VM
la	la	DA0FS0	el
enorabuena	enhorabuena	NCFS000	enhorabuena
q	que	CS	que
por	por	SPS00	por
la	la	DA0FS0	el
suia	suya	PX3FS000	suyo
me	me	PP1CS000	me
da	da	VMIP3S0	dar
del	del	SPS00+DA0MS0	de+el
aberse	haberse	VAN0000+P00CN000	haber+se
efetuado	efectuado	VMP0000	efectuar
ya	ya	RG	ya
y	y	CC	y
resuelto	resuelto	VMP0000	resolver
las	las	DA0FP0	el
dificultades	dificultades	NCFP000	dificultad
en	en	SPS00	en
el	el	DA0MS0	el
casamiento	casamiento	NCMS000	casamiento
de	de	SPS00	de
mi	mi	DP1CSS	mi
sa	señora	NP00000	señor
doña	doña	NP00000	don
Ana	Ana	NP00000	ana
	,	Fc	,
de	de	SPS00	de
que	que	CS	que
a	a	SPS00	a
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
d	de	SPS00	de
esta	esta	DD0FS0	este
casa	casa	NCFS000	casa
a	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
de	de	SPS00	de
mui	muy	RQ	muy
grande	grande	AQ0CS0	grande
contento	contento	NCMS000	contento
por	por	SPS00	por
el	el	DA0MS0	el
de	de	SPS00	de
vmd	VM	NP00000	VM
y	y	CC	y
de	de	SPS00	de
mi	mi	DP1CSS	mi
sa	señora	NP00000	señor
doña	doña	NP00000	don
ynes	Inés	NP00000	inés
	,	Fc	,
a	a	SPS00	a
quien	quien	PR0CS000	quien
tambien	también	RG	también
doi	doy	VMIP1S0	dar
a	a	SPS00	a
su	su	DP3CS0	su
mrd	merced	NCFS000	merced
la	la	DA0FS0	el
norabuena	enhorabuena	NCFS000	enhorabuena
