Mui	Muy	RQ	muy
sa	señora	NP00000	señor
mia	mía	DP1FSS	mío
	.	Fp	.
Doy	Doy	VMIP1S0	dar
a	a	SPS00	a
Vmd	VM	NP00000	VM
las	las	DA0FP0	el
gracias	gracias	NCFP000	gracia
Por	por	SPS00	por
la	la	DA0FS0	el
mrd	merced	NCFS000	merced
que	que	CS	que
es	es	VSIP3S0	ser
servida	servida	VMP00SF	servir
haçerme	hacerme	VMN0000+PP1CS000	hacer+me
con	con	SPS00	con
su	su	DP3CS0	su
carta	carta	NCFS000	carta
de	de	SPS00	de
25	25	Z	25
del	del	SPS00+DA0MS0	de+el
corrte	corriente	AQ0CS0	corriente
	,	Fc	,
que	que	CS	que
çelebro	celebro	VMIP1S0	celebrar
Ygualmte	igualmente	RG	igualmente
con	con	SPS00	con
las	las	DA0FP0	el
Buenas	buenas	AQ0FP0	bueno
notiçias	noticias	NCFP000	noticia
que	que	PR0CN000	que
me	me	PP1CS000	me
conduçe	conduce	VMIP3S0	conducir
de	de	SPS00	de
su	su	DP3CS0	su
salud	salud	NCFS000	salud
	,	Fc	,
que	que	CS	que
pido	pido	VMIP1S0	pedir
a	a	SPS00	a
nro	Nuestro	DP1MSP	nuestro
sr	Señor	NP00000	señor
la	la	PP3FSA00	lo
continue	continúe	VMSP0S0	continuar
largos	largos	AQ0MP0	largo
y	y	CC	y
feliçes	felices	AQ0CP0	feliz
años	años	NCMP000	año
,	.	Fp	.
y	Y	CC	y
	,	Fc	,
Respondiendo	respondiendo	VMG0000	responder
a	a	SPS00	a
su	su	DP3CS0	su
contenido	contenido	NCMS000	contenido
	,	Fc	,
devo	debo	VMIP1S0	deber
deçir	decir	VMN0000	decir
a	a	SPS00	a
Vmd	VM	NP00000	VM
a	a	SPS00	a
la	la	DA0FS0	el
letra	letra	NCFS000	letra
lo	lo	DA0NS0	el
que	que	PR0CN000	que
e	he	VAIP1S0	haber
rastreado	rastreado	VMP0000	rastrear
con	con	SPS00	con
mis	mis	DP1CPS	mi
consejos	consejos	NCMP000	consejo
y	e	CC	y
ynstançias	instancias	NCFP000	instancia
del	del	SPS00+DA0MS0	de+el
animo	ánimo	NCMS000	ánimo
de	de	SPS00	de
mi	mi	DP1CSS	mi
sa	señora	NP00000	señor
Da	doña	NP00000	don
