esta	Ésta	PD0FS000	este
serbira	servirá	VMIF3S0	servir
de	de	SPS00	de
dar	dar	VMN0000	dar
quenta	cuenta	NCFS000	cuenta
Vms	VMs	NP00000	VM
como	como	CS	como
yo	yo	PP1CSN00	yo
quedo	quedo	VMIP1S0	quedar
en	en	SPS00	en
nueba	Nueva	AQ0FS0	nuevo
españa	España	NP00000	españa
	,	Fc	,
aunque	aunque	CS	aunque
con	con	SPS00	con
poca	poca	DI0FS0	poco
salud	salud	NCFS000	salud
porque	porque	CS	porque
me	me	PP1CS000	me
di	di	VMIS1S0	dar
un	un	DI0MS0	uno
golpe	golpe	NCMS000	golpe
en	en	SPS00	en
el	el	DA0MS0	el
nabio	navío	NCMS000	navío
que	que	CS	que
ahinas	ahinas	X	x
me	me	PP1CS000	me
orbrara	orbrara	X	x
una	una	DI0FS0	uno
pina	pierna	NCFS000	pierna
	.	Fp	.
mas	Mas	CC	mas
yo	yo	PP1CSN00	yo
ya	ya	RG	ya
estoi	estoy	VMIP1S0	estar
mejor	mejor	RC	mejor
	,	Fc	,
gloria	gloria	NCFS000	gloria
a	a	SPS00	a
dios	Dios	NP00000	dios
	.	Fp	.
yo	Yo	PP1CSN00	yo
bine	vine	VMIS1S0	venir
mas	más	RC	más
por	por	SPS00	por
fuerça	fuerza	NCFS000	fuerza
que	que	CS	que
de	de	SPS00	de
grado	grado	NCMS000	grado
a	a	SPS00	a
nueba	Nueva	AQ0FS0	nuevo
espana	España	NP00000	españa
	,	Fc	,
porque	porque	CS	porque
po	Pedro	NP00000	pedro
nuñez	Núñez	NP00000	núñez
es	es	VSIP3S0	ser
un	un	DI0MS0	uno
hombre	hombre	NCMS000	hombre
muy	muy	RQ	muy
perdido	perdido	VMP00SM	perder
	.	Fp	.
que	Que	CS	que
plubira	pluguiera	VMSI0S0	placer
dios	Dios	NP00000	dios
que	que	CS	que
no	no	RN	no
hubira	hubiera	VASI0S0	haber
benido	venido	VMP0000	venir
con	con	SPS00	con
el	él	PP3MS000	él
	,	Fc	,
porque	porque	CS	porque
yo	yo	PP1CSN00	yo
tubira	tuviera	VMSI0S0	tener
mas	más	RC	más
como	como	CS	como
dos	dos	Z	2
buenos	buenos	AQ0MP0	bueno
adonde	adonde	PA000000	adonde
ubira	hubiera	VASI0S0	haber
ganado	ganado	VMP0000	ganar
muchos	muchos	DI0MP0	mucho
ducados	ducados	NCMP000	ducado
	.	Fp	.
mas	Mas	CC	mas
yo	yo	PP1CSN00	yo
dexare	dejaré	VMIF1S0	dejar
a	a	SPS00	a
po	Pedro	NP00000	pedro
nuñez	Núñez	NP00000	núñez
en	en	SPS00	en
legado	llegado	VMP00SM	llegar
a	a	SPS00	a
mexico	México	NP00000	méxico
	,	Fc	,
porqu	porque	CS	porque
es	es	VSIP3S0	ser
un	un	DI0MS0	uno
hombre	hombre	NCMS000	hombre
mui	muy	RQ	muy
perdido	perdido	VMP00SM	perder
	;	Fx	;
y	y	CC	y
la	la	DA0FS0	el
muger	mujer	NCFS000	mujer
mucho	mucho	RQ	mucho
mas	más	RC	más
y	y	CC	y
no	no	RN	no
hace	hace	VMIP3S0	hacer
mas	más	RC	más
de	de	SPS00	de
parir	parir	VMN0000	parir
cada	cada	DI0CN0	cada
dia	día	NCMS000	día
	.	Fp	.
dios	Dios	NP00000	dios
le	le	PP3CSD00	le
remedie	remedie	VMSP0S0	remediar
como	como	CS	como
puede	puede	VMIP3S0	poder
	.	Fp	.
yo	Yo	PP1CSN00	yo
entindo	entiendo	VMIP1S0	entender
que	que	CS	que
po	Pedro	NP00000	pedro
nuñez	Núñez	NP00000	núñez
sera	será	VSIF3S0	ser
mexor	mejor	RC	mejor
perdido	perdido	VMP00SM	perder
q	que	CS	que
lo	lo	PP3CNA00	lo
hera	era	VSII0S0	ser
en	en	SPS00	en
sant	Santo	NP00000	santo
olalla	Olalla	NP00000	olalla
	,	Fc	,
porque	porque	CS	porque
ya	ya	RG	ya
se	se	P00CN000	se
le	le	PP3CSD00	le
ba	va	VMIP3S0	ir
acabado	acabado	VMP0000	acabar
la	la	DA0FS0	el
que	que	PR0CN000	que
truxo	trajo	VMIS3S0	traer
de	de	SPS00	de
españa	España	NP00000	españa
	,	Fc	,
porque	porque	CS	porque
debe	debe	VMIP3S0	deber
de	de	SPS00	de
tener	tener	VMN0000	tener
mil	mil	Z	1000
y	y	CC	y
quas	cuatrocientos	Z	400
pesos	pesos	NCMP000	peso
de	de	SPS00	de
a	a	SPS00	a
ocho	ocho	Z	8
Rs	reales	NCMP000	real
	,	Fc	,
que	que	CS	que
no	no	RN	no
tine	tiene	VMIP3S0	tener
pa	para	SPS00	para
llegar	llegar	VMN0000	llegar
a	a	SPS00	a
mexico	México	NP00000	méxico
	.	Fp	.
yo	Yo	PP1CSN00	yo
no	no	RN	no
acabo	acabo	VMIP1S0	acabar
d	de	SPS00	de
entender	entender	VMN0000	entender
a	a	SPS00	a
este	este	DD0MS0	este
hombe	hombe	NCMS000	hombe
	.	Fp	.
yo	Yo	PP1CSN00	yo
le	le	PP3CSD00	le
tengo	tengo	VMIP1S0	tener
lastima	lástima	NCFS000	lástima
y	y	CC	y
el	él	PP3MS000	él
no	no	RN	no
hace	hace	VMIP3S0	hacer
lo	lo	DA0NS0	el
que	que	PR0CN000	que
lo	lo	PP3CNA00	lo
digo	digo	VMIP1S0	decir
	.	Fp	.
y	Y	CC	y
el	él	PP3MS000	él
no	no	RN	no
me	me	PP1CS000	me
dexa	deja	VMIP3S0	dejar
buscar	buscar	VMN0000	buscar
la	la	DA0FS0	el
bida	vida	NCFS000	vida
	.	Fp	.
y	Y	CC	y
le	le	PP3CSD00	le
abre	habré	VMIF1S0	haber
dexar	dejar	VMN0000	dejar
	,	Fc	,
porque	porque	CS	porque
por	por	SPS00	por
aca	acá	RG	acá
quein	quien	PR0CS000	quien
no	no	RN	no
busca	busca	NCFS000	busca
la	la	DA0FS0	el
bida	vida	NCFS000	vida
no	no	RN	no
bolbera	volverá	VMIF3S0	volver
a	a	SPS00	a
espana	España	NP00000	españa
	.	Fp	.
yo	Yo	PP1CSN00	yo
tengo	tengo	VMIP1S0	tener
mucha	mucha	DI0FS0	mucho
gana	gana	NCFS000	gana
de	de	SPS00	de
bolber	volver	VMN0000	volver
solo	sólo	RG	sólo
por	por	SPS00	por
mi	mi	DP1CSS	mi
hija	hija	NCFS000	hijo
	,	Fc	,
que	que	CS	que
hotra	otra	DI0FS0	otro
cosa	cosa	NCFS000	cosa
no	no	RN	no
