he	He	VAIP1S0	haber
rrecevido	recibido	VMP0000	recibir
la	la	DA0FS0	el
de	de	SPS00	de
vm	VM	NP00000	VM
de	de	SPS00	de
14	14	Z	14
d	de	SPS00	de
este	éste	PD0MS000	este
	,	Fc	,
a	a	SPS00	a
la	la	PP3FSA00	lo
cual	cual	CC	cual
dare	daré	VMIF1S0	dar
rrespuesta	respuesta	NCFS000	respuesta
en	en	SPS00	en
esta	ésta	PD0FS000	este
diciendo	diciendo	VMG0000	decir
que	que	CS	que
la	la	DA0FS0	el
carta	carta	NCFS000	carta
que	que	PR0CN000	que
dixe	dije	VMIS1S0	decir
vm	VM	NP00000	VM
me	me	PP1CS000	me
abia	había	VAII0S0	haber
escrito	escrito	VMP0000	escribir
diciendo	diciendo	VMG0000	decir
que	que	CS	que
no	no	RN	no
sse	se	P00CN000	se
abia	había	VAII0S0	haber
acordado	acordado	VMP0000	acordar
de	de	SPS00	de
cargarsse	cargarse	VMN0000+P00CN000	cargar+se
de	de	SPS00	de
500	500	Z	500
ducados	ducados	NCMP000	ducado
que	que	PR0CN000	que
abia	había	VAII0S0	haber
tomado	tomado	VMP0000	tomar
de	de	SPS00	de
domingo	Domingo	NP00000	domingo
bitel	Bitel	NP00000	bitel
	(	Fba	(
pero	pero	CC	pero
que	que	CS	que
no	no	RN	no
inportaba	importaba	VMII0S0	importar
nada	nada	PI0NN00N	nada
	,	Fc	,
que	que	CS	que
de	de	SPS00	de
su	su	DP3CS0	su
alcanze	alcance	NCMS000	alcance
se	se	P00CN000	se
baxaria	bajaría	VMIC0S0	bajar
	)	Fbt	)
yo	yo	PP1CSN00	yo
la	la	PP3FSA00	lo
tengo	tengo	VMIP1S0	tener
	.	Fp	.
y	Y	CC	y
acuerdesse	acuérdese	VMSP0S0+P00CN000	acordar+se
vm	VM	NP00000	VM
que	que	CS	que
le	le	PP3CSD00	le
escribi	escribí	VMIS1S0	escribir
que	que	CS	que
las	las	DA0FP0	el
cosas	cosas	NCFP000	cosa
estaban	estaban	VMII3P0	estar
tan	tan	RC	tan
bidriossas	vidriosas	AQ0FP0	vidrioso
que	que	CS	que
con	con	SPS00	con
su	su	DP3CS0	su
licencia	licencia	NCFS000	licencia
no	no	RN	no
me	me	PP1CS000	me
atreberia	atrevería	VMIC0S0	atrever
a	a	SPS00	a
decirselo	decírselo	VMN0000+PP3CN000+PP3CNA00	decir+se+lo
al	al	SPS00+DA0MS0	a+el
duque	duque	NCMS000	duque
mi	mi	DP1CSS	mi
sr	señor	NP00000	señor
asta	hasta	SPS00	hasta
que	que	CS	que
lo	lo	PP3CNA00	lo
myrasse	mirase	VMSI0S0+P00CN000	mirar+se
bien	bien	RG	bien
	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
bolvio	volvió	VMIS3S0	volver
a	a	SPS00	a
escrebir	escribir	VMN0000	escribir
que	que	CS	que
no	no	RN	no
abia	había	VMII0S0	haber
mas	más	RC	más
berdad	verdad	NCFS000	verdad
en	en	SPS00	en
el	el	DA0MS0	el
mundo	mundo	NCMS000	mundo
y	y	CC	y
que	que	CS	que
anssi	así	RG	así
lo	lo	PP3CNA00	lo
podia	podía	VMII0S0	poder
muy	muy	RQ	muy
bien	bien	RG	bien
decir	decir	VMN0000	decir
	.	Fp	.
y	Y	CC	y
assi	así	RG	así
mostre	mostré	VMIS1S0	mostrar
las	las	DA0FP0	el
cartas	cartas	NCFP000	carta
en	en	SPS00	en
la	la	DA0FS0	el
contaduria	contaduría	NCFS000	contaduría
y	y	CC	y
al	al	SPS00+DA0MS0	a+el
duque	duque	NCMS000	duque
my	mi	DP1CSS	mi
s	señor	NP00000	señor
tanbien	también	RG	también
	.	Fp	.
en	En	SPS00	en
esto	esto	PD0NN000	esto
no	no	RN	no
ponga	ponga	VMSP0S0	poner
duda	duda	NCFS000	duda
vm	VM	NP00000	VM
	.	Fp	.
en	En	SPS00	en
lo	lo	DA0NS0	el
que	que	PR0CN000	que
toca	toca	VMIP3S0	tocar
a	a	SPS00	a
los	los	DA0MP0	el
cinco	cinco	Z	5
myll	mil	Z	1000
rreales	reales	NCMP000	real
que	que	PR0CN000	que
vm	VM	NP00000	VM
dice	dice	VMIP3S0	decir
inbio	envió	VMIS3S0	enviar
y	y	CC	y
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
demas	demás	NCMS000	demás
que	que	PR0CN000	que
dice	dice	VMIP3S0	decir
escribio	escribió	VMIS3S0	escribir
	(	Fba	(
que	que	CS	que
	,	Fc	,
si	si	CS	si
faltasse	faltase	VMSI0S0	faltar
dineros	dineros	NCMP000	dinero
	,	Fc	,
se	se	P00CN000	se
tomasen	tomasen	VMSI3P0	tomar
de	de	SPS00	de
los	los	DA0MP0	el
thesoreros	tesoreros	NCMP000	tesorero
	)	Fbt	)
	,	Fc	,
es	es	VSIP3S0	ser
anssi	así	RG	así
	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
acuerdo	acuerdo	VMIP1S0	acordar
muy	muy	RQ	muy
bien	bien	RG	bien
	.	Fp	.
y	Y	CC	y
qu	que	CS	que
el	el	DA0MS0	el
duque	duque	NCMS000	duque
my	mi	DP1CSS	mi
s	señor	NP00000	señor
escribiria	escribiría	VMIC0S0	escribir
a	a	SPS00	a
vm	VM	NP00000	VM
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
que	que	PR0CN000	que
dice	dice	VMIP3S0	decir
vm	VM	NP00000	VM
tanbien	también	RG	también
lo	lo	PP3CNA00	lo
creo	creo	VMIP1S0	creer
	,	Fc	,
porqu	porque	CS	porque
el	el	DA0MS0	el
duque	duque	NCMS000	duque
my	mi	DP1CSS	mi
s	señor	NP00000	señor
sienpre	siempre	RG	siempre
a	ha	VAIP3S0	haber
estado	estado	VMP0000	estar
agradescido	agradecido	VMP00SM	agradecer
a	a	SPS00	a
vm	VM	NP00000	VM
porque	porque	CS	porque
vm	VM	NP00000	VM
le	le	PP3CSD00	le
a	ha	VAIP3S0	haber
serbido	servido	VMP0000	servir
muy	muy	RQ	muy
como	como	CS	como
quien	quien	PR0CS000	quien
es	es	VSIP3S0	ser
	.	Fp	.
y	Y	CC	y
de	de	SPS00	de
su	su	DP3CS0	su
parte	parte	NCFS000	parte
a	ha	VAIP3S0	haber
echo	hecho	VMP0000	hacer
con	con	SPS00	con
vm	VM	NP00000	VM
tambien	también	RG	también
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
que	que	PR0CN000	que
a	ha	VAIP3S0	haber
podido	podido	VMP0000	poder
	.	Fp	.
esto	Esto	PD0NN000	esto
no	no	RN	no
lo	lo	PP3CNA00	lo
puede	puede	VMIP3S0	poder
vm	VM	NP00000	VM
negar	negar	VMN0000	negar
ni	ni	CC	ni
naide	nadie	PI0NN00N	nadie
	.	Fp	.
en	En	SPS00	en
cuanto	cuanto	PA000000	cuanto
a	a	SPS00	a
lo	lo	DA0NS0	el
qu	que	PR0CN000	que
el	el	DA0MS0	el
duque	duque	NCMS000	duque
my	mi	DP1CSS	mi
s	señor	NP00000	señor
dixo	dijo	VMIS3S0	decir
a	a	SPS00	a
vm	VM	NP00000	VM
	,	Fc	,
yo	yo	PP1CSN00	yo
no	no	RN	no
sse	sé	VMIP1S0	saber
nada	nada	PI0NN00N	nada
	.	Fp	.
lo	Lo	DA0NS0	el
que	que	PR0CN000	que
sse	sé	VMIP1S0	saber
es	es	VSIP3S0	ser
que	que	CS	que
su	su	DP3CS0	su
x	excelencia	NCFS000	excelencia
abla	habla	VMIP3S0	hablar
muy	muy	RQ	muy
bien	bien	RG	bien
de	de	SPS00	de
vm	VM	NP00000	VM
	;	Fx	;
y	y	CC	y
se	sé	VMIP1S0	saber
que	que	CS	que
	,	Fc	,
si	si	CS	si
ubiera	hubiera	VASI0S0	haber
tenido	tenido	VMP0000	tener
paciencia	paciencia	NCFS000	paciencia
como	como	CS	como
io	yo	PP1CSN00	yo
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
suplique	supliqué	VMIS1S0	suplicar
muchas	muchas	DI0FP0	mucho
beces	veces	NCFP000	vez
	,	Fc	,
quiza	quizá	RG	quizá
no	no	RN	no
estubiera	estuviera	VMSI0S0	estar
tan	tan	RC	tan
quexosso	quejoso	AQ0MS0	quejoso
.	.	Fp	.
en	En	SPS00	en
cuanto	cuanto	PA000000	cuanto
a	a	SPS00	a
las	las	DA0FP0	el
faltas	faltas	NCFP000	falta
de	de	SPS00	de
talegos	talegos	NP00000	talego
	,	Fc	,
bien	bien	RG	bien
sabe	sabe	VMIP3S0	saber
vm	VM	NP00000	VM
que	que	CS	que
el	el	DA0MS0	el
duque	duque	NCMS000	duque
my	mi	DP1CSS	mi
s	señor	NP00000	señor
le	le	PP3CSD00	le
daba	daba	VMII0S0	dar
cincuenta	cincuenta	Z	50
ducados	ducados	NCMP000	ducado
y	y	CC	y
no	no	RN	no
los	los	PP3MPA00	lo
quisso	quiso	VMIS3S0	querer
	.	Fp	.
y	Y	CC	y
	,	Fc	,
assimesmo	asimismo	RG	asimismo
	,	Fc	,
sabe	sabe	VMIP3S0	saber
qu	que	CS	que
en	en	SPS00	en
su	su	DP3CS0	su
poder	poder	NCMS000	poder
cassi	casi	RG	casi
no	no	RN	no
entro	entró	VMIS3S0	entrar
dinero	dinero	NCMS000	dinero
de	de	SPS00	de
consideracion	consideración	NCFS000	consideración
	,	Fc	,
porque	porque	CS	porque
bino	vino	VMIS3S0	venir
a	a	SPS00	a
ser	ser	VSN0000	ser
entrada	entrada	NCFS000	entrada
por	por	SPS00	por
salida	salida	NCFS000	salida
.	.	Fp	.
La	La	DA0FS0	el
partida	partida	NCFS000	partida
de	de	SPS00	de
po	Pedro	NP00000	pedro
trigosso	Trigoso	NP00000	trigoso
me	me	PP1CS000	me
parece	parece	VMIP3S0	parecer
vm	VM	NP00000	VM
dice	dice	VMIP3S0	decir
bien	bien	RG	bien
qu	que	CS	que
esta	está	VMIP3S0	estar
por	por	SPS00	por
cuenta	cuenta	NCFS000	cuenta
del	del	SPS00+DA0MS0	de+el
Duque	duque	NCMS000	duque
my	mi	DP1CSS	mi
s	señor	NP00000	señor
	.	Fp	.
myguel	Miguel	NP00000	miguel
claros	Claros	NP00000	claros
saldra	saldrá	VMIF3S0	salir
de	de	SPS00	de
aqui	aquí	RG	aquí
a	a	SPS00	a
cobrar	cobrar	VMN0000	cobrar
myll	mil	Z	1000
ducados	ducados	NCMP000	ducado
para	para	SPS00	para
el	él	PP3MS000	él
	.	Fp	.
digo	Digo	VMIP1S0	decir
que	que	CS	que
saldra	saldrá	VMIF3S0	salir
el	el	DA0MS0	el
dia	día	NCMS000	día
de	de	SPS00	de
nuestra	Nuestra	DP1FSP	nuestro
sa	Señora	NP00000	señor
de	de	SPS00	de
la	la	DA0FS0	el
paz	Paz	NCFS000	paz
	,	Fc	,
dos	dos	Z	2
dias	días	NCMP000	día
mas	más	RC	más
a	a	SPS00	a
menos	menos	RC	menos
	,	Fc	,
y	y	CC	y
le	le	PP3CSD00	le
dara	dará	VMIF3S0	dar
esta	esta	DD0FS0	este
cantidad	cantidad	NCFS000	cantidad
	;	Fx	;
y	y	CC	y
lo	lo	DA0NS0	el
demas	demás	NCMS000	demás
se	se	P00CN000	se
le	le	PP3CSD00	le
dara	dará	VMIF3S0	dar
presto	presto	RG	presto
	,	Fc	,
qu	que	CS	que
es	es	VSIP3S0	ser
justo	justo	AQ0MS0	justo
.	.	Fp	.
Creo	Creo	VMIP1S0	creer
io	yo	PP1CSN00	yo
muy	muy	RQ	muy
bien	bien	RG	bien
de	de	SPS00	de
quien	quien	PR0CS000	quien
vm	VM	NP00000	VM
es	es	VSIP3S0	ser
que	que	CS	que
no	no	RN	no
faltara	faltará	VMIF3S0	faltar
xamas	jamás	RG	jamás
al	al	SPS00+DA0MS0	a+el
serbicio	servicio	NCMS000	servicio
del	del	SPS00+DA0MS0	de+el
duque	duque	NCMS000	duque
my	mi	DP1CSS	mi
s	señor	NP00000	señor
o	o	CC	o
no	no	RN	no
fuera	fuera	VSSI0S0	ser
quien	quien	PR0CS000	quien
es	es	VSIP3S0	ser
	.	Fp	.
por	Por	SPS00	por
aca	acá	RG	acá
no	no	RN	no
se	se	P00CN000	se
ofrece	ofrece	VMIP3S0	ofrecer
cossa	cosa	NCFS000	cosa
de	de	SPS00	de
nuebo	nuevo	AQ0MS0	nuevo
de	de	SPS00	de
que	que	CS	que
abisar	avisar	VMN0000	avisar
a	a	SPS00	a
vm	VM	NP00000	VM
si	si	CS	si
no	no	RN	no
es	es	VSIP3S0	ser
la	la	DA0FS0	el
minuta	minuta	NCFS000	minuta
de	de	SPS00	de
el	el	DA0MS0	el
marques	marqués	NCMS000	marqués
de	de	SPS00	de
tarifa	Tarifa	NP00000	tarifa
y	y	CC	y
de	de	SPS00	de
su	su	DP3CS0	su
ixo	hijo	NCMS000	hijo
	,	Fc	,
que	que	CS	que
cierto	cierto	RG	cierto
a	ha	VAIP3S0	haber
ssido	sido	VSP0000	ser
lastimossa	lastimosa	AQ0FS0	lastimoso
cossa	cosa	NCFS000	cosa
	.	Fp	.
ssea	Sea	VSSP0S0	ser
Dios	Dios	NP00000	dios
bendito	bendito	AQ0MSP	bendito
por	por	SPS00	por
todo	todo	PI0MS000	todo
y	y	CC	y
el	él	PP3MS000	él
guarde	guarde	VMSP0S0	guardar
a	a	SPS00	a
vm	VM	NP00000	VM
como	como	CS	como
puede	puede	VMIP3S0	poder
en	en	SPS00	en
bida	vida	NCFS000	vida
de	de	SPS00	de
my	mi	DP1CSS	mi
sa	señora	NP00000	señor
doña	doña	NP00000	don
beatriz	Beatriz	NP00000	beatriz
	,	Fc	,
cuyas	cuyas	PU0FP000	cuyo
manos	manos	NCFP000	mano
besamos	besamos	VMIP1P0	besar
doña	doña	NP00000	don
ma	María	NP00000	maría
y	y	CC	y
io	yo	PP1CSN00	yo
con	con	SPS00	con
las	las	DA0FP0	el
de	de	SPS00	de
vm	VM	NP00000	VM
	.	Fp	.
gua	Guadalajara	NP00000	guadalajara
	,	Fc	,
enero	enero	NCMS000	enero
20	20	Z	20
1634	1634	Z	1634
	.	Fp	.
ventura	Ventura	NP00000	ventura
de	de	SPS00	de
riano	Riaño	NP00000	riaño
