Mi	Mi	DP1CSS	mi
P	padre	NCMS000	padre
Prior	prior	NCMS000	prior
	.	Fp	.
me	Me	PP1CS000	me
alegrare	alegraré	VMIF1S0	alegrar
en	en	SPS00	en
el	el	DA0MS0	el
alma	alma	NCFS000	alma
que	que	PR0CN000	que
V	vuestra	DP2FSP	vuestro
P	paternidad	NP00000	paternidad
goce	goce	VMSP0S0	gozar
de	de	SPS00	de
muy	muy	RQ	muy
buena	buena	AQ0FS0	bueno
salud	salud	NCFS000	salud
y	y	CC	y
mas	más	RC	más
alibiado	aliviado	VMP00SM	aliviar
de	de	SPS00	de
sus	sus	DP3CP0	su
pasiones	pasiones	NCFP000	pasión
	,	Fc	,
como	como	CS	como
yo	yo	PP1CSN00	yo
deseo	deseo	VMIP1S0	desear
	,	Fc	,
y	y	CC	y
juntamente	juntamente	RG	juntamente
sus	sus	DP3CP0	su
penalidades	penalidades	NCFP000	penalidad
	,	Fc	,
que	que	CS	que
es	es	VSIP3S0	ser
cierto	cierto	AQ0MS0	cierto
bine	vine	VMIS1S0	venir
muy	muy	RQ	muy
crebantada	quebrantada	VMP00SF	quebrantar
de	de	SPS00	de
berle	verle	VMN0000+PP3CSA00	ver+le
con	con	SPS00	con
la	la	DA0FS0	el
pena	pena	NCFS000	pena
que	que	PR0CN000	que
le	le	PP3CSD00	le
deje	dejé	VMIS1S0	dejar
	.	Fp	.
y	Y	CC	y
estoy	estoy	VMIP1S0	estar
siempre	siempre	RG	siempre
para	para	SPS00	para
lo	lo	DA0NS0	el
que	que	PR0CN000	que
V	vuestra	DP2FSP	vuestro
P	paternidad	NP00000	paternidad
me	me	PP1CS000	me
mandare	mandare	VMSF0S0	mandar
y	y	CC	y
quisiere	quisiere	VMSF0S0	querer
mandar	mandar	VMN0000	mandar
,	.	Fp	.
de	De	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
comunicamos	comunicamos	VMIP1P0	comunicar
	,	Fc	,
gracias	gracias	NCFP000	gracia
a	a	SPS00	a
dios	Dios	NP00000	dios
	,	Fc	,
no	no	RN	no
ay	hay	VMIP3S0	haber
nobedad	novedad	NCFS000	novedad
alguna	alguna	DI0FS0	alguno
	;	Fx	;
solo	sólo	RG	sólo
ay	hay	VMIP3S0	haber
unas	unas	DI0FP0	uno
boces	voces	NCFP000	voz
bagas	bagas	VMIP2S0	bagar
que	que	CS	que
son	son	VSIP3P0	ser
contra	contra	SPS00	contra
mi	mi	DP1CSS	mi
credito	crédito	NCMS000	crédito
y	y	CC	y
del	del	SPS00+DA0MS0	de+el
de	de	SPS00	de
V	vuestra	DP2FSP	vuestro
P	paternidad	NP00000	paternidad
	.	Fp	.
y	Y	CC	y
estoy	estoy	VMIP1S0	estar
con	con	SPS00	con
grade	grande	AQ0CS0	grande
deseo	deseo	NCMS000	deseo
de	de	SPS00	de
benir	venir	VMN0000	venir
a	a	SPS00	a
berme	verme	VMN0000+PP1CS000	ver+me
con	con	SPS00	con
V	vuestra	DP2FSP	vuestro
P	paternidad	NP00000	paternidad
para	para	SPS00	para
desatar	desatar	VMN0000	desatar
todo	todo	DI0MS0	todo
jenero	género	NCMS000	género
de	de	SPS00	de
duda	duda	NCFS000	duda
	,	Fc	,
que	que	CS	que
lo	lo	DA0NS0	el
que	que	PR0CN000	que
yo	yo	PP1CSN00	yo
digo	digo	VMIP1S0	decir
es	es	VSIP3S0	ser
berdad	verdad	NCFS000	verdad
	;	Fx	;
lo	lo	DA0NS0	el
demas	demás	NCMS000	demás
	,	Fc	,
conpuesto	compuesto	NCMS000	compuesto
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
me	me	PP1CS000	me
dara	dará	VMIF3S0	dar
abiso	aviso	NCMS000	aviso
V	vuestra	DP2FSP	vuestro
P	paternidad	NP00000	paternidad
para	para	SPS00	para
benir	venir	VMN0000	venir
quanto	cuanto	PA000000	cuanto
antes	antes	RG	antes
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
quanto	cuanto	PA000000	cuanto
el	el	DA0MS0	el
saberse	saberse	VMN0000+P00CN000	saber+se
	,	Fc	,
fie	fíe	VMSP0S0	fiar
V	vuestra	DP2FSP	vuestro
P	paternidad	NP00000	paternidad
que	que	CS	que
ago	hago	VMIP1S0	hacer
quanto	cuanto	PA000000	cuanto
puedo	puedo	VMIP1S0	poder
en	en	SPS00	en
que	que	CS	que
no	no	RN	no
se	se	P00CN000	se
sepa	sepa	VMSP0S0	saber
como	cómo	PA000000	cómo
ofreci	ofrecí	VMIS1S0	ofrecer
.	.	Fp	.
el	El	DA0MS0	el
dia	día	NCMS000	día
de	de	SPS00	de
oy	hoy	RG	hoy
se	se	P00CN000	se
me	me	PP1CS000	me
ofreçe	ofrece	VMIP3S0	ofrecer
pedir	pedir	VMN0000	pedir
a	a	SPS00	a
V	vuestra	DP2FSP	vuestro
P	paternidad	NP00000	paternidad
una	una	DI0FS0	uno
cosa	cosa	NCFS000	cosa
	,	Fc	,
confiada	confiada	VMP00SF	confiar
en	en	SPS00	en
la	la	DA0FS0	el
mucha	mucha	DI0FS0	mucho
merced	merced	NCFS000	merced
que	que	PR0CN000	que
me	me	PP1CS000	me
hico	hizo	VMIS3S0	hacer
y	y	CC	y
me	me	PP1CS000	me
prometio	prometió	VMIS3S0	prometer
de	de	SPS00	de
açer	hacer	VMN0000	hacer
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
es	es	VSIP3S0	ser
que	que	CS	que
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
suplicado	suplicado	VMP0000	suplicar
una	una	DI0FS0	uno
persona	persona	NCFS000	persona
de	de	SPS00	de
mi	mi	DP1CSS	mi
sastifacion	satisfacción	NCFS000	satisfacción
le	le	PP3CSD00	le
pida	pida	VMSP0S0	pedir
a	a	SPS00	a
V	vuestra	DP2FSP	vuestro
P	paternidad	NP00000	paternidad
se	se	P00CN000	se
sirba	sirva	VMSP0S0	servir
de	de	SPS00	de
inbiar	enviar	VMN0000	enviar
un	un	DI0MS0	uno
relijioso	religioso	NCMS000	religioso
al	al	SPS00+DA0MS0	a+el
lugar	lugar	NCMS000	lugar
de	de	SPS00	de
yebenes	Yébenes	NP00000	yébenes
	;	Fx	;
y	y	CC	y
para	para	SPS00	para
lo	lo	DA0NS0	el
qual	cual	PR0CS000	cual
me	me	PP1CS000	me
ha	ha	VAIP3S0	haber
nombrado	nombrado	VMP0000	nombrar
quien	quién	PT0CS000	quién
a	ha	VMIP3S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
parece	parece	VMIP3S0	parecer
tiene	tiene	VMIP3S0	tener
conocimiento	conocimiento	NCMS000	conocimiento
con	con	SPS00	con
el	él	PP3MS000	él
	,	Fc	,
que	que	CS	que
es	es	VSIP3S0	ser
el	el	DA0MS0	el
que	que	PR0CN000	que
V	vuestra	DP2FSP	vuestro
P	paternidad	NP00000	paternidad
me	me	PP1CS000	me
mento	mentó	VMIS3S0	mentar
	,	Fc	,
estando	estando	VMG0000	estar
comiendo	comiendo	VMG0000	comer
	,	Fc	,
que	que	CS	que
esta	está	VMIP3S0	estar
en	en	SPS00	en
mocejon	Mocejón	NP00000	mocejón
	,	Fc	,
que	que	CS	que
le	le	PP3CSD00	le
nombro	nombró	VMIS3S0	nombrar
