Illmo	Ilustrísimo	AQSMS0	ilustre
señor	señor	NP00000	señor
mi	mi	DP1CSS	mi
sor	señor	NP00000	señor
	.	Fp	.
Señor	Señor	NP00000	señor
	.	Fp	.
quedo	Quedo	VMIP1S0	quedar
bien	bien	RG	bien
mortificado	mortificado	VMP00SM	mortificar
con	con	SPS00	con
la	la	DA0FS0	el
que	que	PR0CN000	que
Rezivo	recibo	VMIP1S0	recibir
este	este	DD0MS0	este
Correo	correo	NCMS000	correo
de	de	SPS00	de
VS	VSa	NP00000	VSa
I	ilustrísima	AQSFS0	ilustre
por	por	SPS00	por
la	la	DA0FS0	el
indisposizion	indisposición	NCFS000	indisposición
que	que	PR0CN000	que
se	se	P00CN000	se
sirbe	sirve	VMIP3S0	servir
dizirme	decirme	VMN0000+PP1CS000	decir+me
a	ha	VAIP3S0	haber
padezido	padecido	VMP0000	padecer
de	de	SPS00	de
un	un	DI0MS0	uno
flato	flato	NCMS000	flato
,	.	Fp	.
Y	Y	CC	y
con	con	SPS00	con
esta	esta	DD0FS0	este
notizia	noticia	NCFS000	noticia
quedara	quedara	VMSI0S0	quedar
incapad	incapaz	AQ0CS0	incapaz
de	de	SPS00	de
consuelo	consuelo	NCMS000	consuelo
si	si	CS	si
VS	VSa	NP00000	VSa
I	ilustrísima	AQSFS0	ilustre
no	no	RN	no
se	se	P00CN000	se
dignara	dignara	VMSI0S0	dignar
de	de	SPS00	de
darmelo	dármelo	VMN0000+PP1CS000+PP3MSA00	dar+me+lo
al	al	SPS00+DA0MS0	a+el
mesmo	mismo	AQ0MS0	mismo
tienpo	tiempo	NCMS000	tiempo
con	con	SPS00	con
la	la	DA0FS0	el
mejoria	mejoría	NCFS000	mejoría
,	;	Fx	;
Y	y	CC	y
esta	ésta	PD0FS000	este
espero	espero	VMIP1S0	esperar
en	en	SPS00	en
Dios	Dios	NP00000	dios
se	se	P00CN000	se
aia	haya	VASP0S0	haber
continuado	continuado	VMP0000	continuar
Y	y	CC	y
en	en	SPS00	en
VS	VSa	NP00000	VSa
I	ilustrísima	AQSFS0	ilustre
la	la	DA0FS0	el
tenplanza	templanza	NCFS000	templanza
en	en	SPS00	en
las	las	DA0FP0	el
guindas	guindas	NCFP000	guinda
Y	y	CC	y
agua	agua	NCCS000	agua
fria	fría	AQ0FS0	frío
	,	Fc	,
pues	pues	CS	pues
fueron	fueron	VSIS3P0	ser
la	la	DA0FS0	el
causa	causa	NCFS000	causa
de	de	SPS00	de
el	el	DA0MS0	el
