Jhs	JHS	NP00000	jhs
	,	Fc	,
Ma	María	NP00000	maría
Alavo	Alabo	VMIP1S0	alabar
y	y	CC	y
engrandezco	engrandezco	VMIP1S0	engrandecer
al	al	SPS00+DA0MS0	a+el
Altissimo	altísimo	AQSMS0	alto
Sr	Señor	NP00000	señor
y	y	CC	y
bien	bien	RG	bien
nuestro	nuestro	DP1MSP	nuestro
y	y	CC	y
confundome	confúndome	VMIP1S0+PP1CS000	confundir+me
con	con	SPS00	con
el	el	DA0MS0	el
abismo	abismo	NCMS000	abismo
de	de	SPS00	de
mi	mi	DP1CSS	mi
ynorancia	ignorancia	NCFS000	ignorancia
y	e	CC	y
indignidad	indignidad	NCFS000	indignidad
y	y	CC	y
combido	convido	VMIP1S0	convidar
a	a	SPS00	a
todas	todas	DI0FP0	todo
las	las	DA0FP0	el
criaturas	criaturas	NCFP000	criatura
le	le	PP3CSD00	le
alaben	alaben	VMSP3P0	alabar
y	y	CC	y
bendijan	bendigan	VMSP3P0	bendecir
en	en	SPS00	en
union	unión	NCFS000	unión
de	de	SPS00	de
las	las	DA0FP0	el
alabanzas	alabanzas	NCFP000	alabanza
que	que	PR0CN000	que
le	le	PP3CSD00	le
dio	dio	VMIS3S0	dar
nuestro	nuestro	DP1MSP	nuestro
Maestro	maestro	NP00000	maestro
Jesus	Jesús	NP00000	jesús
y	y	CC	y
su	Su	DP3CS0	su
santissima	Santísima	AQSFS0	santo
Me	Madre	NP00000	madre
	,	Fc	,
que	que	CS	que
se	se	P00CN000	se
dijno	dignó	VMIS3S0	dignar
de	de	SPS00	de
bolber	volver	VMN0000	volver
sus	sus	DP3CP0	su
ojos	ojos	NCMP000	ojo
a	a	SPS00	a
mirar	mirar	VMN0000	mirar
la	la	DA0FS0	el
humildad	humildad	NCFS000	humildad
de	de	SPS00	de
este	este	DD0MS0	este
su	su	DP3CS0	su
gusanillo	gusanillo	NCMS000	gusanillo
y	y	CC	y
sierbo	siervo	NCMS000	siervo
:	.	Fp	.
y	Y	CC	y
a	a	SPS00	a
Vmd	VM	NP00000	VM
le	le	PP3CSD00	le
ruego	ruego	VMIP1S0	rogar
se	se	P00CN000	se
consuele	consuele	VMSP0S0	consolar
en	en	SPS00	en
el	el	DA0MS0	el
Sr	Señor	NP00000	señor
	,	Fc	,
que	que	CS	que
buen	buen	AQ0MS0	bueno
director	director	NCMS000	director
ha	ha	VAIP3S0	haber
tenido	tenido	VMP0000	tener
	(	Fba	(
gloria	gloria	NCFS000	gloria
a	a	SPS00	a
Dios	Dios	NP00000	dios
el	el	DA0MS0	el
mismo	mismo	AQ0MS0	mismo
que	que	CS	que
yo	yo	PP1CSN00	yo
	)	Fbt	)
.	.	Fp	.
	¿	Fia	¿
Y	Y	CC	y
quien	quién	PT0CS000	quién
soy	soy	VSIP1S0	ser
yo	yo	PP1CSN00	yo
	,	Fc	,
Dios	Dios	NP00000	dios
mio	mío	DP1MSS	mío
Y	y	CC	y
Jesus	Jesús	NP00000	jesús
mio	mío	DP1MSS	mío
!	,	Fc	,
para	para	SPS00	para
que	que	CS	que
Vos	vos	PP2CS000	vos
querais	queráis	VMSP2P0	querer
que	que	CS	que
llebe	lleve	VMSP0S0	llevar
vuestra	vuestra	DP2FSP	vuestro
obra	obra	NCFS000	obra
en	en	SPS00	en
adelante	adelante	RG	adelante
por	por	SPS00	por
cierto	cierto	AQ0MS0	cierto
que	que	CS	que
polbo	polvo	NCMS000	polvo
y	y	CC	y
ceniza	ceniza	NCFS000	ceniza
y	y	CC	y
un	un	DI0MS0	uno
ignorante	ignorante	NCMS000	ignorante
sin	sin	SPS00	sin
que	que	CS	que
sea	sea	VSSP0S0	ser
en	en	SPS00	en
vuestra	vuestra	DP2FSP	vuestro
casa	casa	NCFS000	casa
de	de	SPS00	de
probecho	provecho	NCMS000	provecho
alguno	alguno	DI0MS0	alguno
	?	Fit	?
digo	Digo	VMIP1S0	decir
pues	pues	CS	pues
que	que	CS	que
	,	Fc	,
sugetando	sujetando	VMG0000	sujetar
mi	mi	DP1CSS	mi
cerbiz	cerviz	NCFS000	cerviz
a	a	SPS00	a
este	este	DD0MS0	este
yugo	yugo	NCMS000	yugo
que	que	PR0CN000	que
me	me	PP1CS000	me
pone	pone	VMIP3S0	poner
la	la	DA0FS0	el
poderosa	poderosa	NCFS000	poderoso
mano	mano	NCFS000	mano
del	del	SPS00+DA0MS0	de+el
altissimo	Altísimo	AQSMS0	alto
y	y	CC	y
la	la	DA0FS0	el
providia	providencia	NCFS000	providencia
	,	Fc	,
estoy	estoy	VMIP1S0	estar
prompto	pronto	RG	pronto
à	a	SPS00	a
serbir	servir	VMN0000	servir
a	a	SPS00	a
Vmd	VM	NP00000	VM
en	en	SPS00	en
quanto	cuanto	PA000000	cuanto
mis	mis	DP1CPS	mi
pocas	pocas	DI0FP0	poco
fuerzas	fuerzas	NCFP000	fuerza
alcanzaren	alcanzaren	VMSF3P0	alcanzar
	,	Fc	,
que	que	CS	que
todo	todo	PI0MS000	todo
sera	será	VSIF3S0	ser
una	una	DI0FS0	uno
nonada	nonada	NCFS000	nonada
.	.	Fp	.
Y	Y	CC	y
lo	lo	DA0NS0	el
primero	primero	RG	primero
que	que	PR0CN000	que
encargo	encargo	VMIP1S0	encargar
a	a	SPS00	a
Vmd	VM	NP00000	VM
es	es	VSIP3S0	ser
que	que	CS	que
fie	fíe	VMSP0S0	fiar
mucho	mucho	RQ	mucho
de	de	SPS00	de
Dios	Dios	NP00000	dios
.	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
quanto	cuanto	PA000000	cuanto
a	a	SPS00	a
la	la	DA0FS0	el
oracion	oración	NCFS000	oración
	,	Fc	,
en	en	SPS00	en
puniendosse	poniéndose	VMG0000+P00CN000	poner+se
a	a	SPS00	a
ella	ella	PP3FS000	él
relajarse	relajarse	VMN0000+P00CN000	relajar+se
al	al	SPS00+DA0MS0	a+el
corazon	corazón	NCMS000	corazón
y	y	CC	y
con	con	SPS00	con
un	un	DI0MS0	uno
acto	acto	NCMS000	acto
de	de	SPS00	de
profundissima	profundísima	AQSFS0	profundo
reberençia	reverencia	NCFS000	reverencia
a	a	SPS00	a
Dios	Dios	NP00000	dios
sacramentado	sacramentado	VMP00SM	sacramentar
se	se	P00CN000	se
deje	deje	VMSP0S0	dejar
totalmente	totalmente	RG	totalmente
en	en	SPS00	en
sus	sus	DP3CP0	su
