Jhs	JHS	NP00000	jhs
	,	Fc	,
ma	María	NP00000	maría
	,	Fc	,
Jph	José	NP00000	josé
	...	Fs	...
	...	Fs	...
Den	Den	VMSP3P0	dar
a	a	SPS00	a
Vmd	VM	NP00000	VM
	,	Fc	,
mui	muy	RQ	muy
estimado	estimado	VMP00SM	estimar
y	y	CC	y
querido	querido	VMP00SM	querer
sobrino	sobrino	NCMS000	sobrino
de	de	SPS00	de
mi	mi	DP1CSS	mi
alma	alma	NCFS000	alma
	,	Fc	,
mui	muy	RQ	muy
stas	santas	AQ0FP0	santo
y	y	CC	y
felizes	felices	AQ0CP0	feliz
pasquas	Pascuas	NP00000	pascuas
de	de	SPS00	de
la	la	DA0FS0	el
rresurezion	Resurrección	NP00000	resurrección
de	de	SPS00	de
Christo	Cristo	NP00000	cristo
sr	Señor	NP00000	señor
nro	Nuestro	DP1MSP	nuestro
con	con	SPS00	con
mui	muy	RQ	muy
cumplida	cumplida	VMP00SF	cumplir
salud	salud	NCFS000	salud
y	y	CC	y
buenas	buenas	AQ0FP0	bueno
nuebas	nuevas	NCFP000	nueva
de	de	SPS00	de
la	la	DA0FS0	el
de	de	SPS00	de
mi	mi	DP1CSS	mi
angel	ángel	NCMS000	ángel
de	de	SPS00	de
mi	mi	DP1CSS	mi
sobrina	sobrina	NCFS000	sobrino
	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
tiene	tiene	VMIP3S0	tener
con	con	SPS00	con
mucha	mucha	DI0FS0	mucho
pena	pena	NCFS000	pena
y	y	CC	y
cuidado	cuidado	NCMS000	cuidado
del	del	SPS00+DA0MS0	de+el
que	que	CS	que
vmd	VM	NP00000	VM
tiene	tiene	VMIP3S0	tener
de	de	SPS00	de
aberle	haberle	VAN0000+PP3CSD00	haber+le
faltado	faltado	VMP0000	faltar
3	3	Z	3
correos	correos	NCMP000	correo
carta	carta	NCFS000	carta
de	de	SPS00	de
su	su	DP3CS0	su
mrd	merced	NCFS000	merced
	.	Fp	.
quiera	Quiera	VMSP0S0	querer
mi	mi	DP1CSS	mi
Dios	Dios	NP00000	dios
	,	Fc	,
no	no	RN	no
mirando	mirando	VMG0000	mirar
el	el	DA0MS0	el
castigo	castigo	NCMS000	castigo
que	que	PR0CN000	que
merezen	merecen	VMIP3P0	merecer
mis	mis	DP1CPS	mi
grandes	grandes	AQ0CP0	grande
pecados	pecados	NCMP000	pecado
	,	Fc	,
de	de	SPS00	de
guardarsela	guardársela	VMN0000+PP3CN000+PP3FSA00	guardar+se+lo
a	a	SPS00	a
vmd	VM	NP00000	VM
y	y	CC	y
que	que	CS	que
en	en	SPS00	en
su	su	DP3CS0	su
sto	santo	AQ0MS0	santo
serbizio	servicio	NCMS000	servicio
con	con	SPS00	con
todo	todo	DI0MS0	todo
gusto	gusto	NCMS000	gusto
y	y	CC	y
descanso	descanso	NCMS000	descanso
y	y	CC	y
feliz	feliz	AQ0CS0	feliz
suzezion	sucesión	NCFS000	sucesión
se	se	P00CN000	se
gozen	gocen	VMSP3P0	gozar
por	por	SPS00	por
muchos	muchos	DI0MP0	mucho
años	años	NCMP000	año
	.	Fp	.
como	Como	CS	como
mi	mi	DP1CSS	mi
sobrino	sobrino	NCMS000	sobrino
me	me	PP1CS000	me
mdo	mandó	VMIS3S0	mandar
	,	Fc	,
e	he	VAIP1S0	haber
escrito	escrito	VMP0000	escribir
ese	ese	DD0MS0	ese
papel	papel	NCMS000	papel
a	a	SPS00	a
mi	mi	DP1CSS	mi
sobrina	sobrina	NCFS000	sobrino
	.	Fp	.
si	Si	CS	si
le	le	PP3CSD00	le
pareze	parece	VMIP3S0	parecer
	,	Fc	,
en	en	SPS00	en
abiendole	habiéndole	VAG0000+PP3CSD00	haber+le
leido	leído	VMP0000	leer
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
embie	envíe	VMSP0S0	enviar
	,	Fc	,
que	que	CS	que
	,	Fc	,
a	a	SPS00	a
poderla	poderla	VMN0000+PP3FSA00	poder+lo
ver	ver	VMN0000	ver
y	y	CC	y
comunicar	comunicar	VMN0000	comunicar
sin	sin	SPS00	sin
esta	esta	DD0FS0	este
pension	pensión	NCFS000	pensión
de	de	SPS00	de
escritos	escritos	VMP00PM	escribir
	,	Fc	,
fuera	fuera	VSSI0S0	ser
pa	para	SPS00	para
mi	mi	DP1CSS	mi
alma	alma	NCFS000	alma
de	de	SPS00	de
grandissimo	grandísimo	AQSMS0	grande
consuelo	consuelo	NCMS000	consuelo
	.	Fp	.
poderoso	Poderoso	AQ0MS0	poderoso
es	es	VSIP3S0	ser
mi	mi	DP1CSS	mi
sr	Señor	NP00000	señor
pa	para	SPS00	para
conzedermelo	concedérmelo	VMN0000+PP1CS000+PP3MSA00	conceder+me+lo
antes	antes	RG	antes
que	que	CS	que
me	me	PP1CS000	me
muera	muera	VMSP0S0	morir
	.	Fp	.
que	Que	CS	que
no	no	RN	no
es	es	VSIP3S0	ser
dezible	decible	AQ0CS0	decible
	,	Fc	,
hijo	hijo	NP00000	hijo
mio	mío	DP1MSS	mío
	,	Fc	,
lo	lo	PP3CNA00	lo
contenta	contenta	VMIP3S0	contentar
y	y	CC	y
agradezida	agradecida	VMP00SF	agradecer
que	que	CS	que
estoi	estoy	VMIP1S0	estar
a	a	SPS00	a
nro	Nuestro	DP1MSP	nuestro
sr	Señor	NP00000	señor
en	en	SPS00	en
aberle	haberle	VAN0000+PP3CSD00	haber+le
dado	dado	VMP0000	dar
a	a	SPS00	a
vmd	VM	NP00000	VM
una	una	DI0FS0	uno
esposa	esposa	NCFS000	esposo
tan	tan	RC	tan
sta	santa	AQ0FS0	santo
	,	Fc	,
con	con	SPS00	con
tantas	tantas	DI0FP0	tanto
grazias	gracias	NCFP000	gracia
y	y	CC	y
dones	dones	NCMP000	don
naturales	naturales	AQ0CP0	natural
y	y	CC	y
sobrenaturales	sobrenaturales	NCMP000	sobrenatural
	.	Fp	.
que	Que	CS	que
tengo	tengo	VMIP1S0	tener
por	por	SPS00	por
mui	muy	RQ	muy
zierto	cierto	AQ0MS0	cierto
que	que	CS	que
	,	Fc	,
como	como	CS	como
mi	mi	DP1CSS	mi
sobrino	sobrino	NCMS000	sobrino
desde	desde	SPS00	desde
sus	sus	DP3CP0	su
primeros	primeros	AO0MP0	primero
años	años	NCMP000	año
le	le	PP3CSD00	le
tiene	tiene	VMIP3S0	tener
tan	tan	RC	tan
