Jhs	JHS	NP00000	jhs
	,	Fc	,
ma	María	NP00000	maría
	,	Fc	,
Jph	José	NP00000	josé
	...	Fs	...
	...	Fs	...
Den	Den	VMSP3P0	dar
a	a	SPS00	a
mi	mi	DP1CSS	mi
amado	amado	VMP00SM	amar
sobrino	sobrino	NCMS000	sobrino
mui	muy	RQ	muy
stas	santas	AQ0FP0	santo
y	y	CC	y
felizes	felices	AQ0CP0	feliz
pasquas	Pascuas	NP00000	pascuas
i	y	CC	y
entradas	entradas	NCFP000	entrada
de	de	SPS00	de
año	año	NCMS000	año
	.	Fp	.
yo	Yo	PP1CSN00	yo
	,	Fc	,
sobrino	sobrino	NCMS000	sobrino
mio	mío	DP1MSS	mío
	,	Fc	,
aunque	aunque	CS	aunque
me	me	PP1CS000	me
las	las	PP3FPA00	lo
prometo	prometo	VMIP1S0	prometer
mui	muy	RQ	muy
buenas	buenas	AQ0FP0	bueno
con	con	SPS00	con
su	su	DP3CS0	su
carta	carta	NCFS000	carta
sabiendo	sabiendo	VMG0000	saber
por	por	SPS00	por
ella	ella	PP3FS000	él
goza	goza	VMIP3S0	gozar
Vmd	VM	NP00000	VM
de	de	SPS00	de
salud	salud	NCFS000	salud
	,	Fc	,
con	con	SPS00	con
mas	más	RC	más
gustos	gustos	NCMP000	gusto
y	y	CC	y
contento	contento	NCMS000	contento
las	las	PP3FPA00	lo
esperaba	esperaba	VMII0S0	esperar
tener	tener	VMN0000	tener
de	de	SPS00	de
que	que	CS	que
mi	mi	DP1CSS	mi
querido	querido	VMP00SM	querer
hijo	hijo	NP00000	hijo
ubiese	hubiese	VASI0S0	haber
conseguido	conseguido	VMP0000	conseguir
el	el	DA0MS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
biese	viese	VMSI0S0	ver
el	el	DA0MS0	el
pleito	pleito	NCMS000	pleito
como	como	CS	como
lo	lo	PP3CNA00	lo
suplicaba	suplicaba	VMII0S0	suplicar
a	a	SPS00	a
los	los	DA0MP0	el
ssres	señores	NCMP000	señor
oidores	oidores	NCMP000	oidor
	.	Fp	.
mas	Mas	CC	mas
	,	Fc	,
como	como	CS	como
dizen	dicen	VMIP3P0	decir
	,	Fc	,
mas	más	RC	más
vale	vale	VMIP3S0	valer
tarde	tarde	RG	tarde
que	que	CS	que
nunca	nunca	RN	nunca
y	y	CC	y
buenas	buenas	AQ0FP0	bueno
son	son	VSIP3P0	ser
mangas	mangas	NCFP000	manga
despues	después	RG	después
de	de	SPS00	de
pasqua	Pascua	NP00000	pascua
	.	Fp	.
si	Si	CS	si
bien	bien	RG	bien
	,	Fc	,
sobrino	sobrino	NCMS000	sobrino
mio	mío	DP1MSS	mío
	,	Fc	,
por	por	SPS00	por
estar	estar	VMN0000	estar
yo	yo	PP1CSN00	yo
de	de	SPS00	de
por	por	SPS00	por
medio	medio	NCMS000	medio
da	da	VMIP3S0	dar
nro	Nuestro	DP1MSP	nuestro
sr	Señor	NP00000	señor
lugar	lugar	NCMS000	lugar
a	a	SPS00	a
que	que	CS	que
Vmd	VM	NP00000	VM
padezca	padezca	VMSP0S0	padecer
	,	Fc	,
consuelame	consuélame	VMIP3S0+PP1CS000	consolar+me
el	el	DA0MS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
sabe	sabe	VMIP3S0	saber
aprobechar	aprovechar	VMN0000	aprovechar
con	con	SPS00	con
el	el	DA0MS0	el
buen	buen	AQ0MS0	bueno
entendimiento	entendimiento	NCMS000	entendimiento
que	que	CS	que
nro	Nuestro	DP1MSP	nuestro
sr	Señor	NP00000	señor
le	le	PP3CSD00	le
a	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
del	del	SPS00+DA0MS0	de+el
tiempo	tiempo	NCMS000	tiempo
i	y	CC	y
ocasion	ocasión	NCFS000	ocasión
	,	Fc	,
sacando	sacando	VMG0000	sacar
fruto	fruto	NCMS000	fruto
de	de	SPS00	de
todo	todo	DI0MS0	todo
demas	demás	NCMS000	demás
de	de	SPS00	de
las	las	DA0FP0	el
incomodidades	incomodidades	NCFP000	incomodidad
que	que	PR0CN000	que
Vmd	VM	NP00000	VM
esta	está	VMIP3S0	estar
pasando	pasando	VMG0000	pasar
fuera	fuera	RG	fuera
de	de	SPS00	de
su	su	DP3CS0	su
casa	casa	NCFS000	casa
	,	Fc	,
aunque	aunque	CS	aunque
mas	más	RC	más
mrd	merced	NCFS000	merced
le	le	PP3CSD00	le
hagan	hagan	VMSP3P0	hacer
esos	esos	DD0MP0	ese
sres	señores	NCMP000	señor
	.	Fp	.
aumenta	Aumenta	VMIP3S0	aumentar
mi	mi	DP1CSS	mi
sentimiento	sentimiento	NCMS000	sentimiento
el	el	DA0MS0	el
mucho	mucho	RQ	mucho
que	que	CS	que
tendra	tendrá	VMIF3S0	tener
el	el	DA0MS0	el
serafin	serafín	NCMS000	serafín
de	de	SPS00	de
mi	mi	DP1CSS	mi
sobrina	sobrina	NCFS000	sobrino
Da	doña	NP00000	don
ma	María	NP00000	maría
	;	Fx	;
que	que	CS	que
	,	Fc	,
mediante	mediante	SPS00	mediante
el	el	DA0MS0	el
grande	grande	AQ0CS0	grande
esptu	espíritu	NCMS000	espíritu
que	que	CS	que
nro	Nuestro	DP1MSP	nuestro
sr	Señor	NP00000	señor
le	le	PP3CSD00	le
a	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
	,	Fc	,
podra	podrá	VMIF3S0	poder
tolerar	tolerar	VMN0000	tolerar
la	la	DA0FS0	el
penosa	penosa	AQ0FS0	penoso
ausenzia	ausencia	NCFS000	ausencia
de	de	SPS00	de
un	un	DI0MS0	uno
esposo	esposo	NCMS000	esposo
tan	tan	RC	tan
querido	querido	VMP00SM	querer
	.	Fp	.
rrezibalo	Recíbalo	VMSP0S0+PP3CNA00	recibir+lo
todo	todo	DI0MS0	todo
su	Su	DP3CS0	su
diva	Divina	AQ0FS0	divino
mgd	Majestad	NP00000	majestad
i	y	CC	y
prospere	prospere	VMSP0S0	prosperar
la	la	DA0FS0	el
salud	salud	NCFS000	salud
de	de	SPS00	de
vmd	VM	NP00000	VM
	,	Fc	,
que	que	CS	que
tiniendola	teniéndola	VMG0000+PP3FSA00	tener+lo
qualquier	cualquier	DI0CS0	cualquier
trabajo	trabajo	NCMS000	trabajo
por	por	SPS00	por
penoso	penoso	AQ0MS0	penoso
que	que	CS	que
sea	sea	VSSP0S0	ser
