Muy	Muy	RQ	muy
Po	poderoso	AQ0MS0	poderoso
Sr	señor	NP00000	señor
	.	Fp	.
Tres	Tres	Z	3
mill	mil	Z	1000
ps	pesos	NCMP000	peso
en	en	SPS00	en
dos	dineros	NCMP000	dinero
del	del	SPS00+DA0MS0	de+el
año	año	NCMS000	año
adelantado	adelantado	VMP00SM	adelantar
del	del	SPS00+DA0MS0	de+el
salo	salario	NCMS000	salario
del	del	SPS00+DA0MS0	de+el
licendo	licenciado	NP00000	licenciado
Juan	Juan	NP00000	juan
de	de	SPS00	de
Mañozca	Mañozca	NP00000	mañozca
de	de	SPS00	de
esa	esa	DD0FS0	ese
que	que	CS	que
comenzara	comenzará	VMIF3S0	comenzar
a	a	SPS00	a
correr	correr	VMN0000	correr
desde	desde	SPS00	desde
1	1	Z	1
de	de	SPS00	de
septe	septiembre	NCMS000	septiembre
que	que	CS	que
bendra	vendrá	VMIF3S0	venir
	(	Fba	(
porque	porque	CS	porque
hasta	hasta	SPS00	hasta
entonces	entonces	RG	entonces
esta	está	VMIP3S0	estar
pagado	pagado	VMP00SM	pagar
	)	Fbt	)
se	se	P00CN000	se
enbian	envían	VMIP3P0	enviar
en	en	SPS00	en
esta	esta	DD0FS0	este
Armda	armada	NCFS000	armada
en	en	SPS00	en
conformidad	conformidad	NCFS000	conformidad
de	de	SPS00	de
su	Su	DP3CS0	su
Majd	Majestad	NP00000	majestad
de	de	SPS00	de
la	la	DA0FS0	el
carta	carta	NCFS000	carta
de	de	SPS00	de
V	vuestra	DP2FSP	vuestro
Alta	alteza	NCFS000	alteza
de	de	SPS00	de
29	29	Z	29
de	de	SPS00	de
febrero	febrero	NCMS000	febrero
del	del	SPS00+DA0MS0	de+el
año	año	NCMS000	año
pasado	pasado	VMP00SM	pasar
de	de	SPS00	de
640	640	Z	640
	.	Fp	.
y	Y	CC	y
el	el	DA0MS0	el
Recepr	receptor	NCMS000	receptor
d	de	SPS00	de
este	este	DD0MS0	este
offo	oficio	NCMS000	oficio
los	los	PP3MPA00	lo
a	ha	VAIP3S0	haber
entregado	entregado	VMP0000	entregar
a	a	SPS00	a
Juan	Juan	NP00000	juan
Ruiz	Ruiz	NP00000	ruiz
de	de	SPS00	de
ocharcoaga	Ocharcoaga	NP00000	ocharcoaga
	,	Fc	,
familiar	familiar	AQ0CS0	familiar
d	de	SPS00	de
esta	esta	DD0FS0	este
Inqn	inquisición	NCFS000	inquisición
	,	Fc	,
para	para	SPS00	para
que	que	CS	que
los	los	PP3MPA00	lo
llebe	lleve	VMSP0S0	llevar
con	con	SPS00	con
los	los	DA0MP0	el
demas	demás	NCMS000	demás
de	de	SPS00	de
su	su	DP3CS0	su
cargo	cargo	NCMS000	cargo
,	,	Fc	,
Registre	registre	VMSP0S0	registrar
y	y	CC	y
los	los	PP3MPA00	lo
remita	remita	VMSP0S0	remitir
a	a	SPS00	a
poder	poder	NCMS000	poder
de	de	SPS00	de
Ju	Juan	NP00000	juan
de	de	SPS00	de
Castañeda	Castañeda	NP00000	castañeda
	,	Fc	,
Recepr	receptor	NCMS000	receptor
Genl	general	AQ0CS0	general
	,	Fc	,
o	o	CC	o
a	a	SPS00	a
su	su	DP3CS0	su
suçesor	sucesor	NCMS000	sucesor
en	en	SPS00	en
el	el	DA0MS0	el
off	oficio	NCMS000	oficio
por	por	SPS00	por
quenta	cuenta	NCFS000	cuenta
y	y	CC	y
ruego	ruego	VMIP1S0	rogar
de	de	SPS00	de
quien	quien	PR0CS000	quien
pertenecen	pertenecen	VMIP3P0	pertenecer
,	.	Fp	.
dios	Dios	NP00000	dios
los	los	PP3MPA00	lo
llebe	lleve	VMSP0S0	llevar
con	con	SPS00	con
bien	bien	NCMS000	bien
y	y	CC	y
gude	guarde	VMSP0S0	guardar
a	a	SPS00	a
V	vuestra	DP2FSP	vuestro
A	alteza	NCFS000	alteza
como	como	CS	como
puede	puede	VMIP3S0	poder
	.	Fp	.
Reyes	Reyes	NCMP000	rey
	,	Fc	,
1	1	Z	1
junio	junio	NCMS000	junio
de	de	SPS00	de
1641	1641	Z	1641
	.	Fp	.
El	El	DA0MS0	el
licendo	licenciado	NP00000	licenciado
Andres	Andrés	NP00000	andrés
Joan	Juan	NP00000	juan
Gaytan	Gaytán	NP00000	gaytán
El	El	DA0MS0	el
ldo	licenciado	NP00000	licenciado
don	don	NP00000	don
Anto	Antonio	NP00000	antonio
de	de	SPS00	de
castro	Castro	NP00000	castro
y	y	CC	y
del	del	SPS00+DA0MS0	de+el
castillo	Castillo	NP00000	castillo
