Meu	Meu	DP1MSS	meu
Sor	Senhor	NP00000	senhor
Rdo	Reverendo	NP00000	reverendo
Pe	Padre	NP00000	padre
Comissario	Comissário	NP00000	comissário
Manoel	Manuel	NP00000	manuel
da	da	SPS00+DA0FS0	de+o
Costa	Costa	NP00000	costa
Denuncîo	Denuncio	VMIP1S0	denunciar
ao	ao	SPS00+DA0MS0	a+o
tribal	Tribunal	NP00000	tribunal
do	do	SPS00+DA0MS0	de+o
sto	Santo	NP00000	santo
offo	Oício	NP00000	Oício
	,	Fc	,
por	por	SPS00	por
ordem	ordem	NCFS000	ordem
de	de	SPS00	de
comfessor	confessor	NCMS000	confessor
Franco	Francisco	NP00000	francisco
An-tunes	Antunes	NP00000	antunes
Frra	Ferreira	NP00000	ferreira
Pintor	Pintor	NCMS000	ferreira
	,	Fc	,
nal	natural	NCMS000	natural
e	e	CC	e
mor	morador	NCMS000	morador
na	na	SPS00+DA0FS0	em+o
Rua	Rua	NP00000	rua
das	das	SPS00+DA0FP0	de+o
taypas	Taipas	NP00000	Taipas
da	da	SPS00+DA0FS0	de+o
çide	cidade	NCFS000	cidade
do	do	SPS00+DA0MS0	de+o
Portto	Porto	NP00000	porto
	,	Fc	,
da	da	SPS00+DA0FS0	de+o
frga	freguesia	NCFS000	freguesia
de	de	SPS00	de
N	Nossa	NP00000	nossa
Sra	Senhora	NP00000	senhor
da	da	SPS00+DA0FS0	de+o
Vitoria	Vitória	NP00000	vitória
,	,	Fc	,
de	de	SPS00	de
Guiomar	Guiomar	NP00000	guiomar
Prra	Parreira	NP00000	parreira
	,	Fc	,
mer	mulher	NCFS000	mulher
meretris	meretriz	AQ0CS0	meretriz
natural	natural	NCMS000	natural
da	da	SPS00+DA0FS0	de+o
cide	cidade	NCFS000	cidade
de	de	SPS00	de
Lxa	Lxa	NP00000	lisboa
	,	Fc	,
fa	filha	NCFS000	filho
de	de	SPS00	de
João	João	NP00000	joão
Pinto	Pinto	NP00000	pinto
Pra	Pereira	NP00000	pereira
	,	Fc	,
já	já	RG	já
defunto	defunto	NCMS000	defunto
	,	Fc	,
criado	criado	NCMS000	criado
q	que	PR0CN000	que
foi	foi	VMIS3S0	ir
do	do	SPS00+DA0MS0	de+o
fi-dalgo	fidalgo	NCMS000	fidalgo
do	do	SPS00+DA0MS0	de+o
Bomjardim	Bomjardim	NP00000	bomjardim
,	,	Fc	,
e	e	CC	e
de	de	SPS00	de
sua	sua	DP3FS0	seu
mer	mulher	NCFS000	mulher
Mna	Mariana	NP00000	mariana
Carva	Carvalha	NP00000	carvalha
	,	Fc	,
a	a	SPS00	a
Lisboana	Lisboana	NP00000	Lisboana
por	por	SPS00	por
al-cunha	alcunha	NCFS000	alcunha
,	,	Fc	,
Lavadra	lavadora	NCFS000	lavador
e	e	CC	e
mora	moradora	NCFS000	morador
defronte	defronte	RG	defronte
do	do	SPS00+DA0MS0	de+o
Adro	Adro	NCMS000	adro
de	de	SPS00	de
sto	Santo	NP00000	santo
Andre	André	NP00000	andré
	,	Fc	,
frga	freguesia	NCFS000	freguesia
de	de	SPS00	de
sto	Santo	NP00000	santo
Ilde-ffonço	Ildefonso	NP00000	Ildefonso
	,	Fc	,
extramuros	extramuros	RG	extramuros
desta	desta	SPS00+DD0FS0	de+este
cide	cidade	NCFS000	cidade
,	,	Fc	,
e	e	CC	e
ella	ela	PP3FS000	ele
dta	dita	VMP00SF	dizer
denunçiada	denunciada	VMP00SF	denunciar
mora	moradora	NCFS000	morador
por	por	SPS00	por
bayxo	baixo	RG	baixo
dos	dos	SPS00+DA0MP0	de+o
selleiros	celeiros	NCMP000	celeiro
do	do	SPS00+DA0MS0	de+o
pão	pão	NCMS000	pão
ao	ao	SPS00+DA0MS0	a+o
calvario	Calvário	NP00000	calvário
novo	Novo	NP00000	novo
	,	Fc	,
defronte	defronte	RG	defronte
da	da	SPS00+DA0FS0	de+o
qta	Quinta	NP00000	quinta
das	das	SPS00+DA0FP0	de+o
virtudes	Virtudes	NCFP000	virtude
	,	Fc	,
frga	freguesia	NCFS000	freguesia
de	de	SPS00	de
sto	Santo	NP00000	santo
Ildeffonço	Ildefonso	NP00000	Ildefonso
;	,	Fc	,
por	por	SPS00	por
prezumpção	presunção	NCFS000	presunção
de	de	SPS00	de
ter	ter	VMN0000	ter
pacto	pacto	NCMS000	pacto
com	com	SPS00	com
o	o	DA0MS0	o
demonio	demónio	NCMS000	demónio
e	e	CC	e
por	por	SPS00	por
virtude	virtude	NCFS000	virtude
de	de	SPS00	de
	lhe	PP3CSD00	lhe
obrar	obrar	VMN0000	obrar
couzas	coisas	NCFP000	coisa
com	com	SPS00	com
q	que	PR0CN000	que
fizesse	fizesse	VMSI0S0	fazer
comtinuar	continuar	VMN0000	continuar
em	em	SPS00	em
corresponderemna	corresponderem-na	VMII3P0+PP3FSA00	corresponder+o
os	os	DA0MP0	o
homens	homens	NCMP000	homem
com	com	SPS00	com
qm	quem	PR0CN000	quem
trata	trata	VMIP3S0	tratar
e	e	CC	e
tratou	tratou	VMIS3S0	tratar
illicitamte	ilicitamente	RG	ilicitamente
	,	Fc	,
e	e	CC	e
q	que	CS	que
outros	outros	PI0MP000	outro
a	a	PP3FSA00	o
procu-rasem	procurassem	VMSI3P0	procurar
,	,	Fc	,
e	e	CC	e
pareçesse	aparecesse	VMSI0S0	aparecer
a	a	SPS00	a
todos	todos	DI0MP0	todo
fermoza	formosa	AQ0FS0	formoso
,	,	Fc	,
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
quizessem	quisessem	VMSI3P0	querer
bem	bem	RG	bem
,	,	Fc	,
e	e	CC	e
dispendesem	despendessem	CC	e
mto	muito	RQ	muito
com	com	SPS00	com
ella	ela	PP3FS000	ele
.	.	Fp	.
O	O	DA0MS0	o
q	que	PR0CN000	que
a	a	SPS00	a
esta	esta	DD0FS0	este
prezumpção	presunção	NCFS000	presunção
me	me	PP1CS000	me
persuadio	persuadiu	VMIS3S0	persuadir
foy	foi	VMIS3S0	ir
q	que	CS	que
falando	falando	VMG0000	falar
eu	eu	PP1CSN00	eu
com	com	SPS00	com
a	a	DA0FS0	o
denunçiada	denunciada	VMP00SF	denunciar
por	por	SPS00	por
tempo	tempo	NCMS000	tempo
de	de	SPS00	de
Dous	dois	Z	dois
mezes	meses	NCMP000	mês
,	,	Fc	,
por	por	SPS00	por
algũas	algumas	DI0FP0	algum
vezes	vezes	NCFP000	vez
tive	tive	VMIS1S0	ter
com	com	SPS00	com
ella	ela	PP3FS000	ele
algũas	algumas	DI0FP0	algum
dissenssõins	dissensões	NCFP000	dissensão
,	,	Fc	,
e	e	CC	e
sem	sem	SPS00	sem
embo	embargo	NCMS000	embargo
de	de	SPS00	de
por	por	SPS00	por
cauza	causa	NCFS000	causa
dellas	delas	SPS00+PP3FP000	de+ele
não	não	RN	não
querer	querer	VMN0000	querer
falar	falar	VMN0000	falar
com	com	SPS00	com
a	a	DA0FS0	o
denunciada	denunciada	VMP00SF	denunciar
,	,	Fc	,
poucos	poucos	DI0MP0	pouco
dias	dias	NCMP000	dia
se	se	P00CN000	se
passavão	passavam	VMII3P0	passar
q	que	CS	que
eu	eu	PP1CSN00	eu
	,	Fc	,
como	como	SPS00	como
violen-tado	violentado	VMP00SM	violentar
	,	Fc	,
não	não	RN	não
fosse	fosse	VMSI0S0	ir
falarlhe	falar-lhe	VMN0000+PP3CSD00	falar+lhe
,	,	Fc	,
procurandoa	procurando-a	VMG0000+PP3FSA00	procurar+o
e	e	CC	e
dandolhe	dando-lhe	VMG0000+PP3CSD00	dar+lhe
dinhro	dinheiro	NCMS000	dinheiro
mtas	muitas	DI0FP0	muito
vezes	vezes	NCFP000	vez
com	com	SPS00	com
largueza	largueza	NCFS000	largueza
,	.	Fp	.
e	E	CC	e
não	não	RN	não
deixava	deixava	VMII0S0	deixar
eu	eu	PP1CSN00	eu
de	de	SPS00	de
fazer	fazer	VMN0000	fazer
reflexão	reflexão	NCFS000	reflexão
	,	Fc	,
admiran-dome	admirando-me	VMG0000+PP1CS000	admirar+me
asim	assim	RG	assim
sobre	sobre	SPS00	sobre
o	o	DA0MS0	o
alvoroço	alvoroço	NCMS000	alvoroço
com	com	SPS00	com
q	que	CS	que
a	a	PP3FSA00	o
pcurava	procurava	VMII0S0	procurar
como	como	CS	como
sobre	sobre	SPS00	sobre
o	o	DA0MS0	o
gastar	gastar	VMN0000	gastar
tanto	tanto	CC	tanto
com	com	SPS00	com
ella	ela	PP3FS000	ele
qdo	quando	CS	quando
com	com	SPS00	com
outras	outras	DI0FP0	outro
similhantes	semelhantes	AQ0CP0	semelhante
mers	mulheres	NCFP000	mulher
mto	muito	RQ	muito
menos	menos	RC	menos
dispendia	despendia	NCFS000	despendia
	,	Fc	,
não	não	RN	não
passando	passando	VMG0000	passar
de	de	SPS00	de
240	240	Z	240
rs	réis	NCMP000	réis
e	e	CC	e
480	480	Z	480
rs	réis	NCMP000	réis
	.	Fp	.
E	E	CC	e
andando	andando	VMG0000	andar
asim	assim	RG	assim
perplexo	perplexo	AQ0MS0	perplexo
,	,	Fc	,
receando	receando	VMG0000	recear
q	que	CS	que
ella	ela	PP3FS000	ele
me	me	PP1CS000	me
tivesse	tivesse	VMSI0S0	ter
feito	feito	NCMS000	feito
algua	alguma	DI0FS0	algum
couza	coisa	NCFS000	coisa
,	,	Fc	,
busquei	busquei	VMIS1S0	buscar
meyos	meios	NCMP000	meio
pa	para	SPS00	para
me	me	PP1CS000	me
retirar	retirar	VMN0000	retirar
della	dela	SPS00+PP3FS000	de+ele
	,	Fc	,
e	e	CC	e
não	não	RN	não
me	me	PP1CS000	me
foi	foi	VMIS3S0	ir
possivel	possível	NCMS000	possível
,	,	Fc	,
the	até	SPS00	até
que	que	PR0CN000	que
me	me	PP1CS000	me
vali	vali	VMIS1S0	valer
de	de	SPS00	de
N	Nossa	NP00000	nossa
Sra	Senhora	NP00000	senhor
da	da	SPS00+DA0FS0	de+o
Nativide	Natividade	NP00000	natividade
da	da	SPS00+DA0FS0	de+o
fonte	Fonte	NP00000	fonte
da	da	SPS00+DA0FS0	de+o
Arca	Arca	NCFS000	arca
fazendolhe	fazendo-lhe	VMG0000+PP3CSD00	fazer+lhe
hua	uma	DI0FS0	um
novena	novena	NCFS000	novena
com	com	SPS00	com
premessa	promessa	NCFS000	promessa
de	de	SPS00	de
hũa	uma	DI0FS0	um
esmolla	esmola	NCFS000	esmola
,	,	Fc	,
pedindo-lhe	pedindo-lhe	SPS00	pedindo-
me	me	PP1CS000	me
acudisse	acudisse	VMSI0S0	acudir
e	e	CC	e
fizesse	fizesse	VMSI0S0	fazer
esqueçerme	esquecer-me	VMSI0S0	fazer
de	de	SPS00	de
tal	tal	RC	tal
mer	mulher	NCFS000	mulher
,	.	Fp	.
e	E	CC	e
no	no	SPS00+DA0MS0	em+o
ulto	último	NCMS000	último
dia	dia	NCMS000	dia
da	da	SPS00+DA0FS0	de+o
Novena	novena	NCFS000	novena
	,	Fc	,
emcontrando	encontrando	VMG0000	encontrar
Anta	Antónia	NP00000	antónia
Correa	Correia	NP00000	correia
	,	Fc	,
mer	mulher	NCFS000	mulher
soltra	solteira	AQ0FS0	solteiro
,	,	Fc	,
vezinha	vizinha	NCFS000	vizinho
q	que	PR0CN000	que
foi	foi	VMIS3S0	ir
da	da	SPS00+DA0FS0	de+o
denunciada	denunciada	VMP00SF	denunciar
e	e	CC	e
hoje	hoje	RG	hoje
mora	moradora	NCFS000	morador
na	na	SPS00+DA0FS0	em+o
viella	Viela	NP00000	Viela
do	do	SPS00+DA0MS0	de+o
ferrás	Ferraz	NP00000	ferraz
	,	Fc	,
dta	dita	VMP00SF	dizer
frega	freguesia	NCFS000	freguesia
de	de	SPS00	de
N	Nossa	NP00000	nossa
Sra	Senhora	NP00000	senhor
da	da	SPS00+DA0FS0	de+o
Vitoria	Vitória	NP00000	vitória
,	,	Fc	,
e	e	CC	e
por	por	SPS00	por
ser	ser	VSN0000	ser
grande	grande	AQ0CS0	grande
amiga	amiga	NCFS000	amigo
da	da	SPS00+DA0FS0	de+o
denunciada	denunciada	VMP00SF	denunciar
,	,	Fc	,
lhe	lhe	PP3CSD00	lhe
reprezentei	representei	VMIS1S0	representar
em	em	SPS00	em
segredo	segredo	NCMS000	segredo
o	o	DA0MS0	o
sentimto	sentimento	NCMS000	sentimento
com	com	SPS00	com
que	que	PR0CN000	que
andava	andava	VMII0S0	andar
;	.	Fp	.
e	E	CC	e
ella	ela	PP3FS000	ele
me	me	PP1CS000	me
respondeo	respondeu	VMIS3S0	responder
q	que	CS	que
em	em	SPS00	em
hũa	uma	DI0FS0	um
das	das	SPS00+DA0FP0	de+o
occazioins	ocasiões	NCFP000	ocasião
em	em	SPS00	em
q	que	CS	que
eu	eu	PP1CSN00	eu
estava	estava	VMII0S0	estar
differente	diferente	AQ0CS0	diferente
com	com	SPS00	com
a	a	DA0FS0	o
denunciada	denunciada	VMP00SF	denunciar
,	,	Fc	,
lhe	lhe	PP3CSD00	lhe
disera	dissera	VMIM0S0	dizer
esta	esta	DD0FS0	este
q	que	CS	que
ja	já	RG	já
tinha	tinha	VAII0S0	ter
feito	feito	NCMS000	feito
as	as	DA0FP0	o
pazes	pazes	NCFP000	paz
comigo	comigo	SPS00+PP1CSO00	com+mim
,	,	Fc	,
e	e	CC	e
q	que	CS	que
ella	ela	PP3FS000	ele
denunciada	denunciada	VMP00SF	denunciar
fazia	fazia	VMII0S0	fazer
aquillo	aquilo	PD0NN000	aquilo
