j	Jesus	NP00000	jesus
M	Maria	NP00000	maria
j	José	NP00000	josé
	.	Fp	.
Mto	Muito	RQ	muito
Reverendo	reverendo	NP00000	reverendo
Snr	senhor	NP00000	senhor
	,	Fc	,
vejo	vejo	VMIP1S0	ver
a	a	DA0FS0	o
carta	carta	NCFS000	carta
e	e	CC	e
não	não	RN	não
deicho	deixo	VMIP1S0	deixar
de	de	SPS00	de
ponderar	ponderar	VMN0000	ponderar
o	o	DA0MS0	o
mto	muito	NCMS000	muito
q	que	CS	que
a	a	SPS00	a
Vmce	VM	NP00000	VM
sou	sou	VSIP1S0	ser
obrigada	obrigada	VMP00SF	obrigar
	.	Fp	.
Ds	Deus	NP00000	deus
lhe	lhe	PP3CSD00	lhe
dara	dará	VMIF3S0	dar
o	o	DA0MS0	o
premio	prémio	NCMS000	prémio
em	em	SPS00	em
a	a	DA0FS0	o
Rispiração	respiração	NCFS000	respiração
me	me	PP1CS000	me
não	não	RN	não
deichar	deixar	VMN0000	deixar
	,	Fc	,
tirei	terei	VMIF1S0	ter
o	o	DA0MS0	o
mesmo	mesmo	AQ0MS0	mesmo
conhesimto	conhecimento	NCMS000	conhecimento
,	.	Fp	.
mas	Mas	CC	mas
	,	Fc	,
Snr	senhor	NP00000	senhor
	,	Fc	,
o	o	DA0MS0	o
q	que	PR0CN000	que
a	a	SPS00	a
Vmce	VM	NP00000	VM
comoniquei	comuniquei	VMIS1S0	comunicar
não	não	RN	não
emtenda	entenda	VMSP0S0	entender
ser	ser	VSN0000	ser
maqinação	maquinação	NCFS000	maquinação
	,	Fc	,
q	que	CS	que
eu	eu	PP1CSN00	eu
não	não	RN	não
as	as	PP3FPA00	o
tenho	tenho	VMIP1S0	ter
	.	Fp	.
q	Que	CS	que
	,	Fc	,
a	a	SPS00	a
ser	ser	VSN0000	ser
tal	tal	RC	tal
porpenção	propensão	NCFS000	propensão
asas	assaz	RG	assaz
	,	Fc	,
q	que	CS	que
tão	tão	RC	tão
orrendos	horrendos	NCMP000	horrendo
são	são	VSIP3P0	ser
os	os	DA0MP0	o
motivos	motivos	NCMP000	motivo
pa	para	SPS00	para
eu	eu	PP1CSN00	eu
maqinar	maquinar	VMN0000	maquinar
q	que	CS	que
ja	já	RG	já
não	não	RN	não
tivera	tivera	VMIM0S0	ter
vida	vida	NCFS000	vida
	.	Fp	.
iso	Isso	PD0NN000	isso
dis	diz	VMIP3S0	dizer
quem	quem	PR0CN000	quem
não	não	RN	não
sabe	sabe	VMIP3S0	saber
,	.	Fp	.
e	E	CC	e
Ds	Deus	NP00000	deus
me	me	PP1CS000	me
livre	livre	VMSP0S0	livrar
de	de	SPS00	de
saber	saber	VMN0000	saber
as	as	DA0FP0	o
cauzas	causas	NCFP000	causa
q	que	PR0CN000	que
eu	eu	PP1CSN00	eu
tenho	tenho	VMIP1S0	ter
pa	para	SPS00	para
andar	andar	VMN0000	andar
triste	triste	AQ0CS0	triste
	.	Fp	.
e	E	CC	e
	,	Fc	,
como	como	CS	como
Vmce	VM	NP00000	VM
sabe	sabe	VMIP3S0	saber
algumas	algumas	DI0FP0	algum
	,	Fc	,
ademirome	admiro-me	VMIP1S0+PP1CS000	admirar+me
fasa	faça	VMSP0S0	fazer
tambem	também	RG	também
de	de	SPS00	de
mim	mim	PP1CSO00	mim
a	a	SPS00	a
mesma	mesma	AQ0FS0	mesmo
openião	opinião	NCFS000	opinião
	.	Fp	.
não	Não	RN	não
cude	cuide	VMSP0S0	cuidar
tal	tal	RG	tal
	,	Fc	,
e	e	CC	e
saiba	saiba	VMSP0S0	saber
q	que	CS	que
o	o	DA0MS0	o
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
mandei	mandei	VMIS1S0	mandar
dizer	dizer	VMN0000	dizer
mo	mo	PP1CS000+PP3MSA00	me+o
dise	disse	VMIS3S0	dizer
quem	quem	PR0CN000	quem
eu	eu	PP1CSN00	eu
emtendia	entendia	VMII0S0	entender
me	me	PP1CS000	me
falaria	falaria	VMIC0S0	falar
verdade	verdade	NCFS000	verdade
	,	Fc	,
mas	mas	CC	mais
agora	agora	RG	agora
sei	sei	VMIP1S0	saber
me	me	PP1CS000	me
mentio	mentiu	VMIS3S0	mentir
	,	Fc	,
pois	pois	CS	pois
fio	fio	VMIP1S0	fiar
mais	mais	RC	mais
	,	Fc	,
não	não	RN	não
so	só	RG	só
do	do	SPS00+DA0MS0	de+o
brio	brio	NCMS000	brio
de	de	SPS00	de
Vmce	VM	NP00000	VM
	,	Fc	,
q	que	CS	que
sempre	sempre	RG	sempre
o	o	PP3MSA00	o
conhesi	conheci	VMIS1S0	conhecer
ajigantado	agigantado	VMP00SM	agigantar
	,	Fc	,
mas	mas	CC	mais
mto	muito	NCMS000	muito
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
comsiençia	consciência	NCFS000	consciência
,	.	Fp	.
pois	Pois	CS	pois
Vmce	VM	NP00000	VM
	,	Fc	,
se	se	CS	se
faltase	faltasse	VMSI0S0	faltar
a	a	SPS00	a
ela	ela	PP3FS000	ele
	,	Fc	,
não	não	RN	não
faltava	faltava	VMII0S0	faltar
so	só	RG	só
a	à	SPS00+DA0FS0	a+o
minha	minha	DP1FSS	meu
alma	alma	NCFS000	alma
mas	mas	CC	mais
a	à	SPS00+DA0FS0	a+o
sua	sua	DP3FS0	seu
,	,	Fc	,
e	e	CC	e
a	a	SPS00	a
Ds	Deus	NP00000	deus
;	,	Fc	,
q	que	CS	que
he	é	VSIP3S0	ser
o	o	DA0MS0	o
mais	mais	NCMS000	mais
,	.	Fp	.
nos	Nos	SPS00+DA0MP0	em+o
crueis	cruéis	AQ0CP0	cruel
e	e	CC	e
prosimos	próximos	AQ0MP0	próximo
persepisios	precipícios	NCMP000	precipício
em	em	SPS00	em
q	que	PR0CN000	que
vejo	vejo	VMIP1S0	ver
emremediavel	irremediável	AQ0CS0	irremediável
minha	minha	DP1FSS	meu
vida	vida	NCFS000	vida
	,	Fc	,
corpo	corpo	NCMS000	corpo
e	e	CC	e
alma	alma	NCFS000	alma
	,	Fc	,
ja	já	RG	já
dele	dele	SPS00+PP3MS000	de+ele
abuzei	abusei	VMIS1S0	abusar
,	,	Fc	,
com	com	SPS00	com
as	as	DA0FP0	o
sircunstançias	circunstâncias	NCFP000	circunstância
q	que	CS	que
não	não	RN	não
direi	direi	VMIF1S0	dizer
porq	porque	CS	porque
	,	Fc	,
inda	ainda	RG	ainda
q	que	CS	que
quizera	quisera	VMIM0S0	querer
	,	Fc	,
não	não	RN	não
poso	posso	VMIP1S0	poder
	,	Fc	,
senão	senão	CC	senão
donde	onde	RG	onde
o	o	PP3MSA00	o
esta	está	VMIP3S0	estar
o	o	DA0MS0	o
unico	único	AQ0MS0	único
remedio	remédio	NCMS000	remédio
de	de	SPS00	de
meu	meu	DP1MSS	meu
corpo	corpo	NCMS000	corpo
e	e	CC	e
alma	alma	NCFS000	alma
,	.	Fp	.
se	Se	CS	se
	,	Fc	,
emqto	enquanto	CS	enquanto
me	me	PP1CS000	me
não	não	RN	não
falta	falta	VMIP3S0	faltar
a	a	DA0FS0	o
vida	vida	NCFS000	vida
	,	Fc	,
pode	pode	VMIP3S0	poder
ter	ter	VMN0000	ter
