J	Jesus	NP00000	jesus
M	Maria	NP00000	maria
J	José	NP00000	josé
Meu	Meu	DP1MSS	meu
Snor	Senhor	NP00000	senhor
Inquisidor	Inquisidor	NP00000	inquisidor
Recebi	Recebi	VMIS1S0	receber
a	a	DA0FS0	o
carta	carta	NCFS000	carta
de	de	SPS00	de
VSa	VSa	NP0S000	VSa
e	e	CC	e
nella	nela	SPS00+PP3FS000	em+ele
mto	muito	DI0MS0	muito
gosto	gosto	NCMS000	gosto
,	,	Fc	,
pella	pela	SPS00+DA0FS0	por+o
saude	saúde	NCFS000	saúde
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
de-sejo	desejo	VMIP1S0	desejar
e	e	CC	e
noticia	notícia	NCFS000	notícia
que	que	PR0CN000	que
a	a	PP3FSA00	o
gosa	goza	VMIP3S0	gozar
,	.	Fp	.
Ds	Deus	NP00000	deus
no	Nosso	DP1MSP	nosso
Snor	Senhor	NP00000	senhor
lha	lha	PP3CSD00+PP3FSA00	lhe+o
conserve	conserve	VMSP0S0	conservar
,	,	Fc	,
e	e	CC	e
toda	toda	PI0FS000	todo
	,	Fc	,
pa	para	SPS00	para
o	o	PP3MSA00	o
sirvir	servir	VMN0000	servir
com	com	SPS00	com
augmentos	aumentos	NCMP000	aumento
de	de	SPS00	de
sua	sua	DP3FS0	seu
graça	graça	NCFS000	graça
.	.	Fp	.
Nos	Nós	PP1CP000	nós
andamos	andamos	VMIP1P0	andar
bons	bons	AQ0MP0	bom
,	,	Fc	,
seja	seja	VSSP0S0	ser
Ds	Deus	NP00000	deus
bendito	bendito	VMP00SM	bendizer
,	.	Fp	.
a	A	DA0FS0	o
Ave	Ave	NP00000	ave
Ma	Maria	NP00000	maria
não	não	RN	não
me	me	PP1CS000	me
tem	tem	VAIP3S0	ter
esquecido	esquecido	VMP0000	esquecer
ate	até	SPS00	até
o	o	DA0MS0	o
presente	presente	NCMS000	presente
,	,	Fc	,
nem	nem	CCN	nem
com	com	SPS00	com
o	o	DA0MS0	o
habito	hábito	NCMS000	hábito
esquecera	esquecera	VMIM0S0	esquecer
em	em	SPS00	em
cada	cada	DI0CN0	cada
hũa	uma	DI0FS0	um
das	das	SPS00+DA0FP0	de+o
frgas	freguesias	NCFP000	freguesia
que	que	PR0CN000	que
Ds	Deus	NP00000	deus
permetir	permitir	VMN0000	permitir
que	que	CS	que
eu	eu	PP1CSN00	eu
	,	Fc	,
com	com	SPS00	com
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
ajuda	ajuda	NCFS000	ajuda
	,	Fc	,
chegue	chegue	VMSP0S0	chegar
a	a	SPS00	a
fazer	fazer	VMN0000	fazer
missão	missão	NCFS000	missão
.	.	Fp	.
Meu	Meu	DP1MSS	meu
amo	amigo	NCMS000	amigo
do	do	SPS00+DA0MS0	de+o
coração	coração	NCMS000	coração
e	e	CC	e
meu	meu	DP1MSS	meu
Snor	Senhor	NP00000	senhor
,	,	Fc	,
vejo	vejo	VMIP1S0	ver
o	o	DA0MS0	o
que	que	PR0CN000	que
Vsa	VSa	NP0S000	VSa
me	me	PP1CS000	me
ordena	ordena	VMIP3S0	ordenar
no	no	SPS00+DA0MS0	em+o
que	que	PR0CN000	que
toca	toca	VMIP3S0	tocar
a	à	SPS00+DA0FS0	a+o
denunciação	denunciação	NCFS000	denunciação
,	,	Fc	,
pois	pois	CS	pois
me	me	PP1CS000	me
dis	diz	VMIP3S0	dizer
que	que	CS	que
se	se	CS	se
sem	sem	SPS00	sem
trabalho	trabalho	NCMS000	trabalho
e	e	CC	e
sem	sem	SPS00	sem
cuidado	cuidado	NCMS000	cuidado
lhe	lhe	PP3CSD00	lhe
poder	puder	VMSF0S0	poder
mandar	mandar	VMN0000	mandar
a	a	DA0FS0	o
denunciação	denunciação	NCFS000	denunciação
da	da	SPS00+DA0FS0	de+o
mer	mulher	NCFS000	mulher
com	com	SPS00	com
o	o	DA0MS0	o
seu	seu	DP3MS0	seu
nome	nome	NCMS000	nome
,	,	Fc	,
o	o	PP3MSA00	o
faça	faça	VMSP0S0	fazer
;	.	Fp	.
e	E	CC	e
eu	eu	PP1CSN00	eu
não	não	RN	não
receio	receio	VMIP1S0	recear
o	o	DA0MS0	o
trabalho	trabalho	NCMS000	trabalho
,	,	Fc	,
que	que	CS	que
suposto	suposto	VMP00SM	supor
são	são	VSIP3S0	ser
oito	oito	Z	oito
legoas	léguas	NCFP000	légua
daqui	daqui	SPS00+RG	de+aqui
à	à	SPS00+DA0FS0	a+o
frga	freguesia	NCFS000	freguesia
da	da	SPS00+DA0FS0	de+o
penitente	penitente	NCCS000	penitente
,	.	Fc	,
erão	Eram	VSII3P0	ser
4	4	Z	4
ou	ou	CC	ou
5	5	Z	5
dias	dias	NCMP000	dia
que	que	PR0CN000	que
	,	Fc	,
sem	sem	SPS00	sem
custo	custo	NCMS000	custo
	,	Fc	,
podiamos	podíamos	VMII1P0	poder
gastar	gastar	VMN0000	gastar
em	em	SPS00	em
ir	ir	VMN0000	ir
e	e	CC	e
vir	vir	VMN0000	vir
;	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
a	a	DA0FS0	o
dificuldade	dificuldade	NCFS000	dificuldade
esta	está	VMIP3S0	estar
em	em	SPS00	em
que	que	CS	que
a	a	DA0FS0	o
penitente	penitente	NCCS000	penitente
he	é	VSIP3S0	ser
de	de	SPS00	de
hũa	uma	DI0FS0	um
frga	freguesia	NCFS000	freguesia
em	em	SPS00	em
que	que	PR0CN000	que
fisemos	fizemos	VMIS1P0	fazer
missão	missão	NCFS000	missão
larga	larga	AQ0FS0	largo
e	e	CC	e
consta	consta	VMIP3S0	constar
de	de	SPS00	de
desoito	dezoito	Z	dezoito
lugares	lugares	NCMP000	lugar
,	,	Fc	,
e	e	CC	e
al-guns	alguns	PI0MP000	algum
passão	passam	VMIP3P0	passar
de	de	SPS00	de
legoa	légua	NCFS000	légua
de	de	SPS00	de
distancia	distância	NCFS000	distância
a	à	SPS00+DA0FS0	a+o
Igreja	igreja	NCFS000	igreja
em	em	SPS00	em
que	que	PR0CN000	que
pregamos	pregámos	VMIS1P0	pregar
e	e	CC	e
mora	mora	VMIP3S0	morar
o	o	DA0MS0	o
subjeijto	sujeito	NCMS000	sujeito
da	da	SPS00+DA0FS0	de+o
carta	carta	NCFS000	carta
,	.	Fp	.
como	Como	CS	como
eu	eu	PP1CSN00	eu
não	não	RN	não
sey	sei	VMIP1S0	saber
o	o	DA0MS0	o
nome	nome	NCMS000	nome
da	da	SPS00+DA0FS0	de+o
tal	tal	DD0CS0	tal
mer	mulher	NCFS000	mulher
,	,	Fc	,
nem	nem	CCN	nem
em	em	SPS00	em
qual	qual	PR0CS000	qual
dos	dos	SPS00+DA0MP0	de+o
18	18	Z	18
lugares	lugares	NCMP000	lugar
mora	mora	VMIP3S0	morar
,	,	Fc	,
tem	tem	VMIP3S0	ter
mta	muita	DI0FS0	muito
dificulde	dificuldade	NCFS000	dificuldade
o	o	DA0MS0	o
po-der	poder	VMN0000	poder
eu	eu	PP1CSN00	eu
tornar	tornar	VMN0000	tornar
a	a	SPS00	a
falar	falar	VMN0000	falar
com	com	SPS00	com
ella	ela	PP3FS000	ele
sem	sem	SPS00	sem
