Meu	Meu		
Marido	Marido		
todo	todo		
do	do		
meu	meu		
CoraCão	coração		
	.		
não	Não	RN	não
te	te	PP2CS000	te
poso	posso	VMIP1S0	poder
expeLiCar	explicar	VMN0000	explicar
o	o	DA0MS0	o
sentimento	sentimento	NCMS000	sentimento
que	que	PR0CN000	que
me	me	PP1CS000	me
fica	fica	VMIP3S0	ficar
De	de	SPS00	de
te	te	PP2CS000	te
nhnão	não	RN	não
aCompanhar	acompanhar	VMN0000	acompanhar
	,	Fc	,
mas	mas	CC	mas
podes	podes	VMIP2S0	poder
hir	ir	VMN0000	ir
seguro	seguro	AQ0MS0	seguro
	,	Fc	,
que	que	CS	que
te	te	PP2CS000	te
hei	hei	VMIP1S0	haver
de	de	SPS00	de
amar	amar	VMN0000	amar
tanto	tanto	RC	tanto
Como	como	CS	como
se	se	CS	se
estibeses	estivesses	VMSI2S0	estar
Ca	cá	RG	cá
	.	Fp	.
Sempre	Sempre	RG	sempre
te	te	PP2CS000	te
hei	hei	VMIP1S0	haver
de	de	SPS00	de
ter	ter	VMN0000	ter
o	o	DA0MS0	o
mesmo	mesmo	AQ0MS0	mesmo
amor	amor	NCMS000	amor
e	e	CC	e
mais	mais	RC	mais
ainda	ainda	RG	ainda
	,	Fc	,
pois	pois	CS	pois
não	não	RN	não
quero	quero	VMIP1S0	querer
houtro	outro	PI0MS000	outro
senão	senão	CC	senão
a	a	SPS00	a
ti	ti	PP2CSO00	ti
	,	Fc	,
pois	pois	CS	pois
so	só	RF	só
tu	tu	PP2CSN00	tu
me	me	PP1CS000	me
queres	queres	VMIP2S0	querer
bem	bem	RG	bem
e	e	CC	e
hes	és	VSIP2S0	ser
o	o	DA0MS0	o
meu	meu	DP1MSS	meu
amor	amor	NCMS000	amor
	.	Fp	.
tu	Tu	PP2CSN00	tu
	,	Fc	,
ainda	ainda	RG	ainda
que	que	CS	que
te	te	PP2CS000	te
digam	digam	VMSP3P0	dizer
mal	mal	RG	mal
De	de	SPS00	de
mim	mim	PP1CSO00	mim
	,	Fc	,
não	não	RN	não
fasas	faças	VMSP2S0	fazer
Cazo	caso	NCMS000	caso
	,	Fc	,
pois	pois	CS	pois
isto	isto	PD0NN000	isto
tudo	tudo	PI0NN000	tudo
he	é	VSIP3S0	ser
emveja	inveja	NCFS000	inveja
pa	para	SPS00	para
tu	tu	PP2CSN00	tu
não	não	RN	não
faLares	falares	VMII2S0	falar
Comigo	comigo	SPS00+PP1CSO00	com+mim
	.	Fp	.
eu	Eu	PP1CSN00	eu
sempre	sempre	RG	sempre
tenho	tenho	VMIP1S0	ter
de	de	SPS00	de
ser	ser	VSN0000	ser
tua	tua	PX2FS0S0	teu
	.	Fp	.
apezar	Apesar	RG	apesar
de	de	SPS00	de
todos	todos	DI0MP0	todo
	,	Fc	,
tu	tu	PP2CSN00	tu
sempre	sempre	RG	sempre
has	hás	VMIP2S0	haver
de	de	SPS00	de
ser	ser	VSN0000	ser
o	o	DA0MS0	o
