Sor	Senhor	NP00000	senhor
Capm	capitão	NP00000	capitão
Mor	mor	NCMS000	mor
Anto	António	NP00000	antónio
Correya	Correia	NP00000	correia
de	de	SPS00	de
Aro	Araújo	NP00000	araújo
Portugal	Portugal	NP00000	portugal
Amo	Amigo	NP00000	amigo
do	do	SPS00+DA0MS0	de+o
Corasão	coração	NCMS000	coração
	.	Fp	.
cheguei	Cheguei	VMIS1S0	chegar
a	a	SPS00	a
ma	minha	DP1FSS	meu
caza	casa	NCFS000	casa
bespora	véspera	NCFS000	véspera
de	de	SPS00	de
natal	Natal	NP00000	natal
	,	Fc	,
com	com	SPS00	com
boma	boa	AQ0FS0	bom
viaije	viagem	NCFS000	viagem
e	e	CC	e
felis	feliz	AQ0CS0	feliz
saude	saúde	NCFS000	saúde
,	,	Fc	,
estimarei	estimarei	VMIF1S0	estimar
q	que	CS	que
esta	esta	PD0FS000	este
o	o	PP3MSA00	o
ache	ache	VMSP0S0	achar
a	a	SPS00	a
Vm	VM	NP00000	VM
com	com	SPS00	com
a	a	DA0FS0	o
mesma	mesma	AQ0FS0	mesmo
	,	Fc	,
porq	porque	CS	porque
lha	lha	PP3CSD00+PP3FSA00	lhe+o
dezeijo	desejo	VMIP1S0	desejar
mui	mui	RG	mui
continuada	continuada	VMP00SF	continuar
	,	Fc	,
e	e	CC	e
mandeme	mande-me	VMSP0S0+PP1CS000	mandar+me
Vm	VM	NP00000	VM
em	em	SPS00	em
ocaziois	ocasiões	NCFP000	ocasião
de	de	SPS00	de
lhe	lhe	PP3CSD00	lhe
dar	dar	VMN0000	dar
gosto	gosto	NCMS000	gosto
,	.	Fp	.
amo	Amigo	NP00000	amigo
	,	Fc	,
o	o	DA0MS0	o
portador	portador	NCMS000	portador
há	há	VMIP3S0	haver
de	de	SPS00	de
dizer	dizer	VMN0000	dizer
a	a	SPS00	a
Vm	VM	NP00000	VM
o	o	DA0MS0	o
eiseso	excesso	NCMS000	excesso
que	que	PR0CN000	que
fis	fiz	VMIS1S0	fazer
nos	nos	SPS00+DA0MP0	em+o
seus	seus	DP3MP0	seu
particulares	particulares	NCMP000	particular
,	,	Fc	,
porq	porque	CS	porque
no	no	SPS00+DA0MS0	em+o
girmuavo	girmuavo	NCMS000	girmuavo
o	o	DA0MS0	o
Rdo	reverendo	NP00000	reverendo
P	padre	NP00000	padre
Jozeph	Joseph	NP00000	joseph
euzevio	Eusébio	NP00000	eusébio
	,	Fc	,
por	por	SPS00	por
dar	dar	VMN0000	dar
gosto	gosto	NCMS000	gosto
a	a	SPS00	a
Vm	VM	NP00000	VM
	,	Fc	,
Escreveo	escreveu	VMIS3S0	escrever
ao	ao	SPS00+DA0MS0	a+o
tenente	tenente	NCMS000	tenente
Migel	Miguel	NP00000	miguel
Masiel	Maciel	NP00000	Maciel
pa	para	SPS00	para
mandar	mandar	VMN0000	mandar
a	a	DA0FS0	o
vila	vila	NCFS000	vila
do	do	SPS00+DA0MS0	de+o
Itacru	Itacru	NP00000	Itacru
correr	correr	VMN0000	correr
os	os	DA0MP0	o
Banhos	banhos	NCMP000	banho
e	e	CC	e
com	com	SPS00	com
efeito	efeito	NCMS000	efeito
vim	vim	VMIS1S0	vir
	.	Fp	.
Bem	Bem	RG	bem
	,	Fc	,
direi	direi	VMIF1S0	dizer
fura	fora	RG	fora
a	a	SPS00	a
sua	sua	DP3FS0	seu
caza	casa	NCFS000	casa
e	e	CC	e
deichei	deixei	VMIS1S0	deixar
ficar	ficar	VMN0000	ficar
dero	dinheiro	NCMS000	dinheiro
pa	para	SPS00	para
sertidão	certidão	NCFS000	certidão
e	e	CC	e
os	os	DA0MP0	o
dois	dois	Z	dois
reconhesimtos	reconhecimentos	NCMP000	reconhecimento
	.	Fp	.
emtendo	Entendo	VMIP1S0	entender
coando	quando	CS	quando
chegar	chegar	VMN0000	chegar
o	o	DA0MS0	o
portador	portador	NCMS000	portador
a	a	SPS00	a
caza	casa	NCFS000	casa
do	do	SPS00+DA0MS0	de+o
dito	dito	VMP00SM	dizer
Masiel	Maciel	NP00000	Maciel
estara	estará	VMIF3S0	estar
pronto	pronto	AQ0MS0	pronto
;	.	Fp	.
na	Na	SPS00+DA0FS0	.
misão	missão	NCFS000	missão
da	da	SPS00+DA0FS0	de+o
cana	Cana	NP00000	cana
Brava	Brava	NP00000	cana
não	não	RN	não
achei	achei	VMIS1S0	achar
seu	seu	DP3MS0	seu
Irmão	irmão	NCMS000	irmão
	.	Fp	.
falei	Falei	VMIS1S0	falar
com	com	SPS00	com
Manoel	Manuel	NP00000	manuel
franco	Francisco	NP00000	francisco
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
deichei	deixei	VMIS1S0	deixar
as	as	DA0FP0	o
cartas	cartas	NCFP000	carta
	.	Fp	.
mas	Mas	CC	mas
	,	Fc	,
falando	falando	VMG0000	falar
eu	eu	PP1CSN00	eu
sobre	sobre	SPS00	sobre
a	a	DA0FS0	o
Igreija	igreja	NCFS000	igreja
do	do	SPS00+DA0MS0	de+o
amo	Amigo	NCMS000	amigo
	,	Fc	,
o	o	DA0MS0	o
portador	portador	NCMS000	portador
há	há	VMIP3S0	haver
de	de	SPS00	de
dizer	dizer	VMN0000	dizer
a	a	SPS00	a
Vm	VM	NP00000	VM
o	o	DA0MS0	o
eiseso	excesso	NCMS000	excesso
que	que	PR0CN000	que
fis	fiz	VMIS1S0	fazer
nos	nos	SPS00+DA0MP0	em+o
seus	seus	DP3MP0	seu
particulares	particulares	NCMP000	particular
,	,	Fc	,
porq	porque	CS	porque
no	no	SPS00+DA0MS0	em+o
girmuavo	girmuavo	NCMS000	girmuavo
o	o	DA0MS0	o
Rdo	reverendo	NP00000	reverendo
P	padre	NP00000	padre
Jozeph	Joseph	NP00000	joseph
euzevio	Eusébio	NP00000	eusébio
	,	Fc	,
por	por	SPS00	por
dar	dar	VMN0000	dar
gosto	gosto	NCMS000	gosto
a	a	SPS00	a
Vm	VM	NP00000	VM
	,	Fc	,
Escreveo	escreveu	VMIS3S0	escrever
ao	ao	SPS00+DA0MS0	a+o
tenente	tenente	NCMS000	tenente
Migel	Miguel	NP00000	miguel
Masiel	Maciel	NP00000	Maciel
pa	para	SPS00	para
mandar	mandar	VMN0000	mandar
a	a	DA0FS0	o
vila	vila	NCFS000	vila
do	do	SPS00+DA0MS0	de+o
Itacru	Itacru	NP00000	Itacru
correr	correr	VMN0000	correr
os	os	DA0MP0	o
Banhos	banhos	NCMP000	banho
e	e	CC	e
com	com	SPS00	com
efeito	efeito	NCMS000	efeito
vim	vim	VMIS1S0	vir
	.	Fp	.
Bem	Bem	RG	bem
	,	Fc	,
direi	direi	VMIF1S0	dizer
fura	fora	RG	fora
a	a	SPS00	a
sua	sua	DP3FS0	seu
caza	casa	NCFS000	casa
e	e	CC	e
deichei	deixei	VMIS1S0	deixar
ficar	ficar	VMN0000	ficar
dero	dinheiro	NCMS000	dinheiro
pa	para	SPS00	para
sertidão	certidão	NCFS000	certidão
e	e	CC	e
os	os	DA0MP0	o
dois	dois	Z	dois
reconhesimtos	reconhecimentos	NCMP000	reconhecimento
	.	Fp	.
emtendo	Entendo	VMIP1S0	entender
coando	quando	CS	quando
chegar	chegar	VMN0000	chegar
o	o	DA0MS0	o
portador	portador	NCMS000	portador
a	a	SPS00	a
caza	casa	NCFS000	casa
do	do	SPS00+DA0MS0	de+o
dito	dito	VMP00SM	dizer
Masiel	Maciel	NP00000	Maciel
estara	estará	VMIF3S0	estar
pronto	pronto	AQ0MS0	pronto
;	.	Fp	.
na	Na	SPS00+DA0FS0	.
misão	missão	NCFS000	missão
da	da	SPS00+DA0FS0	de+o
cana	Cana	NP00000	cana
Brava	Brava	NP00000	cana
não	não	RN	não
achei	achei	VMIS1S0	achar
seu	seu	DP3MS0	seu
Irmão	irmão	NCMS000	irmão
	.	Fp	.
falei	Falei	VMIS1S0	falar
com	com	SPS00	com
Manoel	Manuel	NP00000	manuel
franco	Francisco	NP00000	francisco
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
deichei	deixei	VMIS1S0	deixar
as	as	DA0FP0	o
cartas	cartas	NCFP000	carta
	.	Fp	.
mas	Mas	CC	mas
	,	Fc	,
falando	falando	VMG0000	falar
eu	eu	PP1CSN00	eu
sobre	sobre	SPS00	sobre
a	a	DA0FS0	o
Igreija	igreja	NCFS000	igreja
do	do	SPS00+DA0MS0	de+o
girmuavo	girmuavo	NCMS000	girmuavo
e	e	CC	e
o	o	DA0MS0	o
	,	Fc	,
dezeijo	desejo	VMIP1S0	desejar
q	que	CS	que
Vm	VM	NP00000	VM
tem	tem	VMIP3S0	ter
de	de	SPS00	de
q	que	PR0CN000	que
se	se	P00CN000	se
ponha	ponha	VMSP0S0	pôr
na	na	SPS00+DA0FS0	em+o
ultima	última	NCFS000	último
porfissão	profissão	NCFS000	profissão
,	.	Fp	.
diseme	Disse-me	VMIS3S0+PP1CS000	dizer+me
q	que	CS	que
o	o	DA0MS0	o
sor	senhor	NCMS000	senhor
seo	seu	DP3MS0	seu
Irmão	irmão	NCMS000	irmão
não	não	RN	não
avera	haverá	VMIF3S0	haver
dar	dar	VMN0000	dar
conprimto	cumprimento	NCMS000	cumprimento
ao	ao	SPS00+DA0MS0	a+o
seo	seu	DP3MS0	seu
dezeijo	desejo	NCMS000	desejo
	,	Fc	,
e	e	CC	e
q	que	CS	que
caresia	carecia	VMII0S0	carecer
de	de	SPS00	de
qm	quem	PR0CN000	quem
tivese	tivesse	VMSI0S0	ter
mais	mais	RC	mais
fogo	fogo	NCMS000	fogo
de	de	SPS00	de
servir	servir	VMN0000	servir
a	a	SPS00	a
Vm	VM	NP00000	VM
	,	Fc	,
ponderando	ponderando	VMG0000	ponderar
o	o	DA0MS0	o
risco	risco	NCMS000	risco
de	de	SPS00	de
Vm	VM	NP00000	VM
e	e	CC	e
dezeijo	desejo	NCMS000	desejo
do	do	SPS00+DA0MS0	de+o
seo	seu	DP3MS0	seu
sosego	sossego	NCMS000	sossego
:	.	Fp	.
E	E	CC	e
	,	Fc	,
colhendo	colhendo	VMG0000	colher
eu	eu	PP1CSN00	eu
dele	dele	SPS00+PP3MS000	de+ele
vontade	vontade	NCFS000	vontade
de	de	SPS00	de
servir	servir	VMN0000	servir
a	a	SPS00	a
Vm	VM	NP00000	VM
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
pedi	pedi	VMIS1S0	pedir
tomase	tomasse	VMSI0S0	tomar
a	a	SPS00	a
seu	seu	DP3MS0	seu
cargo	cargo	NCMS000	cargo
a	a	DA0FS0	o
da	dita	VMP00SF	dizer
empreza	empresa	NCFS000	empresa
,	.	Fp	.
respondeu  me	Respondeu-me	VMIS3S0+PP1CS000	responder+me
q	que	CS	que
com	com	SPS00	com
boma	boa	AQ0FS0	bom
vontade	vontade	NCFS000	vontade
	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
sem	sem	SPS00	sem
dro	dinheiro	NCMS000	dinheiro
	,	Fc	,
nem	nem	CC	nem
elle	ele	PP3MS000	ele
nem	nem	CC	nem
seo	seu	DP3MS0	seu
Irmão	irmão	NCMS000	irmão
poderia	poderia	VMIC0S0	poder
fazelo	fazê-lo	VMN0000+PP3MSA00	fazer+o
	,	Fc	,
por	por	SPS00	por
ser	ser	VSN0000	ser
presizo	preciso	AQ0MS0	preciso
dero	dinheiro	NCMS000	dinheiro
pa	para	SPS00	para
pagar	pagar	VMN0000	pagar
a	a	SPS00	a
ofesiais	oficiais	NCMP000	oficial
	,	Fc	,
e	e	CC	e
q	que	CS	que
nos	nos	SPS00+DA0MP0	em+o
creditos	créditos	NCMP000	crédito
q	que	PR0CN000	que
