J	Jesus	NP00000	jesus
M	Maria	NP00000	maria
J	José	NP00000	josé
Asistam	assistam	VMIS3P0	assistir
em	em	SPS00	em
o	o	DA0MS0	o
coracão	coração	NCMS000	coração
de	de	SPS00	de
meo	meu	DP1MSS	meu
rico	rico	AQ0MS0	rico
pai	pai	NCMS000	pai
	.	Fp	.
dis	Diz	VMIP3S0	dizer
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
fenes	Fénix	NP00000	fénix
q	que	CS	que
domingo	domingo	NCMS000	domingo
tanto	tanto	CC	tanto
tinha	tinha	VMII0S0	ter
de	de	SPS00	de
bebada	bêbeda	NCFS000	bêbedo
como	como	CS	como
de	de	SPS00	de
atrevida	atrevida	NCFS000	atrevida
e	e	CC	e
todo	todo	DI0MS0	todo
o	o	DA0MS0	o
vinho	vinho	NCMS000	vinho
deo	deu	VMIS3S0	dar
em	em	SPS00	em
mama	mama	NCFS000	mama
a	a	SPS00	a
toda	toda	DI0FS0	todo
a	a	DA0FS0	o
santicima	Santíssima	NP00000	santo
trindade	Trindade	NP00000	trindade
	,	Fc	,
sentidose	sentindo-se	VMG0000+P00CN000	sentir+se
	,	Fc	,
qdo	quando	CS	quando
dava	dava	VMII0S0	dar
o	o	DA0MS0	o
vinho	vinho	NCMS000	vinho
em	em	SPS00	em
mama	mama	NCFS000	mama
ao	ao	SPS00+DA0MS0	a+o
D	divino	AQ0MS0	divino
esposo	esposo	NCMS000	esposo
Des	Deus	NP00000	deus
pe	Padre	NP00000	padre
	,	Fc	,
toda	toda	DI0FS0	todo
chea	cheia	NCFS000	todo
de	de	SPS00	de
hũa	uma	DI0FS0	um
suavicima	suavíssima	AQSFS0	suave
grasa	graça	NCFS000	graça
	.	Fp	.
sentia	Sentia	VMII0S0	sentir
este	este	DD0MS0	este
D	divino	AQ0MS0	divino
esposo	esposo	NCMS000	esposo
Des	Deus	NP00000	deus
pe	Padre	NP00000	padre
lhe	lhe	PP3CSD00	lhe
comonicava	comunicava	VMII0S0	comunicar
esta	esta	DD0FS0	este
grasa	graça	NCFS000	graça
como	como	SPS00	como
q	que	CS	que
fonte	fonte	NCFS000	fonte
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
regava	regava	PP3CSD00	lhe
abundantemte	abundantemente	RG	abundantemente
o	o	DA0MS0	o
sentro	centro	NCMS000	centro
d	de	SPS00	de
alma	alma	NCFS000	alma
	.	Fp	.
toda	Toda	DI0FS0	todo
estava	estava	VMII0S0	estar
amor	amor	NCMS000	amor
e	e	CC	e
vontade	vontade	NCFS000	vontade
e	e	CC	e
asim	assim	RG	assim
se	se	CS	se
achava	achava	VMII0S0	achar
toda	toda	DI0FS0	todo
perfundada	perfundada	NCFS000	perfundada
com	com	SPS00	com
as	as	DA0FP0	o
tres	três	Z	três
D	divinas	AQ0FP0	divino
pesoas	pessoas	NCFP000	pessoa
	.	Fp	.
e	E	CC	e
a	a	SPS00	a
todos	todos	DI0MP0	todo
dava	dava	VMII0S0	dar
mta	muita	DI0FS0	muito
mama	mama	NCFS000	mama
e	e	CC	e
com	com	SPS00	com
todas	todas	DI0FP0	todo
se	se	P00CN000	se
misturava	misturava	P00CN000	se
com	com	SPS00	com
hũ	um	DI0MS0	um
D	divino	AQ0MS0	divino
fogo	fogo	NCMS000	fogo
todo	todo	DI0MS0	todo
suave	suave	AQ0CS0	suave
	.	Fp	.
e	E	CC	e
a	a	DA0FS0	o
mesma	mesma	AQ0FS0	mesmo
alma	alma	NCFS000	alma
estava	estava	VMII0S0	estar
o	o	DA0MS0	o
mesmo	mesmo	AQ0MS0	mesmo
fogo	fogo	NCMS000	fogo
suave	suave	AQ0CS0	suave
e	e	CC	e
terno	terno	AQ0MS0	terno
toda	toda	DI0FS0	todo
metida	metida	VMP00SF	meter
em	em	SPS00	em
hũ	um	DI0MS0	um
mui	muito	NCMS000	muito
dilicioso	delicioso	AQ0MS0	delicioso
deleite	deleite	NCMS000	deleite
	.	Fp	.
e	E	CC	e
tanbem	também	RG	também
se	se	CS	se
achava	achava	VMII0S0	achar
com	com	SPS00	com
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
D	divina	AQ0FS0	divino
fremosa	formosa	AQ0FS0	formoso
	.	Fp	.
e	E	CC	e
concebeo	concebeu	VMIS3S0	conceber
os	os	DA0MP0	o
bem aventurados	bem-aventurados	NCMP000	bem-aventurado
e	e	CC	e
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
r	rainha	NCFS000	rainha
	.	Fp	.
e	E	CC	e
a	a	SPS00	a
todos	todos	PI0MP000	todo
deo	deu	VMIS3S0	dar
mta	muita	DI0FS0	muito
mama	mama	NCFS000	mama
e	e	CC	e
fes	fez	VMIS3S0	fazer
gde	grande	AQ0CS0	grande
banquete	banquete	NCMS000	banquete
	.	Fp	.
sentia	Sentia	VMII0S0	sentir
mtas	muitas	DI0FP0	muito
festas	festas	NCFP000	festa
q	que	PR0CN000	que
os	os	DA0MP0	o
bem aventurados	bem-aventurados	NCMP000	bem-aventurado
faciam	faziam	VMII3P0	fazer
em	em	SPS00	em
seo	seu	DP3MS0	seu
fundo	fundo	NCMS000	fundo
	.	Fp	.
e	E	CC	e
davam	davam	VMII3P0	dar
mtos	muitos	DI0MP0	muito
louvores	louvores	NCMP000	louvor
a	a	SPS00	a
Des	Deus	NP00000	deus
	.	Fp	.
e	E	CC	e
fenes	Fénix	NP00000	fénix
gostando	gostando	VMG0000	gostar
	,	Fc	,
todo	todo	RG	todo
feita	feita	VMP00SF	fazer
hũ	um	DI0MS0	um
mar	mar	NCMS000	mar
de	de	SPS00	de
grasa	graça	NCFS000	graça
	.	Fp	.
e	E	CC	e
tanbem	também	RG	também
concebeo	concebeu	VMIS3S0	conceber
o	o	DA0MS0	o
seo	seu	DP3MS0	seu
sam	São	NP00000	são
jeronimo	Jerónimo	NP00000	jerónimo
da	da	SPS00+DA0FS0	de+o
novena	novena	NCFS000	novena
e	e	CC	e
todos	todos	DI0MP0	todo
os	os	DA0MP0	o
filhos	filhos	NCMP000	filho
de	de	SPS00	de
meo	meu	DP1MSS	meu
pai	pai	NCMS000	pai
	.	Fp	.
e	E	CC	e
a	a	SPS00	a
todos	todos	DI0MP0	todo
dava	dava	VMII0S0	dar
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
recebia	recebia	VMII0S0	receber
do	do	SPS00+DA0MS0	de+o
D	divino	AQ0MS0	divino
esposo	esposo	NCMS000	esposo
Des	Deus	NP00000	deus
Pe	Padre	NP00000	padre
	.	Fp	.
estava	Estava	VMII0S0	estar
fenes	Fénix	NP00000	fénix
perdida	perdida	VMP00SF	perder
de	de	SPS00	de
mto	muito	DI0MS0	muito
bebada	bêbeda	NCFS000	bêbedo
	,	Fc	,
fes	fez	VMIS3S0	fazer
couzas	coisas	NCFP000	coisa
q	que	PR0CN000	que
não	não	RN	não
tem	tem	VMIP3S0	ter
tenpo	tempo	NCMS000	tempo
pa	para	SPS00	para
as	as	DA0MS0	o
dizer	dizer	VMN0000	dizer
	,	Fc	,
recebeo	recebeu	VMIS3S0	receber
couzas	coisas	NCFP000	coisa
q	que	PR0CN000	que
as	as	DA0MS0	o
não	não	RN	não
sabe	sabe	VMIP3S0	saber
