10	10	Z	10
de	de	SPS00	de
Janro	janeiro	NCMS000	janeiro
	.	Fp	.
Snr	Senhor	NP00000	senhor
Dos	Domingos	NP00000	domingos
de	de	SPS00	de
Vessa	Bessa	NP00000	bessa
Lxa	Lxa	NP00000	lisboa
	,	Fc	,
12	12	Z	12
de	de	SPS00	de
Fevro	fevereiro	NCMS000	fevereiro
de	de	SPS00	de
1701	1701	Z	1701
	.	Fp	.
Recebi	Recebi	VMIS1S0	receber
tres	três	Z	três
cartas	cartas	NCFP000	carta
de	de	SPS00	de
VM	VM	NP00000	VM
	,	Fc	,
todas	todas	PI0FP000	todo
feitas	feitas	VMP00PF	fazer
do	do	SPS00+DA0MS0	de+o
mes	mês	NCMS000	mês
de	de	SPS00	de
Junho	junho	NCMS000	junho
do	do	SPS00+DA0MS0	de+o
anno	ano	NCMS000	ano
pro-ximo	próximo	AQ0MS0	próximo
passado	passado	VMP00SM	passar
	.	Fp	.
e	E	CC	e
	,	Fc	,
ainda	ainda	RG	ainda
q	que	CS	que
sabia	sabia	VMII0S0	saber
	,	Fc	,
por	por	SPS00	por
avizo	aviso	NCMS000	aviso
do	do	SPS00+DA0MS0	de+o
Porto	Porto	NP00000	porto
	,	Fc	,
q	que	CS	que
Vmce	VM	NP00000	VM
se	se	P00CN000	se
tinha	tinha	VAIP3S0	ter
embarcado	embarcado	VMP0000	embarcar
pa	para	SPS00	para
essa	essa	DD0FS0	esse
cde	cidade	NCFS000	cidade
;	,	Fc	,
contudo	contudo	RG	contudo
	,	Fc	,
sem-pre	sempre	RG	sempre
como	como	SPS00	como
quem	quem	PR0CN000	quem
lhe	lhe	PP3CSD00	lhe
he	é	VSIP3S0	ser
tão	tão	RC	tão
affeiçoado	afeiçoado	VMP00SM	afeiçoar
,	,	Fc	,
estimey	estimei	VMIS1S0	estimar
ouvir	ouvir	VMN0000	ouvir
noticias	notícias	NCFP000	notícia
de	de	SPS00	de
VM	VM	NP00000	VM
e	e	CC	e
q	que	CS	que
chegasse	chegasse	VMSI0S0	chegar
e	e	CC	e
ficasse	ficasse	VMSI0S0	ficar
com	com	SPS00	com
saude	saúde	NCFS000	saúde
,	,	Fc	,
q	que	CS	que
Ds	Deus	NP00000	deus
lhe	lhe	PP3CSD00	lhe
conserve	conserve	VMSP0S0	conservar
por	por	SPS00	por
muitos	muitos	DI0MP0	muito
annos	anos	NCMP000	ano
	,	Fc	,
pa	para	SPS00	para
q	que	CS	que
em	em	SPS00	em
poucos	poucos	DI0MP0	pouco
nos	nos	PP1CP000	nos
venha	venha	VMSP0S0	vir
dar	dar	VMN0000	dar
o	o	DA0MS0	o
gosto	gosto	NCMS000	gosto
de	de	SPS00	de
o	o	PP3MSA00	o
ver	ver	VMN0000	ver
melhorado	melhorado	VMP00SM	melhorar
de	de	SPS00	de
fortuna	fortuna	NCFS000	fortuna
	.	Fp	.
eu	Eu	PP1CSN00	eu
fico	fico	VMIP1S0	ficar
com	com	SPS00	com
alguã	alguma	DI0FS0	algum
falta	falta	NCFS000	falta
de	de	SPS00	de
saude	saúde	NCFS000	saúde
	,	Fc	,
porem	porém	RG	porém
ya	já	RG	já
melhorado	melhorado	VMP00SM	melhorar
,	,	Fc	,
e	e	CC	e
	,	Fc	,
por	por	SPS00	por
esta	esta	DD0FS0	este
cauza	causa	NCFS000	causa
	,	Fc	,
me	me	PP1CS000	me
não	não	RN	não
alargarei	alargarei	VMIF1S0	alargar
tanto	tanto	RC	tanto
quanto	quanto	CS	quanto
quizera	quisera	VMIM0S0	querer
	.	Fp	.
meu	Meu	DP1MSS	meu
Pay	pai	NCMS000	pai
també	também	RG	também
fica	fica	VMIP3S0	ficar
de	de	SPS00	de
Saude	saúde	NCFS000	saúde
e	e	CC	e
so	só	RF	só
minha	minha	DP1FSS	meu
Irman	irmã	NCFS000	irmão
esteve	esteve	VMIS3S0	estar
mto	muito	RQ	muito
doente	doente	AQ0CS0	doente
e	e	CC	e
meu	meu	DP1MSS	meu
cunhado	cunhado	NCMS000	cunhado
	,	Fc	,
porem	porém	RG	porém
ambos	ambos	PI0MP000	ambos
melhorarão	melhoraram	VMIS3P0	melhorar
	.	Fp	.
Não	Não	RN	não
estranhei	estranhei	VMIS1S0	estranhar
a	a	SPS00	a
VM	VM	NP00000	VM
a	a	DA0FS0	o
rezolu-são	resolução	NCFS000	resolução
q	que	PR0CN000	que
tomou	tomou	VMIS3S0	tomar
	,	Fc	,
porq	porque	CS	porque
	,	Fc	,
emfim	enfim	RG	enfim
	,	Fc	,
quis	quis	VMIS3S0	querer
tratar	tratar	VMN0000	tratar
de	de	SPS00	de
mudar	mudar	VMN0000	mudar
de	de	SPS00	de
fortuna	fortuna	NCFS000	fortuna
	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
somte	somente	RG	somente
comigo	comigo	SPS00+PP1CSO00	com+mim
condenei	condenei	VMIS1S0	condenar
o	o	DA0MS0	o
modo	modo	NCMS000	modo
com	com	SPS00	com
q	que	PR0CN000	que
se	se	P00CN000	se
embarcou	embarcou	VMIS3S0	embarcar
	,	Fc	,
deixando	deixando	VMG0000	deixar
a	a	SPS00	a
sua	sua	DP3FS0	seu
mer	mulher	NCFS000	mulher
com	com	SPS00	com
tão	tão	RC	tão
grande	grande	AQ0CS0	grande
cuidado	cuidado	NCMS000	cuidado
	,	Fc	,
como	como	CS	como
esteve	esteve	VMIS3S0	estar
	,	Fc	,
athe	até	SPS00	até
q	que	PR0CN000	que
se	se	P00CN000	se
dezenganou	desenganou	VMIS3S0	desenganar
,	.	Fp	.
nella	Nela	SPS00+PP3FS000	em+ele
não	não	RN	não
tenha	tenha	VMSP0S0	ter
	,	Fc	,
VM	VM	NP00000	VM
	,	Fc	,
Cuidado	cuidado	NCMS000	cuidado
	,	Fc	,
porq	porque	CS	porque
fis	fiz	VMIS1S0	fazer
com	com	SPS00	com
q	que	CS	que
minha	minha	DP1FSS	meu
Irman	irmã	NCFS000	irmão
a	a	PP3FSA00	o
tomasse	tomasse	VMSI0S0	tomar
pa	para	SPS00	para
sua	sua	DP3FS0	seu
caza	casa	NCFS000	casa
	,	Fc	,
na	na	SPS00+DA0FS0	em+o
falta	falta	NCFS000	falta
de	de	SPS00	de
huã	uma	DI0FS0	um
mossa	moça	NCFS000	moça
da	da	SPS00+DA0FS0	de+o
almofada	almofada	NCFS000	almofada
q	que	PR0CN000	que
se	se	P00CN000	se
lhe	lhe	PP3CSD00	lhe
foi	foi	VMIS3S0	ir
,	,	Fc	,
e	e	CC	e
estima	estima	VMIP3S0	estimar
e	e	CC	e
trata a	trata-a	VMIP3S0+PP3FSA00	tratar+o
mto	muito	RQ	muito
bem	bem	RG	bem
	,	Fc	,
como	como	SPS00	como
