Pe	Padre		
Mto	muito		
honrrado	honrado	AQ0MS0	honrado
e	e	AQ0MS0	honrado
Snr	senhor	AQ0MS0	honrado
	,	AQ0MS0	honrado
em	em	AQ0MS0	honrado
primeiro	primeiro	AQ0MS0	honrado
lugar	lugar	AQ0MS0	honrado
eu	eu	AQ0MS0	honrado
não	não	AQ0MS0	honrado
sei	sei	AQ0MS0	honrado
mudar	mudar	AQ0MS0	honrado
a	a	AQ0MS0	honrado
letra	letra	AQ0MS0	honrado
e	e	AQ0MS0	honrado
	,	AQ0MS0	honrado
tambem	também	AQ0MS0	honrado
	,	AQ0MS0	honrado
inda	ainda	AQ0MS0	honrado
q	que	AQ0MS0	honrado
soubera	soubera	AQ0MS0	honrado
	,	AQ0MS0	honrado
a	a	AQ0MS0	honrado
não	não	AQ0MS0	honrado
mudaria	mudaria	AQ0MS0	honrado
	.	AQ0MS0	honrado
vejo	Vejo	AQ0MS0	honrado
a	a	AQ0MS0	honrado
carta	carta	AQ0MS0	honrado
de	de	AQ0MS0	honrado
Vmce	VM	AQ0MS0	honrado
e	e	AQ0MS0	honrado
o	o	AQ0MS0	honrado
livro	livro	AQ0MS0	honrado
q	que	AQ0MS0	honrado
me	me	AQ0MS0	honrado
remete	remete	AQ0MS0	honrado
	,	AQ0MS0	honrado
e	e	AQ0MS0	honrado
não	não	AQ0MS0	honrado
digo	digo	AQ0MS0	honrado
q	que	AQ0MS0	honrado
he	é	AQ0MS0	honrado
dezacomodado	desacomodado	VMP0000	honrado
pa	para	VMP0000	honrado
quem	quem	VMP0000	honrado
o	o	VMP0000	honrado
quizer	quiser	VMP0000	honrado
siguir	seguir	VMP0000	honrado
,	.	VMP0000	honrado
porem	Porém	VMP0000	honrado
	,	VMP0000	honrado
pa	para	VMP0000	honrado
mim	mim	VMP0000	honrado
não	não	VMP0000	honrado
serve	serve	VMP0000	honrado
	.	VMP0000	honrado
os	Os	VMP0000	honrado
porques	porquês	VMP0000	honrado
	,	VMP0000	honrado
não	não	VMP0000	honrado
he	é	VMP0000	honrado
posivel	possível	VMP0000	honrado
comonicalos	comunicá-los	VMP0000	honrado
	,	VMP0000	honrado
so	só	VMP0000	honrado
lhe	lhe	VMP0000	honrado
digo	digo	VMP0000	honrado
,	.	VMP0000	honrado
fico	Fico	VMP0000	honrado
a	a	VMP0000	honrado
Vmce	VM	VMP0000	honrado
mto	muito	VMP0000	honrado
agradesida	agradecida	VMP0000	honrado
pela	pela	VMP0000	honrado
mce	mercê	VMP0000	honrado
q	que	VMP0000	honrado
me	me	VMP0000	honrado
tem	tem	VMP0000	honrado
feito	feito	VMP0000	honrado
	.	VMP0000	honrado
porem	Porém	VMP0000	honrado
	,	VMP0000	honrado
eu	eu	VMP0000	honrado
das	das	VMP0000	honrado
q	que	VMP0000	honrado
Vmce	VM	VMP0000	honrado
me	me	VMP0000	honrado
oferese	oferece	VMP0000	honrado
me	me	VMP0000	honrado
não	não	VMP0000	honrado
poso	posso	VMP0000	honrado
aproveitar	aproveitar	VMP0000	honrado
,	,	VMP0000	honrado
pois	pois	VMP0000	honrado
não	não	VMP0000	honrado
ei	hei	VMP0000	honrado
de	de	VMP0000	honrado
deichar	deixar	VMP0000	honrado
de	de	VMP0000	honrado
repetir	repetir	VMP0000	honrado
o	o	VMP0000	honrado
mesmo	mesmo	VMP0000	honrado
q	que	VMP0000	honrado
the	até	VMP0000	honrado
gora	agora	VMP0000	honrado
fis	fiz	VMP0000	honrado
e	e	VMP0000	honrado
ja	já	VMP0000	honrado
uzei	usei	VMP0000	honrado
dipos	depois	VMP0000	honrado
q	que	VMP0000	honrado
a	a	VMP0000	honrado
Vmce	VM	VMP0000	honrado
remeti	remeti	VMP0000	honrado
aquela	aquela	VMP0000	honrado
couza	coisa	VMP0000	honrado
	.	VMP0000	honrado
porem	Porém	VMP0000	honrado
	,	VMP0000	honrado
comsumia	consumi-a	VMP0000	honrado
	,	VMP0000	honrado
e	e	VMP0000	honrado
lhe	lhe	VMP0000	honrado
digo	digo	VMP0000	honrado
ja	já	VMP0000	honrado
tenho	tenho	VMP0000	honrado
pezares	pesares	VMP0000	honrado
grandes	grandes	VMP0000	honrado
de	de	VMP0000	honrado
ter	ter	VMP0000	honrado
feito	feito	VMP0000	honrado
a	a	VMP0000	honrado
Vmce	VM	VMP0000	honrado
a	a	VMP0000	honrado
tal	tal	VMP0000	honrado
remesa	remessa	VMP0000	honrado
,	.	VMP0000	honrado
o	O	VMP0000	honrado
casere	cárcere	VMP0000	honrado
do	do	VMP0000	honrado
Sto	Santo	VMP0000	honrado
ofiçio	Ofício	VMP0000	honrado
,	,	VMP0000	honrado
não	não	VMP0000	honrado
o	o	VMP0000	honrado
temo	temo	VMP0000	honrado
,	.	VMP0000	honrado
se	Se	VMP0000	honrado
la	lá	VMP0000	honrado
fose	fosse	VMP0000	honrado
	,	VMP0000	honrado
não	não	VMP0000	honrado
seria	seria	VMP0000	honrado
eu	eu	VMP0000	honrado
a	a	VMP0000	honrado
primeira	primeira	VMP0000	honrado
,	.	VMP0000	honrado
o	O	VMP0000	honrado
deste	deste	VMP0000	honrado
comvento	convento	VMP0000	honrado
	,	VMP0000	honrado
se	se	VMP0000	honrado
la	lá	VMP0000	honrado
me	me	VMP0000	honrado
meterem	meterem	VMP0000	honrado
e	e	VMP0000	honrado
eu	eu	VMP0000	honrado
me	me	VMP0000	honrado
vir	vir	VMP0000	honrado
padeser	padecer	VMP0000	honrado
semilhante	semelhante	VMP0000	honrado
afronta	afronta	VMP0000	honrado
debacho	debaixo	VMP0000	honrado
do	do	VMP0000	honrado
poder	poder	VMP0000	honrado
destas	destas	VMP0000	honrado
senhoras	senhoras	VMP0000	honrado
	,	VMP0000	honrado
humas	umas	VMP0000	honrado
pouco	pouco	VMP0000	honrado
afeisoadas	afeiçoadas	VMP0000	honrado
,	,	VMP0000	honrado
outras	outras	VMP0000	honrado
capitais	capitais	VMP0000	honrado
emnemigas	inimigas	VMP0000	honrado
,	,	VMP0000	honrado
por	por	VMP0000	honrado
mto	muito	VMP0000	honrado
claras	claras	VMP0000	honrado
experiençias	experiências	VMP0000	honrado
,	,	VMP0000	honrado
ja	já	VMP0000	honrado
lhe	lhe	VMP0000	honrado
dise	disse	VMP0000	honrado
me	me	VMP0000	honrado
ei	hei	VMP0000	honrado
de	de	VMP0000	honrado
matar	matar	VMP0000	honrado
emfalivemte	infalivelmente	VMP0000	honrado
	,	VMP0000	honrado
e	e	VMP0000	honrado
	,	VMP0000	honrado
no	no	VMP0000	honrado
mesmo	mesmo	VMP0000	honrado
comflito	conflito	VMP0000	honrado
	,	VMP0000	honrado
arenegar	arrenegar	VMP0000	honrado
antes	antes	VMP0000	honrado
q	que	VMP0000	honrado
ser	ser	VMP0000	honrado
comsomida	consumida	VMP0000	honrado
das	das	VMP0000	honrado
ditas	ditas	VMP0000	honrado
senhoras	senhoras	VMP0000	honrado
	,	VMP0000	honrado
q	que	VMP0000	honrado
he	é	VMP0000	honrado
o	o	VMP0000	honrado
q	que	VMP0000	honrado
me	me	VMP0000	honrado
persepita	precipita	VMP0000	honrado
	.	VMP0000	honrado
q	Que	VMP0000	honrado
do	do	VMP0000	honrado
Sto	Santo	VMP0000	honrado
ofisio	Ofício	VMP0000	honrado
zombo	zombo	VMP0000	honrado
eu	eu	VMP0000	honrado
	,	VMP0000	honrado
e	e	VMP0000	honrado
he	é	VMP0000	honrado
o	o	VMP0000	honrado
q	que	VMP0000	honrado
se	se	VMP0000	honrado
me	me	VMP0000	honrado
oferese	oferece	VMP0000	honrado
dizer	dizer	VMP0000	honrado
a	a	VMP0000	honrado
Vmce	VM	VMP0000	honrado
	,	VMP0000	honrado
pois	pois	VMP0000	honrado
	,	VMP0000	honrado
se	se	VMP0000	honrado
outra	outra	VMP0000	honrado
couza	coisa	VMP0000	honrado
